time,time_week,time_year,time_month,time_day,time_hour,station_id,PM25_Concentration,NO2_Concentration,NOx_Concentration,SO2_Concentration,CO_Concentration
2021-01-14 00:00:00,3,2021,1,14,0,Vesterbro,7.52,2.72,4.28,0.43,0.24
2021-01-14 01:00:00,3,2021,1,14,1,Vesterbro,,2.41,3.77,0.35,0.22
2021-01-14 02:00:00,3,2021,1,14,2,Vesterbro,,2.81,4.04,0.27,0.23
2021-01-14 03:00:00,3,2021,1,14,3,Vesterbro,,1.76,2.14,0.35,0.21
2021-01-14 04:00:00,3,2021,1,14,4,Vesterbro,,4.49,6.88,0.0,0.2
2021-01-14 05:00:00,3,2021,1,14,5,Vesterbro,,32.9,72.85,1.09,0.27
2021-01-14 06:00:00,3,2021,1,14,6,Vesterbro,,20.31,106.95,1.76,0.33
2021-01-14 07:00:00,3,2021,1,14,7,Vesterbro,,44.7,132.77,1.73,0.34
2021-01-14 08:00:00,3,2021,1,14,8,Vesterbro,,36.91,123.99,1.54,0.35
2021-01-14 09:00:00,3,2021,1,14,9,Vesterbro,,41.41,126.55,1.41,0.33
2021-01-14 10:00:00,3,2021,1,14,10,Vesterbro,,49.44,162.93,2.05,0.33
2021-01-14 11:00:00,3,2021,1,14,11,Vesterbro,,34.31,114.2,1.25,0.29
2021-01-14 12:00:00,3,2021,1,14,12,Vesterbro,,12.6,162.83,0.64,0.37
2021-01-14 13:00:00,3,2021,1,14,13,Vesterbro,,36.57,138.2,1.7,0.35
2021-01-14 14:00:00,3,2021,1,14,14,Vesterbro,,28.42,182.03,1.73,0.44
2021-01-14 15:00:00,3,2021,1,14,15,Vesterbro,,58.83,197.71,1.94,0.42
2021-01-14 16:00:00,3,2021,1,14,16,Vesterbro,,50.8,183.47,1.81,0.4
2021-01-14 17:00:00,3,2021,1,14,17,Vesterbro,,62.84,172.87,1.6,0.43
2021-01-14 18:00:00,3,2021,1,14,18,Vesterbro,,42.04,116.72,1.38,0.34
2021-01-14 19:00:00,3,2021,1,14,19,Vesterbro,,34.58,79.81,1.65,0.35
2021-01-14 20:00:00,3,2021,1,14,20,Vesterbro,,15.63,24.0,1.68,0.23
2021-01-14 21:00:00,3,2021,1,14,21,Vesterbro,,30.26,69.1,0.98,0.34
2021-01-14 22:00:00,3,2021,1,14,22,Vesterbro,,19.3,42.4,0.93,0.3
2021-01-14 23:00:00,3,2021,1,14,23,Vesterbro,,17.5,39.38,1.22,0.29
2021-01-15 00:00:00,4,2021,1,15,0,Vesterbro,9.44,7.63,12.18,0.98,0.21
2021-01-15 01:00:00,4,2021,1,15,1,Vesterbro,,5.62,7.96,0.98,0.2
2021-01-15 02:00:00,4,2021,1,15,2,Vesterbro,,6.35,11.23,0.24,0.19
2021-01-15 03:00:00,4,2021,1,15,3,Vesterbro,,4.86,6.77,0.67,0.2
2021-01-15 04:00:00,4,2021,1,15,4,Vesterbro,,12.22,16.85,1.04,0.2
2021-01-15 05:00:00,4,2021,1,15,5,Vesterbro,,21.76,35.61,1.17,0.2
2021-01-15 06:00:00,4,2021,1,15,6,Vesterbro,,59.25,162.56,0.85,0.43
2021-01-15 07:00:00,4,2021,1,15,7,Vesterbro,,62.16,165.89,1.3,0.37
2021-01-15 08:00:00,4,2021,1,15,8,Vesterbro,,26.93,46.68,0.67,0.23
2021-01-15 09:00:00,4,2021,1,15,9,Vesterbro,,24.08,42.74,0.72,0.26
2021-01-15 10:00:00,4,2021,1,15,10,Vesterbro,,27.9,56.5,0.82,0.27
2021-01-15 11:00:00,4,2021,1,15,11,Vesterbro,,26.62,53.05,0.69,0.27
2021-01-15 12:00:00,4,2021,1,15,12,Vesterbro,,28.88,57.47,0.45,0.27
2021-01-15 13:00:00,4,2021,1,15,13,Vesterbro,,17.82,30.12,0.27,0.27
2021-01-15 14:00:00,4,2021,1,15,14,Vesterbro,,28.82,67.21,0.61,0.31
2021-01-15 15:00:00,4,2021,1,15,15,Vesterbro,,0.0,42.38,0.4,0.3
2021-01-15 16:00:00,4,2021,1,15,16,Vesterbro,,55.58,154.32,0.61,0.38
2021-01-15 17:00:00,4,2021,1,15,17,Vesterbro,,32.21,77.78,0.0,0.35
2021-01-15 18:00:00,4,2021,1,15,18,Vesterbro,,24.77,50.55,0.0,0.34
2021-01-15 19:00:00,4,2021,1,15,19,Vesterbro,,34.18,81.91,0.19,0.37
2021-01-15 20:00:00,4,2021,1,15,20,Vesterbro,,31.1,72.85,0.0,0.34
2021-01-15 21:00:00,4,2021,1,15,21,Vesterbro,,24.9,53.4,0.0,0.33
2021-01-15 22:00:00,4,2021,1,15,22,Vesterbro,,30.22,87.34,0.0,0.38
2021-01-15 23:00:00,4,2021,1,15,23,Vesterbro,,33.6,72.56,0.19,0.35
2021-01-16 00:00:00,5,2021,1,16,0,Vesterbro,16.21,27.73,51.27,0.03,0.4
2021-01-16 01:00:00,5,2021,1,16,1,Vesterbro,,37.62,78.68,0.53,0.42
2021-01-16 02:00:00,5,2021,1,16,2,Vesterbro,,36.91,96.81,0.45,0.43
2021-01-16 03:00:00,5,2021,1,16,3,Vesterbro,,23.52,39.49,0.27,0.3
2021-01-16 04:00:00,5,2021,1,16,4,Vesterbro,,33.87,69.04,1.17,0.3
2021-01-16 05:00:00,5,2021,1,16,5,Vesterbro,,32.74,76.5,1.01,0.33
2021-01-16 06:00:00,5,2021,1,16,6,Vesterbro,,26.78,71.18,1.2,0.27
2021-01-16 07:00:00,5,2021,1,16,7,Vesterbro,,35.73,105.76,1.7,0.33
2021-01-16 08:00:00,5,2021,1,16,8,Vesterbro,,37.71,126.53,1.68,0.35
2021-01-16 09:00:00,5,2021,1,16,9,Vesterbro,,44.47,178.03,1.86,0.4
2021-01-16 10:00:00,5,2021,1,16,10,Vesterbro,,38.84,88.53,2.34,0.35
2021-01-16 11:00:00,5,2021,1,16,11,Vesterbro,,18.49,32.93,2.16,0.28
2021-01-16 12:00:00,5,2021,1,16,12,Vesterbro,,25.3,45.27,2.24,0.33
2021-01-16 13:00:00,5,2021,1,16,13,Vesterbro,,27.58,50.07,2.95,0.3
2021-01-16 14:00:00,5,2021,1,16,14,Vesterbro,,43.07,102.93,3.51,0.44
2021-01-16 15:00:00,5,2021,1,16,15,Vesterbro,,27.46,58.25,2.29,0.42
2021-01-16 16:00:00,5,2021,1,16,16,Vesterbro,,45.67,107.48,2.18,0.51
2021-01-16 17:00:00,5,2021,1,16,17,Vesterbro,,58.48,138.9,1.92,0.52
2021-01-16 18:00:00,5,2021,1,16,18,Vesterbro,,52.29,172.45,2.29,0.64
2021-01-16 19:00:00,5,2021,1,16,19,Vesterbro,,36.74,80.4,1.54,0.43
2021-01-16 20:00:00,5,2021,1,16,20,Vesterbro,,48.69,127.91,1.84,0.52
2021-01-16 21:00:00,5,2021,1,16,21,Vesterbro,,44.18,115.97,1.6,0.55
2021-01-16 22:00:00,5,2021,1,16,22,Vesterbro,,37.62,92.68,1.89,0.48
2021-01-16 23:00:00,5,2021,1,16,23,Vesterbro,,27.41,61.54,2.02,0.45
2021-01-17 00:00:00,6,2021,1,17,0,Vesterbro,14.59,13.77,28.32,1.76,0.36
2021-01-17 01:00:00,6,2021,1,17,1,Vesterbro,,10.19,21.02,2.0,0.28
2021-01-17 02:00:00,6,2021,1,17,2,Vesterbro,,9.14,14.42,2.34,0.24
2021-01-17 03:00:00,6,2021,1,17,3,Vesterbro,,3.42,5.36,1.84,0.22
2021-01-17 04:00:00,6,2021,1,17,4,Vesterbro,,2.24,4.05,1.76,0.21
2021-01-17 05:00:00,6,2021,1,17,5,Vesterbro,,3.52,4.23,0.64,0.19
2021-01-17 06:00:00,6,2021,1,17,6,Vesterbro,,3.77,5.55,0.59,0.19
2021-01-17 07:00:00,6,2021,1,17,7,Vesterbro,,15.24,18.03,0.4,0.21
2021-01-17 08:00:00,6,2021,1,17,8,Vesterbro,,4.99,7.4,0.53,0.21
2021-01-17 09:00:00,6,2021,1,17,9,Vesterbro,,9.93,17.92,0.72,0.21
2021-01-17 10:00:00,6,2021,1,17,10,Vesterbro,,12.14,22.64,0.56,0.24
2021-01-17 11:00:00,6,2021,1,17,11,Vesterbro,,16.89,36.13,0.96,0.26
2021-01-17 12:00:00,6,2021,1,17,12,Vesterbro,,24.21,51.47,1.01,0.3
2021-01-17 13:00:00,6,2021,1,17,13,Vesterbro,,23.54,47.79,0.53,0.31
2021-01-17 14:00:00,6,2021,1,17,14,Vesterbro,,23.06,52.73,0.59,0.34
2021-01-17 15:00:00,6,2021,1,17,15,Vesterbro,,30.56,58.68,0.45,0.35
2021-01-17 16:00:00,6,2021,1,17,16,Vesterbro,,29.99,64.62,0.0,0.37
2021-01-17 17:00:00,6,2021,1,17,17,Vesterbro,,44.37,127.66,0.24,0.54
2021-01-17 18:00:00,6,2021,1,17,18,Vesterbro,,33.89,112.0,0.48,0.57
2021-01-17 19:00:00,6,2021,1,17,19,Vesterbro,,32.51,72.45,0.11,0.48
2021-01-17 20:00:00,6,2021,1,17,20,Vesterbro,,36.57,82.96,0.56,0.49
2021-01-17 21:00:00,6,2021,1,17,21,Vesterbro,,35.82,78.8,0.16,0.41
2021-01-17 22:00:00,6,2021,1,17,22,Vesterbro,,26.85,56.44,0.16,0.35
2021-01-17 23:00:00,6,2021,1,17,23,Vesterbro,,26.47,52.92,0.35,0.45
2021-01-18 00:00:00,0,2021,1,18,0,Vesterbro,18.91,18.8,40.89,0.43,0.31
2021-01-18 01:00:00,0,2021,1,18,1,Vesterbro,,14.42,23.39,0.08,0.33
2021-01-18 02:00:00,0,2021,1,18,2,Vesterbro,,12.93,33.85,0.32,0.33
2021-01-18 03:00:00,0,2021,1,18,3,Vesterbro,,11.44,14.08,0.27,0.34
2021-01-18 04:00:00,0,2021,1,18,4,Vesterbro,,16.18,28.08,0.53,0.31
2021-01-18 05:00:00,0,2021,1,18,5,Vesterbro,,16.83,33.91,0.4,0.34
2021-01-18 06:00:00,0,2021,1,18,6,Vesterbro,,37.03,122.27,0.96,0.51
2021-01-18 07:00:00,0,2021,1,18,7,Vesterbro,,29.82,91.95,0.8,0.49
2021-01-18 08:00:00,0,2021,1,18,8,Vesterbro,,22.41,152.94,0.64,0.47
2021-01-18 09:00:00,0,2021,1,18,9,Vesterbro,,38.92,128.31,0.32,0.42
2021-01-18 10:00:00,0,2021,1,18,10,Vesterbro,,35.27,98.23,0.48,0.43
2021-01-18 11:00:00,0,2021,1,18,11,Vesterbro,,25.07,64.09,0.27,0.4
2021-01-18 12:00:00,0,2021,1,18,12,Vesterbro,,35.29,94.02,0.56,0.38
2021-01-18 13:00:00,0,2021,1,18,13,Vesterbro,,32.72,81.07,0.64,0.37
2021-01-18 14:00:00,0,2021,1,18,14,Vesterbro,,20.67,83.19,0.0,0.4
2021-01-18 15:00:00,0,2021,1,18,15,Vesterbro,,58.16,149.77,0.82,0.43
2021-01-18 16:00:00,0,2021,1,18,16,Vesterbro,,52.21,129.86,0.37,0.44
2021-01-18 17:00:00,0,2021,1,18,17,Vesterbro,,50.7,114.35,0.35,0.41
2021-01-18 18:00:00,0,2021,1,18,18,Vesterbro,,39.74,76.21,0.48,0.36
2021-01-18 19:00:00,0,2021,1,18,19,Vesterbro,,15.45,21.82,0.4,0.24
2021-01-18 20:00:00,0,2021,1,18,20,Vesterbro,,14.92,22.13,0.35,0.24
2021-01-18 21:00:00,0,2021,1,18,21,Vesterbro,,26.72,41.48,0.05,0.27
2021-01-18 22:00:00,0,2021,1,18,22,Vesterbro,,24.65,40.89,0.0,0.27
2021-01-18 23:00:00,0,2021,1,18,23,Vesterbro,,14.5,21.0,0.13,0.23
2021-01-19 00:00:00,1,2021,1,19,0,Vesterbro,8.72,12.76,16.16,0.0,0.24
2021-01-19 01:00:00,1,2021,1,19,1,Vesterbro,,5.22,5.68,0.0,0.23
2021-01-19 02:00:00,1,2021,1,19,2,Vesterbro,,14.13,37.43,0.08,0.22
2021-01-19 03:00:00,1,2021,1,19,3,Vesterbro,,9.93,15.2,0.16,0.23
2021-01-19 04:00:00,1,2021,1,19,4,Vesterbro,,22.24,27.75,0.0,0.17
2021-01-19 05:00:00,1,2021,1,19,5,Vesterbro,,23.12,37.29,0.03,0.21
2021-01-19 06:00:00,1,2021,1,19,6,Vesterbro,,34.67,67.93,0.45,0.23
2021-01-19 07:00:00,1,2021,1,19,7,Vesterbro,,,,,
2021-01-19 08:00:00,1,2021,1,19,8,Vesterbro,,49.8,122.97,0.64,0.28
2021-01-19 09:00:00,1,2021,1,19,9,Vesterbro,,56.57,144.09,0.67,0.33
2021-01-19 10:00:00,1,2021,1,19,10,Vesterbro,,,,,
2021-01-19 11:00:00,1,2021,1,19,11,Vesterbro,,,,,
2021-01-19 12:00:00,1,2021,1,19,12,Vesterbro,,,,,
2021-01-19 13:00:00,1,2021,1,19,13,Vesterbro,,,,,
2021-01-19 14:00:00,1,2021,1,19,14,Vesterbro,,,,,
2021-01-19 15:00:00,1,2021,1,19,15,Vesterbro,,,,,
2021-01-19 16:00:00,1,2021,1,19,16,Vesterbro,,,,,
2021-01-19 17:00:00,1,2021,1,19,17,Vesterbro,,,,,
2021-01-19 18:00:00,1,2021,1,19,18,Vesterbro,,,,,
2021-01-19 19:00:00,1,2021,1,19,19,Vesterbro,,,,,
2021-01-19 20:00:00,1,2021,1,19,20,Vesterbro,,,,,
2021-01-19 21:00:00,1,2021,1,19,21,Vesterbro,,,,,
2021-01-19 22:00:00,1,2021,1,19,22,Vesterbro,,,,,
2021-01-19 23:00:00,1,2021,1,19,23,Vesterbro,,,,,
2021-01-20 00:00:00,2,2021,1,20,0,Vesterbro,6.31,10.23,22.22,0.0,0.24
2021-01-20 01:00:00,2,2021,1,20,1,Vesterbro,,13.27,37.12,0.0,0.21
2021-01-20 02:00:00,2,2021,1,20,2,Vesterbro,,8.34,18.49,0.0,0.21
2021-01-20 03:00:00,2,2021,1,20,3,Vesterbro,,8.03,17.94,0.0,0.2
2021-01-20 04:00:00,2,2021,1,20,4,Vesterbro,,12.89,29.89,0.29,0.21
2021-01-20 05:00:00,2,2021,1,20,5,Vesterbro,,15.28,29.09,0.37,0.22
2021-01-20 06:00:00,2,2021,1,20,6,Vesterbro,,27.39,65.75,0.0,0.28
2021-01-20 07:00:00,2,2021,1,20,7,Vesterbro,,37.08,132.17,0.29,0.37
2021-01-20 08:00:00,2,2021,1,20,8,Vesterbro,,33.47,91.07,,0.29
2021-01-20 09:00:00,2,2021,1,20,9,Vesterbro,,35.76,84.92,,0.3
2021-01-20 10:00:00,2,2021,1,20,10,Vesterbro,,,,0.96,0.33
2021-01-20 11:00:00,2,2021,1,20,11,Vesterbro,,,,3.49,0.37
2021-01-20 12:00:00,2,2021,1,20,12,Vesterbro,,60.26,93.5,1.06,0.43
2021-01-20 13:00:00,2,2021,1,20,13,Vesterbro,,42.38,63.57,0.0,0.31
2021-01-20 14:00:00,2,2021,1,20,14,Vesterbro,,0.0,4.17,0.0,0.31
2021-01-20 15:00:00,2,2021,1,20,15,Vesterbro,,0.0,0.0,0.0,0.35
2021-01-20 16:00:00,2,2021,1,20,16,Vesterbro,,0.0,0.0,0.0,0.37
2021-01-20 17:00:00,2,2021,1,20,17,Vesterbro,,0.0,0.0,0.0,0.29
2021-01-20 18:00:00,2,2021,1,20,18,Vesterbro,,0.0,0.0,0.0,0.31
2021-01-20 19:00:00,2,2021,1,20,19,Vesterbro,,0.0,0.0,0.0,0.29
2021-01-20 20:00:00,2,2021,1,20,20,Vesterbro,,0.0,0.0,0.0,0.28
2021-01-20 21:00:00,2,2021,1,20,21,Vesterbro,,0.0,0.0,0.0,0.28
2021-01-20 22:00:00,2,2021,1,20,22,Vesterbro,,0.0,0.0,0.0,0.33
2021-01-20 23:00:00,2,2021,1,20,23,Vesterbro,,0.0,0.0,0.0,0.24
2021-01-21 00:00:00,3,2021,1,21,0,Vesterbro,7.01,0.0,0.34,0.75,0.2
2021-01-21 01:00:00,3,2021,1,21,1,Vesterbro,,0.25,0.59,0.98,0.21
2021-01-21 02:00:00,3,2021,1,21,2,Vesterbro,,0.17,0.48,0.51,0.21
2021-01-21 03:00:00,3,2021,1,21,3,Vesterbro,,0.23,0.33,0.96,0.21
2021-01-21 04:00:00,3,2021,1,21,4,Vesterbro,,0.17,0.19,1.14,0.23
2021-01-21 05:00:00,3,2021,1,21,5,Vesterbro,,0.04,0.11,0.93,0.21
2021-01-21 06:00:00,3,2021,1,21,6,Vesterbro,,0.08,0.0,0.19,0.26
2021-01-21 07:00:00,3,2021,1,21,7,Vesterbro,,0.27,0.08,1.09,0.29
2021-01-21 08:00:00,3,2021,1,21,8,Vesterbro,,0.06,0.0,1.68,0.26
2021-01-21 09:00:00,3,2021,1,21,9,Vesterbro,,0.1,0.02,1.25,0.27
2021-01-21 10:00:00,3,2021,1,21,10,Vesterbro,,0.21,0.0,1.3,0.23
2021-01-21 11:00:00,3,2021,1,21,11,Vesterbro,,0.17,0.0,0.75,0.2
2021-01-21 12:00:00,3,2021,1,21,12,Vesterbro,,16.54,39.28,0.05,0.19
2021-01-21 13:00:00,3,2021,1,21,13,Vesterbro,,22.93,67.7,0.77,0.2
2021-01-21 14:00:00,3,2021,1,21,14,Vesterbro,,31.5,87.73,1.17,0.23
2021-01-21 15:00:00,3,2021,1,21,15,Vesterbro,,59.75,153.4,1.22,0.28
2021-01-21 16:00:00,3,2021,1,21,16,Vesterbro,,18.32,112.05,1.12,0.24
2021-01-21 17:00:00,3,2021,1,21,17,Vesterbro,,34.92,106.14,1.22,0.23
2021-01-21 18:00:00,3,2021,1,21,18,Vesterbro,,36.72,101.61,1.33,0.23
2021-01-21 19:00:00,3,2021,1,21,19,Vesterbro,,23.62,77.59,1.25,0.21
2021-01-21 20:00:00,3,2021,1,21,20,Vesterbro,,14.36,56.97,1.06,0.19
2021-01-21 21:00:00,3,2021,1,21,21,Vesterbro,,20.56,68.35,1.36,0.2
2021-01-21 22:00:00,3,2021,1,21,22,Vesterbro,,16.35,65.01,0.53,0.2
2021-01-21 23:00:00,3,2021,1,21,23,Vesterbro,,9.49,55.62,1.3,0.2
2021-01-22 00:00:00,4,2021,1,22,0,Vesterbro,5.98,6.41,44.24,1.17,0.17
2021-01-22 01:00:00,4,2021,1,22,1,Vesterbro,,5.45,42.57,0.98,0.16
2021-01-22 02:00:00,4,2021,1,22,2,Vesterbro,,5.62,41.75,1.17,0.16
2021-01-22 03:00:00,4,2021,1,22,3,Vesterbro,,6.98,42.92,1.3,0.17
2021-01-22 04:00:00,4,2021,1,22,4,Vesterbro,,12.81,53.82,0.98,0.19
2021-01-22 05:00:00,4,2021,1,22,5,Vesterbro,,36.66,61.58,0.75,0.23
2021-01-22 06:00:00,4,2021,1,22,6,Vesterbro,,72.52,150.19,1.3,0.24
2021-01-22 07:00:00,4,2021,1,22,7,Vesterbro,,67.13,160.1,0.98,0.35
2021-01-22 08:00:00,4,2021,1,22,8,Vesterbro,,56.67,111.52,0.72,0.27
2021-01-22 09:00:00,4,2021,1,22,9,Vesterbro,,46.63,82.18,0.4,0.22
2021-01-22 10:00:00,4,2021,1,22,10,Vesterbro,,43.72,79.71,0.67,0.22
2021-01-22 11:00:00,4,2021,1,22,11,Vesterbro,,21.19,40.74,0.9,0.22
2021-01-22 12:00:00,4,2021,1,22,12,Vesterbro,,18.72,35.15,0.75,0.21
2021-01-22 13:00:00,4,2021,1,22,13,Vesterbro,,18.21,31.48,1.33,0.2
2021-01-22 14:00:00,4,2021,1,22,14,Vesterbro,,16.22,35.0,0.64,0.21
2021-01-22 15:00:00,4,2021,1,22,15,Vesterbro,,18.38,36.64,1.46,0.23
2021-01-22 16:00:00,4,2021,1,22,16,Vesterbro,,17.35,34.94,1.04,0.28
2021-01-22 17:00:00,4,2021,1,22,17,Vesterbro,,9.93,18.34,0.67,0.26
2021-01-22 18:00:00,4,2021,1,22,18,Vesterbro,,9.83,14.99,0.85,0.24
2021-01-22 19:00:00,4,2021,1,22,19,Vesterbro,,7.04,10.6,0.64,0.23
2021-01-22 20:00:00,4,2021,1,22,20,Vesterbro,,5.95,8.3,0.8,0.22
2021-01-22 21:00:00,4,2021,1,22,21,Vesterbro,,5.53,9.85,0.61,0.21
2021-01-22 22:00:00,4,2021,1,22,22,Vesterbro,,4.88,9.47,0.4,0.19
2021-01-22 23:00:00,4,2021,1,22,23,Vesterbro,,5.03,9.1,0.0,0.19
2021-01-23 00:00:00,5,2021,1,23,0,Vesterbro,10.02,3.0,3.27,0.35,0.16
2021-01-23 01:00:00,5,2021,1,23,1,Vesterbro,,3.1,6.14,0.53,0.15
2021-01-23 02:00:00,5,2021,1,23,2,Vesterbro,,2.7,2.83,0.0,0.15
2021-01-23 03:00:00,5,2021,1,23,3,Vesterbro,,9.01,13.96,0.16,0.15
2021-01-23 04:00:00,5,2021,1,23,4,Vesterbro,,4.72,6.5,0.0,0.15
2021-01-23 05:00:00,5,2021,1,23,5,Vesterbro,,5.11,7.76,0.05,0.14
2021-01-23 06:00:00,5,2021,1,23,6,Vesterbro,,11.78,22.03,0.8,0.17
2021-01-23 07:00:00,5,2021,1,23,7,Vesterbro,,14.1,26.58,0.59,0.21
2021-01-23 08:00:00,5,2021,1,23,8,Vesterbro,,20.87,30.2,0.75,0.19
2021-01-23 09:00:00,5,2021,1,23,9,Vesterbro,,31.02,49.27,0.35,0.21
2021-01-23 10:00:00,5,2021,1,23,10,Vesterbro,,45.73,82.05,0.45,0.24
2021-01-23 11:00:00,5,2021,1,23,11,Vesterbro,,42.44,87.25,0.67,0.28
2021-01-23 12:00:00,5,2021,1,23,12,Vesterbro,,53.28,122.36,0.61,0.33
2021-01-23 13:00:00,5,2021,1,23,13,Vesterbro,,48.27,114.39,0.64,0.34
2021-01-23 14:00:00,5,2021,1,23,14,Vesterbro,,37.45,86.6,0.51,0.34
2021-01-23 15:00:00,5,2021,1,23,15,Vesterbro,,34.12,72.52,0.56,0.34
2021-01-23 16:00:00,5,2021,1,23,16,Vesterbro,,40.72,87.69,1.04,0.3
2021-01-23 17:00:00,5,2021,1,23,17,Vesterbro,,48.98,145.35,0.96,0.42
2021-01-23 18:00:00,5,2021,1,23,18,Vesterbro,,45.54,97.98,0.82,0.3
2021-01-23 19:00:00,5,2021,1,23,19,Vesterbro,,31.58,65.06,0.64,0.35
2021-01-23 20:00:00,5,2021,1,23,20,Vesterbro,,36.59,65.22,0.88,0.28
2021-01-23 21:00:00,5,2021,1,23,21,Vesterbro,,47.26,84.95,2.29,0.34
2021-01-23 22:00:00,5,2021,1,23,22,Vesterbro,,36.09,70.78,0.9,0.3
2021-01-23 23:00:00,5,2021,1,23,23,Vesterbro,,23.73,66.21,0.67,0.34
2021-01-24 00:00:00,6,2021,1,24,0,Vesterbro,15.6,18.38,39.49,0.69,0.33
2021-01-24 01:00:00,6,2021,1,24,1,Vesterbro,,15.57,27.79,0.48,0.24
2021-01-24 02:00:00,6,2021,1,24,2,Vesterbro,,19.58,33.77,0.32,0.24
2021-01-24 03:00:00,6,2021,1,24,3,Vesterbro,,22.74,40.03,,0.27
2021-01-24 04:00:00,6,2021,1,24,4,Vesterbro,,20.35,46.23,,0.24
2021-01-24 05:00:00,6,2021,1,24,5,Vesterbro,,13.69,18.02,,0.23
2021-01-24 06:00:00,6,2021,1,24,6,Vesterbro,,24.35,33.89,5.77,0.29
2021-01-24 07:00:00,6,2021,1,24,7,Vesterbro,,35.69,64.55,5.61,0.29
2021-01-24 08:00:00,6,2021,1,24,8,Vesterbro,,22.97,33.76,5.4,0.24
2021-01-24 09:00:00,6,2021,1,24,9,Vesterbro,,19.51,25.53,5.56,0.27
2021-01-24 10:00:00,6,2021,1,24,10,Vesterbro,,23.18,43.49,5.38,0.3
2021-01-24 11:00:00,6,2021,1,24,11,Vesterbro,,24.52,55.54,5.64,0.31
2021-01-24 12:00:00,6,2021,1,24,12,Vesterbro,,19.89,39.15,5.19,0.3
2021-01-24 13:00:00,6,2021,1,24,13,Vesterbro,,26.37,75.07,5.59,0.29
2021-01-24 14:00:00,6,2021,1,24,14,Vesterbro,,42.02,102.43,5.48,0.35
2021-01-24 15:00:00,6,2021,1,24,15,Vesterbro,,27.98,57.24,5.59,0.36
2021-01-24 16:00:00,6,2021,1,24,16,Vesterbro,,29.85,52.12,5.43,0.3
2021-01-24 17:00:00,6,2021,1,24,17,Vesterbro,,26.6,47.37,5.38,0.34
2021-01-24 18:00:00,6,2021,1,24,18,Vesterbro,,35.59,80.52,5.45,0.37
2021-01-24 19:00:00,6,2021,1,24,19,Vesterbro,,22.95,42.51,5.4,0.33
2021-01-24 20:00:00,6,2021,1,24,20,Vesterbro,,19.83,31.33,5.32,0.28
2021-01-24 21:00:00,6,2021,1,24,21,Vesterbro,,20.83,40.77,5.32,0.28
2021-01-24 22:00:00,6,2021,1,24,22,Vesterbro,,15.74,30.33,5.38,0.26
2021-01-24 23:00:00,6,2021,1,24,23,Vesterbro,,14.08,19.2,5.35,0.23
2021-01-25 00:00:00,0,2021,1,25,0,Vesterbro,11.38,6.98,8.72,5.22,0.22
2021-01-25 01:00:00,0,2021,1,25,1,Vesterbro,,6.08,7.23,5.88,0.24
2021-01-25 02:00:00,0,2021,1,25,2,Vesterbro,,7.02,7.54,5.08,0.23
2021-01-25 03:00:00,0,2021,1,25,3,Vesterbro,,7.19,7.86,5.16,0.23
2021-01-25 04:00:00,0,2021,1,25,4,Vesterbro,,10.81,13.16,5.27,0.21
2021-01-25 05:00:00,0,2021,1,25,5,Vesterbro,,22.97,49.61,0.13,0.23
2021-01-25 06:00:00,0,2021,1,25,6,Vesterbro,,22.91,54.39,0.0,0.24
2021-01-25 07:00:00,0,2021,1,25,7,Vesterbro,,45.5,153.69,0.53,0.36
2021-01-25 08:00:00,0,2021,1,25,8,Vesterbro,,53.34,189.15,0.77,0.44
2021-01-25 09:00:00,0,2021,1,25,9,Vesterbro,,42.88,113.91,0.75,0.29
2021-01-25 10:00:00,0,2021,1,25,10,Vesterbro,,,,0.24,0.24
2021-01-25 11:00:00,0,2021,1,25,11,Vesterbro,,55.98,127.89,0.4,0.27
2021-01-25 12:00:00,0,2021,1,25,12,Vesterbro,,55.63,170.67,0.51,0.29
2021-01-25 13:00:00,0,2021,1,25,13,Vesterbro,,68.56,221.26,0.4,0.43
2021-01-25 14:00:00,0,2021,1,25,14,Vesterbro,,88.61,265.23,0.88,0.36
2021-01-25 15:00:00,0,2021,1,25,15,Vesterbro,,93.71,302.77,1.04,0.45
2021-01-25 16:00:00,0,2021,1,25,16,Vesterbro,,112.8,385.12,1.17,0.49
2021-01-25 17:00:00,0,2021,1,25,17,Vesterbro,,81.72,193.87,0.45,0.45
2021-01-25 18:00:00,0,2021,1,25,18,Vesterbro,,70.49,149.14,0.27,0.41
2021-01-25 19:00:00,0,2021,1,25,19,Vesterbro,,57.38,122.0,1.38,0.5
2021-01-25 20:00:00,0,2021,1,25,20,Vesterbro,,41.46,77.11,0.0,0.35
2021-01-25 21:00:00,0,2021,1,25,21,Vesterbro,,34.64,52.61,0.11,0.33
2021-01-25 22:00:00,0,2021,1,25,22,Vesterbro,,33.47,63.38,0.21,0.34
2021-01-25 23:00:00,0,2021,1,25,23,Vesterbro,,22.45,35.76,0.13,0.27
2021-01-26 00:00:00,1,2021,1,26,0,Vesterbro,9.12,9.14,12.05,0.08,0.26
2021-01-26 01:00:00,1,2021,1,26,1,Vesterbro,,9.03,21.34,0.0,0.23
2021-01-26 02:00:00,1,2021,1,26,2,Vesterbro,,8.01,11.69,0.0,0.21
2021-01-26 03:00:00,1,2021,1,26,3,Vesterbro,,8.78,13.96,0.0,0.23
2021-01-26 04:00:00,1,2021,1,26,4,Vesterbro,,5.28,6.58,0.0,0.2
