time,time_week,time_year,time_month,time_day,time_hour,station_id,PM25_Concentration,NO2_Concentration,NOx_Concentration,O3_Concentration
2021-01-14 00:00:00,3,2021,1,14,0,Oesterbro,6.29,3.06,3.63,41.25
2021-01-14 01:00:00,3,2021,1,14,1,Oesterbro,,2.91,3.73,41.71
2021-01-14 02:00:00,3,2021,1,14,2,Oesterbro,,3.4,4.32,42.25
2021-01-14 03:00:00,3,2021,1,14,3,Oesterbro,,2.93,3.4,
2021-01-14 04:00:00,3,2021,1,14,4,Oesterbro,,3.67,4.51,44.34
2021-01-14 05:00:00,3,2021,1,14,5,Oesterbro,,3.71,4.42,44.76
2021-01-14 06:00:00,3,2021,1,14,6,Oesterbro,,8.01,10.23,42.55
2021-01-14 07:00:00,3,2021,1,14,7,Oesterbro,,8.3,9.94,42.31
2021-01-14 08:00:00,3,2021,1,14,8,Oesterbro,,9.72,13.02,41.63
2021-01-14 09:00:00,3,2021,1,14,9,Oesterbro,,7.78,9.07,42.51
2021-01-14 10:00:00,3,2021,1,14,10,Oesterbro,,9.16,10.71,40.67
2021-01-14 11:00:00,3,2021,1,14,11,Oesterbro,,8.32,10.21,43.11
2021-01-14 12:00:00,3,2021,1,14,12,Oesterbro,,7.17,8.19,45.26
2021-01-14 13:00:00,3,2021,1,14,13,Oesterbro,,7.38,8.4,46.42
2021-01-14 14:00:00,3,2021,1,14,14,Oesterbro,,7.65,9.03,47.3
2021-01-14 15:00:00,3,2021,1,14,15,Oesterbro,,10.04,11.19,43.71
2021-01-14 16:00:00,3,2021,1,14,16,Oesterbro,,8.4,9.49,47.1
2021-01-14 17:00:00,3,2021,1,14,17,Oesterbro,,7.1,7.57,48.68
2021-01-14 18:00:00,3,2021,1,14,18,Oesterbro,,5.01,5.91,53.82
2021-01-14 19:00:00,3,2021,1,14,19,Oesterbro,,3.61,3.6,55.16
2021-01-14 20:00:00,3,2021,1,14,20,Oesterbro,,3.88,3.94,52.57
2021-01-14 21:00:00,3,2021,1,14,21,Oesterbro,,4.63,5.05,51.41
2021-01-14 22:00:00,3,2021,1,14,22,Oesterbro,,4.48,4.55,49.77
2021-01-14 23:00:00,3,2021,1,14,23,Oesterbro,,3.4,2.98,51.27
2021-01-15 00:00:00,4,2021,1,15,0,Oesterbro,6.8,3.88,3.86,52.79
2021-01-15 01:00:00,4,2021,1,15,1,Oesterbro,,4.17,4.0,56.04
2021-01-15 02:00:00,4,2021,1,15,2,Oesterbro,,3.37,3.16,58.81
2021-01-15 03:00:00,4,2021,1,15,3,Oesterbro,,5.22,5.01,55.92
2021-01-15 04:00:00,4,2021,1,15,4,Oesterbro,,22.53,23.6,39.1
2021-01-15 05:00:00,4,2021,1,15,5,Oesterbro,,13.92,14.82,48.44
2021-01-15 06:00:00,4,2021,1,15,6,Oesterbro,,17.63,18.47,47.7
2021-01-15 07:00:00,4,2021,1,15,7,Oesterbro,,42.02,44.1,23.47
2021-01-15 08:00:00,4,2021,1,15,8,Oesterbro,,17.81,19.24,42.11
2021-01-15 09:00:00,4,2021,1,15,9,Oesterbro,,13.37,15.09,44.98
2021-01-15 10:00:00,4,2021,1,15,10,Oesterbro,,16.75,19.56,44.38
2021-01-15 11:00:00,4,2021,1,15,11,Oesterbro,,15.01,17.98,50.31
2021-01-15 12:00:00,4,2021,1,15,12,Oesterbro,,10.88,13.18,54.1
2021-01-15 13:00:00,4,2021,1,15,13,Oesterbro,,8.55,9.51,55.34
2021-01-15 14:00:00,4,2021,1,15,14,Oesterbro,,16.22,19.53,43.77
2021-01-15 15:00:00,4,2021,1,15,15,Oesterbro,,8.82,10.75,46.14
2021-01-15 16:00:00,4,2021,1,15,16,Oesterbro,,6.12,7.55,51.33
2021-01-15 17:00:00,4,2021,1,15,17,Oesterbro,,10.33,11.53,46.62
2021-01-15 18:00:00,4,2021,1,15,18,Oesterbro,,11.61,12.58,44.54
2021-01-15 19:00:00,4,2021,1,15,19,Oesterbro,,13.43,14.29,42.55
2021-01-15 20:00:00,4,2021,1,15,20,Oesterbro,,9.62,10.0,47.58
2021-01-15 21:00:00,4,2021,1,15,21,Oesterbro,,7.11,7.54,53.64
2021-01-15 22:00:00,4,2021,1,15,22,Oesterbro,,7.15,6.83,53.17
2021-01-15 23:00:00,4,2021,1,15,23,Oesterbro,,9.37,9.6,50.61
2021-01-16 00:00:00,5,2021,1,16,0,Oesterbro,15.5,14.65,14.96,41.69
2021-01-16 01:00:00,5,2021,1,16,1,Oesterbro,,36.39,40.32,7.34
2021-01-16 02:00:00,5,2021,1,16,2,Oesterbro,,33.66,37.05,
2021-01-16 03:00:00,5,2021,1,16,3,Oesterbro,,25.47,26.6,15.81
2021-01-16 04:00:00,5,2021,1,16,4,Oesterbro,,20.27,21.76,17.82
2021-01-16 05:00:00,5,2021,1,16,5,Oesterbro,,21.48,25.99,12.15
2021-01-16 06:00:00,5,2021,1,16,6,Oesterbro,,22.97,24.79,14.35
2021-01-16 07:00:00,5,2021,1,16,7,Oesterbro,,23.91,25.49,11.48
2021-01-16 08:00:00,5,2021,1,16,8,Oesterbro,,25.82,27.37,13.23
2021-01-16 09:00:00,5,2021,1,16,9,Oesterbro,,29.55,41.39,9.76
2021-01-16 10:00:00,5,2021,1,16,10,Oesterbro,,37.26,78.62,7.78
2021-01-16 11:00:00,5,2021,1,16,11,Oesterbro,,33.93,62.83,17.44
2021-01-16 12:00:00,5,2021,1,16,12,Oesterbro,,27.81,46.26,30.29
2021-01-16 13:00:00,5,2021,1,16,13,Oesterbro,,19.34,27.33,41.63
2021-01-16 14:00:00,5,2021,1,16,14,Oesterbro,,23.2,29.82,36.82
2021-01-16 15:00:00,5,2021,1,16,15,Oesterbro,,30.62,38.25,25.92
2021-01-16 16:00:00,5,2021,1,16,16,Oesterbro,,47.3,56.99,13.15
2021-01-16 17:00:00,5,2021,1,16,17,Oesterbro,,49.95,65.73,9.0
2021-01-16 18:00:00,5,2021,1,16,18,Oesterbro,,50.15,67.55,4.97
2021-01-16 19:00:00,5,2021,1,16,19,Oesterbro,,35.53,40.35,17.18
2021-01-16 20:00:00,5,2021,1,16,20,Oesterbro,,31.23,35.52,19.96
2021-01-16 21:00:00,5,2021,1,16,21,Oesterbro,,27.6,30.16,19.72
2021-01-16 22:00:00,5,2021,1,16,22,Oesterbro,,15.72,16.45,38.66
2021-01-16 23:00:00,5,2021,1,16,23,Oesterbro,,12.81,12.89,40.61
2021-01-17 00:00:00,6,2021,1,17,0,Oesterbro,13.61,9.22,9.16,46.6
2021-01-17 01:00:00,6,2021,1,17,1,Oesterbro,,5.32,4.63,56.08
2021-01-17 02:00:00,6,2021,1,17,2,Oesterbro,,5.28,4.84,53.56
2021-01-17 03:00:00,6,2021,1,17,3,Oesterbro,,4.13,3.98,
2021-01-17 04:00:00,6,2021,1,17,4,Oesterbro,,4.51,4.8,56.84
2021-01-17 05:00:00,6,2021,1,17,5,Oesterbro,,4.0,3.75,58.03
2021-01-17 06:00:00,6,2021,1,17,6,Oesterbro,,4.65,4.82,57.78
2021-01-17 07:00:00,6,2021,1,17,7,Oesterbro,,5.2,5.49,57.16
2021-01-17 08:00:00,6,2021,1,17,8,Oesterbro,,4.7,4.9,57.64
2021-01-17 09:00:00,6,2021,1,17,9,Oesterbro,,6.37,7.08,52.47
2021-01-17 10:00:00,6,2021,1,17,10,Oesterbro,,8.36,9.7,47.68
2021-01-17 11:00:00,6,2021,1,17,11,Oesterbro,,7.82,9.54,48.72
2021-01-17 12:00:00,6,2021,1,17,12,Oesterbro,,8.95,11.13,48.44
2021-01-17 13:00:00,6,2021,1,17,13,Oesterbro,,8.63,9.73,49.07
2021-01-17 14:00:00,6,2021,1,17,14,Oesterbro,,11.34,13.37,44.07
2021-01-17 15:00:00,6,2021,1,17,15,Oesterbro,,11.84,13.75,41.83
2021-01-17 16:00:00,6,2021,1,17,16,Oesterbro,,16.81,19.03,34.05
2021-01-17 17:00:00,6,2021,1,17,17,Oesterbro,,22.4,23.98,27.08
2021-01-17 18:00:00,6,2021,1,17,18,Oesterbro,,21.0,22.85,28.2
2021-01-17 19:00:00,6,2021,1,17,19,Oesterbro,,16.43,17.37,32.99
2021-01-17 20:00:00,6,2021,1,17,20,Oesterbro,,17.4,18.28,31.55
2021-01-17 21:00:00,6,2021,1,17,21,Oesterbro,,13.33,13.79,34.51
2021-01-17 22:00:00,6,2021,1,17,22,Oesterbro,,10.5,10.94,39.87
2021-01-17 23:00:00,6,2021,1,17,23,Oesterbro,,11.38,11.49,37.56
2021-01-18 00:00:00,0,2021,1,18,0,Oesterbro,17.77,11.72,11.76,34.65
2021-01-18 01:00:00,0,2021,1,18,1,Oesterbro,,12.2,12.18,
2021-01-18 02:00:00,0,2021,1,18,2,Oesterbro,,12.76,13.73,28.18
2021-01-18 03:00:00,0,2021,1,18,3,Oesterbro,,12.24,12.28,26.58
2021-01-18 04:00:00,0,2021,1,18,4,Oesterbro,,10.42,11.04,25.23
2021-01-18 05:00:00,0,2021,1,18,5,Oesterbro,,11.15,11.99,24.23
2021-01-18 06:00:00,0,2021,1,18,6,Oesterbro,,14.88,18.23,19.48
2021-01-18 07:00:00,0,2021,1,18,7,Oesterbro,,20.31,26.39,13.29
2021-01-18 08:00:00,0,2021,1,18,8,Oesterbro,,19.7,26.14,13.41
2021-01-18 09:00:00,0,2021,1,18,9,Oesterbro,,21.55,30.5,13.13
2021-01-18 10:00:00,0,2021,1,18,10,Oesterbro,,17.33,23.77,22.07
2021-01-18 11:00:00,0,2021,1,18,11,Oesterbro,,13.02,18.95,26.32
2021-01-18 12:00:00,0,2021,1,18,12,Oesterbro,,17.63,26.2,26.04
2021-01-18 13:00:00,0,2021,1,18,13,Oesterbro,,17.5,23.47,28.02
2021-01-18 14:00:00,0,2021,1,18,14,Oesterbro,,20.71,26.28,28.26
2021-01-18 15:00:00,0,2021,1,18,15,Oesterbro,,23.87,31.02,24.89
2021-01-18 16:00:00,0,2021,1,18,16,Oesterbro,,21.21,25.49,29.36
2021-01-18 17:00:00,0,2021,1,18,17,Oesterbro,,27.83,31.58,23.29
2021-01-18 18:00:00,0,2021,1,18,18,Oesterbro,,23.79,27.18,31.61
2021-01-18 19:00:00,0,2021,1,18,19,Oesterbro,,13.29,14.73,46.72
2021-01-18 20:00:00,0,2021,1,18,20,Oesterbro,,10.4,11.46,54.34
2021-01-18 21:00:00,0,2021,1,18,21,Oesterbro,,19.35,21.96,41.25
2021-01-18 22:00:00,0,2021,1,18,22,Oesterbro,,10.63,12.01,49.15
2021-01-18 23:00:00,0,2021,1,18,23,Oesterbro,,9.52,10.08,53.88
2021-01-19 00:00:00,1,2021,1,19,0,Oesterbro,7.78,8.28,8.68,51.11
2021-01-19 01:00:00,1,2021,1,19,1,Oesterbro,,8.32,8.76,52.11
2021-01-19 02:00:00,1,2021,1,19,2,Oesterbro,,3.25,3.69,
2021-01-19 03:00:00,1,2021,1,19,3,Oesterbro,,2.91,3.29,57.72
2021-01-19 04:00:00,1,2021,1,19,4,Oesterbro,,3.86,4.04,58.65
2021-01-19 05:00:00,1,2021,1,19,5,Oesterbro,,6.75,7.86,56.42
2021-01-19 06:00:00,1,2021,1,19,6,Oesterbro,,11.91,14.21,56.42
2021-01-19 07:00:00,1,2021,1,19,7,Oesterbro,,14.96,17.4,47.42
2021-01-19 08:00:00,1,2021,1,19,8,Oesterbro,,21.31,26.68,42.97
2021-01-19 09:00:00,1,2021,1,19,9,Oesterbro,,18.67,22.8,47.76
2021-01-19 10:00:00,1,2021,1,19,10,Oesterbro,,21.73,29.72,45.86
2021-01-19 11:00:00,1,2021,1,19,11,Oesterbro,,19.7,27.43,47.74
2021-01-19 12:00:00,1,2021,1,19,12,Oesterbro,,23.29,34.14,39.99
2021-01-19 13:00:00,1,2021,1,19,13,Oesterbro,,24.25,37.27,36.0
2021-01-19 14:00:00,1,2021,1,19,14,Oesterbro,,27.9,46.38,28.6
2021-01-19 15:00:00,1,2021,1,19,15,Oesterbro,,34.31,58.24,19.76
2021-01-19 16:00:00,1,2021,1,19,16,Oesterbro,,32.09,52.63,20.64
2021-01-19 17:00:00,1,2021,1,19,17,Oesterbro,,25.42,42.09,27.3
2021-01-19 18:00:00,1,2021,1,19,18,Oesterbro,,21.0,35.86,35.26
2021-01-19 19:00:00,1,2021,1,19,19,Oesterbro,,19.49,32.34,35.68
2021-01-19 20:00:00,1,2021,1,19,20,Oesterbro,,21.31,33.26,33.19
2021-01-19 21:00:00,1,2021,1,19,21,Oesterbro,,20.39,31.88,33.85
2021-01-19 22:00:00,1,2021,1,19,22,Oesterbro,,17.14,28.0,39.06
2021-01-19 23:00:00,1,2021,1,19,23,Oesterbro,,12.66,22.01,40.23
2021-01-20 00:00:00,2,2021,1,20,0,Oesterbro,5.46,10.67,18.51,38.78
2021-01-20 01:00:00,2,2021,1,20,1,Oesterbro,,9.14,16.49,37.34
2021-01-20 02:00:00,2,2021,1,20,2,Oesterbro,,10.08,16.66,40.19
2021-01-20 03:00:00,2,2021,1,20,3,Oesterbro,,7.71,14.11,
2021-01-20 04:00:00,2,2021,1,20,4,Oesterbro,,7.82,13.43,44.96
2021-01-20 05:00:00,2,2021,1,20,5,Oesterbro,,16.39,22.49,25.17
2021-01-20 06:00:00,2,2021,1,20,6,Oesterbro,,13.02,15.51,25.37
2021-01-20 07:00:00,2,2021,1,20,7,Oesterbro,,15.74,18.63,22.11
2021-01-20 08:00:00,2,2021,1,20,8,Oesterbro,,,,24.25
2021-01-20 09:00:00,2,2021,1,20,9,Oesterbro,,,,21.91
2021-01-20 10:00:00,2,2021,1,20,10,Oesterbro,,,,
2021-01-20 11:00:00,2,2021,1,20,11,Oesterbro,,15.72,166.6,41.39
2021-01-20 12:00:00,2,2021,1,20,12,Oesterbro,,13.94,12.45,42.63
2021-01-20 13:00:00,2,2021,1,20,13,Oesterbro,,13.04,11.55,44.44
2021-01-20 14:00:00,2,2021,1,20,14,Oesterbro,,9.08,6.48,50.17
2021-01-20 15:00:00,2,2021,1,20,15,Oesterbro,,10.73,8.59,48.95
2021-01-20 16:00:00,2,2021,1,20,16,Oesterbro,,11.15,8.32,50.29
2021-01-20 17:00:00,2,2021,1,20,17,Oesterbro,,7.32,4.34,55.78
2021-01-20 18:00:00,2,2021,1,20,18,Oesterbro,,7.38,3.94,54.82
2021-01-20 19:00:00,2,2021,1,20,19,Oesterbro,,6.69,3.77,55.04
2021-01-20 20:00:00,2,2021,1,20,20,Oesterbro,,6.5,2.81,52.09
2021-01-20 21:00:00,2,2021,1,20,21,Oesterbro,,6.75,2.66,51.63
2021-01-20 22:00:00,2,2021,1,20,22,Oesterbro,,5.05,0.75,55.8
2021-01-20 23:00:00,2,2021,1,20,23,Oesterbro,,4.46,0.0,56.64
2021-01-21 00:00:00,3,2021,1,21,0,Oesterbro,7.21,4.61,0.11,53.23
2021-01-21 01:00:00,3,2021,1,21,1,Oesterbro,,5.81,1.43,
2021-01-21 02:00:00,3,2021,1,21,2,Oesterbro,,5.36,0.86,48.0
2021-01-21 03:00:00,3,2021,1,21,3,Oesterbro,,5.01,0.38,46.74
2021-01-21 04:00:00,3,2021,1,21,4,Oesterbro,,6.54,6.67,45.94
2021-01-21 05:00:00,3,2021,1,21,5,Oesterbro,,6.48,6.56,47.6
2021-01-21 06:00:00,3,2021,1,21,6,Oesterbro,,9.1,12.07,47.38
2021-01-21 07:00:00,3,2021,1,21,7,Oesterbro,,11.36,13.56,48.7
2021-01-21 08:00:00,3,2021,1,21,8,Oesterbro,,10.63,13.0,50.79
2021-01-21 09:00:00,3,2021,1,21,9,Oesterbro,,10.12,11.82,53.05
2021-01-21 10:00:00,3,2021,1,21,10,Oesterbro,,10.04,12.99,56.38
2021-01-21 11:00:00,3,2021,1,21,11,Oesterbro,,5.2,7.1,76.1
2021-01-21 12:00:00,3,2021,1,21,12,Oesterbro,,4.26,6.1,71.21
2021-01-21 13:00:00,3,2021,1,21,13,Oesterbro,,4.67,6.67,67.12
2021-01-21 14:00:00,3,2021,1,21,14,Oesterbro,,7.15,9.43,64.3
2021-01-21 15:00:00,3,2021,1,21,15,Oesterbro,,7.88,10.0,63.54
2021-01-21 16:00:00,3,2021,1,21,16,Oesterbro,,7.17,8.57,65.04
2021-01-21 17:00:00,3,2021,1,21,17,Oesterbro,,6.77,8.07,64.96
2021-01-21 18:00:00,3,2021,1,21,18,Oesterbro,,5.81,6.73,68.79
2021-01-21 19:00:00,3,2021,1,21,19,Oesterbro,,4.67,5.57,71.79
2021-01-21 20:00:00,3,2021,1,21,20,Oesterbro,,3.0,3.31,75.16
2021-01-21 21:00:00,3,2021,1,21,21,Oesterbro,,2.05,2.52,75.14
2021-01-21 22:00:00,3,2021,1,21,22,Oesterbro,,2.35,2.7,73.82
2021-01-21 23:00:00,3,2021,1,21,23,Oesterbro,,1.51,1.68,73.46
2021-01-22 00:00:00,4,2021,1,22,0,Oesterbro,5.54,1.2,1.26,74.58
2021-01-22 01:00:00,4,2021,1,22,1,Oesterbro,,2.16,2.39,70.49
2021-01-22 02:00:00,4,2021,1,22,2,Oesterbro,,2.05,1.93,
2021-01-22 03:00:00,4,2021,1,22,3,Oesterbro,,3.19,3.71,60.95
2021-01-22 04:00:00,4,2021,1,22,4,Oesterbro,,4.07,4.61,58.11
2021-01-22 05:00:00,4,2021,1,22,5,Oesterbro,,5.62,6.22,53.37
2021-01-22 06:00:00,4,2021,1,22,6,Oesterbro,,7.17,8.34,50.23
2021-01-22 07:00:00,4,2021,1,22,7,Oesterbro,,17.23,20.37,39.61
2021-01-22 08:00:00,4,2021,1,22,8,Oesterbro,,20.83,25.84,38.74
2021-01-22 09:00:00,4,2021,1,22,9,Oesterbro,,14.99,17.54,48.7
2021-01-22 10:00:00,4,2021,1,22,10,Oesterbro,,11.76,14.9,54.36
2021-01-22 11:00:00,4,2021,1,22,11,Oesterbro,,5.72,8.19,61.11
2021-01-22 12:00:00,4,2021,1,22,12,Oesterbro,,5.32,7.27,63.14
2021-01-22 13:00:00,4,2021,1,22,13,Oesterbro,,4.82,6.9,64.7
2021-01-22 14:00:00,4,2021,1,22,14,Oesterbro,,6.35,8.82,62.55
2021-01-22 15:00:00,4,2021,1,22,15,Oesterbro,,6.2,8.61,59.97
2021-01-22 16:00:00,4,2021,1,22,16,Oesterbro,,6.54,8.3,52.83
2021-01-22 17:00:00,4,2021,1,22,17,Oesterbro,,5.26,7.19,49.01
2021-01-22 18:00:00,4,2021,1,22,18,Oesterbro,,4.76,7.0,50.09
2021-01-22 19:00:00,4,2021,1,22,19,Oesterbro,,3.73,4.76,52.61
2021-01-22 20:00:00,4,2021,1,22,20,Oesterbro,,3.42,4.4,53.42
2021-01-22 21:00:00,4,2021,1,22,21,Oesterbro,,2.85,3.92,55.56
2021-01-22 22:00:00,4,2021,1,22,22,Oesterbro,,2.39,3.02,61.37
2021-01-22 23:00:00,4,2021,1,22,23,Oesterbro,,1.74,2.31,65.72
2021-01-23 00:00:00,5,2021,1,23,0,Oesterbro,9.73,1.55,2.05,69.17
2021-01-23 01:00:00,5,2021,1,23,1,Oesterbro,,1.36,1.78,68.15
2021-01-23 02:00:00,5,2021,1,23,2,Oesterbro,,1.05,1.63,73.2
2021-01-23 03:00:00,5,2021,1,23,3,Oesterbro,,1.61,2.01,
2021-01-23 04:00:00,5,2021,1,23,4,Oesterbro,,3.17,3.98,64.08
2021-01-23 05:00:00,5,2021,1,23,5,Oesterbro,,4.4,5.62,61.25
2021-01-23 06:00:00,5,2021,1,23,6,Oesterbro,,4.84,5.36,58.59
2021-01-23 07:00:00,5,2021,1,23,7,Oesterbro,,4.32,4.61,57.96
2021-01-23 08:00:00,5,2021,1,23,8,Oesterbro,,7.61,8.22,50.95
2021-01-23 09:00:00,5,2021,1,23,9,Oesterbro,,8.38,9.62,48.24
2021-01-23 10:00:00,5,2021,1,23,10,Oesterbro,,10.65,13.29,44.1
2021-01-23 11:00:00,5,2021,1,23,11,Oesterbro,,12.32,15.15,44.48
2021-01-23 12:00:00,5,2021,1,23,12,Oesterbro,,13.69,17.37,43.25
2021-01-23 13:00:00,5,2021,1,23,13,Oesterbro,,10.52,12.87,42.99
2021-01-23 14:00:00,5,2021,1,23,14,Oesterbro,,9.14,11.59,43.41
2021-01-23 15:00:00,5,2021,1,23,15,Oesterbro,,12.01,14.29,40.43
2021-01-23 16:00:00,5,2021,1,23,16,Oesterbro,,19.53,21.88,30.45
2021-01-23 17:00:00,5,2021,1,23,17,Oesterbro,,15.19,16.68,34.84
2021-01-23 18:00:00,5,2021,1,23,18,Oesterbro,,10.42,11.23,54.18
2021-01-23 19:00:00,5,2021,1,23,19,Oesterbro,,13.18,14.69,37.0
2021-01-23 20:00:00,5,2021,1,23,20,Oesterbro,,15.84,17.29,32.77
2021-01-23 21:00:00,5,2021,1,23,21,Oesterbro,,16.73,17.88,29.88
2021-01-23 22:00:00,5,2021,1,23,22,Oesterbro,,15.72,17.21,32.43
2021-01-23 23:00:00,5,2021,1,23,23,Oesterbro,,11.69,11.99,38.36
2021-01-24 00:00:00,6,2021,1,24,0,Oesterbro,14.91,10.65,11.09,37.34
2021-01-24 01:00:00,6,2021,1,24,1,Oesterbro,,9.22,9.35,
2021-01-24 02:00:00,6,2021,1,24,2,Oesterbro,,9.18,9.45,37.52
2021-01-24 03:00:00,6,2021,1,24,3,Oesterbro,,8.72,9.14,39.26
2021-01-24 04:00:00,6,2021,1,24,4,Oesterbro,,7.9,8.03,35.8
2021-01-24 05:00:00,6,2021,1,24,5,Oesterbro,,7.76,7.96,35.88
2021-01-24 06:00:00,6,2021,1,24,6,Oesterbro,,7.86,8.26,34.81
2021-01-24 07:00:00,6,2021,1,24,7,Oesterbro,,11.65,11.97,27.58
2021-01-24 08:00:00,6,2021,1,24,8,Oesterbro,,15.15,16.41,25.47
2021-01-24 09:00:00,6,2021,1,24,9,Oesterbro,,12.2,13.35,25.58
2021-01-24 10:00:00,6,2021,1,24,10,Oesterbro,,12.93,15.24,26.6
2021-01-24 11:00:00,6,2021,1,24,11,Oesterbro,,12.78,15.4,30.63
2021-01-24 12:00:00,6,2021,1,24,12,Oesterbro,,11.55,15.74,27.84
2021-01-24 13:00:00,6,2021,1,24,13,Oesterbro,,11.76,15.11,29.64
2021-01-24 14:00:00,6,2021,1,24,14,Oesterbro,,11.63,13.9,35.96
2021-01-24 15:00:00,6,2021,1,24,15,Oesterbro,,11.63,13.1,36.38
2021-01-24 16:00:00,6,2021,1,24,16,Oesterbro,,12.76,14.59,35.04
2021-01-24 17:00:00,6,2021,1,24,17,Oesterbro,,11.44,12.78,36.86
2021-01-24 18:00:00,6,2021,1,24,18,Oesterbro,,12.6,12.95,34.09
2021-01-24 19:00:00,6,2021,1,24,19,Oesterbro,,17.02,19.72,27.26
2021-01-24 20:00:00,6,2021,1,24,20,Oesterbro,,12.07,12.41,28.9
2021-01-24 21:00:00,6,2021,1,24,21,Oesterbro,,11.42,11.67,29.54
2021-01-24 22:00:00,6,2021,1,24,22,Oesterbro,,8.01,8.91,33.01
2021-01-24 23:00:00,6,2021,1,24,23,Oesterbro,,7.61,7.42,29.2
2021-01-25 00:00:00,0,2021,1,25,0,Oesterbro,,4.34,4.4,35.86
2021-01-25 01:00:00,0,2021,1,25,1,Oesterbro,,4.97,5.18,30.31
2021-01-25 02:00:00,0,2021,1,25,2,Oesterbro,,4.95,4.8,
2021-01-25 03:00:00,0,2021,1,25,3,Oesterbro,,4.82,4.86,32.05
2021-01-25 04:00:00,0,2021,1,25,4,Oesterbro,,6.06,5.93,40.71
2021-01-25 05:00:00,0,2021,1,25,5,Oesterbro,,7.52,7.48,32.73
2021-01-25 06:00:00,0,2021,1,25,6,Oesterbro,,9.51,10.31,24.97
2021-01-25 07:00:00,0,2021,1,25,7,Oesterbro,,18.93,22.61,14.37
2021-01-25 08:00:00,0,2021,1,25,8,Oesterbro,,,,
2021-01-25 09:00:00,0,2021,1,25,9,Oesterbro,,,,
2021-01-25 10:00:00,0,2021,1,25,10,Oesterbro,,,,
2021-01-25 11:00:00,0,2021,1,25,11,Oesterbro,,,,
2021-01-25 12:00:00,0,2021,1,25,12,Oesterbro,,,,
2021-01-25 13:00:00,0,2021,1,25,13,Oesterbro,,,,
2021-01-25 14:00:00,0,2021,1,25,14,Oesterbro,,,,
2021-01-25 15:00:00,0,2021,1,25,15,Oesterbro,,,,
2021-01-25 16:00:00,0,2021,1,25,16,Oesterbro,,,,
2021-01-25 17:00:00,0,2021,1,25,17,Oesterbro,,,,
2021-01-25 18:00:00,0,2021,1,25,18,Oesterbro,,,,
2021-01-25 19:00:00,0,2021,1,25,19,Oesterbro,,,,
2021-01-25 20:00:00,0,2021,1,25,20,Oesterbro,,,,
2021-01-25 21:00:00,0,2021,1,25,21,Oesterbro,,,,
2021-01-25 22:00:00,0,2021,1,25,22,Oesterbro,,,,
2021-01-25 23:00:00,0,2021,1,25,23,Oesterbro,,,,
2021-01-26 00:00:00,1,2021,1,26,0,Oesterbro,,,,
2021-01-26 01:00:00,1,2021,1,26,1,Oesterbro,,,,
2021-01-26 02:00:00,1,2021,1,26,2,Oesterbro,,,,
2021-01-26 03:00:00,1,2021,1,26,3,Oesterbro,,,,
2021-01-26 04:00:00,1,2021,1,26,4,Oesterbro,,,,
2021-01-26 05:00:00,1,2021,1,26,5,Oesterbro,,,,
2021-01-26 06:00:00,1,2021,1,26,6,Oesterbro,,,,
2021-01-26 07:00:00,1,2021,1,26,7,Oesterbro,,,,
2021-01-26 08:00:00,1,2021,1,26,8,Oesterbro,,,,
2021-01-26 09:00:00,1,2021,1,26,9,Oesterbro,,,,
2021-01-26 10:00:00,1,2021,1,26,10,Oesterbro,,,,
2021-01-26 11:00:00,1,2021,1,26,11,Oesterbro,,,,
2021-01-26 12:00:00,1,2021,1,26,12,Oesterbro,,,,
2021-01-26 13:00:00,1,2021,1,26,13,Oesterbro,,,,
2021-01-26 14:00:00,1,2021,1,26,14,Oesterbro,,,,
2021-01-26 15:00:00,1,2021,1,26,15,Oesterbro,,,,
2021-01-26 16:00:00,1,2021,1,26,16,Oesterbro,,,,
2021-01-26 17:00:00,1,2021,1,26,17,Oesterbro,,,,
2021-01-26 18:00:00,1,2021,1,26,18,Oesterbro,,,,
2021-01-26 19:00:00,1,2021,1,26,19,Oesterbro,,,,
2021-01-26 20:00:00,1,2021,1,26,20,Oesterbro,,,,
2021-01-26 21:00:00,1,2021,1,26,21,Oesterbro,,,,
2021-01-26 22:00:00,1,2021,1,26,22,Oesterbro,,,,
2021-01-26 23:00:00,1,2021,1,26,23,Oesterbro,,,,
2021-01-27 00:00:00,2,2021,1,27,0,Oesterbro,,,,
2021-01-27 01:00:00,2,2021,1,27,1,Oesterbro,,,,
2021-01-27 02:00:00,2,2021,1,27,2,Oesterbro,,,,
2021-01-27 03:00:00,2,2021,1,27,3,Oesterbro,,,,
2021-01-27 04:00:00,2,2021,1,27,4,Oesterbro,,,,
2021-01-27 05:00:00,2,2021,1,27,5,Oesterbro,,,,
2021-01-27 06:00:00,2,2021,1,27,6,Oesterbro,,,,
2021-01-27 07:00:00,2,2021,1,27,7,Oesterbro,,,,
2021-01-27 08:00:00,2,2021,1,27,8,Oesterbro,,,,
2021-01-27 09:00:00,2,2021,1,27,9,Oesterbro,,,,
2021-01-27 10:00:00,2,2021,1,27,10,Oesterbro,,,,
2021-01-27 11:00:00,2,2021,1,27,11,Oesterbro,,,,
2021-01-27 12:00:00,2,2021,1,27,12,Oesterbro,,,,
2021-01-27 13:00:00,2,2021,1,27,13,Oesterbro,,,,
2021-01-27 14:00:00,2,2021,1,27,14,Oesterbro,,,,
2021-01-27 15:00:00,2,2021,1,27,15,Oesterbro,,,,
