time,time_week,time_year,time_month,time_day,time_hour,station_id,NO2_Concentration,NOx_Concentration,O3_Concentration
2022-01-28 22:00:00,4,2022,1,28,22,Oesterbro,3.48,4.0,74.26
2022-01-28 23:00:00,4,2022,1,28,23,Oesterbro,3.14,3.61,74.54
2022-01-29 00:00:00,5,2022,1,29,0,Oesterbro,2.73,3.02,73.18
2022-01-29 01:00:00,5,2022,1,29,1,Oesterbro,4.21,4.34,
2022-01-29 02:00:00,5,2022,1,29,2,Oesterbro,3.98,4.48,65.56
2022-01-29 03:00:00,5,2022,1,29,3,Oesterbro,4.38,4.97,58.39
2022-01-29 04:00:00,5,2022,1,29,4,Oesterbro,3.61,4.44,55.62
2022-01-29 05:00:00,5,2022,1,29,5,Oesterbro,2.87,3.46,58.61
2022-01-29 06:00:00,5,2022,1,29,6,Oesterbro,2.73,3.52,62.35
2022-01-29 07:00:00,5,2022,1,29,7,Oesterbro,2.7,3.23,63.62
2022-01-29 08:00:00,5,2022,1,29,8,Oesterbro,3.0,3.73,64.6
2022-01-29 09:00:00,5,2022,1,29,9,Oesterbro,3.08,4.05,64.32
2022-01-29 10:00:00,5,2022,1,29,10,Oesterbro,2.41,3.29,64.2
2022-01-29 11:00:00,5,2022,1,29,11,Oesterbro,2.39,3.58,65.3
2022-01-29 12:00:00,5,2022,1,29,12,Oesterbro,2.91,4.15,65.6
2022-01-29 13:00:00,5,2022,1,29,13,Oesterbro,1.95,2.91,70.11
2022-01-29 14:00:00,5,2022,1,29,14,Oesterbro,1.87,3.08,75.36
2022-01-29 15:00:00,5,2022,1,29,15,Oesterbro,1.28,2.22,82.24
2022-01-29 16:00:00,5,2022,1,29,16,Oesterbro,1.17,1.99,86.63
2022-01-29 17:00:00,5,2022,1,29,17,Oesterbro,0.88,1.72,94.34
2022-01-29 18:00:00,5,2022,1,29,18,Oesterbro,0.94,1.57,82.76
2022-01-29 19:00:00,5,2022,1,29,19,Oesterbro,0.88,1.53,83.98
2022-01-29 20:00:00,5,2022,1,29,20,Oesterbro,0.78,1.47,85.84
2022-01-29 21:00:00,5,2022,1,29,21,Oesterbro,0.61,1.51,87.15
2022-01-29 22:00:00,5,2022,1,29,22,Oesterbro,0.8,1.26,88.49
2022-01-29 23:00:00,5,2022,1,29,23,Oesterbro,0.88,1.59,90.15
2022-01-30 00:00:00,6,2022,1,30,0,Oesterbro,0.67,1.43,89.65
2022-01-30 01:00:00,6,2022,1,30,1,Oesterbro,0.36,1.24,89.01
2022-01-30 02:00:00,6,2022,1,30,2,Oesterbro,0.48,0.98,
2022-01-30 03:00:00,6,2022,1,30,3,Oesterbro,0.44,1.13,82.82
2022-01-30 04:00:00,6,2022,1,30,4,Oesterbro,0.65,1.32,80.43
2022-01-30 05:00:00,6,2022,1,30,5,Oesterbro,0.4,0.42,79.11
2022-01-30 06:00:00,6,2022,1,30,6,Oesterbro,0.33,0.46,79.33
2022-01-30 07:00:00,6,2022,1,30,7,Oesterbro,0.54,0.94,80.45
2022-01-30 08:00:00,6,2022,1,30,8,Oesterbro,0.78,0.99,80.33
2022-01-30 09:00:00,6,2022,1,30,9,Oesterbro,1.03,1.36,80.33
2022-01-30 10:00:00,6,2022,1,30,10,Oesterbro,1.84,2.39,79.05
2022-01-30 11:00:00,6,2022,1,30,11,Oesterbro,1.78,2.18,79.63
2022-01-30 12:00:00,6,2022,1,30,12,Oesterbro,2.01,2.72,81.34
2022-01-30 13:00:00,6,2022,1,30,13,Oesterbro,2.98,3.98,79.89
2022-01-30 14:00:00,6,2022,1,30,14,Oesterbro,2.68,3.48,80.55
2022-01-30 15:00:00,6,2022,1,30,15,Oesterbro,3.21,3.84,79.15
2022-01-30 16:00:00,6,2022,1,30,16,Oesterbro,6.23,7.13,75.2
2022-01-30 17:00:00,6,2022,1,30,17,Oesterbro,6.66,7.1,73.42
2022-01-30 18:00:00,6,2022,1,30,18,Oesterbro,9.68,10.17,67.85
2022-01-30 19:00:00,6,2022,1,30,19,Oesterbro,11.34,11.67,65.16
2022-01-30 20:00:00,6,2022,1,30,20,Oesterbro,10.21,10.38,64.14
2022-01-30 21:00:00,6,2022,1,30,21,Oesterbro,18.47,19.05,48.91
2022-01-30 22:00:00,6,2022,1,30,22,Oesterbro,15.11,15.53,46.58
2022-01-30 23:00:00,6,2022,1,30,23,Oesterbro,11.44,11.65,51.01
2022-01-31 00:00:00,0,2022,1,31,0,Oesterbro,8.17,8.4,51.55
2022-01-31 01:00:00,0,2022,1,31,1,Oesterbro,7.55,7.86,50.89
2022-01-31 02:00:00,0,2022,1,31,2,Oesterbro,4.92,4.95,52.81
2022-01-31 03:00:00,0,2022,1,31,3,Oesterbro,4.97,5.05,
2022-01-31 04:00:00,0,2022,1,31,4,Oesterbro,5.6,6.16,51.13
2022-01-31 05:00:00,0,2022,1,31,5,Oesterbro,6.64,7.65,46.24
2022-01-31 06:00:00,0,2022,1,31,6,Oesterbro,21.82,22.66,40.09
2022-01-31 07:00:00,0,2022,1,31,7,Oesterbro,27.5,28.78,41.29
2022-01-31 08:00:00,0,2022,1,31,8,Oesterbro,0.0,18.55,33.63
2022-01-31 09:00:00,0,2022,1,31,9,Oesterbro,12.99,18.86,45.18
2022-01-31 10:00:00,0,2022,1,31,10,Oesterbro,20.69,24.86,51.49
2022-01-31 11:00:00,0,2022,1,31,11,Oesterbro,15.43,18.34,58.23
2022-01-31 12:00:00,0,2022,1,31,12,Oesterbro,13.44,17.1,63.08
2022-01-31 13:00:00,0,2022,1,31,13,Oesterbro,12.18,15.45,67.99
2022-01-31 14:00:00,0,2022,1,31,14,Oesterbro,15.07,17.5,65.1
2022-01-31 15:00:00,0,2022,1,31,15,Oesterbro,9.05,10.29,66.48
2022-01-31 16:00:00,0,2022,1,31,16,Oesterbro,9.7,10.33,64.2
2022-01-31 17:00:00,0,2022,1,31,17,Oesterbro,16.26,16.87,57.26
2022-01-31 18:00:00,0,2022,1,31,18,Oesterbro,14.97,15.3,58.05
2022-01-31 19:00:00,0,2022,1,31,19,Oesterbro,17.21,17.23,56.94
2022-01-31 20:00:00,0,2022,1,31,20,Oesterbro,8.13,8.26,61.77
2022-01-31 21:00:00,0,2022,1,31,21,Oesterbro,8.84,9.39,60.61
2022-01-31 22:00:00,0,2022,1,31,22,Oesterbro,5.43,5.49,61.93
2022-01-31 23:00:00,0,2022,1,31,23,Oesterbro,3.4,3.71,66.84
2022-02-01 00:00:00,1,2022,2,1,0,Oesterbro,2.3,2.35,72.7
2022-02-01 01:00:00,1,2022,2,1,1,Oesterbro,1.66,1.7,
2022-02-01 02:00:00,1,2022,2,1,2,Oesterbro,1.15,1.03,84.88
2022-02-01 03:00:00,1,2022,2,1,3,Oesterbro,0.71,0.65,86.53
2022-02-01 04:00:00,1,2022,2,1,4,Oesterbro,1.22,1.42,86.03
2022-02-01 05:00:00,1,2022,2,1,5,Oesterbro,1.91,2.12,85.32
2022-02-01 06:00:00,1,2022,2,1,6,Oesterbro,4.17,4.57,81.86
2022-02-01 07:00:00,1,2022,2,1,7,Oesterbro,8.72,9.2,74.42
2022-02-01 08:00:00,1,2022,2,1,8,Oesterbro,45.96,49.92,34.81
2022-02-01 09:00:00,1,2022,2,1,9,Oesterbro,20.79,23.37,53.35
2022-02-01 10:00:00,1,2022,2,1,10,Oesterbro,12.79,14.48,58.15
2022-02-01 11:00:00,1,2022,2,1,11,Oesterbro,12.45,16.58,54.86
2022-02-01 12:00:00,1,2022,2,1,12,Oesterbro,19.45,22.66,50.25
2022-02-01 13:00:00,1,2022,2,1,13,Oesterbro,7.84,9.43,79.43
2022-02-01 14:00:00,1,2022,2,1,14,Oesterbro,4.25,5.05,85.04
2022-02-01 15:00:00,1,2022,2,1,15,Oesterbro,3.58,4.51,83.64
2022-02-01 16:00:00,1,2022,2,1,16,Oesterbro,3.52,4.13,80.95
2022-02-01 17:00:00,1,2022,2,1,17,Oesterbro,7.02,8.03,70.73
2022-02-01 18:00:00,1,2022,2,1,18,Oesterbro,7.21,8.17,72.2
2022-02-01 19:00:00,1,2022,2,1,19,Oesterbro,5.62,6.06,71.27
2022-02-01 20:00:00,1,2022,2,1,20,Oesterbro,5.53,5.62,67.24
2022-02-01 21:00:00,1,2022,2,1,21,Oesterbro,5.93,6.25,66.8
2022-02-01 22:00:00,1,2022,2,1,22,Oesterbro,3.02,3.25,72.44
2022-02-01 23:00:00,1,2022,2,1,23,Oesterbro,1.36,1.61,79.53
2022-02-02 00:00:00,2,2022,2,2,0,Oesterbro,1.99,2.37,81.9
2022-02-02 01:00:00,2,2022,2,2,1,Oesterbro,7.71,9.07,79.73
2022-02-02 02:00:00,2,2022,2,2,2,Oesterbro,1.3,1.26,
2022-02-02 03:00:00,2,2022,2,2,3,Oesterbro,1.2,1.51,85.8
2022-02-02 04:00:00,2,2022,2,2,4,Oesterbro,3.65,4.09,67.26
2022-02-02 05:00:00,2,2022,2,2,5,Oesterbro,4.53,4.42,67.18
2022-02-02 06:00:00,2,2022,2,2,6,Oesterbro,3.54,3.37,65.76
2022-02-02 07:00:00,2,2022,2,2,7,Oesterbro,6.01,6.98,55.44
2022-02-02 08:00:00,2,2022,2,2,8,Oesterbro,14.57,16.96,45.36
2022-02-02 09:00:00,2,2022,2,2,9,Oesterbro,10.29,11.65,52.19
2022-02-02 10:00:00,2,2022,2,2,10,Oesterbro,13.35,17.0,50.05
2022-02-02 11:00:00,2,2022,2,2,11,Oesterbro,10.71,14.25,52.47
2022-02-02 12:00:00,2,2022,2,2,12,Oesterbro,7.73,10.79,55.7
2022-02-02 13:00:00,2,2022,2,2,13,Oesterbro,8.91,11.4,65.48
2022-02-02 14:00:00,2,2022,2,2,14,Oesterbro,5.43,6.58,81.22
2022-02-02 15:00:00,2,2022,2,2,15,Oesterbro,6.43,7.9,79.37
2022-02-02 16:00:00,2,2022,2,2,16,Oesterbro,10.17,11.26,73.86
2022-02-02 17:00:00,2,2022,2,2,17,Oesterbro,7.9,8.32,73.6
2022-02-02 18:00:00,2,2022,2,2,18,Oesterbro,4.99,5.26,76.48
2022-02-02 19:00:00,2,2022,2,2,19,Oesterbro,7.67,8.28,71.39
2022-02-02 20:00:00,2,2022,2,2,20,Oesterbro,6.94,7.19,70.49
2022-02-02 21:00:00,2,2022,2,2,21,Oesterbro,5.57,6.06,69.61
2022-02-02 22:00:00,2,2022,2,2,22,Oesterbro,3.92,3.88,69.65
2022-02-02 23:00:00,2,2022,2,2,23,Oesterbro,4.04,3.86,67.73
2022-02-03 00:00:00,3,2022,2,3,0,Oesterbro,2.87,2.93,71.71
2022-02-03 01:00:00,3,2022,2,3,1,Oesterbro,3.63,3.88,68.95
2022-02-03 02:00:00,3,2022,2,3,2,Oesterbro,2.64,2.54,68.71
2022-02-03 03:00:00,3,2022,2,3,3,Oesterbro,3.42,3.5,
2022-02-03 04:00:00,3,2022,2,3,4,Oesterbro,4.21,4.17,59.15
2022-02-03 05:00:00,3,2022,2,3,5,Oesterbro,5.64,5.72,54.54
2022-02-03 06:00:00,3,2022,2,3,6,Oesterbro,14.97,16.73,47.22
2022-02-03 07:00:00,3,2022,2,3,7,Oesterbro,19.34,22.47,42.13
2022-02-03 08:00:00,3,2022,2,3,8,Oesterbro,19.89,23.35,40.59
2022-02-03 09:00:00,3,2022,2,3,9,Oesterbro,12.6,14.96,47.28
2022-02-03 10:00:00,3,2022,2,3,10,Oesterbro,14.19,17.06,44.68
2022-02-03 11:00:00,3,2022,2,3,11,Oesterbro,24.5,29.4,32.37
2022-02-03 12:00:00,3,2022,2,3,12,Oesterbro,16.26,19.74,40.75
2022-02-03 13:00:00,3,2022,2,3,13,Oesterbro,10.82,12.74,53.23
2022-02-03 14:00:00,3,2022,2,3,14,Oesterbro,9.79,11.15,55.74
2022-02-03 15:00:00,3,2022,2,3,15,Oesterbro,10.14,11.28,56.26
2022-02-03 16:00:00,3,2022,2,3,16,Oesterbro,10.52,12.13,54.24
2022-02-03 17:00:00,3,2022,2,3,17,Oesterbro,8.57,9.79,56.32
2022-02-03 18:00:00,3,2022,2,3,18,Oesterbro,8.7,9.7,56.66
2022-02-03 19:00:00,3,2022,2,3,19,Oesterbro,7.99,8.76,55.0
2022-02-03 20:00:00,3,2022,2,3,20,Oesterbro,6.98,7.8,55.26
2022-02-03 21:00:00,3,2022,2,3,21,Oesterbro,7.04,7.63,54.54
2022-02-03 22:00:00,3,2022,2,3,22,Oesterbro,5.53,6.14,54.82
2022-02-03 23:00:00,3,2022,2,3,23,Oesterbro,6.79,7.38,52.81
2022-02-04 00:00:00,4,2022,2,4,0,Oesterbro,3.81,3.88,59.69
2022-02-04 01:00:00,4,2022,2,4,1,Oesterbro,3.48,3.67,59.63
2022-02-04 02:00:00,4,2022,2,4,2,Oesterbro,2.93,3.19,60.85
2022-02-04 03:00:00,4,2022,2,4,3,Oesterbro,2.7,2.54,63.36
2022-02-04 04:00:00,4,2022,2,4,4,Oesterbro,3.79,4.49,60.29
2022-02-04 05:00:00,4,2022,2,4,5,Oesterbro,4.32,5.22,60.11
2022-02-04 06:00:00,4,2022,2,4,6,Oesterbro,5.68,6.69,61.07
2022-02-04 07:00:00,4,2022,2,4,7,Oesterbro,10.92,14.15,56.9
2022-02-04 08:00:00,4,2022,2,4,8,Oesterbro,11.86,14.9,55.72
2022-02-04 09:00:00,4,2022,2,4,9,Oesterbro,7.34,8.74,65.78
2022-02-04 10:00:00,4,2022,2,4,10,Oesterbro,7.59,9.12,79.67
2022-02-04 11:00:00,4,2022,2,4,11,Oesterbro,14.0,17.12,72.16
2022-02-04 12:00:00,4,2022,2,4,12,Oesterbro,6.41,7.9,79.85
2022-02-04 13:00:00,4,2022,2,4,13,Oesterbro,4.93,6.12,81.74
2022-02-04 14:00:00,4,2022,2,4,14,Oesterbro,5.89,7.42,84.58
2022-02-04 15:00:00,4,2022,2,4,15,Oesterbro,13.81,15.43,77.03
2022-02-04 16:00:00,4,2022,2,4,16,Oesterbro,12.45,14.29,78.19
2022-02-04 17:00:00,4,2022,2,4,17,Oesterbro,10.23,11.72,75.0
2022-02-04 18:00:00,4,2022,2,4,18,Oesterbro,10.23,11.59,70.25
2022-02-04 19:00:00,4,2022,2,4,19,Oesterbro,7.25,7.92,74.18
2022-02-04 20:00:00,4,2022,2,4,20,Oesterbro,4.67,5.72,74.54
2022-02-04 21:00:00,4,2022,2,4,21,Oesterbro,4.19,5.09,78.11
2022-02-04 22:00:00,4,2022,2,4,22,Oesterbro,2.75,3.42,80.81
2022-02-04 23:00:00,4,2022,2,4,23,Oesterbro,2.95,3.69,83.76
