Real_NO2,Real_NOx,Real_O3
4.82,4.76,54.14
5.87,5.89,52.39
6.92,7.02,50.63
8.3,8.85,47.66
9.35,10.16,45.8
11.3,12.34,43.25
15.72,16.77,37.92
19.58,26.93,29.26
20.22,33.53,24.91
19.73,30.73,34.61
18.0,23.96,41.95
14.88,21.97,46.72
13.31,18.59,47.84
14.29,20.56,50.45
11.59,16.85,56.26
10.73,15.43,60.33
10.33,14.25,63.54
9.72,13.58,65.84
8.87,12.45,68.09
8.3,11.23,70.87
7.63,10.16,73.64
8.32,11.05,74.48
7.59,9.66,75.62
8.91,11.44,75.5
11.74,14.27,73.0
12.39,14.4,72.66
12.2,13.54,72.92
9.81,10.82,75.68
12.7,14.8,68.87
12.3,13.31,66.18
11.88,12.66,66.14
11.02,11.59,67.83
10.14,10.73,69.45
9.68,10.0,70.05
8.87,9.35,69.33
9.26,9.72,66.72
9.1,9.64,64.6
8.4,8.59,64.16
9.03,9.2,62.03
8.61,8.84,59.49
7.5,7.82,58.71
7.17,7.44,56.9
7.27,7.34,56.0
6.6,6.45,54.96
6.46,6.16,54.98
6.08,5.76,54.82
5.74,5.76,54.66
5.78,6.01,56.32
6.04,5.91,57.56
6.01,6.01,56.9
6.88,6.75,56.54
7.7,7.78,54.24
8.53,8.82,51.95
13.12,14.15,46.7
18.13,20.22,40.31
19.58,26.87,34.53
20.22,33.53,31.33
19.73,28.3,33.61
18.0,24.77,35.36
16.21,23.41,35.48
18.93,22.64,34.61
16.26,22.14,35.78
16.74,23.07,33.61
16.35,22.94,34.55
15.57,20.3,35.24
14.54,18.17,36.82
15.16,21.16,35.84
12.1,15.53,38.34
12.17,16.58,41.95
13.27,17.73,43.07
8.53,11.49,54.78
8.85,11.21,55.22
9.45,11.84,54.64
10.6,11.99,59.97
12.18,13.02,56.64
14.31,14.67,57.94
10.21,10.77,70.21
11.04,11.26,70.91
12.43,12.68,71.19
13.08,13.6,69.25
12.97,14.34,66.66
12.02,13.04,65.94
9.72,9.56,71.31
22.69,14.09,50.03
21.92,12.32,47.24
23.41,24.42,37.64
21.26,22.12,38.22
19.72,20.4,39.79
16.84,17.34,40.45
9.34,9.84,43.53
8.37,9.35,43.41
7.71,7.77,44.46
7.5,7.79,50.33
7.5,7.34,47.62
7.13,7.54,43.23
11.9,12.93,40.94
11.74,12.89,38.66
8.39,8.62,50.59
11.77,12.63,41.81
12.45,12.6,42.31
18.54,19.05,37.58
21.88,26.68,32.27
25.22,34.32,26.96
32.72,42.67,15.27
39.11,65.07,5.77
37.51,61.98,23.43
18.0,28.53,43.87
14.67,19.34,50.79
12.18,16.7,52.99
11.44,16.18,55.36
12.57,17.77,56.22
9.6,13.12,62.05
6.41,8.59,71.77
5.57,7.19,75.72
5.16,6.98,77.19
3.88,5.32,78.99
4.26,5.28,79.11
5.74,7.15,77.69
5.34,6.71,78.17
7.5,9.18,75.62
8.3,9.72,75.72
10.6,11.99,74.18
9.26,9.68,80.82
14.52,16.64,66.36
8.38,8.47,72.88
13.9,14.23,63.94
20.64,22.46,50.89
13.09,14.55,57.88
6.52,6.2,67.39
4.74,4.7,69.51
6.45,6.48,65.66
8.66,8.85,60.87
8.4,8.05,59.83
7.73,7.76,56.9
9.72,9.72,56.04
10.25,11.54,54.02
10.28,10.54,53.35
9.34,9.58,52.67
8.37,9.35,44.34
7.71,7.77,43.28
7.5,7.61,42.23
7.83,8.16,38.72
7.13,7.54,36.68
7.16,7.54,46.92
6.92,6.79,46.16
8.32,8.58,41.81
9.72,10.37,37.46
6.31,7.06,41.99
9.49,10.35,40.13
11.04,12.35,39.67
25.22,34.32,18.14
32.72,42.67,8.16
39.11,65.07,3.43
37.51,70.32,3.71
32.42,66.71,4.99
27.01,47.6,15.95
18.93,29.94,30.43
16.26,24.86,38.12
16.74,23.07,45.1
16.35,22.94,37.1
10.77,16.7,60.51
9.66,14.86,63.26
9.7,14.73,64.06
8.05,12.03,68.63
11.46,16.58,69.87
5.07,7.48,77.63
4.99,7.38,78.13
12.32,17.05,65.86
13.5,16.97,65.06
14.25,16.46,64.38
15.05,16.47,63.68
16.25,19.7,61.39
14.81,18.46,60.47
15.38,21.84,48.66
20.64,22.46,34.09
19.14,20.62,31.41
18.0,18.52,45.86
18.2,18.89,51.29
20.73,21.49,43.37
26.17,27.12,34.37
25.67,26.84,25.54
23.41,24.42,38.86
21.26,22.12,36.9
19.72,20.4,39.3
16.84,19.01,43.13
16.12,16.53,35.98
14.99,15.36,32.89
7.71,7.77,47.76
13.9,15.37,28.04
12.75,13.89,34.9
11.6,12.41,41.77
11.9,12.93,30.12
11.74,12.89,42.63
8.39,8.62,51.61
11.77,12.63,38.92
15.14,16.09,39.34
18.52,19.55,39.77
15.61,16.05,45.88
25.22,30.8,29.54
32.72,42.67,13.87
39.11,65.07,12.15
37.51,30.73,23.65
32.42,31.66,27.24
27.01,47.6,30.19
15.5,22.64,49.95
15.62,22.14,54.16
10.12,13.6,65.14
6.18,8.28,71.33
5.85,7.84,73.64
7.75,11.07,72.56
11.96,15.97,65.1
12.1,15.53,65.04
9.51,13.75,70.65
7.94,11.04,72.58
7.29,9.6,73.96
7.98,10.31,75.02
10.69,13.06,73.48
7.31,8.64,75.94
10.12,11.63,72.38
10.73,12.03,71.11
12.51,13.44,69.31
14.63,16.31,66.92
14.17,16.64,65.48
13.09,14.34,66.52
12.7,13.08,66.48
11.65,11.7,65.38
11.91,14.13,60.43
11.88,14.09,54.36
11.17,12.32,53.56
23.41,24.42,47.96
18.67,11.83,51.21
17.63,11.54,50.41
10.28,11.33,50.95
9.34,9.84,51.01
8.37,9.35,50.45
7.71,7.77,49.41
7.5,7.79,50.19
7.83,8.16,48.28
7.13,7.54,51.61
7.16,7.54,52.92
7.8,7.96,54.22
6.5,6.52,59.25
6.29,5.99,58.45
7.8,7.99,55.14
8.78,8.85,53.48
8.78,8.84,53.49
8.78,8.82,53.5
11.74,12.09,51.39
13.16,14.15,51.45
19.73,30.73,35.82
18.0,30.85,43.15
16.21,21.69,55.18
13.08,17.61,62.23
9.77,13.18,69.81
7.02,9.49,74.44
6.58,8.34,75.86
7.13,8.74,75.8
6.41,7.76,76.83
8.05,10.04,75.1
5.39,6.46,77.49
5.51,6.83,76.22
5.16,6.79,76.28
6.27,8.3,75.44
5.93,7.13,76.61
5.49,6.66,77.09
6.25,7.32,76.56
5.53,6.48,77.23
7.48,8.19,75.5
7.82,7.96,75.82
10.23,10.08,74.12
12.45,12.83,68.77
13.09,17.33,62.66
18.0,18.52,44.05
18.2,18.89,32.95
20.73,21.49,32.43
26.17,27.12,33.55
25.67,26.84,40.19
23.41,24.42,39.2
21.26,22.12,42.15
19.72,20.4,37.52
18.76,19.01,40.01
15.1,15.71,42.57
14.99,15.36,42.93
7.71,7.77,44.68
7.5,7.79,46.44
7.83,8.16,53.96
7.13,7.54,53.21
7.16,7.36,55.46
5.78,5.74,60.35
5.6,5.78,57.0
5.43,5.83,53.66
6.79,7.08,50.27
7.13,7.36,49.49
9.47,9.22,47.16
10.88,11.25,43.77
18.51,19.97,34.63
17.14,19.47,37.2
18.99,23.52,36.78
10.23,12.91,56.0
9.6,12.97,54.7
9.35,13.06,58.23
5.64,7.25,73.04
8.41,12.13,69.33
4.59,6.69,75.0
5.11,7.29,75.06
5.91,8.41,74.7
6.08,8.61,75.18
5.6,8.22,76.91
5.05,6.98,78.73
4.19,5.43,79.76
4.09,5.62,80.05
6.5,8.7,77.33
8.19,10.4,76.36
7.63,9.28,76.81
7.08,8.26,77.87
3.79,4.3,80.99
9.56,10.52,73.78
14.57,15.22,67.79
14.17,17.43,63.42
13.09,17.54,62.65
18.0,18.52,59.45
18.2,18.89,56.72
20.73,21.49,43.31
26.17,27.12,30.53
25.67,26.84,33.89
23.41,24.42,44.72
21.26,22.12,49.95
10.25,11.54,55.02
18.76,19.01,32.05
16.12,16.53,33.53
14.99,15.36,44.16
15.58,16.13,41.87
13.9,15.05,42.27
7.83,8.16,44.34
7.13,7.54,46.42
7.16,7.54,49.73
8.11,8.03,49.57
7.86,8.3,46.66
9.22,9.83,42.79
12.22,12.68,39.08
15.22,15.53,35.38
22.46,26.04,28.02
25.22,34.32,14.03
32.72,42.67,15.13
39.11,65.07,7.96
37.51,70.32,9.8
32.42,66.71,12.63
27.01,47.6,18.9
18.93,29.94,32.69
16.26,24.86,49.49
