Real_NO2,Real_NOx,Real_O3
12.37,15.22,41.67
13.29,15.4,40.79
14.18,16.97,37.32
18.65,16.46,35.26
16.71,20.78,34.92
16.25,19.7,32.89
16.78,20.66,35.38
13.62,15.59,41.53
12.14,13.5,42.61
13.09,16.49,37.98
12.97,18.52,33.95
12.02,14.75,36.34
11.91,14.13,36.3
11.88,14.09,34.13
11.17,12.32,34.84
11.15,12.2,37.86
10.45,11.83,41.33
9.22,10.1,45.82
7.63,8.17,49.87
6.04,6.29,54.54
5.83,6.27,54.86
5.62,5.72,53.92
5.43,5.57,52.99
5.68,5.97,51.75
5.91,6.04,49.71
6.08,6.2,47.2
5.91,6.2,46.62
6.68,7.1,42.84
7.46,8.01,39.06
7.08,7.71,37.84
8.41,9.64,34.19
9.47,10.84,30.29
11.99,14.59,25.43
15.15,20.27,21.01
19.74,29.76,16.86
18.25,24.59,19.64
18.0,25.11,22.73
15.74,19.26,25.76
15.15,19.12,25.96
16.26,21.67,26.26
13.71,18.74,29.88
13.84,18.28,30.19
12.14,15.72,33.03
12.34,15.7,34.47
11.96,15.97,34.69
12.1,15.53,37.18
15.34,20.64,35.34
16.42,17.73,40.41
17.63,23.43,37.06
18.46,24.04,38.28
18.33,23.28,38.78
18.65,22.44,39.87
16.71,20.78,38.52
16.25,19.7,36.02
16.78,21.19,33.45
15.38,21.84,31.69
20.64,22.46,28.88
19.14,20.62,27.1
18.0,18.52,25.68
18.2,18.89,28.94
11.91,14.13,36.24
11.88,14.09,36.48
11.17,12.32,41.33
9.05,9.64,49.09
6.37,6.67,54.04
5.64,6.1,54.92
5.16,5.58,55.78
5.45,5.95,53.15
3.92,4.42,60.05
3.6,3.79,58.87
5.76,5.95,51.83
5.55,5.91,52.8
4.74,4.95,53.78
4.61,4.84,60.03
4.48,4.72,58.35
3.06,3.23,61.39
3.75,4.3,57.68
5.43,5.78,56.74
7.11,7.25,55.8
7.78,7.88,57.02
7.4,7.73,59.03
10.06,10.81,57.68
10.14,11.11,60.89
13.88,15.19,56.9
14.8,15.99,55.14
12.05,13.6,57.76
10.16,11.38,58.29
11.7,13.31,55.6
12.57,14.21,54.04
8.3,9.58,60.47
6.67,7.67,61.63
7.21,8.01,60.13
6.39,7.06,62.01
5.57,6.18,64.34
5.14,5.79,63.88
8.26,9.03,61.93
6.39,7.21,61.45
8.34,9.33,61.57
6.75,7.15,64.0
5.18,5.66,65.9
6.01,6.52,64.34
5.87,6.45,63.96
4.99,4.88,63.84
3.06,3.16,65.82
3.6,3.77,64.38
6.88,7.13,59.71
4.7,4.86,60.47
3.75,3.79,63.36
2.83,2.77,64.18
3.29,3.23,64.0
2.52,2.37,65.14
3.12,2.73,65.64
1.87,1.63,70.14
1.57,1.42,71.5
1.32,0.9,72.08
1.34,1.22,72.83
1.11,0.5,73.8
1.07,0.78,75.27
0.55,0.0,74.23
0.84,0.63,74.27
0.71,0.67,73.46
0.84,0.57,72.86
1.28,1.15,72.26
2.01,1.57,70.05
2.03,1.76,69.21
1.36,1.11,69.14
1.51,1.32,68.65
2.36,2.44,67.4
3.21,3.56,66.15
4.4,4.9,64.96
5.3,5.91,66.31
5.79,6.5,69.39
4.92,5.3,69.82
4.04,4.53,71.13
4.8,5.28,72.52
4.95,5.66,73.04
4.13,4.84,74.96
3.42,4.25,75.86
3.48,3.98,75.62
3.25,3.77,75.38
3.29,3.77,75.2
3.92,4.07,75.28
3.98,4.7,74.12
4.74,5.62,73.66
4.86,5.91,72.58
4.61,5.51,75.68
3.19,3.79,75.68
3.12,3.29,74.98
2.87,2.73,75.54
2.95,3.16,75.8
3.12,3.4,74.6
3.14,3.33,73.78
3.02,3.06,73.54
2.75,2.75,73.24
1.95,1.97,73.84
2.1,2.07,76.7
1.78,2.01,75.18
1.8,1.63,73.3
1.19,1.13,72.1
1.66,1.64,71.55
1.15,1.19,71.68
1.13,0.99,71.5
1.17,1.19,72.08
0.94,0.96,73.59
1.13,1.15,73.8
1.43,0.61,74.02
1.55,0.75,74.23
1.36,1.03,74.27
0.54,0.21,73.46
0.55,0.77,71.49
0.54,0.61,72.26
0.78,0.66,70.74
1.01,0.71,69.21
1.38,1.07,69.14
1.8,1.34,68.65
2.54,2.45,67.21
2.7,2.64,66.15
4.05,4.02,64.96
5.45,5.78,66.31
3.96,3.98,69.39
4.51,4.3,72.23
5.37,5.43,75.33
4.61,4.88,77.24
5.03,5.32,73.04
5.18,5.26,74.98
6.75,7.59,75.68
7.11,8.32,75.12
8.26,9.93,73.46
6.92,7.98,74.8
7.71,8.61,73.68
7.88,9.18,71.81
8.49,9.58,70.71
8.91,9.79,70.13
10.9,11.67,67.45
14.18,15.68,63.74
12.13,12.72,64.64
13.69,14.63,62.19
10.65,10.61,65.54
12.81,13.2,62.66
14.63,15.82,59.89
13.58,13.75,61.15
11.28,11.51,68.23
11.82,11.61,68.07
12.02,12.24,65.42
11.91,14.13,56.12
11.88,14.09,55.62
21.92,12.32,48.66
11.15,12.2,59.47
9.85,9.87,64.24
10.25,11.54,54.46
9.26,8.95,60.73
4.88,4.67,66.2
3.73,3.29,66.16
3.39,2.87,65.3
6.04,5.68,56.96
7.32,6.58,52.96
7.13,6.69,48.97
7.16,7.54,48.54
8.22,7.99,43.99
6.43,5.89,44.01
5.18,4.88,48.89
5.32,5.28,47.5
5.45,5.68,46.1
7.65,7.82,43.45
9.18,9.14,42.97
9.12,9.52,43.47
15.34,16.05,35.48
15.19,15.63,34.96
16.83,17.46,34.11
16.21,23.41,33.05
18.93,22.62,34.09
11.61,13.16,55.56
8.11,9.24,61.77
8.64,10.25,61.57
6.48,7.9,64.16
6.69,7.57,64.42
5.79,6.58,65.98
4.59,5.45,67.71
5.53,5.97,65.94
6.02,6.92,65.96
5.89,6.71,65.06
7.54,8.2,64.42
9.6,10.37,62.51
9.85,10.81,58.89
8.13,9.2,60.05
9.56,10.44,59.35
8.19,9.28,58.49
9.64,10.29,55.9
7.13,7.67,58.33
6.25,6.88,59.03
4.97,5.32,61.55
5.3,5.64,61.15
4.84,5.16,62.11
4.65,4.86,62.09
3.73,4.34,61.81
5.72,5.81,57.52
5.34,5.51,56.92
3.75,4.28,59.57
3.08,3.6,58.93
2.47,2.87,58.19
2.39,2.58,57.38
2.2,2.18,55.86
2.2,2.41,55.34
1.64,1.72,55.16
1.64,1.47,54.84
1.76,1.61,54.04
2.03,2.35,53.25
2.05,2.03,51.27
3.17,2.49,46.78
4.82,4.92,40.91
6.5,6.77,37.48
7.12,7.4,37.54
7.75,8.03,37.6
8.09,8.85,36.76
7.8,8.22,37.78
7.61,8.36,40.85
7.32,8.09,44.44
5.26,6.14,51.85
4.51,5.3,55.16
5.45,6.27,55.2
5.36,6.23,54.9
6.39,7.36,53.86
5.83,7.0,52.61
5.32,6.43,53.7
4.72,5.55,56.16
4.15,5.11,56.34
3.9,4.44,56.78
3.58,4.26,58.39
3.56,4.21,62.11
2.7,3.06,74.54
1.97,2.7,80.67
2.05,2.28,80.53
2.31,2.81,84.2
2.08,2.72,85.87
2.1,2.56,85.87
1.84,2.2,84.57
1.68,2.24,82.49
1.87,2.49,81.28
1.93,2.2,79.94
1.43,1.55,76.7
1.22,1.51,75.18
1.13,1.47,73.3
1.15,1.55,72.1
1.09,1.47,71.55
1.11,1.45,71.68
1.26,1.47,71.5
0.98,1.2,72.08
0.33,0.75,73.59
0.73,1.17,73.8
0.69,1.07,74.02
0.67,1.07,74.23
0.42,1.01,74.27
0.52,0.96,73.46
0.67,0.88,71.49
0.48,1.05,72.26
0.87,1.03,70.74
1.26,1.01,69.21
1.17,0.86,69.14
1.57,1.22,68.65
1.42,1.43,67.21
2.95,3.1,66.15
3.23,3.6,64.96
5.64,6.41,66.31
7.71,8.4,69.39
9.16,9.54,72.23
6.27,6.5,75.33
4.72,5.05,77.24
6.52,7.17,79.74
5.57,6.25,80.95
4.19,5.18,75.86
3.96,5.03,76.73
3.86,4.9,77.81
3.73,4.59,78.16
3.52,4.44,78.69
4.19,5.32,79.21
3.71,4.55,78.11
4.49,5.39,77.71
5.95,7.15,75.8
6.48,7.17,74.34
8.01,8.93,71.45
11.17,11.93,68.09
14.23,15.24,63.92
11.15,11.19,65.48
11.88,12.3,64.64
7.34,7.55,72.06
5.64,5.93,72.48
6.9,7.19,71.65
6.85,7.11,71.67
7.69,7.98,69.27
5.26,5.37,72.44
4.93,5.07,72.1
4.48,4.36,71.55
2.37,2.28,71.68
3.84,3.81,71.5
2.6,2.52,72.08
2.72,2.66,68.11
2.56,2.47,68.43
3.54,3.1,66.56
4.02,3.69,63.3
4.11,4.05,61.68
4.82,4.92,60.07
4.78,4.78,62.72
3.79,3.56,63.38
5.41,5.58,64.27
8.2,8.09,61.49
7.77,7.98,64.36
7.34,7.88,67.23
7.65,8.3,67.21
5.09,5.78,66.15
6.16,6.64,64.96
7.26,7.86,66.31
8.35,9.09,69.39
9.45,10.31,69.82
4.09,4.7,71.13
4.4,5.26,72.52
4.0,4.59,73.04
3.81,4.34,74.98
3.29,3.73,75.86
3.56,4.23,75.92
3.63,4.57,75.76
3.67,4.8,75.94
4.88,5.64,74.74
4.9,5.79,73.52
4.82,5.78,72.9
5.78,6.41,71.75
4.57,5.45,71.79
3.29,3.77,72.24
4.21,4.72,70.39
4.51,4.74,69.27
5.2,5.66,66.56
5.07,5.6,65.28
4.74,5.11,65.78
5.01,5.32,63.12
7.13,7.61,59.05
6.43,6.81,56.1
7.55,8.38,52.65
7.17,7.48,51.29
7.75,8.4,49.43
7.65,8.19,49.81
9.45,9.94,46.02
10.17,10.84,44.62
10.25,11.11,43.13
10.28,11.19,41.39
9.34,9.84,43.05
8.37,9.35,46.9
7.94,8.57,47.5
7.5,7.79,49.93
7.83,8.16,47.7
7.13,7.54,49.81
7.16,7.54,46.31
8.46,8.54,42.81
12.55,8.62,38.14
11.77,12.63,34.29
13.66,14.38,34.86
14.44,15.22,35.34
13.5,14.34,40.38
12.55,13.46,45.42
12.09,13.0,51.63
11.62,12.54,53.64
11.16,12.07,55.36
10.69,11.61,53.05
10.23,11.15,52.69
9.94,11.11,53.95
9.33,10.51,55.22
8.72,9.92,56.48
8.12,9.32,57.74
7.51,8.73,59.01
6.9,8.13,60.27
6.88,8.78,59.63
6.94,7.9,59.23
7.34,8.05,58.39
8.38,10.1,57.04
7.69,9.18,57.64
7.82,9.58,58.67
7.8,9.54,59.91
6.67,7.21,61.11
3.98,4.38,71.85
2.68,2.68,80.91
2.89,3.1,74.0
2.62,2.95,77.21
2.28,2.75,77.89
2.01,2.16,78.72
1.74,2.05,79.94
1.66,1.68,76.7
1.66,1.76,75.18
1.45,1.4,73.3
1.07,1.3,72.1
1.49,1.3,71.55
0.9,0.94,71.68
0.57,0.59,71.5
0.67,0.5,72.08
0.57,0.29,73.59
0.44,0.25,73.8
0.36,0.11,74.02
0.27,0.21,74.23
0.5,0.69,74.27
0.55,0.34,73.46
0.08,0.27,71.49
0.5,0.34,72.26
0.8,0.72,70.74
1.09,1.09,69.21
1.15,1.34,69.14
1.24,1.22,68.65
1.68,2.07,67.21
2.72,3.23,66.15
3.56,4.02,64.96
5.51,6.43,66.31
4.15,5.07,67.22
3.67,3.96,69.51
3.77,4.04,68.53
3.69,4.4,68.83
3.02,3.84,70.21
3.27,3.9,72.24
3.16,4.13,74.0
2.75,3.52,75.36
3.23,4.13,75.7
2.79,3.46,75.26
2.91,4.02,74.44
3.06,3.67,72.26
2.56,3.27,72.74
3.06,3.77,71.47
3.52,4.38,70.45
3.75,4.36,69.43
3.75,4.67,69.07
4.3,4.88,68.79
5.24,6.18,66.68
6.29,7.23,65.0
4.46,5.03,66.58
5.26,5.83,65.98
4.15,4.7,67.2
2.64,2.81,67.75
3.98,4.19,66.86
4.07,4.49,66.42
3.94,4.38,67.14
4.17,4.69,65.96
3.77,4.13,65.74
3.17,3.17,66.1
3.42,3.5,65.64
2.66,2.7,66.04
2.16,2.3,65.94
2.52,2.49,65.8
2.22,2.2,66.28
2.16,2.05,66.89
2.26,2.14,66.66
2.05,1.8,66.43
2.54,2.35,67.16
2.35,2.45,64.75
3.5,3.71,64.27
3.9,3.84,68.28
4.42,4.44,64.54
4.93,5.05,60.8
8.97,9.22,62.29
12.37,12.89,58.31
16.2,17.27,57.7
20.22,22.26,54.34
19.73,26.78,50.71
14.11,14.5,62.53
10.0,10.73,64.64
13.35,14.75,60.63
11.99,13.92,65.06
7.21,8.36,74.02
6.85,8.36,72.32
10.04,11.48,68.39
8.51,9.37,68.89
7.32,8.26,68.67
7.11,8.05,70.59
8.64,9.79,71.83
10.08,11.21,70.79
9.33,9.98,72.3
5.91,6.73,75.36
5.89,6.83,73.68
6.75,7.5,72.56
6.77,7.57,71.57
7.1,7.76,69.35
8.4,8.89,67.49
6.85,7.63,67.53
6.48,7.36,65.34
5.64,6.04,63.7
6.27,6.69,60.49
7.15,7.75,59.53
11.91,13.12,52.07
11.88,14.09,47.84
11.17,12.32,50.39
11.15,12.2,43.61
21.26,22.12,15.65
19.72,20.4,16.38
18.76,19.01,29.6
16.12,16.53,30.61
14.99,15.36,29.46
15.58,17.51,29.0
13.9,15.37,18.48
14.23,15.59,21.15
11.6,12.41,27.3
11.9,12.93,28.64
11.74,12.27,29.98
12.55,12.84,27.58
11.77,12.63,32.59
9.62,9.85,48.1
9.22,9.56,48.62
9.35,9.58,46.47
9.47,9.6,44.32
11.78,11.86,39.55
9.51,10.04,39.97
12.35,14.21,33.79
12.58,14.23,32.91
10.42,11.78,34.31
12.68,14.04,32.23
13.85,15.95,32.39
13.71,16.22,34.09
16.29,19.54,35.64
15.57,19.41,44.68
10.67,12.16,62.33
8.76,9.6,67.35
7.75,8.55,70.83
6.31,7.36,72.92
6.9,7.34,74.68
7.15,7.78,74.78
8.43,8.97,72.58
6.52,6.69,71.33
8.4,8.82,67.35
8.11,8.41,69.53
9.14,9.29,69.19
9.24,9.45,67.85
9.87,9.98,64.42
10.46,10.63,61.69
7.98,7.94,63.74
10.1,10.61,59.77
7.21,7.38,63.54
6.66,6.75,61.81
8.11,8.24,59.93
7.75,7.84,58.71
8.74,8.64,57.74
8.19,8.51,59.53
4.21,4.05,62.27
4.38,4.51,63.26
4.65,4.82,65.46
4.13,4.46,67.0
4.7,4.9,66.94
2.14,2.47,66.89
4.38,4.36,67.06
6.12,6.14,64.44
6.52,6.16,63.06
3.92,3.94,64.75
4.31,4.44,63.76
4.7,4.95,62.78
4.44,4.48,60.85
5.32,5.11,60.8
2.52,2.26,67.21
2.28,2.2,66.15
1.11,1.26,64.96
1.7,1.4,66.31
1.78,1.76,69.39
1.7,1.47,71.8
2.18,2.31,69.25
2.56,2.85,67.81
3.48,3.52,65.74
3.88,3.96,64.24
3.9,4.07,63.14
4.88,5.34,60.81
6.01,6.67,57.92
5.81,6.71,58.13
6.25,7.36,57.98
6.75,7.9,57.3
6.33,7.23,60.33
6.85,7.84,58.73
6.06,6.45,55.7
5.01,5.43,58.29
4.07,4.57,60.07
4.69,4.84,58.41
4.34,4.88,58.09
3.79,4.17,58.53
3.48,3.73,61.15
3.42,3.63,61.67
4.48,4.36,61.57
4.51,4.78,62.72
4.26,4.53,62.33
2.72,2.83,65.16
2.79,3.12,64.08
3.1,3.35,63.66
3.73,3.73,65.34
2.12,2.01,68.51
1.76,2.08,71.5
1.22,1.47,72.08
1.38,1.38,68.11
1.11,1.3,73.8
1.32,1.3,68.3
1.51,1.7,66.89
1.11,1.07,66.66
1.43,1.45,66.43
0.99,0.88,71.49
0.98,0.99,72.26
1.22,1.45,70.05
2.05,2.24,69.21
2.78,2.74,68.93
3.52,3.23,68.65
2.83,2.47,67.21
4.72,4.92,66.15
4.55,4.9,64.96
7.78,8.4,66.31
5.85,6.31,67.22
6.22,6.41,66.08
6.12,6.41,65.02
6.29,6.67,65.76
6.39,6.62,65.38
6.66,7.13,66.88
5.66,6.14,68.11
5.01,5.3,68.67
5.76,5.89,66.42
5.16,5.32,65.66
4.72,4.92,65.1
5.66,6.18,64.78
5.74,6.2,65.56
5.39,5.78,65.72
5.68,6.39,67.24
5.26,5.55,69.23
3.94,3.96,71.21
3.81,3.86,71.29
3.69,3.82,72.22
3.98,3.86,71.53
3.71,3.35,70.71
2.93,2.72,71.25
3.37,3.29,70.05
2.49,2.33,70.53
2.83,2.56,69.81
2.64,2.56,68.29
2.75,2.54,67.89
1.8,1.61,68.57
2.37,2.01,67.59
1.99,1.84,68.19
2.26,2.12,67.28
1.72,1.26,67.41
1.55,1.36,66.64
1.57,1.38,67.75
1.19,0.5,68.3
2.64,2.28,65.76
1.72,1.49,67.58
0.75,0.33,73.46
1.26,0.8,72.86
2.66,2.39,72.26
1.45,1.01,70.05
2.52,2.24,69.21
1.76,1.64,69.14
3.46,3.14,68.65
5.22,5.64,67.4
6.98,8.15,66.15
11.72,13.31,64.96
16.72,18.9,64.3
13.02,14.55,66.64
18.0,20.33,60.17
14.4,16.37,63.82
13.35,15.82,65.22
14.78,17.61,62.51
12.39,15.76,64.72
9.85,12.45,70.03
7.59,10.1,76.73
6.98,9.66,77.81
8.34,11.32,78.16
6.9,9.12,79.07
5.95,7.8,79.21
5.91,7.61,79.76
5.93,7.73,80.05
5.97,7.11,80.62
5.93,6.94,80.69
8.99,10.1,75.54
7.0,7.92,73.48
5.68,7.0,75.86
5.64,6.94,75.3
9.18,10.54,69.79
7.02,8.15,68.75
8.07,9.16,60.41
6.45,7.73,52.45
6.62,7.84,48.0
4.42,5.55,49.31
4.69,5.91,48.52
4.09,4.86,49.71
4.59,5.64,49.49
2.85,3.71,54.82
2.49,3.12,61.31
1.66,2.43,63.86
1.38,2.26,64.38
1.42,2.43,64.58
1.28,1.99,64.87
1.36,2.24,65.16
1.68,2.52,63.4
1.99,2.79,61.75
1.64,2.83,60.93
1.82,2.83,59.73
2.41,2.9,58.58
3.0,2.96,57.44
3.27,3.14,56.96
3.77,3.92,55.12
3.21,3.0,56.26
3.98,4.57,55.32
3.82,4.34,55.46
4.99,5.51,54.64
5.16,5.62,53.62
6.5,6.6,55.64
5.81,6.02,58.0
6.08,6.14,59.03
7.1,7.96,59.17
6.12,6.71,74.98
6.41,6.9,75.86
5.85,6.31,81.05
4.19,4.76,81.66
4.17,4.51,78.16
4.7,5.07,78.29
6.88,7.29,74.96
6.33,6.81,75.38
5.95,6.6,75.14
6.94,7.84,74.06
6.73,7.17,73.58
7.29,7.78,73.08
4.21,3.81,75.82
4.46,4.55,76.46
3.61,3.6,76.06
3.52,3.46,74.76
3.35,3.08,73.76
3.39,3.17,74.26
3.58,3.44,72.64
3.98,3.86,71.07
4.05,4.02,68.03
4.26,4.32,68.01
3.63,3.88,69.49
3.63,3.39,71.55
3.16,3.23,71.68
3.0,2.98,71.5
2.1,1.86,72.08
2.28,2.08,73.59
2.7,2.33,72.88
2.72,2.43,68.3
2.91,2.47,66.68
2.85,2.39,66.56
2.58,1.97,66.43
1.99,1.55,67.16
2.01,1.87,64.75
2.3,2.24,64.27
2.6,2.52,62.78
2.85,2.88,61.79
3.1,3.23,60.8
2.51,2.96,66.17
3.12,3.23,66.15
3.14,3.81,64.96
3.25,3.84,66.31
3.04,3.58,69.39
2.33,2.62,72.23
2.1,2.39,75.33
3.65,5.05,77.24
2.64,3.58,79.74
2.77,3.46,80.95
2.41,3.54,81.52
2.18,3.0,81.75
2.56,3.17,82.38
2.2,2.26,82.7
1.97,2.01,83.36
2.62,3.54,83.41
2.43,3.06,79.76
2.41,2.91,85.29
2.3,2.6,85.11
2.18,2.72,80.69
2.05,2.51,85.41
2.7,3.31,84.2
3.21,4.0,80.99
3.1,3.88,81.08
2.96,3.4,80.72
3.63,4.13,79.85
3.0,3.23,81.28
2.54,2.75,79.94
2.14,2.51,76.7
2.08,2.33,75.18
1.59,1.95,73.3
1.61,1.47,72.1
2.43,2.72,71.55
1.82,1.89,71.68
1.53,1.74,71.5
1.28,1.42,72.08
1.15,0.84,73.59
1.05,0.94,73.8
1.05,1.11,73.55
1.82,1.91,72.79
1.01,1.22,74.27
0.88,0.99,73.46
0.8,0.55,72.86
1.28,1.13,72.26
2.1,2.54,70.05
0.99,1.07,69.21
1.97,1.93,69.14
2.85,2.47,68.65
5.35,5.47,67.4
7.84,8.47,66.15
7.4,8.82,64.96
14.36,16.45,61.89
15.72,17.44,61.59
18.0,23.39,55.46
16.21,23.41,51.41
15.5,19.47,59.01
14.86,18.03,60.25
12.58,15.32,64.52
10.77,13.56,67.22
8.64,10.63,69.13
5.22,6.71,73.78
4.46,6.04,75.04
3.67,4.84,77.15
4.49,5.76,75.18
5.43,6.85,73.9
4.72,5.93,76.1
6.39,7.88,75.2
5.81,6.9,76.12
6.6,7.67,76.85
11.23,12.41,69.73
12.64,14.0,67.89
10.37,11.51,71.61
11.13,12.24,69.15
7.29,8.13,73.06
7.19,7.63,73.72
5.91,6.67,75.46
6.27,7.1,74.62
6.94,7.71,71.25
5.03,5.74,72.0
5.11,6.33,72.1
3.48,4.0,71.55
2.73,3.21,71.68
3.14,3.61,71.5
2.58,2.91,72.08
2.73,3.02,72.83
3.84,4.46,68.43
4.21,4.34,67.66
3.6,3.98,66.89
3.98,4.48,65.56
4.92,5.51,60.65
4.38,4.97,58.39
4.53,5.07,56.2
4.07,4.76,55.91
3.61,4.44,55.62
2.87,3.46,58.61
2.43,2.95,60.8
2.73,3.52,62.35
2.85,3.56,60.54
2.7,3.23,62.09
2.66,3.35,63.98
3.0,3.73,64.6
4.09,5.28,63.3
3.08,4.05,64.32
2.79,3.86,64.12
2.41,3.29,64.2
2.39,3.37,64.38
2.39,3.58,65.3
2.47,3.79,65.66
2.91,4.15,65.6
1.99,2.89,67.3
1.95,2.91,70.11
2.12,2.95,72.2
1.87,3.08,75.36
1.55,2.51,77.73
1.28,2.22,80.62
1.17,1.86,86.01
1.17,1.99,85.41
1.07,1.59,84.2
0.88,1.72,85.87
0.78,1.43,85.87
0.94,1.57,80.72
0.75,1.53,79.85
0.88,1.53,81.28
0.77,1.26,79.94
0.78,1.47,76.7
0.75,1.47,75.18
0.61,1.51,73.3
0.96,1.63,72.1
0.8,1.26,71.55
0.48,1.34,71.68
0.88,1.59,71.5
0.67,1.34,72.08
0.67,1.43,73.59
0.69,1.49,73.8
0.36,1.24,75.27
0.69,1.34,74.23
0.48,0.98,73.84
0.42,0.92,73.46
0.44,1.13,71.49
0.59,1.34,72.26
0.65,1.32,70.05
0.4,1.05,69.21
0.4,0.74,68.93
0.4,0.42,68.65
0.33,0.46,67.21
0.67,0.75,66.15
0.54,0.94,64.96
0.77,0.88,66.31
0.78,0.99,69.39
0.75,0.92,72.23
1.03,1.36,75.33
1.49,1.87,77.24
1.84,2.39,78.87
2.33,2.96,74.98
1.78,2.18,75.86
1.82,2.47,76.73
2.01,2.72,77.81
2.24,3.08,78.16
2.98,3.98,79.07
2.7,3.14,79.21
2.68,3.48,79.76
3.25,3.88,79.55
3.21,3.84,79.15
3.02,3.44,79.45
6.23,7.13,75.2
6.01,6.62,74.48
6.66,7.1,73.42
7.67,8.03,71.19
9.68,10.17,67.85
9.03,9.33,67.37
11.34,11.67,65.16
11.61,11.97,63.24
10.21,10.38,64.14
9.89,10.12,62.9
11.88,14.09,48.91
11.17,12.32,44.2
11.15,12.2,46.58
10.45,11.83,49.43
10.25,11.54,51.01
10.28,10.82,49.61
8.17,8.4,51.55
7.8,7.9,52.45
7.55,7.77,50.89
6.16,6.23,49.43
4.92,4.95,52.81
4.69,4.93,52.23
4.97,5.05,52.21
4.7,4.57,52.19
5.6,6.16,51.13
10.11,10.69,41.11
6.64,7.65,46.24
8.51,9.16,46.46
14.23,15.91,43.28
19.95,22.66,40.09
19.58,28.37,41.29
13.05,25.1,38.74
6.53,21.82,36.18
0.0,18.55,33.63
12.99,18.86,45.18
18.93,22.64,50.19
16.26,24.84,51.49
13.71,19.22,56.36
13.84,18.34,58.23
13.78,17.71,59.31
13.09,17.1,63.08
11.96,15.97,64.84
12.1,15.45,67.99
15.34,20.64,54.76
13.38,17.5,65.1
9.22,10.17,67.22
9.05,10.29,66.48
9.2,10.4,65.9
9.7,10.33,64.2
10.9,11.44,63.34
16.25,16.87,57.26
16.78,18.46,57.08
14.63,15.3,58.05
14.17,17.43,55.96
13.09,17.23,56.94
9.64,9.64,62.84
8.13,8.26,61.77
6.31,6.29,65.66
8.84,9.39,60.61
6.48,6.33,61.71
5.43,5.49,61.93
3.67,3.88,67.73
3.4,3.71,66.84
2.45,2.47,68.84
2.3,2.35,68.11
2.12,2.08,73.8
1.66,1.7,74.02
1.91,1.87,74.23
1.15,1.03,74.27
0.8,0.73,73.46
0.71,0.65,71.49
0.92,0.65,72.26
1.07,1.03,70.74
1.22,1.42,69.21
1.91,2.12,69.14
2.7,2.79,68.65
4.17,4.57,67.21
7.92,8.63,66.15
8.72,9.2,64.96
18.4,20.25,63.48
37.51,30.73,34.81
32.42,31.66,33.13
16.21,23.37,53.35
18.58,21.53,54.64
12.79,14.48,58.15
12.62,14.94,56.24
12.45,16.58,54.86
13.78,17.44,53.37
14.91,20.59,50.25
9.81,11.59,70.11
7.84,9.43,79.07
5.09,5.72,83.41
4.25,5.05,84.71
3.54,3.84,80.05
3.58,4.51,80.62
4.02,4.72,80.69
3.52,4.13,80.53
5.05,5.99,78.11
7.02,8.03,70.73
7.54,8.64,69.51
7.21,8.17,72.2
4.8,5.34,72.8
5.62,6.06,71.27
4.93,5.2,69.79
5.53,5.62,67.24
5.32,5.37,67.85
5.93,6.25,66.8
4.9,4.86,67.83
3.02,3.25,71.55
1.95,1.78,71.68
1.36,1.61,71.5
1.42,1.47,72.08
1.99,2.37,73.59
8.37,9.35,73.8
7.71,7.77,75.27
1.03,1.15,74.23
1.3,1.26,73.84
1.47,1.74,73.46
1.2,1.51,71.49
2.73,3.12,72.26
3.65,4.09,64.27
4.28,4.69,62.78
4.4,4.56,61.79
4.53,4.42,60.8
3.54,3.37,62.41
5.41,5.91,59.93
6.01,6.98,55.44
10.4,11.61,48.36
14.57,16.96,45.36
12.64,14.27,49.41
10.29,11.65,52.19
11.8,14.38,50.87
13.35,17.0,50.05
13.71,17.46,49.09
10.71,14.25,52.47
8.07,10.98,55.82
7.73,10.79,55.7
6.6,9.14,56.82
8.91,11.4,65.48
5.87,7.25,79.21
5.43,6.58,79.76
5.62,6.94,80.05
6.43,7.9,79.37
7.15,8.15,78.19
10.17,11.26,73.86
8.93,9.7,73.88
7.9,8.32,73.6
6.29,6.33,75.3
4.99,5.26,76.48
5.53,5.6,75.3
7.67,8.28,71.39
7.99,8.4,69.89
6.94,7.19,70.49
5.26,5.45,71.55
5.57,6.06,69.61
2.98,3.39,70.74
3.92,3.88,69.65
3.58,3.42,68.83
4.04,3.86,67.73
2.22,2.1,72.08
2.87,2.93,68.11
3.54,3.61,68.15
3.63,3.88,68.3
2.89,2.96,66.89
2.64,2.54,67.58
2.68,2.28,66.43
3.42,3.5,65.32
3.81,4.11,64.2
4.21,4.17,59.15
3.9,4.19,56.86
5.64,5.72,54.54
9.18,9.54,50.11
12.08,13.14,48.66
14.97,16.73,47.22
19.34,22.47,42.13
20.22,28.73,37.32
19.73,23.35,40.59
16.39,19.28,44.18
12.6,14.96,47.28
11.55,13.64,48.12
14.19,17.06,44.68
16.74,19.7,39.83
16.35,22.94,32.37
15.57,21.98,33.57
14.91,18.17,40.75
10.67,12.74,50.15
10.82,12.74,53.23
10.19,12.32,55.32
9.79,11.15,55.74
8.32,9.75,57.24
10.14,11.28,56.26
12.26,13.81,54.1
10.52,12.13,54.24
11.36,12.74,53.88
8.57,9.79,56.32
8.59,9.41,56.78
8.7,9.7,56.66
9.35,10.23,54.36
7.99,8.76,55.0
6.94,7.36,55.92
6.98,7.8,55.26
6.62,6.77,55.3
