Real_NO2,Real_NOx,Real_O3
16.71,20.78,15.33
16.25,19.7,3.15
16.78,21.19,2.43
15.38,21.84,1.4
20.64,22.46,1.4
19.14,20.62,1.36
18.0,18.52,2.99
18.2,18.89,5.51
20.73,21.49,8.16
26.17,27.12,9.58
25.67,26.84,10.72
23.41,24.42,9.78
21.26,22.12,10.24
19.72,20.4,11.32
18.76,19.01,13.95
16.12,16.53,16.94
8.37,9.35,21.73
14.67,7.77,18.06
13.9,15.37,14.39
14.23,15.59,16.01
11.6,12.41,14.09
11.9,12.93,12.39
11.74,12.89,9.92
10.92,11.79,10.93
10.11,10.69,11.95
9.52,9.68,20.02
13.64,14.97,13.11
21.76,31.0,4.65
25.22,34.32,3.29
30.19,42.67,0.16
20.22,65.07,0.42
33.12,70.32,0.8
32.42,66.71,1.1
27.01,47.6,3.51
18.93,29.94,2.12
16.26,24.86,2.75
16.74,23.07,3.53
16.35,22.94,3.33
15.57,21.98,3.83
14.91,20.59,4.67
15.16,21.16,3.95
15.77,22.01,5.67
15.34,20.64,11.44
17.04,23.08,11.63
17.63,23.43,13.89
18.46,24.04,13.53
18.33,23.28,9.52
18.65,23.03,12.91
16.71,20.78,10.48
16.25,19.7,7.32
16.78,21.19,4.63
15.38,21.84,13.37
14.17,17.43,19.32
13.09,16.39,33.29
10.73,11.51,41.55
9.12,9.79,42.71
8.87,9.12,40.79
9.51,10.29,40.55
8.26,9.29,41.57
6.71,6.67,43.99
4.23,4.3,48.44
3.5,3.6,50.73
3.1,2.96,50.31
2.43,2.54,50.77
1.8,1.66,52.29
0.99,0.8,55.34
0.99,1.09,53.42
1.13,1.07,52.82
1.36,1.2,52.21
2.16,2.12,47.82
2.54,2.52,47.38
2.47,2.6,48.02
4.53,4.57,43.43
7.83,7.81,36.52
11.13,11.05,29.62
17.11,22.24,20.56
15.63,16.98,33.47
18.44,22.22,31.13
15.28,17.96,33.17
17.88,20.75,35.24
14.1,16.75,40.15
9.16,10.56,50.91
8.09,9.77,58.15
6.67,8.85,63.38
5.34,6.43,66.76
5.16,6.23,68.85
4.95,5.57,68.63
5.05,5.74,71.17
4.25,4.65,74.52
3.94,4.34,74.04
4.61,4.93,73.2
5.14,5.68,72.56
5.78,6.16,74.3
5.49,5.79,72.4
4.05,3.54,72.98
5.68,5.58,69.35
5.95,5.83,67.51
5.47,5.32,69.07
5.07,5.14,69.47
4.46,4.42,69.47
3.52,3.58,70.77
3.56,3.56,71.69
3.58,3.46,71.55
2.81,2.49,71.73
2.89,2.64,72.46
2.66,2.35,73.3
3.65,3.39,70.74
4.07,3.65,69.13
3.19,2.89,69.47
2.33,1.7,69.07
1.93,1.76,68.84
1.24,0.92,68.11
1.47,0.8,68.43
1.19,1.03,68.3
0.94,0.86,66.89
1.15,0.69,67.58
0.75,0.36,73.46
0.65,0.04,72.86
0.57,0.4,72.26
0.94,0.31,70.05
0.75,0.0,69.21
1.13,0.88,69.14
0.98,0.8,68.65
1.7,1.6,67.4
2.41,2.39,66.15
1.8,1.66,64.96
2.98,3.04,66.31
4.46,4.44,69.39
3.19,3.67,72.23
5.16,5.68,70.83
5.03,5.62,69.57
5.7,6.62,68.97
5.85,6.37,67.81
6.01,6.85,66.78
5.76,6.66,64.96
7.27,8.85,61.29
6.27,7.32,63.68
5.83,7.15,67.31
5.16,6.27,69.03
5.22,5.99,72.94
5.39,5.95,77.15
5.7,6.06,74.82
5.51,5.87,72.58
4.67,4.99,75.1
5.39,6.04,71.37
5.13,5.91,70.31
5.03,5.81,70.57
6.12,6.31,70.35
5.87,6.14,67.33
5.6,6.08,65.32
4.13,4.55,66.62
3.61,3.98,67.28
3.81,4.44,70.83
3.37,3.65,72.44
3.73,3.65,70.74
4.25,4.42,65.0
3.35,3.37,67.28
3.08,3.31,67.73
2.58,2.81,66.62
2.54,2.58,65.74
2.31,2.39,68.43
2.51,2.54,67.66
1.68,1.68,66.89
1.43,1.38,72.53
1.32,1.49,73.46
1.15,1.05,71.49
1.22,1.05,72.26
1.28,1.2,70.74
1.34,1.36,69.21
0.78,0.75,69.14
0.96,0.9,60.8
1.84,1.72,62.41
2.66,2.72,60.54
2.24,2.45,62.09
1.59,1.74,66.31
1.47,1.49,66.6
2.66,3.23,63.04
3.0,3.77,62.84
1.99,2.49,64.34
2.41,3.19,62.86
2.12,2.79,63.04
2.37,2.98,62.66
2.72,3.58,63.08
2.89,3.63,63.1
3.67,4.63,60.83
3.82,4.8,60.13
4.38,5.36,60.43
4.72,5.95,60.59
6.73,8.17,57.3
4.84,5.14,57.34
6.01,6.08,57.08
7.21,7.8,54.84
10.63,11.07,48.97
16.25,19.7,40.75
9.91,10.94,47.3
7.25,7.84,45.94
4.4,4.74,46.24
6.39,6.67,43.03
6.9,7.04,41.67
5.47,5.79,42.31
4.88,5.13,43.87
5.51,5.87,44.18
3.92,3.63,47.12
3.31,3.06,47.12
3.33,3.48,47.76
4.48,4.55,46.08
3.77,3.52,47.04
3.19,2.98,48.87
1.95,2.07,50.89
2.93,2.95,51.91
2.87,3.1,50.93
1.74,1.61,51.52
2.07,1.91,52.11
1.7,1.36,50.69
1.97,2.07,49.09
2.12,2.24,47.8
2.56,2.56,43.53
5.15,5.32,41.0
7.75,8.09,38.48
10.54,11.05,39.57
13.14,14.25,39.65
19.34,21.48,32.57
20.22,33.53,22.41
33.12,30.73,18.4
18.0,28.38,30.02
16.03,18.4,36.62
15.5,21.5,33.31
11.26,13.22,41.49
13.71,17.46,40.25
12.62,15.97,44.22
10.5,13.18,46.64
13.09,17.52,45.1
9.96,13.1,47.8
10.25,13.71,47.38
8.28,11.15,50.07
10.67,13.96,47.44
11.91,15.26,44.32
14.38,17.05,38.7
14.18,16.97,37.8
18.65,23.03,33.65
16.71,20.78,32.53
16.25,19.7,30.1
16.78,20.66,33.13
15.38,21.84,30.04
14.17,21.61,28.44
12.6,14.21,35.28
9.96,11.48,39.73
10.48,12.32,37.7
7.4,8.95,38.82
8.03,9.79,37.36
11.17,12.32,33.45
10.82,12.14,33.99
9.96,11.3,35.48
3.31,4.15,46.04
3.92,4.99,44.42
4.0,4.99,41.83
3.84,5.07,40.31
3.28,4.18,41.35
2.72,3.29,40.89
2.93,3.39,39.61
3.06,3.29,38.2
2.83,3.08,39.03
2.56,2.91,39.87
2.56,2.85,40.31
2.66,3.16,40.17
2.75,3.61,40.55
3.54,4.49,39.91
6.46,7.63,38.5
9.39,10.77,37.1
11.36,13.96,35.38
19.81,25.38,28.94
17.88,22.2,31.35
14.11,16.75,37.5
11.72,14.55,42.89
9.45,11.44,45.2
9.03,10.98,45.98
9.35,11.19,46.26
9.56,12.03,45.94
8.7,9.64,46.86
10.81,12.95,43.73
11.72,14.06,41.23
12.1,15.53,38.74
12.09,14.21,37.76
12.83,14.99,36.5
13.23,15.97,35.18
14.38,16.94,33.57
13.92,15.38,35.88
13.39,15.26,36.9
12.55,14.34,38.0
10.92,12.47,40.51
10.56,12.28,41.99
8.87,9.91,44.2
7.11,7.69,46.9
6.12,6.35,49.17
5.47,5.68,52.91
5.28,5.34,55.28
4.25,4.0,58.67
3.71,3.88,62.82
3.46,3.23,64.58
3.35,3.14,65.0
2.93,2.89,65.96
2.72,2.33,65.9
2.26,2.01,65.8
2.56,2.24,65.36
2.26,1.91,64.6
2.68,2.05,64.16
2.33,1.66,63.72
2.33,1.89,63.18
2.24,1.49,63.52
2.6,2.08,62.49
2.33,1.99,62.31
2.82,2.62,60.2
3.31,3.25,58.09
3.44,3.48,56.34
4.17,4.09,54.8
5.7,5.74,53.09
8.17,8.91,49.51
10.86,12.3,46.56
10.98,12.99,47.92
11.38,12.79,50.57
9.51,10.63,53.62
11.49,13.73,50.09
9.93,12.35,52.21
9.39,11.3,52.11
8.85,10.75,54.7
7.96,9.62,56.58
6.98,8.91,57.2
6.66,8.26,58.05
6.2,7.19,58.39
4.74,5.2,58.77
5.55,6.37,57.5
7.4,8.72,54.8
6.5,7.32,55.64
7.99,8.51,52.31
8.15,8.51,49.33
7.73,7.9,49.61
10.79,11.49,46.84
10.14,10.42,51.69
10.79,10.98,52.97
11.59,11.72,51.13
8.03,8.41,53.5
7.02,7.29,54.76
8.03,8.3,55.26
7.4,8.53,57.12
8.8,9.07,56.06
11.88,14.09,43.65
11.17,12.32,33.45
11.15,12.2,31.87
10.45,11.83,29.6
10.25,11.54,32.01
10.28,11.33,33.45
8.89,9.01,36.12
8.37,8.59,34.96
7.17,7.34,34.49
6.66,6.46,36.56
5.99,6.08,38.24
5.49,5.49,39.91
5.49,5.39,36.76
7.75,7.78,33.89
5.7,5.72,34.43
6.98,6.92,33.27
6.96,7.32,36.34
6.94,7.71,39.4
14.97,16.2,33.73
15.7,17.81,33.09
19.58,28.37,21.13
15.89,25.61,32.73
16.6,21.8,34.05
15.45,21.15,40.35
12.39,16.89,47.24
11.59,15.82,49.83
14.4,20.29,48.36
11.95,15.87,51.43
10.04,12.95,52.63
7.5,9.51,53.66
4.76,6.39,59.29
4.02,5.53,64.86
5.41,6.5,63.32
4.99,5.95,64.44
5.47,7.02,62.8
4.95,5.89,62.31
7.02,8.34,59.79
7.11,8.38,57.62
6.79,7.73,59.55
5.89,6.54,64.24
6.73,7.67,64.44
5.7,6.48,65.26
6.62,7.67,64.08
5.95,6.58,64.9
5.6,6.18,64.08
4.11,4.7,64.58
4.99,5.34,62.41
4.46,4.95,63.42
4.59,5.13,62.35
4.86,5.39,62.25
3.54,3.81,65.08
3.17,3.96,65.98
2.93,2.98,66.44
2.47,2.66,66.68
2.47,2.58,67.18
2.87,3.23,65.62
2.89,3.02,64.52
4.19,4.4,53.62
4.28,4.61,51.61
3.88,3.94,57.42
3.88,4.21,50.56
3.79,3.75,43.71
4.74,4.8,42.79
4.99,5.07,41.91
6.56,7.08,39.73
9.35,9.72,35.7
14.65,17.27,30.51
19.95,24.82,25.31
32.72,42.67,13.95
39.11,65.07,4.31
37.51,69.48,8.36
32.42,31.66,13.21
27.01,47.6,14.21
18.93,29.94,13.15
16.26,24.86,29.28
16.74,19.7,37.78
16.35,22.94,29.08
15.57,21.98,28.1
14.91,20.59,31.29
15.16,15.97,32.23
12.1,15.53,39.38
11.55,13.62,39.71
13.38,17.73,35.66
17.57,18.23,29.94
14.38,17.05,25.54
14.18,16.97,22.33
14.25,16.46,22.97
15.05,16.47,24.21
14.52,17.55,25.27
14.06,16.96,26.5
12.64,14.42,31.21
10.81,11.91,39.91
10.9,11.97,38.76
8.93,9.54,46.38
7.44,8.26,50.89
6.41,7.17,54.5
6.79,7.29,52.31
6.25,6.87,53.19
6.64,6.67,53.09
5.74,5.7,53.62
6.96,7.4,53.33
8.7,9.03,48.52
5.99,5.66,48.73
5.49,5.55,47.42
4.95,4.99,47.84
5.39,5.28,48.26
4.88,4.69,49.15
4.74,4.72,49.21
5.18,5.13,47.54
4.99,4.88,46.02
4.64,4.52,45.64
4.28,4.15,45.26
4.13,3.86,45.82
3.79,3.48,46.24
4.17,3.9,46.7
4.02,3.77,52.31
4.42,4.25,52.21
4.44,4.34,51.39
6.18,6.23,49.13
9.89,10.38,43.67
7.04,7.71,46.7
9.28,10.17,44.5
15.62,17.61,37.86
13.67,15.51,41.15
10.75,12.16,44.3
12.87,15.17,40.53
12.47,15.28,40.11
10.92,12.91,40.19
12.1,15.53,39.14
12.17,15.97,39.67
13.38,16.47,38.88
13.5,15.55,38.16
11.76,13.18,37.94
11.86,13.16,36.94
9.79,11.15,38.8
10.73,12.66,37.14
9.81,12.47,38.08
10.96,14.06,36.36
12.03,14.75,35.64
7.63,8.84,39.32
7.8,9.47,39.45
18.0,18.52,22.75
7.8,8.76,38.82
5.64,6.25,40.73
7.8,9.29,39.1
11.17,12.32,30.83
4.02,4.26,42.79
4.55,4.69,42.75
19.72,20.4,27.38
18.76,19.01,27.26
4.34,4.42,44.01
4.42,4.17,41.33
5.2,4.8,39.93
4.11,4.44,42.31
3.77,3.75,42.79
5.49,5.62,43.27
7.16,7.54,40.17
11.74,12.89,25.9
12.55,13.71,31.39
10.11,10.69,39.85
14.32,16.5,36.28
18.54,22.32,32.71
22.46,31.0,24.25
19.95,28.0,26.24
15.8,17.84,33.97
13.87,15.66,36.48
13.2,14.63,37.96
29.04,31.66,22.67
27.01,23.41,35.0
14.9,17.48,40.63
16.26,24.86,17.06
8.93,9.54,44.84
13.84,16.37,41.23
9.94,11.11,45.46
8.15,9.16,46.64
5.32,5.58,51.09
6.83,7.44,47.98
6.1,6.52,49.01
6.71,7.34,49.23
5.93,6.22,52.37
5.62,5.74,54.86
8.51,8.97,51.19
8.97,9.29,53.21
7.65,8.05,54.4
12.01,12.6,50.23
7.84,8.05,57.4
5.76,6.01,59.07
6.56,6.98,57.12
8.2,8.89,54.14
6.64,6.94,54.86
6.45,6.41,55.2
5.53,5.47,57.32
6.45,6.33,55.36
5.39,4.57,57.2
6.46,6.14,54.4
3.88,4.04,55.84
3.46,3.48,56.22
3.82,3.58,54.98
3.71,3.67,56.28
3.79,3.84,56.1
3.08,2.51,56.31
2.79,2.26,56.52
3.17,2.93,55.74
2.64,2.26,56.86
3.08,3.02,55.88
2.77,2.64,55.58
2.9,2.65,54.9
3.04,2.66,54.22
4.53,5.24,52.07
5.22,6.27,52.05
8.78,11.32,49.17
9.85,11.51,48.99
16.28,18.8,43.35
20.22,23.35,39.02
19.73,30.2,34.67
18.0,25.99,37.56
16.21,23.41,35.96
14.1,15.97,44.46
16.26,22.14,37.7
16.74,23.07,37.6
16.35,19.54,38.82
15.57,20.12,40.13
14.54,18.17,42.47
11.96,15.97,40.75
12.1,15.53,43.69
15.34,16.58,41.99
13.38,17.73,42.03
13.68,18.23,42.03
18.46,23.17,35.96
18.33,23.28,34.29
18.65,23.03,37.38
16.71,20.78,40.03
14.52,17.55,41.47
14.81,17.94,42.47
15.38,16.69,41.71
14.17,16.5,43.73
13.06,14.42,46.16
10.23,11.59,47.08
12.02,14.75,42.23
11.91,14.13,38.14
11.88,14.09,35.78
11.17,12.32,37.02
11.15,12.2,33.01
10.45,11.83,33.97
10.25,11.4,34.57
10.28,11.32,34.49
8.72,9.29,35.54
8.15,8.74,35.6
7.4,7.65,34.71
6.2,6.41,34.15
6.33,6.18,32.06
7.13,7.54,29.96
7.16,7.54,28.04
8.24,8.54,27.7
6.9,7.4,34.19
6.85,7.44,33.97
8.6,9.19,34.88
10.35,10.94,35.78
14.32,15.53,31.93
17.69,20.31,28.64
19.58,24.98,28.3
20.22,33.53,25.49
19.73,30.73,23.49
18.0,31.66,23.29
16.21,22.78,31.51
15.5,20.9,32.21
16.26,24.86,28.28
13.71,18.15,33.37
16.35,22.94,29.98
13.78,19.01,33.49
12.93,16.37,33.91
15.16,15.97,31.09
12.1,15.53,34.94
15.34,20.27,32.91
13.38,17.73,32.45
17.63,23.43,31.29
18.46,17.05,31.07
14.18,16.97,36.36
13.85,16.46,37.38
13.2,16.45,37.54
10.81,13.16,41.43
14.42,17.38,35.34
12.79,15.03,37.12
10.56,12.26,37.14
11.25,12.85,35.28
9.08,10.29,36.36
8.99,10.67,35.74
8.32,9.14,35.52
7.73,9.03,35.0
7.31,8.41,35.7
6.54,7.02,37.5
5.89,6.6,38.42
4.92,5.37,38.96
4.46,4.86,40.37
3.84,3.5,42.15
4.09,4.3,42.01
3.97,4.22,40.59
3.86,4.15,42.29
3.98,4.32,43.31
3.77,4.17,43.31
3.79,4.4,42.01
3.42,3.84,40.71
3.67,4.02,38.12
4.53,5.01,34.92
4.46,5.14,34.11
5.93,6.45,32.49
8.54,10.2,30.04
11.15,13.96,27.6
13.66,18.57,25.9
17.79,26.09,22.93
15.89,23.6,24.49
14.54,21.9,24.29
13.12,20.87,24.35
11.76,16.22,25.76
14.27,22.14,24.63
10.31,13.23,31.67
10.88,14.44,39.95
10.12,13.66,49.07
8.64,10.86,60.51
7.75,10.0,63.96
7.21,9.56,63.88
5.66,7.38,67.51
7.76,9.22,66.26
8.41,9.7,66.84
7.23,8.11,67.55
6.31,6.98,69.77
7.78,8.74,67.26
8.93,10.04,65.96
7.84,8.59,70.29
7.75,8.93,70.03
7.17,8.11,70.63
5.32,6.18,71.83
3.33,4.09,76.32
3.84,4.49,75.14
3.71,4.49,73.88
4.11,4.69,73.68
4.7,5.66,71.09
3.29,4.04,70.74
2.91,3.56,71.55
3.29,4.15,71.68
3.21,3.56,71.5
1.87,2.43,72.08
1.66,2.12,73.59
1.74,2.1,73.8
0.82,1.13,74.02
0.27,0.44,74.23
0.29,0.61,74.27
0.8,1.13,73.46
0.65,0.86,71.49
0.52,0.86,72.26
2.06,2.68,70.74
3.6,4.49,69.21
2.33,2.3,69.14
2.75,2.81,68.65
3.6,3.73,67.21
5.81,5.99,66.15
7.67,7.78,64.96
12.24,14.1,64.78
13.58,15.01,62.9
11.51,12.55,62.35
11.53,13.14,59.97
11.59,13.62,58.13
9.64,11.53,58.73
11.57,13.69,57.32
13.84,17.08,51.49
12.43,15.24,52.79
10.82,13.12,54.38
8.34,9.77,56.02
7.69,9.39,56.1
7.88,9.49,56.36
6.52,7.88,58.63
5.41,6.01,60.89
6.79,9.26,59.53
6.56,8.63,60.37
5.43,6.04,62.29
5.14,5.39,64.04
3.79,3.84,66.14
3.56,3.75,67.04
4.17,4.32,66.58
3.5,3.44,69.21
2.66,2.75,70.45
2.79,2.7,71.41
2.31,2.08,72.16
3.19,3.39,71.33
2.24,2.58,70.95
1.72,1.66,70.74
2.28,2.03,70.38
2.18,2.3,69.77
2.31,2.33,69.36
2.01,2.03,68.84
1.64,1.61,68.11
2.14,1.99,66.56
1.91,1.82,65.82
1.84,1.53,66.06
2.1,1.93,66.24
1.55,1.34,66.43
2.03,2.16,67.16
1.99,2.1,64.75
1.68,1.76,69.59
1.95,1.86,69.21
1.54,1.74,68.93
1.13,1.61,68.65
2.1,2.58,67.21
1.8,2.28,66.15
3.52,4.32,64.96
6.6,8.47,64.78
4.9,6.01,67.22
4.76,6.14,68.77
3.71,4.92,69.49
5.05,7.82,69.61
5.66,8.17,70.09
5.01,6.79,73.14
2.6,3.39,75.86
3.23,4.3,76.73
2.28,3.21,76.93
1.8,2.72,78.16
2.56,3.44,75.32
1.99,2.73,78.49
2.39,3.1,76.69
2.37,2.66,77.31
3.33,3.92,77.29
2.58,2.95,77.75
2.47,2.89,76.91
2.07,2.47,75.74
2.81,3.29,74.98
2.39,3.06,74.58
1.86,1.93,73.44
1.8,2.14,72.26
1.26,1.8,72.2
1.24,1.45,70.75
1.55,2.03,69.09
1.01,1.15,67.53
1.09,1.42,66.18
1.13,1.26,65.76
1.05,1.4,65.14
0.99,1.34,64.56
1.78,2.03,62.86
3.08,3.63,60.47
1.97,2.07,60.19
0.99,1.17,60.19
1.51,1.47,59.81
1.55,1.78,59.23
1.24,1.72,59.33
0.9,1.34,59.73
1.34,1.28,59.86
1.03,1.63,59.99
1.7,2.03,58.95
0.69,0.96,60.19
1.13,1.43,60.85
1.13,1.87,60.8
1.76,2.26,58.44
2.39,2.66,56.08
2.96,3.29,55.48
2.12,2.96,59.77
2.93,3.75,60.01
2.45,3.25,61.07
3.04,4.17,62.13
4.02,5.11,62.68
2.95,3.86,65.14
2.75,3.35,65.4
3.08,4.11,64.08
2.7,3.71,64.22
2.75,4.0,65.16
2.73,3.5,66.6
2.58,3.5,67.18
2.6,3.9,67.12
2.22,3.1,68.93
2.54,3.27,69.35
2.39,3.19,70.25
2.58,3.33,70.71
3.67,4.57,68.77
3.4,4.51,69.61
3.56,4.61,69.81
3.67,4.25,69.59
5.09,6.29,68.01
3.61,4.42,69.79
3.19,3.98,69.77
3.16,4.28,69.93
2.54,3.46,71.39
1.64,2.22,72.14
1.61,2.16,73.3
1.82,2.03,72.1
1.42,1.66,71.55
1.55,2.12,71.68
1.28,1.93,71.5
1.66,2.08,72.08
1.49,1.89,73.59
1.38,1.53,73.8
1.42,1.97,74.02
1.01,1.55,74.23
0.86,1.19,74.27
1.03,1.32,73.46
1.34,1.8,71.49
1.17,1.68,72.26
1.72,2.09,67.52
2.26,2.51,62.78
2.16,2.41,60.85
1.82,1.84,60.8
2.07,2.07,62.41
2.05,2.03,60.54
2.26,2.24,60.21
2.66,2.68,60.09
2.93,2.62,61.07
2.75,3.08,63.46
4.25,4.32,63.48
5.6,6.5,61.09
5.58,6.48,59.35
3.98,4.8,57.54
3.58,4.55,55.56
3.39,4.4,58.37
3.31,4.15,59.39
2.72,3.37,60.15
3.37,4.21,59.35
3.44,4.11,60.03
3.98,4.78,59.27
3.04,3.44,62.9
4.25,5.05,60.11
7.82,8.76,55.82
7.82,8.3,55.42
7.54,8.24,54.78
8.95,9.43,52.23
9.56,10.42,50.41
5.97,6.35,53.56
4.95,5.51,55.36
4.09,4.53,59.65
3.79,4.25,64.6
3.84,4.07,65.7
3.6,3.84,66.14
3.48,3.84,66.1
3.21,3.5,66.12
4.69,4.97,63.94
2.95,2.83,66.58
3.39,3.58,66.32
4.11,4.21,65.66
8.43,7.98,55.8
8.37,9.35,49.09
7.71,7.77,48.48
13.9,15.37,34.33
14.23,15.59,31.48
11.6,12.41,28.64
7.16,7.54,36.16
11.74,12.27,33.05
12.55,12.84,27.7
11.77,10.69,26.68
13.0,12.38,27.09
14.23,14.06,27.5
22.46,26.04,15.71
25.22,34.32,9.66
32.72,42.67,2.83
39.11,65.07,1.92
37.51,70.32,2.04
32.42,66.71,2.79
27.01,47.6,5.73
18.93,29.94,10.96
16.26,24.86,20.3
16.74,23.07,43.95
16.35,19.54,50.21
13.75,17.84,51.25
13.09,18.17,49.79
11.96,15.97,53.01
11.0,13.92,54.04
12.17,15.01,51.51
13.38,17.48,49.07
13.68,18.23,47.84
11.07,13.44,54.06
10.69,12.41,53.9
7.86,9.22,59.57
7.61,9.01,62.74
7.04,8.05,63.44
7.11,7.99,64.14
7.36,7.99,65.62
4.11,4.38,72.02
4.36,4.28,72.9
3.39,3.6,74.3
3.31,3.35,75.87
2.73,2.45,75.18
5.57,5.83,73.3
3.61,3.39,72.1
2.64,2.54,71.55
2.07,1.74,71.68
2.3,1.99,71.5
1.86,1.72,72.08
2.33,2.18,73.59
1.78,1.09,73.8
1.93,1.63,73.55
1.7,1.22,72.79
1.68,1.07,67.58
2.77,2.45,66.43
2.62,2.45,65.59
2.66,2.37,64.75
2.2,1.97,64.27
3.44,3.29,62.78
13.66,15.52,55.88
10.29,10.25,58.59
17.76,20.52,46.34
25.22,30.8,34.09
32.72,42.67,7.9
39.11,65.07,2.28
37.51,70.32,3.81
32.42,66.71,20.12
24.67,23.41,47.6
15.5,21.27,54.88
13.43,16.45,58.65
11.78,14.44,59.35
11.34,14.0,63.1
9.66,11.7,64.64
8.22,9.87,67.43
6.02,8.38,74.84
5.09,5.99,77.53
7.96,10.5,74.78
7.92,9.75,73.26
4.7,5.05,77.55
6.73,6.87,75.54
5.89,6.12,77.53
6.22,6.46,76.14
5.34,5.01,75.48
7.65,7.75,72.48
5.93,6.35,72.1
4.88,5.01,73.6
3.06,3.33,77.79
3.96,3.42,76.3
2.3,2.2,76.97
1.95,1.95,76.7
1.53,1.32,75.18
1.91,1.72,73.3
1.51,1.36,72.1
1.07,0.82,71.55
1.13,0.99,71.68
0.75,0.52,71.5
0.42,0.19,72.08
0.65,0.34,73.59
1.53,1.64,73.8
1.3,1.07,74.02
1.24,0.98,74.23
0.85,0.69,74.27
0.46,0.4,73.46
0.38,0.02,71.49
0.63,0.57,72.26
0.86,0.84,70.74
1.09,1.11,69.21
1.13,1.09,69.14
1.78,1.63,68.65
2.77,2.91,67.21
3.48,3.79,66.15
5.97,6.48,64.96
7.65,8.57,64.78
8.17,8.89,64.62
8.41,9.89,63.48
8.32,9.81,63.06
6.77,7.86,63.0
7.55,8.76,62.86
7.86,9.52,63.04
5.34,6.69,66.48
5.89,7.52,64.64
4.67,5.72,66.04
4.82,5.99,65.5
4.49,5.18,65.54
6.98,8.93,62.13
6.04,6.81,64.06
6.73,8.22,63.58
7.54,8.76,62.43
9.2,10.44,60.23
10.29,11.99,58.57
9.94,11.19,59.39
9.49,10.82,58.13
9.68,10.9,57.6
7.63,8.93,59.65
6.83,7.63,58.97
6.58,7.29,56.78
5.6,6.41,58.05
4.7,5.32,59.51
4.49,5.2,59.63
4.55,5.51,59.07
3.33,3.4,60.79
4.23,4.61,57.52
2.83,3.25,59.13
2.14,2.22,62.33
1.86,1.97,61.77
1.99,2.31,59.67
1.45,1.68,62.07
1.09,1.38,63.24
1.55,1.57,63.66
0.88,0.92,63.7
0.84,0.65,63.74
1.7,1.89,62.05
2.26,2.35,60.85
3.23,3.21,57.98
5.2,5.43,53.78
5.23,5.48,53.7
5.26,5.53,53.62
7.25,7.86,49.35
10.16,11.65,47.1
17.56,22.93,40.63
20.22,33.53,25.54
37.51,30.73,18.26
32.42,31.66,25.13
27.01,23.41,29.42
18.93,22.64,41.45
11.97,14.8,52.53
11.23,15.28,52.57
12.47,16.66,52.91
8.87,12.07,54.38
10.33,14.27,54.78
8.66,11.59,59.37
6.66,8.89,66.54
6.64,7.9,67.12
7.5,8.95,68.45
6.88,8.26,66.3
9.96,12.34,64.4
7.96,9.41,66.86
11.7,13.87,64.22
15.05,16.47,57.5
10.29,11.97,60.15
6.79,7.76,62.94
9.37,10.5,59.07
10.37,11.42,55.18
7.9,8.78,55.78
7.78,8.47,54.22
7.98,8.93,55.58
8.89,9.94,54.42
8.26,8.66,54.48
9.64,10.6,53.62
8.53,9.2,54.66
10.45,11.69,51.39
10.17,10.56,50.29
7.73,8.32,54.38
16.12,16.53,37.26
14.99,15.36,28.84
7.71,7.77,31.27
7.5,7.79,32.33
7.83,8.16,36.3
6.08,6.12,40.67
5.22,5.58,45.23
4.34,4.49,49.79
7.32,7.17,43.81
7.65,7.8,41.49
8.34,8.22,38.38
11.34,12.34,35.16
18.28,21.57,35.07
25.22,30.8,34.98
32.72,42.67,6.19
39.11,65.07,2.97
37.51,70.32,6.15
32.42,31.66,16.24
27.01,23.41,27.64
18.93,29.94,22.41
16.26,24.86,26.28
16.74,23.07,29.28
16.35,22.94,39.61
15.57,21.98,41.95
14.91,20.59,44.94
15.16,21.16,42.91
12.1,15.53,47.58
12.17,16.58,51.07
13.38,17.73,53.13
13.68,16.98,53.44
14.38,16.93,54.14
14.18,15.95,54.66
14.25,16.46,55.46
16.71,20.78,53.8
16.25,19.7,52.89
11.25,12.83,60.07
8.55,9.75,63.06
7.78,9.07,59.97
6.5,7.27,56.4
7.06,8.49,53.15
10.42,11.51,48.18
9.01,9.89,52.29
6.5,6.83,59.63
7.59,8.01,59.85
7.71,8.47,59.27
6.39,6.88,58.95
8.26,8.91,53.07
7.13,7.55,55.02
4.8,5.3,53.88
4.92,5.45,51.19
4.28,4.55,52.38
3.73,3.86,53.58
4.8,5.37,54.56
2.75,2.49,58.19
2.45,2.45,58.27
1.91,2.03,58.77
1.8,1.9,59.05
1.68,1.76,59.33
2.12,2.22,58.53
2.89,3.17,57.4
2.37,2.62,59.49
3.16,3.02,59.07
2.52,2.81,59.01
2.14,2.08,58.79
2.16,2.3,58.17
3.96,4.42,56.38
4.13,4.48,56.76
4.86,5.62,56.16
6.2,7.54,54.06
8.19,10.6,49.37
5.81,7.8,52.95
5.51,7.13,53.76
11.53,15.3,45.66
15.16,21.16,39.69
15.77,22.01,36.8
12.17,16.58,40.93
17.04,23.08,29.72
17.63,23.43,29.32
14.38,17.05,40.01
14.18,16.97,39.89
18.65,23.03,25.88
16.71,20.78,29.26
7.59,8.7,46.76
10.38,12.74,41.45
10.61,14.19,41.45
8.97,10.52,43.13
11.21,13.46,40.05
8.07,9.33,39.4
12.02,14.75,35.28
20.73,21.49,29.24
5.24,6.08,48.3
11.17,12.32,37.84
11.15,12.2,40.67
10.45,11.83,41.95
