Recorded,NO2,NOx,heat_index,rh,pressure,wdir,wdir_cardinal,wspd,station_id
2020-08-05 17:30:00,15.85,25.28,18.0,88.0,1011.64,220.0,SW,26.0,Gade
2020-08-05 18:00:00,13.18,20.21,17.0,94.0,1011.64,250.0,WSW,30.0,Gade
2020-08-05 18:30:00,12.36,18.19,17.0,94.0,1011.64,240.0,WSW,26.0,Gade
2020-08-05 19:00:00,11.95,17.89,17.0,100.0,1012.64,230.0,SW,24.0,Gade
2020-08-05 19:30:00,12.52,18.53,17.0,94.0,1012.64,230.0,SW,26.0,Gade
2020-08-05 20:00:00,16.14,25.23,17.0,94.0,1012.64,220.0,SW,30.0,Gade
2020-08-05 20:30:00,15.69,24.73,17.0,94.0,1012.64,230.0,SW,24.0,Gade
2020-08-05 21:00:00,16.63,26.19,17.0,94.0,1013.64,230.0,SW,20.0,Gade
2020-08-05 21:30:00,15.44,25.46,17.0,94.0,1013.64,220.0,SW,19.0,Gade
2020-08-05 22:00:00,18.98,33.26,17.0,94.0,1014.64,220.0,SW,19.0,Gade
2020-08-05 22:30:00,20.92,44.53,17.0,94.0,1014.64,220.0,SW,17.0,Gade
2020-08-05 23:00:00,19.57,58.75,17.0,94.0,1014.64,220.0,SW,17.0,Gade
2020-08-05 23:30:00,15.58,48.4,17.0,94.0,1014.64,220.0,SW,13.0,Gade
2020-08-06 00:00:00,14.34,34.53,17.0,94.0,1014.64,200.0,SSW,13.0,Gade
2020-08-06 00:30:00,18.26,23.86,17.0,94.0,1014.64,190.0,S,11.0,Gade
2020-08-06 01:00:00,15.71,25.4,17.0,94.0,1015.64,200.0,SSW,11.0,Gade
2020-08-06 01:30:00,12.62,23.14,17.0,94.0,1015.64,210.0,SSW,13.0,Gade
2020-08-06 02:00:00,15.57,21.3,17.0,94.0,1015.64,200.0,SSW,9.0,Gade
2020-08-06 02:30:00,14.83,21.86,17.0,94.0,1015.64,200.0,SSW,13.0,Gade
2020-08-06 03:00:00,15.46,24.04,16.0,94.0,1015.64,200.0,SSW,11.0,Gade
2020-08-06 03:30:00,16.53,23.53,16.0,94.0,1015.64,190.0,S,6.0,Gade
2020-08-06 04:00:00,19.64,41.42,15.0,94.0,1015.64,180.0,S,4.0,Gade
2020-08-06 04:30:00,22.77,56.36,14.0,100.0,1016.64,180.0,S,7.0,Gade
2020-08-06 05:00:00,25.83,73.06,14.0,94.0,1016.64,170.0,S,9.0,Gade
2020-08-06 05:30:00,27.54,91.69,14.0,94.0,1016.64,170.0,CALM,0.0,Gade
2020-08-06 06:00:00,,,14.0,94.0,1016.64,90.0,E,4.0,Gade
2020-08-06 06:30:00,38.66,145.72,15.0,88.0,1016.64,120.0,ESE,4.0,Gade
2020-08-06 07:00:00,34.36,116.86,15.0,88.0,1017.64,150.0,SSE,4.0,Gade
2020-08-06 07:30:00,40.66,199.32,16.0,88.0,1017.64,150.0,SSE,6.0,Gade
2020-08-06 08:00:00,48.25,155.62,18.0,73.0,1017.64,160.0,SSE,11.0,Gade
2020-08-06 08:30:00,53.89,138.48,18.0,73.0,1017.64,160.0,SSE,9.0,Gade
2020-08-06 09:00:00,41.5,101.68,19.0,68.0,1017.64,130.0,SE,7.0,Gade
2020-08-06 09:30:00,41.25,102.14,20.0,68.0,1018.64,160.0,SSE,7.0,Gade
2020-08-06 10:00:00,34.76,106.38,20.0,73.0,1018.64,160.0,SSE,9.0,Gade
2020-08-06 10:30:00,34.29,87.32,21.0,68.0,1018.64,170.0,S,7.0,Gade
2020-08-06 11:00:00,34.18,84.91,22.0,69.0,1018.64,170.0,S,7.0,Gade
2020-08-06 11:30:00,38.21,96.24,23.0,65.0,1018.64,170.0,S,9.0,Gade
2020-08-06 12:00:00,31.04,87.48,23.0,65.0,1018.64,190.0,S,6.0,Gade
2020-08-06 12:30:00,33.87,114.13,23.0,69.0,1019.64,190.0,S,9.0,Gade
2020-08-06 13:00:00,35.13,89.25,23.0,69.0,1019.64,180.0,S,6.0,Gade
2020-08-06 13:30:00,34.78,112.48,24.0,61.0,1019.64,190.0,S,2.0,Gade
2020-08-06 14:00:00,35.12,107.13,24.0,61.0,1019.64,180.0,S,2.0,Gade
2020-08-06 14:30:00,37.8,98.72,24.0,61.0,1019.64,180.0,CALM,0.0,Gade
2020-08-06 15:00:00,38.35,108.51,26.0,57.0,1019.64,110.0,ESE,6.0,Gade
2020-08-06 15:30:00,38.44,104.21,24.0,69.0,1019.64,80.0,E,7.0,Gade
2020-08-06 16:00:00,38.89,112.36,24.0,73.0,1019.64,90.0,E,11.0,Gade
2020-08-06 16:30:00,37.58,106.87,26.0,65.0,1019.64,80.0,E,9.0,Gade
2020-08-06 17:00:00,38.16,96.37,26.0,69.0,1019.64,80.0,E,9.0,Gade
2020-08-06 17:30:00,34.14,83.41,26.0,65.0,1019.64,80.0,E,7.0,Gade
2020-08-06 18:00:00,35.86,76.48,27.0,61.0,1019.64,90.0,E,9.0,Gade
2020-08-06 18:30:00,38.0,67.14,27.0,54.0,1019.64,110.0,ESE,11.0,Gade
2020-08-06 19:00:00,38.07,75.92,26.0,61.0,1019.64,100.0,E,9.0,Gade
2020-08-06 19:30:00,32.8,56.55,24.0,65.0,1019.64,100.0,E,9.0,Gade
2020-08-06 20:00:00,36.44,77.08,23.0,69.0,1019.64,60.0,ENE,4.0,Gade
2020-08-06 20:30:00,29.52,50.0,22.0,69.0,1019.64,50.0,NE,6.0,Gade
2020-08-06 21:00:00,24.42,52.28,21.0,73.0,1019.64,50.0,VAR,2.0,Gade
2020-08-06 21:30:00,30.31,42.68,20.0,73.0,1019.64,50.0,VAR,2.0,Gade
2020-08-06 22:00:00,22.14,35.96,18.0,88.0,1020.64,270.0,W,9.0,Gade
2020-08-06 22:30:00,20.92,42.42,18.0,88.0,1020.64,250.0,WSW,6.0,Gade
2020-08-06 23:00:00,29.38,37.08,18.0,88.0,1020.64,250.0,WSW,9.0,Gade
2020-08-06 23:30:00,30.57,48.4,18.0,88.0,1020.64,250.0,WSW,6.0,Gade
2020-08-07 00:00:00,23.34,34.53,18.0,88.0,1021.64,250.0,WSW,6.0,Gade
2020-08-07 00:30:00,19.56,41.76,18.0,88.0,1021.64,240.0,WSW,7.0,Gade
2020-08-07 01:00:00,15.71,25.4,18.0,94.0,1021.64,250.0,WSW,4.0,Gade
2020-08-07 01:30:00,12.62,23.14,18.0,94.0,1021.64,230.0,SW,7.0,Gade
2020-08-07 02:00:00,15.57,21.3,17.0,94.0,1021.64,200.0,SSW,6.0,Gade
2020-08-07 02:30:00,14.83,21.86,16.0,94.0,1021.64,140.0,SE,6.0,Gade
2020-08-07 03:00:00,15.46,24.04,16.0,94.0,1021.64,150.0,SSE,2.0,Gade
2020-08-07 03:30:00,16.53,23.53,15.0,94.0,1021.64,150.0,SSE,2.0,Gade
2020-08-07 04:00:00,,,15.0,94.0,1021.64,120.0,ESE,4.0,Gade
2020-08-07 04:30:00,22.77,56.36,14.0,100.0,1021.64,90.0,E,9.0,Gade
2020-08-07 05:00:00,34.87,73.06,15.0,100.0,1021.64,60.0,ENE,4.0,Gade
2020-08-07 05:30:00,35.04,91.69,15.0,94.0,1021.64,360.0,N,6.0,Gade
2020-08-07 06:00:00,31.19,122.67,14.0,100.0,1021.64,60.0,ENE,4.0,Gade
2020-08-07 06:30:00,45.73,145.72,14.0,94.0,1021.64,80.0,E,6.0,Gade
2020-08-07 07:00:00,47.53,116.86,14.0,100.0,1022.64,90.0,E,6.0,Gade
2020-08-07 07:30:00,55.42,212.63,16.0,100.0,1022.64,100.0,E,6.0,Gade
2020-08-07 08:00:00,51.49,155.62,17.0,100.0,1022.64,120.0,ESE,6.0,Gade
2020-08-07 08:30:00,53.89,138.48,19.0,83.0,1022.64,150.0,SSE,2.0,Gade
2020-08-07 09:00:00,41.5,101.68,20.0,78.0,1022.64,150.0,CALM,0.0,Gade
2020-08-07 09:30:00,41.25,102.14,22.0,69.0,1022.64,180.0,S,2.0,Gade
2020-08-07 10:00:00,34.76,106.38,23.0,69.0,1022.64,230.0,SW,2.0,Gade
2020-08-07 10:30:00,34.29,87.32,23.0,61.0,1022.64,230.0,CALM,0.0,Gade
2020-08-07 11:00:00,34.18,84.91,23.0,61.0,1022.64,270.0,W,2.0,Gade
2020-08-07 11:30:00,38.21,96.24,24.0,53.0,1022.64,240.0,WSW,6.0,Gade
2020-08-07 12:00:00,31.04,87.48,26.0,57.0,1022.64,240.0,CALM,0.0,Gade
2020-08-07 12:30:00,33.87,114.13,26.0,57.0,1022.64,240.0,CALM,0.0,Gade
2020-08-07 13:00:00,35.13,89.25,27.0,54.0,1022.64,240.0,CALM,0.0,Gade
2020-08-07 13:30:00,34.78,112.48,27.0,51.0,1022.64,240.0,CALM,0.0,Gade
2020-08-07 14:00:00,35.12,107.13,28.0,51.0,1022.64,240.0,VAR,2.0,Gade
2020-08-07 14:30:00,37.8,98.72,28.0,54.0,1022.64,110.0,ESE,9.0,Gade
2020-08-07 15:00:00,38.35,108.51,29.0,58.0,1022.64,70.0,ENE,9.0,Gade
2020-08-07 15:30:00,38.44,104.21,28.0,54.0,1022.64,100.0,E,15.0,Gade
2020-08-07 16:00:00,38.89,112.36,27.0,51.0,1022.64,100.0,E,19.0,Gade
2020-08-07 16:30:00,37.58,106.87,28.0,48.0,1021.64,100.0,E,13.0,Gade
2020-08-07 17:00:00,38.16,96.37,27.0,51.0,1021.64,80.0,E,17.0,Gade
2020-08-07 17:30:00,34.14,83.41,27.0,54.0,1021.64,80.0,E,13.0,Gade
2020-08-07 18:00:00,35.86,76.48,27.0,54.0,1021.64,80.0,E,17.0,Gade
2020-08-07 18:30:00,38.0,67.14,27.0,48.0,1020.64,90.0,E,17.0,Gade
2020-08-07 19:00:00,38.07,55.72,28.0,45.0,1020.64,110.0,ESE,17.0,Gade
2020-08-07 19:30:00,32.8,50.38,27.0,45.0,1020.64,120.0,ESE,17.0,Gade
2020-08-07 20:00:00,36.44,51.24,26.0,47.0,1020.64,120.0,ESE,19.0,Gade
2020-08-07 20:30:00,29.52,50.0,26.0,47.0,1020.64,130.0,SE,17.0,Gade
2020-08-07 21:00:00,40.91,76.64,24.0,50.0,1021.64,130.0,SE,11.0,Gade
2020-08-07 21:30:00,31.81,53.34,21.0,64.0,1021.64,110.0,ESE,7.0,Gade
2020-08-07 22:00:00,32.57,59.9,19.0,73.0,1021.64,100.0,E,9.0,Gade
2020-08-07 22:30:00,34.18,64.88,21.0,64.0,1021.64,90.0,E,7.0,Gade
2020-08-07 23:00:00,32.42,63.09,19.0,73.0,1021.64,100.0,E,9.0,Gade
2020-08-07 23:30:00,30.57,53.37,19.0,73.0,1021.64,90.0,E,11.0,Gade
2020-08-08 00:00:00,23.34,34.53,17.0,77.0,1021.64,90.0,E,11.0,Gade
2020-08-08 00:30:00,19.56,41.76,18.0,77.0,1021.64,110.0,ESE,9.0,Gade
2020-08-08 01:00:00,15.71,25.4,17.0,82.0,1021.64,110.0,ESE,9.0,Gade
2020-08-08 01:30:00,12.62,23.14,16.0,88.0,1021.64,110.0,ESE,11.0,Gade
2020-08-08 02:00:00,15.57,21.3,17.0,82.0,1021.64,110.0,ESE,6.0,Gade
2020-08-08 02:30:00,14.83,21.86,18.0,77.0,1021.64,130.0,SE,11.0,Gade
2020-08-08 03:00:00,15.46,24.04,19.0,73.0,1021.64,120.0,ESE,2.0,Gade
2020-08-08 03:30:00,16.53,23.53,18.0,77.0,1021.64,120.0,ESE,4.0,Gade
2020-08-08 04:00:00,19.64,41.42,18.0,77.0,1021.64,120.0,ESE,4.0,Gade
2020-08-08 04:30:00,22.77,56.36,16.0,82.0,1021.64,130.0,SE,6.0,Gade
2020-08-08 05:00:00,,,16.0,88.0,1021.64,160.0,SSE,6.0,Gade
2020-08-08 05:30:00,35.04,63.15,15.0,88.0,1021.64,140.0,SE,2.0,Gade
2020-08-08 06:00:00,31.19,62.61,15.0,94.0,1021.64,80.0,E,9.0,Gade
2020-08-08 06:30:00,38.66,78.12,15.0,94.0,1021.64,80.0,E,9.0,Gade
2020-08-08 07:00:00,34.36,74.42,17.0,82.0,1021.64,70.0,ENE,4.0,Gade
2020-08-08 07:30:00,40.66,99.73,17.0,88.0,1021.64,90.0,E,7.0,Gade
2020-08-08 08:00:00,51.49,155.62,19.0,78.0,1021.64,90.0,E,7.0,Gade
2020-08-08 08:30:00,53.89,138.48,20.0,73.0,1021.64,110.0,ESE,2.0,Gade
2020-08-08 09:00:00,41.5,101.68,22.0,69.0,1021.64,130.0,SE,4.0,Gade
2020-08-08 09:30:00,41.25,102.14,23.0,61.0,1021.64,130.0,CALM,0.0,Gade
2020-08-08 10:00:00,34.76,106.38,23.0,61.0,1021.64,110.0,ESE,4.0,Gade
2020-08-08 10:30:00,34.29,87.32,24.0,53.0,1021.64,110.0,VAR,2.0,Gade
2020-08-08 11:00:00,34.18,84.91,26.0,54.0,1021.64,130.0,SE,6.0,Gade
2020-08-08 11:30:00,38.21,96.24,26.0,47.0,1021.64,140.0,SE,6.0,Gade
2020-08-08 12:00:00,31.04,87.48,26.0,51.0,1021.64,120.0,ESE,6.0,Gade
2020-08-08 12:30:00,33.87,80.98,27.0,48.0,1021.64,120.0,VAR,2.0,Gade
2020-08-08 13:00:00,35.13,89.25,27.0,48.0,1021.64,100.0,E,7.0,Gade
2020-08-08 13:30:00,34.78,77.69,27.0,51.0,1021.64,130.0,SE,7.0,Gade
2020-08-08 14:00:00,35.12,68.67,27.0,48.0,1021.64,100.0,E,7.0,Gade
2020-08-08 14:30:00,37.8,53.72,27.0,45.0,1020.64,110.0,ESE,11.0,Gade
2020-08-08 15:00:00,38.35,108.51,27.0,48.0,1020.64,90.0,E,11.0,Gade
2020-08-08 15:30:00,38.44,89.58,28.0,42.0,1020.64,90.0,E,9.0,Gade
2020-08-08 16:00:00,38.89,66.37,28.0,42.0,1020.64,100.0,E,9.0,Gade
2020-08-08 16:30:00,37.58,58.43,28.0,42.0,1020.64,100.0,E,11.0,Gade
2020-08-08 17:00:00,38.16,58.77,28.0,42.0,1020.64,80.0,E,9.0,Gade
2020-08-08 17:30:00,34.14,82.1,28.0,42.0,1020.64,90.0,E,11.0,Gade
2020-08-08 18:00:00,35.86,76.48,27.0,48.0,1020.64,110.0,ESE,11.0,Gade
2020-08-08 18:30:00,38.0,67.14,27.0,48.0,1020.64,110.0,ESE,11.0,Gade
2020-08-08 19:00:00,38.07,75.92,27.0,48.0,1020.64,110.0,ESE,11.0,Gade
2020-08-08 19:30:00,32.8,56.55,26.0,51.0,1020.64,110.0,ESE,9.0,Gade
2020-08-08 20:00:00,36.44,77.08,27.0,54.0,1020.64,110.0,ESE,6.0,Gade
2020-08-08 20:30:00,29.52,50.0,24.0,57.0,1020.64,130.0,SE,7.0,Gade
2020-08-08 21:00:00,40.91,70.64,23.0,57.0,1020.64,110.0,ESE,4.0,Gade
2020-08-08 21:30:00,31.81,53.34,23.0,57.0,1020.64,110.0,ESE,2.0,Gade
2020-08-08 22:00:00,32.57,49.17,21.0,64.0,1020.64,260.0,W,4.0,Gade
2020-08-08 22:30:00,34.18,44.53,20.0,73.0,1020.64,350.0,N,6.0,Gade
2020-08-08 23:00:00,32.42,37.08,19.0,83.0,1020.64,340.0,NNW,6.0,Gade
2020-08-08 23:30:00,30.26,29.83,19.0,83.0,1020.64,340.0,NNW,6.0,Gade
2020-08-09 00:00:00,23.34,34.53,17.0,88.0,1020.64,330.0,NNW,2.0,Gade
2020-08-09 00:30:00,19.56,41.76,17.0,94.0,1020.64,270.0,W,2.0,Gade
2020-08-09 01:00:00,15.71,25.4,17.0,88.0,1020.64,270.0,CALM,0.0,Gade
2020-08-09 01:30:00,12.62,23.14,17.0,94.0,1020.64,270.0,CALM,0.0,Gade
2020-08-09 02:00:00,15.57,21.3,16.0,100.0,1020.64,270.0,CALM,0.0,Gade
2020-08-09 02:30:00,14.83,21.86,16.0,100.0,1020.64,270.0,CALM,0.0,Gade
2020-08-09 03:00:00,15.46,24.04,16.0,100.0,1020.64,270.0,W,2.0,Gade
2020-08-09 03:30:00,16.53,23.53,16.0,100.0,1020.64,290.0,WNW,4.0,Gade
2020-08-09 04:00:00,19.64,25.11,16.0,100.0,1020.64,270.0,W,4.0,Gade
2020-08-09 04:30:00,17.74,30.97,16.0,94.0,1020.64,280.0,W,6.0,Gade
2020-08-09 05:00:00,22.0,39.75,15.0,100.0,1020.64,280.0,CALM,0.0,Gade
2020-08-09 05:30:00,17.37,32.73,15.0,100.0,1020.64,280.0,CALM,0.0,Gade
2020-08-09 06:00:00,,,15.0,100.0,1020.64,280.0,CALM,0.0,Gade
2020-08-09 06:30:00,13.2,24.21,15.0,100.0,1020.64,280.0,CALM,0.0,Gade
2020-08-09 07:00:00,12.94,23.73,17.0,100.0,1020.64,270.0,W,6.0,Gade
2020-08-09 07:30:00,14.79,26.9,17.0,100.0,1021.64,270.0,CALM,0.0,Gade
2020-08-09 08:00:00,16.85,30.99,18.0,94.0,1021.64,290.0,WNW,7.0,Gade
2020-08-09 08:30:00,17.07,29.43,19.0,83.0,1021.64,270.0,W,6.0,Gade
2020-08-09 09:00:00,21.16,42.29,19.0,88.0,1021.64,240.0,WSW,9.0,Gade
2020-08-09 09:30:00,24.13,43.0,19.0,83.0,1021.64,240.0,WSW,9.0,Gade
2020-08-09 10:00:00,19.95,35.92,20.0,78.0,1021.64,240.0,WSW,7.0,Gade
2020-08-09 10:30:00,15.17,24.19,20.0,83.0,1021.64,230.0,SW,11.0,Gade
2020-08-09 11:00:00,17.37,27.37,21.0,78.0,1021.64,230.0,SW,9.0,Gade
2020-08-09 11:30:00,21.49,31.23,22.0,73.0,1021.64,230.0,SW,9.0,Gade
2020-08-09 12:00:00,19.86,30.19,23.0,69.0,1021.64,230.0,SW,9.0,Gade
2020-08-09 12:30:00,18.33,27.78,24.0,65.0,1020.64,240.0,WSW,11.0,Gade
2020-08-09 13:00:00,20.72,31.66,26.0,54.0,1020.64,310.0,NW,9.0,Gade
2020-08-09 13:30:00,20.97,32.09,26.0,57.0,1020.64,330.0,NNW,9.0,Gade
2020-08-09 14:00:00,22.91,35.34,26.0,41.0,1021.64,320.0,NW,11.0,Gade
2020-08-09 14:30:00,25.21,37.66,26.0,39.0,1020.64,320.0,NW,9.0,Gade
2020-08-09 15:00:00,23.3,35.77,26.0,36.0,1020.64,300.0,WNW,9.0,Gade
2020-08-09 15:30:00,24.05,35.16,26.0,32.0,1020.64,330.0,NNW,9.0,Gade
2020-08-09 16:00:00,25.98,38.98,26.0,36.0,1020.64,320.0,NW,9.0,Gade
2020-08-09 16:30:00,28.43,42.12,25.0,34.0,1020.64,310.0,NW,11.0,Gade
2020-08-09 17:00:00,38.16,77.11,25.0,32.0,1020.64,320.0,NW,9.0,Gade
2020-08-09 17:30:00,34.14,71.29,25.0,29.0,1020.64,310.0,NW,9.0,Gade
2020-08-09 18:00:00,29.94,47.32,25.0,26.0,1019.64,330.0,NNW,9.0,Gade
2020-08-09 18:30:00,26.84,40.49,24.0,36.0,1019.64,320.0,NW,11.0,Gade
2020-08-09 19:00:00,26.88,75.92,23.0,41.0,1019.64,310.0,NW,7.0,Gade
2020-08-09 19:30:00,32.8,56.55,22.0,46.0,1019.64,310.0,NW,7.0,Gade
2020-08-09 20:00:00,36.44,52.42,22.0,50.0,1019.64,310.0,NW,7.0,Gade
2020-08-09 20:30:00,29.52,50.0,21.0,53.0,1019.64,330.0,NNW,4.0,Gade
2020-08-09 21:00:00,37.51,70.64,20.0,60.0,1020.64,330.0,CALM,0.0,Gade
2020-08-09 21:30:00,31.81,53.34,19.0,68.0,1020.64,320.0,NW,2.0,Gade
2020-08-09 22:00:00,30.62,49.17,18.0,77.0,1020.64,330.0,NNW,4.0,Gade
2020-08-09 22:30:00,20.92,44.53,17.0,88.0,1020.64,340.0,NNW,6.0,Gade
2020-08-09 23:00:00,19.57,37.08,17.0,88.0,1020.64,340.0,CALM,0.0,Gade
2020-08-09 23:30:00,15.58,29.83,16.0,94.0,1020.64,120.0,CALM,0.0,Gade
2020-08-10 00:00:00,21.1,34.53,16.0,94.0,1020.64,340.0,NNW,6.0,Gade
2020-08-10 00:30:00,19.56,41.76,16.0,94.0,1020.64,340.0,NNW,4.0,Gade
2020-08-10 01:00:00,15.71,25.4,15.0,100.0,1020.64,340.0,NNW,9.0,Gade
2020-08-10 01:30:00,12.62,23.14,15.0,100.0,1020.64,340.0,NNW,6.0,Gade
2020-08-10 02:00:00,15.57,21.3,15.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 02:30:00,14.83,21.86,15.0,94.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 03:00:00,15.46,24.04,14.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 03:30:00,16.53,23.53,13.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 04:00:00,,,13.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 04:30:00,20.96,56.36,13.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 05:00:00,22.22,55.51,13.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 05:30:00,22.93,66.4,13.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 06:00:00,29.82,122.67,13.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 06:30:00,33.08,145.72,13.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 07:00:00,33.25,116.86,14.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 07:30:00,34.17,103.56,15.0,100.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 08:00:00,33.14,94.08,17.0,94.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 08:30:00,32.78,88.73,18.0,94.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 09:00:00,29.77,101.68,19.0,88.0,1020.64,340.0,CALM,0.0,Gade
2020-08-10 09:30:00,30.05,102.14,20.0,83.0,1020.64,290.0,WNW,2.0,Gade
2020-08-10 10:00:00,34.76,79.49,21.0,78.0,1020.64,290.0,VAR,2.0,Gade
2020-08-10 10:30:00,34.29,87.32,22.0,73.0,1020.64,290.0,VAR,2.0,Gade
2020-08-10 11:00:00,34.18,84.91,23.0,65.0,1020.64,290.0,VAR,2.0,Gade
2020-08-10 11:30:00,38.21,96.24,24.0,50.0,1020.64,350.0,N,6.0,Gade
2020-08-10 12:00:00,31.04,87.48,24.0,53.0,1020.64,350.0,VAR,4.0,Gade
2020-08-10 12:30:00,33.87,114.13,24.0,57.0,1020.64,360.0,N,4.0,Gade
2020-08-10 13:00:00,35.13,89.25,24.0,53.0,1020.64,360.0,VAR,4.0,Gade
2020-08-10 13:30:00,34.78,83.56,26.0,50.0,1020.64,350.0,N,2.0,Gade
2020-08-10 14:00:00,35.12,63.99,26.0,54.0,1020.64,350.0,VAR,4.0,Gade
2020-08-10 14:30:00,37.8,98.72,24.0,65.0,1020.64,330.0,NNW,11.0,Gade
2020-08-10 15:00:00,38.35,108.51,24.0,65.0,1020.64,320.0,NW,11.0,Gade
2020-08-10 15:30:00,38.44,104.21,24.0,61.0,1020.64,310.0,NW,13.0,Gade
2020-08-10 16:00:00,38.89,78.71,23.0,65.0,1020.64,320.0,NW,15.0,Gade
2020-08-10 16:30:00,37.58,83.5,23.0,65.0,1020.64,330.0,NNW,15.0,Gade
2020-08-10 17:00:00,38.16,96.37,23.0,65.0,1020.64,330.0,NNW,9.0,Gade
2020-08-10 17:30:00,34.14,83.41,23.0,65.0,1020.64,330.0,NNW,9.0,Gade
2020-08-10 18:00:00,35.86,66.74,23.0,65.0,1020.64,320.0,NW,11.0,Gade
2020-08-10 18:30:00,38.0,67.14,23.0,65.0,1020.64,320.0,NW,11.0,Gade
2020-08-10 19:00:00,38.07,75.92,23.0,65.0,1020.64,320.0,NW,11.0,Gade
2020-08-10 19:30:00,32.8,56.55,23.0,65.0,1020.64,320.0,NW,11.0,Gade
2020-08-10 20:00:00,36.44,71.01,21.0,68.0,1020.64,350.0,N,7.0,Gade
2020-08-10 20:30:00,29.52,50.0,20.0,78.0,1020.64,320.0,NW,4.0,Gade
2020-08-10 21:00:00,40.91,76.64,19.0,83.0,1020.64,330.0,NNW,2.0,Gade
2020-08-10 21:30:00,31.81,53.34,18.0,88.0,1021.64,340.0,NNW,6.0,Gade
2020-08-10 22:00:00,30.62,59.9,17.0,88.0,1021.64,350.0,N,6.0,Gade
2020-08-10 22:30:00,34.18,64.88,16.0,94.0,1021.64,350.0,N,4.0,Gade
2020-08-10 23:00:00,32.42,63.09,16.0,94.0,1021.64,10.0,N,6.0,Gade
2020-08-10 23:30:00,30.57,53.37,16.0,94.0,1021.64,10.0,N,4.0,Gade
2020-08-11 00:00:00,23.34,34.53,15.0,100.0,1021.64,20.0,NNE,4.0,Gade
2020-08-11 00:30:00,19.56,41.76,15.0,94.0,1021.64,20.0,CALM,0.0,Gade
2020-08-11 01:00:00,15.71,25.4,15.0,94.0,1021.64,30.0,NNE,6.0,Gade
2020-08-11 01:30:00,12.62,23.14,14.0,100.0,1021.64,40.0,NE,4.0,Gade
2020-08-11 02:00:00,15.57,21.3,14.0,100.0,1021.64,20.0,NNE,2.0,Gade
2020-08-11 02:30:00,14.83,21.86,13.0,94.0,1022.64,90.0,E,4.0,Gade
2020-08-11 03:00:00,,,14.0,94.0,1022.64,90.0,CALM,0.0,Gade
2020-08-11 03:30:00,16.53,23.53,14.0,100.0,1022.64,50.0,NE,4.0,Gade
2020-08-11 04:00:00,19.64,41.42,13.0,100.0,1022.64,50.0,CALM,0.0,Gade
2020-08-11 04:30:00,22.77,56.36,12.0,100.0,1022.64,360.0,N,2.0,Gade
2020-08-11 05:00:00,,,13.0,94.0,1022.64,20.0,NNE,4.0,Gade
2020-08-11 05:30:00,35.04,91.69,15.0,94.0,1022.64,20.0,NNE,4.0,Gade
2020-08-11 06:00:00,41.92,122.67,15.0,100.0,1022.64,40.0,NE,4.0,Gade
2020-08-11 06:30:00,45.73,145.72,16.0,94.0,1022.64,80.0,E,2.0,Gade
2020-08-11 07:00:00,47.53,116.86,16.0,100.0,1022.64,80.0,CALM,0.0,Gade
2020-08-11 07:30:00,55.42,212.63,17.0,94.0,1022.64,80.0,CALM,0.0,Gade
2020-08-11 08:00:00,48.25,155.62,17.0,94.0,1022.64,100.0,E,2.0,Gade
2020-08-11 08:30:00,32.78,88.73,20.0,88.0,1022.64,100.0,E,6.0,Gade
2020-08-11 09:00:00,41.5,101.68,20.0,83.0,1022.64,130.0,SE,9.0,Gade
2020-08-11 09:30:00,41.25,102.14,20.0,88.0,1022.64,120.0,ESE,7.0,Gade
2020-08-11 10:00:00,34.76,106.38,21.0,78.0,1022.64,110.0,ESE,9.0,Gade
2020-08-11 10:30:00,34.29,87.32,21.0,78.0,1022.64,110.0,ESE,9.0,Gade
2020-08-11 11:00:00,18.94,46.51,22.0,73.0,1022.64,100.0,E,11.0,Gade
2020-08-11 11:30:00,,,22.0,73.0,1022.64,90.0,E,15.0,Gade
2020-08-11 12:00:00,,,23.0,69.0,1022.64,100.0,E,20.0,Gade
2020-08-11 12:30:00,26.49,50.09,23.0,69.0,1022.64,90.0,E,19.0,Gade
2020-08-11 13:00:00,35.13,89.25,23.0,69.0,1022.64,90.0,E,19.0,Gade
2020-08-11 13:30:00,34.78,112.48,23.0,69.0,1022.64,100.0,E,19.0,Gade
2020-08-11 14:00:00,,,24.0,69.0,1022.64,80.0,E,20.0,Gade
2020-08-11 14:30:00,,,24.0,65.0,1022.64,90.0,E,22.0,Gade
2020-08-11 15:00:00,,,24.0,65.0,1022.64,110.0,ESE,20.0,Gade
