,NO2,NOX
1115,18.653288,33.809372
1116,17.528343,31.25487
1117,16.379202,28.716518
1118,15.334776,26.217712
1119,14.242983,23.96363
1120,13.394974,21.4375
1121,12.569734,19.983696
1122,11.727958,18.255922
1123,11.43017,17.16102
1124,11.141523,16.422085
1125,10.807922,15.903757
1126,10.764076,16.107327
1127,10.903442,16.258709
1128,11.423255,17.223528
1129,11.922171,18.749462
1130,12.689814,20.775473
1131,13.685889,23.274841
1132,14.527537,25.975838
1133,15.546765,28.43155
1134,16.456161,31.2311
1135,17.389624,33.688393
1136,18.408014,36.566017
1137,19.384869,38.892597
1138,20.211615,41.46516
1139,21.125578,44.105927
1140,22.058052,46.307632
1141,22.878075,48.178783
1142,23.454102,49.91033
1143,23.712116,51.51776
1144,24.133724,52.411053
1145,24.10054,53.5261
1146,24.245287,53.706642
1147,24.268215,53.098892
1148,24.087782,53.721947
1149,23.895046,52.78894
1150,23.591572,51.34808
1151,23.22488,50.30309
1152,27.048473,62.82536
1153,26.740929,61.486267
1154,26.386597,59.880722
1155,26.273844,57.989384
1156,25.953888,56.630264
1157,25.528355,54.21832
1158,25.048767,51.987015
1159,24.298912,49.98658
1160,23.63825,48.235302
1161,22.801628,45.024292
1162,21.89434,42.875698
1163,20.746414,39.41755
1164,19.40456,36.20015
1165,18.080833,32.99737
1166,16.822668,30.140804
1167,15.478231,27.180944
1168,14.417648,23.954847
1169,13.27237,21.954937
1170,12.169226,19.435516
1171,11.485449,17.608913
1172,10.88456,16.14999
1173,10.305164,14.936676
1174,9.992569,14.571966
1175,9.884067,13.985598
1176,10.200928,14.38316
1177,10.432287,15.219772
1178,11.042009,16.980461
1179,12.055453,19.025711
1180,12.838683,21.551472
1181,13.8805485,24.111635
1182,15.005121,26.812222
1183,16.062437,29.6871
1184,17.240187,33.179443
1185,18.488382,36.059563
1186,19.62628,39.28227
1187,20.781443,42.85418
1188,22.042664,45.687195
1189,23.14901,48.145782
1190,23.924248,50.753
1191,24.473148,52.898777
1192,24.946499,54.295822
1193,24.958416,55.70364
1194,25.148401,56.367832
1195,25.115845,55.9269
1196,24.97298,57.009903
1197,24.74813,56.13144
1198,24.367092,54.51893
1199,24.021854,53.691177
1200,27.07638,61.386585
1201,26.670536,59.49533
1202,26.186426,57.121872
1203,25.733429,54.971195
1204,25.222832,52.608574
1205,24.467167,49.740696
1206,23.567188,46.93215
1207,22.724081,44.487934
1208,21.852629,41.889534
1209,20.802197,38.783543
1210,19.589436,36.37318
1211,18.3477,32.991955
1212,17.01681,29.991104
1213,15.627184,27.024181
1214,14.462853,23.994781
1215,13.131837,21.640495
1216,12.117582,18.708635
1217,11.1860695,16.85979
1218,10.398673,15.132156
1219,10.095629,14.16843
1220,9.84103,13.503006
1221,9.599657,13.153702
1222,9.814655,13.502674
1223,9.98861,14.217598
1224,10.702633,15.4602375
1225,11.584112,17.729729
1226,12.561081,20.2043
1227,13.674636,23.252394
1228,14.749846,26.783604
1229,16.081148,29.820808
1230,17.00385,33.149494
1231,18.11551,35.929676
1232,19.287954,38.993023
1233,20.357397,41.95813
1234,21.292864,44.52507
1235,22.223331,47.318195
1236,23.18532,49.736668
1237,24.101576,51.72602
1238,24.593395,53.42271
1239,24.642483,55.09282
1240,25.079084,55.857483
1241,25.063873,56.962738
1242,25.180122,56.903652
1243,25.154514,56.011036
1244,24.958729,56.688034
1245,24.67514,54.874516
1246,24.430822,53.6696
1247,24.005667,52.57317
1248,26.935871,59.175255
1249,26.193853,56.29379
1250,25.209154,53.130257
1251,24.417881,49.804096
1252,23.456242,46.64939
1253,22.122911,42.938995
1254,20.856262,39.16284
1255,19.440048,36.051796
1256,18.136402,33.03512
1257,16.808813,29.253914
1258,15.48604,26.474297
1259,14.175726,23.214542
1260,13.089418,20.850658
1261,12.071414,18.597572
1262,11.251665,16.633385
1263,10.647873,15.5556965
1264,10.292526,14.406401
1265,10.242678,14.434221
1266,10.289455,14.883232
1267,11.052526,16.2365
1268,11.729949,17.804852
1269,12.464003,19.660328
1270,13.41534,22.634436
1271,14.669865,25.210999
1272,16.112576,28.391888
1273,17.557262,32.86637
1274,18.96587,37.097004
1275,20.603016,41.8711
1276,21.91655,46.085476
1277,23.206333,49.62137
1278,23.939222,53.156105
1279,24.84499,55.775665
1280,25.573774,58.27289
1281,26.221077,59.725937
1282,26.424671,61.91673
1283,26.934776,63.1495
1284,27.203089,63.708725
1285,27.355648,64.28768
1286,27.578852,64.18291
1287,27.326355,64.0986
1288,27.462997,63.45349
1289,26.974787,63.742416
1290,26.747189,61.792313
1291,26.544712,60.0857
1292,26.17665,59.53022
1293,25.855927,57.181778
1294,25.436249,55.041435
1295,24.952578,53.304386
1296,24.980225,52.094948
1297,24.327293,49.579315
1298,23.520939,47.12387
1299,22.879139,44.3447
1300,22.061523,41.757233
1301,20.875532,38.791573
1302,19.707954,35.594
1303,18.565458,32.908752
1304,17.410421,30.393906
1305,16.24449,27.13264
1306,15.086247,24.892105
1307,13.913183,21.872213
1308,12.91962,19.936213
1309,12.023255,17.9757
1310,11.388947,16.38471
1311,10.839424,15.62044
1312,10.562283,14.7204685
1313,10.5544815,14.920387
1314,10.59046,15.528891
1315,11.294367,16.974495
1316,11.94171,18.521582
1317,12.645843,20.29764
1318,13.461145,22.842827
1319,14.502458,25.186071
1320,15.680076,27.774069
1321,16.96471,31.506195
1322,18.155672,35.04939
1323,19.520844,39.316174
1324,20.685526,42.765495
1325,21.823746,45.768944
1326,22.473917,49.062508
1327,23.319723,51.237106
1328,24.042267,53.592453
1329,24.66319,54.884323
1330,24.946098,56.863182
1331,25.443893,57.989944
1332,25.65967,58.443832
1333,25.771534,58.850876
1334,25.960691,58.79612
1335,25.596703,58.63434
1336,25.744308,57.92904
1337,25.233774,58.173443
1338,24.978197,56.198597
1339,24.77673,54.431717
1340,24.366512,53.643166
1341,23.9767,51.275806
1342,23.60986,49.236244
1343,23.040903,47.911842
1344,19.93391,36.400993
1345,19.126776,34.475586
1346,18.25147,32.425953
1347,17.616163,30.196358
1348,16.736835,28.029564
1349,15.527092,25.754696
1350,14.403663,23.340336
1351,13.2503395,21.18051
1352,12.261101,19.32036
1353,11.331673,16.974201
1354,10.581911,15.717226
1355,9.666544,13.743427
1356,9.145845,12.571281
1357,8.88958,11.734402
1358,8.599276,11.674667
1359,8.560392,11.881351
1360,8.922337,12.319656
1361,9.166809,13.279768
1362,9.576004,14.648518
1363,10.794583,16.525204
1364,11.678463,18.177343
1365,12.385366,20.756222
1366,13.316317,23.045437
1367,14.242807,25.461002
1368,15.43699,27.888689
1369,16.458704,31.089388
1370,17.66077,33.72013
1371,18.592873,37.261246
1372,19.417122,39.9644
1373,20.116398,42.083324
1374,20.838493,44.223854
1375,21.175173,45.46319
1376,21.942543,47.552742
1377,22.292429,47.66825
1378,22.294777,48.25634
1379,22.603552,48.980015
1380,22.59679,48.842957
1381,22.433289,48.316673
1382,22.399815,48.14598
1383,21.627474,47.15844
1384,21.482029,45.95669
1385,21.388485,45.635185
1386,21.246674,43.151974
1387,20.837105,41.368473
1388,20.429272,40.82772
1389,20.322622,39.43545
1390,19.86762,38.07924
1391,19.06347,36.035374
1392,15.833713,26.400482
1393,14.661755,23.764782
1394,13.641148,22.02661
1395,12.836912,19.485725
1396,12.303839,18.351688
1397,11.473771,17.236961
1398,11.167454,16.416595
1399,11.218845,16.81116
1400,11.550882,17.63591
1401,12.129871,18.989399
1402,12.856414,21.191914
1403,13.738193,23.188305
1404,14.712954,26.168211
1405,15.707832,29.257278
1406,16.832575,31.771881
1407,18.160809,34.87171
1408,19.46022,38.573074
1409,20.490702,41.779133
1410,21.526367,45.02255
1411,22.688374,47.216377
1412,23.415464,50.297104
1413,24.087349,52.674744
1414,24.45013,54.935425
1415,24.76845,55.87895
1416,25.17193,57.04783
1417,25.453293,58.076546
1418,25.523064,58.422115
1419,25.732286,59.08036
1420,25.801664,59.413757
1421,25.726133,58.92488
1422,25.523758,58.29137
1423,25.46825,57.381176
1424,25.459854,56.763668
1425,25.20485,55.464195
1426,24.99226,54.109344
1427,24.490965,51.84881
1428,24.03232,50.918213
1429,23.499304,48.7256
1430,22.951675,46.66543
1431,22.444216,44.240627
1432,21.764154,42.764095
1433,21.097885,40.31361
1434,19.884138,38.24336
1435,19.275244,35.612507
1436,18.247747,33.635834
1437,17.267395,31.092396
1438,16.024818,28.30164
1439,15.232595,26.171675
1440,20.44608,38.651245
1441,19.466393,35.88216
1442,18.367132,33.33017
1443,17.465359,30.324024
1444,16.348524,27.694185
1445,14.97316,25.217403
1446,13.831421,22.025364
1447,12.50378,19.820877
1448,11.3806305,17.736782
1449,10.561214,15.512823
1450,10.036865,14.025213
1451,9.444119,12.6682205
1452,9.140189,12.433517
1453,9.266922,12.122532
1454,9.397648,12.870802
1455,9.890653,14.070343
1456,10.447324,15.265282
1457,11.281626,17.322044
1458,12.088873,19.852455
1459,13.25088,22.488682
1460,14.486086,24.898678
1461,15.439124,28.58705
1462,16.40987,30.941362
1463,17.665407,33.847565
1464,18.55994,36.367092
1465,19.568062,39.78551
1466,20.72512,42.12035
1467,21.676498,46.004196
1468,22.584473,48.358418
1469,22.893639,50.656593
1470,23.752886,52.287125
1471,23.989178,53.707527
1472,24.506279,55.566296
1473,24.988316,55.617027
1474,24.984879,55.76878
1475,25.158752,56.604233
1476,25.047771,55.952583
1477,24.99136,55.15101
1478,24.890823,54.368717
1479,23.913618,53.196445
1480,23.838793,51.660408
1481,23.514378,50.781326
1482,23.213213,47.92061
1483,22.459312,45.556515
1484,21.782375,44.36116
1485,21.354357,42.4789
1486,20.644608,40.04148
1487,19.65518,37.752174
1488,17.475327,30.962528
1489,16.436245,28.389656
1490,15.368909,26.420965
1491,14.50457,23.911001
1492,13.650347,21.894857
1493,12.546818,20.287933
1494,11.74696,18.224327
1495,11.053418,16.99097
1496,10.598355,16.135681
1497,10.414192,15.4681225
1498,10.592655,15.681679
1499,10.72571,15.961941
1500,11.138776,17.266722
1501,11.855621,18.74951
1502,12.468584,20.54062
1503,13.503968,22.758907
1504,14.510425,25.441189
1505,15.48471,27.968552
1506,16.484207,30.856615
1507,17.669182,33.30964
1508,18.637377,36.116688
1509,19.39191,38.873432
1510,20.025719,41.13362
1511,20.674538,42.976986
1512,21.410986,44.670166
1513,21.91518,46.686035
1514,22.338099,47.833775
1515,22.909723,49.953667
1516,23.239172,51.330673
1517,23.283806,51.8665
1518,23.595352,52.328728
1519,23.700727,52.393707
1520,23.885786,53.138382
1521,23.939442,52.421852
1522,23.752506,51.818855
1523,23.590397,51.196236
1524,23.26958,50.425766
1525,22.99409,49.194256
1526,22.737177,47.790894
1527,22.108776,46.03946
1528,21.704483,44.85292
1529,21.419006,43.17456
1530,20.656462,41.13259
1531,20.166948,39.021133
1532,19.334145,37.39499
1533,18.70745,35.477512
1534,17.791994,33.394756
1535,17.022795,30.97674
1536,18.317781,32.734333
1537,17.12952,29.876085
1538,15.934131,27.769136
1539,14.990825,24.886469
1540,14.1045475,22.816093
1541,12.942983,21.013445
1542,12.152817,18.914392
1543,11.542148,17.892984
1544,11.266985,17.30936
1545,11.299831,17.169329
1546,11.5769615,17.97381
1547,12.039526,18.891298
1548,12.618647,20.753944
1549,13.497833,23.122026
1550,14.350704,25.185602
1551,15.539763,27.916292
1552,16.741144,31.25015
1553,17.846813,34.290024
1554,18.925207,37.584743
1555,20.178015,40.2002
1556,21.162418,43.148182
1557,21.842243,46.087997
1558,22.469696,48.624855
1559,23.06165,50.207962
1560,23.622223,51.75934
1561,24.081707,53.65071
1562,24.367071,54.685486
1563,24.86168,56.40969
1564,25.131145,57.71627
1565,25.240517,58.105064
1566,25.275883,58.000168
1567,25.377705,57.870785
1568,25.509644,58.079224
1569,25.420967,57.122253
1570,25.206146,56.356873
1571,24.890621,54.938988
1572,24.664406,54.288498
1573,24.328629,52.6664
1574,23.864979,50.875946
1575,23.459892,48.81184
1576,22.906534,47.4627
1577,22.438896,45.39754
1578,21.61876,43.33245
1579,21.014923,40.86427
1580,20.199936,39.328663
1581,19.424828,36.884144
1582,18.376554,34.604332
1583,17.635921,32.107147
1584,16.693964,29.04785
1585,15.519017,26.285473
1586,14.3803,24.247719
1587,13.426001,21.508013
1588,12.586664,19.617512
1589,11.499428,18.04306
1590,10.776663,16.185032
1591,10.304923,15.335096
1592,10.086153,14.943466
1593,10.164587,14.91765
1594,10.644146,15.8807335
1595,11.07987,16.895296
1596,11.768181,18.917118
1597,12.712334,21.222801
1598,13.632762,23.506657
1599,14.912653,26.40398
1600,16.170208,29.681896
1601,17.274336,32.843506
1602,18.457943,36.15841
1603,19.675049,38.709568
1604,20.61686,41.79016
1605,21.392078,44.704285
1606,21.949928,47.053543
1607,22.49704,48.67306
1608,23.16636,50.15319
1609,23.509075,51.856018
1610,23.787708,52.751312
1611,24.256271,54.429253
1612,24.514185,55.60244
1613,24.468807,55.674248
1614,24.640293,55.6709
1615,24.731636,55.401405
1616,24.861378,55.779182
1617,24.795517,54.784042
1618,24.634037,53.75347
1619,24.320322,52.647175
1620,23.929441,51.70304
1621,23.604185,50.067863
1622,23.213865,48.416775
1623,22.63092,46.359886
1624,22.074577,44.854996
1625,21.644838,42.79091
1626,20.658386,40.64335
1627,20.098259,38.26141
1628,19.11528,36.44969
1629,18.2454,33.92316
1630,17.093689,31.473412
1631,16.238758,28.958668
1632,11.7680645,18.856833
1633,10.90865,16.932693
1634,10.199721,15.79545
1635,9.587888,14.148031
1636,9.220583,13.38117
1637,8.671507,12.823952
1638,8.643095,12.248886
1639,8.613693,12.47336
1640,8.976205,13.231771
1641,9.456215,13.966379
1642,10.204238,15.69113
1643,10.875872,17.07187
1644,11.752298,19.387081
1645,12.579197,21.447132
1646,13.595007,23.557043
1647,14.512833,26.251057
1648,15.642927,28.747124
1649,16.478796,31.145948
1650,17.40053,33.469173
1651,18.149643,35.490284
1652,18.799488,37.67408
1653,19.271057,39.352448
1654,19.580912,41.1761
1655,19.856636,42.125538
1656,20.319721,42.729317
1657,20.300516,43.46545
1658,20.368414,43.504353
1659,20.516617,44.04046
1660,20.613874,44.322613
1661,20.4616,43.597366
1662,20.489494,43.359814
1663,20.611538,42.759193
1664,20.579948,42.66098
1665,20.482046,42.008865
1666,20.320503,41.185814
1667,20.17372,39.674545
1668,19.69456,39.26976
1669,19.45772,37.74315
1670,19.061144,36.203056
1671,18.560173,34.663452
1672,17.901316,33.4612
1673,17.323015,31.38542
1674,16.357208,29.993366
1675,15.775776,27.867477
1676,14.791199,25.863832
1677,13.904925,23.802198
1678,12.783762,21.959717
1679,12.194093,19.838528
1680,13.447276,22.128328
1681,12.479193,20.04884
1682,11.65243,18.523396
1683,10.92626,16.534792
1684,10.366961,15.431694
1685,9.661041,14.510302
1686,9.358981,13.448181
1687,9.16729,13.350571
1688,9.260083,13.6039295
1689,9.512744,14.004576
1690,10.195574,15.374559
1691,10.679979,16.451544
1692,11.43207,18.549683
1693,12.300514,20.449505
1694,13.240122,22.67148
1695,14.237095,25.373001
1696,15.381512,28.109457
1697,16.339434,30.644316
1698,17.292194,33.227036
1699,18.234575,35.481087
1700,19.058289,37.89601
1701,19.636555,40.16892
1702,20.058708,41.987316
1703,20.479477,43.396973
1704,21.05599,44.324776
1705,21.173985,45.46351
1706,21.416456,45.968964
1707,21.672161,46.995758
1708,21.859646,47.636597
1709,21.801596,47.344246
1710,21.875347,47.34281
1711,22.000486,46.861546
1712,22.076384,47.00413
1713,22.03009,46.270504
1714,21.778149,45.302315
1715,21.570704,44.04022
1716,21.08054,43.30376
1717,20.778553,41.71514
1718,20.482044,40.196728
1719,19.811987,38.508034
1720,19.199753,37.077053
1721,18.717546,35.080532
1722,17.71427,33.275513
1723,17.155193,31.200354
1724,16.164104,29.232685
1725,15.28491,27.22374
1726,14.262743,25.030403
1727,13.524127,22.834764
1728,16.48832,28.426205
1729,15.277544,25.544563
1730,14.134919,23.580608
1731,13.213794,20.783367
1732,12.51206,19.149086
1733,11.516172,17.707119
1734,11.029472,16.302094
1735,10.7901945,16.01799
1736,10.879942,16.207504
1737,11.328457,17.050728
1738,11.915903,18.671745
1739,12.708091,20.402262
1740,13.539691,23.072468
1741,14.550528,26.020184
1742,15.573671,28.383005
1743,16.931143,31.540003
1744,18.244455,35.209785
1745,19.371653,38.417747
1746,20.482252,41.938465
1747,21.700342,44.361862
1748,22.511135,47.59194
1749,23.272465,50.167885
1750,23.72281,52.752365
1751,24.180786,54.033176
1752,24.775536,55.49981
1753,25.03314,56.852215
1754,25.205566,57.568005
1755,25.622974,58.54019
1756,25.767893,59.5328
1757,25.687927,59.283436
1758,25.687109,58.77113
1759,25.7193,58.255478
1760,25.705215,58.059162
1761,25.52399,56.961853
1762,25.352448,55.805805
1763,24.914898,53.85489
1764,24.500042,52.95069
1765,24.091053,50.871384
1766,23.472204,48.829285
1767,23.000704,46.530754
1768,22.297056,44.860962
1769,21.660355,42.518223
1770,20.642744,40.214966
1771,19.842865,37.623703
1772,18.864567,35.553185
1773,17.894138,32.963737
1774,16.666317,30.371904
1775,15.888526,27.886417
1776,15.307047,26.381453
1777,14.615639,24.544033
1778,13.82178,22.84739
1779,12.955218,20.58588
1780,12.075159,19.031195
1781,11.154118,17.521883
1782,10.506874,15.440641
1783,9.62171,14.207764
1784,9.076103,12.949747
1785,8.615448,12.180994
1786,8.663805,11.760706
1787,8.734976,11.823425
1788,8.676971,12.172888
1789,8.901784,12.674517
1790,9.451059,13.842232
1791,10.020119,15.326963
1792,10.565685,16.576094
1793,11.433145,18.283821
1794,12.038698,20.685814
1795,13.065428,22.50708
1796,13.744285,24.19932
1797,14.680662,26.761747
1798,15.107919,28.258732
1799,15.95092,30.225142
1800,16.375502,31.747578
1801,17.019863,33.55869
1802,17.787167,34.76329
1803,18.28654,37.02362
1804,18.945417,38.447838
1805,18.95263,39.58127
1806,19.794611,40.476604
1807,19.631622,41.493572
1808,20.255726,42.57125
1809,20.517233,43.16258
1810,20.843931,42.634945
1811,21.074085,42.95256
1812,20.747911,42.622272
1813,20.82886,41.627052
1814,20.579376,41.140686
1815,19.95281,40.51201
1816,19.765455,38.90289
1817,19.62754,38.105858
1818,19.176691,36.274567
1819,18.403248,34.460697
1820,17.89092,33.240604
1821,17.541748,31.949846
1822,16.769943,29.53965
1823,15.548599,28.35303
1824,14.979937,24.776848
1825,13.888517,22.267876
1826,12.936545,20.745216
1827,12.1430235,18.391907
1828,11.697073,17.46684
1829,10.97882,16.65301
1830,10.801584,15.973148
1831,10.965372,16.45489
1832,11.382933,17.512676
1833,12.140734,19.188429
1834,13.035676,21.42614
1835,14.041519,23.735409
1836,15.049089,26.859402
1837,16.238441,30.121962
1838,17.324707,32.632362
1839,18.624228,35.900757
1840,19.92091,39.45149
1841,20.924578,42.537586
1842,21.904114,45.789425
1843,22.879526,47.769417
1844,23.48378,50.465244
1845,23.991093,52.511723
1846,24.143154,54.518692
1847,24.323273,54.97821
1848,24.642324,55.718147
1849,24.589615,56.22718
1850,24.548569,56.02668
1851,24.61119,56.210552
1852,24.584858,56.303123
1853,24.243387,55.28212
1854,24.241802,54.30699
1855,24.047503,53.49414
1856,24.044174,52.867752
1857,23.84513,51.572285
1858,23.750963,50.322227
1859,23.3848,48.429943
1860,22.936787,47.516293
1861,22.485746,45.528244
1862,21.979378,43.68503
1863,21.49463,41.641388
1864,20.845045,40.126167
1865,20.220875,37.798428
1866,19.118385,35.78106
1867,18.411463,33.465378
1868,17.416693,31.301567
1869,16.382793,29.015596
1870,15.150994,26.341776
1871,14.404202,24.225548
1872,11.172424,16.546406
1873,10.76211,15.614086
1874,10.621501,15.518213
1875,10.911671,15.30418
1876,11.532768,17.171688
1877,12.048063,18.606926
1878,13.257535,21.36103
1879,14.799101,25.467525
1880,16.231316,29.432161
1881,17.720392,33.456985
1882,18.988392,37.610497
1883,20.109535,40.426086
1884,21.031513,44.007206
1885,21.836926,46.666176
1886,22.673412,48.925644
1887,23.379375,51.296745
1888,24.006916,53.5182
1889,24.52037,55.154053
1890,24.899544,56.8732
1891,25.236145,57.62605
1892,25.487442,59.41977
1893,25.669395,59.602528
1894,25.568092,60.739273
1895,25.58117,60.37713
1896,25.777416,60.26854
1897,25.647089,59.49088
1898,25.446484,58.558098
1899,25.31636,57.31874
1900,25.04714,56.341805
1901,24.695492,54.514523
1902,24.382809,52.493484
1903,24.0965,50.761734
1904,23.635223,49.089355
1905,23.090246,47.204605
1906,22.645422,45.38559
1907,21.958155,42.97235
1908,21.20631,41.457195
1909,20.40608,38.87247
1910,19.455574,36.189472
1911,18.66455,34.26937
1912,17.436766,31.65097
1913,16.493216,28.93185
1914,15.103952,26.499172
1915,14.086372,23.85786
1916,12.921145,21.764439
1917,11.9621725,19.700554
1918,11.233561,18.207947
1919,10.610822,16.630426
1920,3.4749212,2.9831905
1921,4.049283,4.242687
1922,4.6986628,5.295067
1923,5.5015,6.793619
1924,6.3820915,8.634024
1925,7.053549,10.049189
1926,7.8102036,11.754435
1927,8.642731,13.539
1928,9.279171,15.406797
1929,9.830729,16.553204
1930,10.256115,17.444313
1931,10.318754,17.92133
1932,10.72625,18.667683
1933,10.882345,18.740025
1934,10.938177,19.277412
1935,10.988977,19.516216
1936,11.110462,19.730282
1937,11.148329,19.856956
1938,11.264193,19.943956
1939,11.427471,20.298977
1940,11.680174,20.572468
1941,11.6680565,20.294518
1942,11.838905,20.426222
1943,11.8954115,20.573032
1944,11.960568,20.639091
1945,11.818587,19.812294
1946,11.923462,19.72036
1947,11.764097,19.112999
1948,11.760538,18.69968
1949,11.467064,18.194103
1950,11.318072,17.817387
1951,11.078061,17.085752
1952,10.753836,16.699615
1953,10.367279,15.780441
1954,9.915587,15.240559
1955,9.388415,14.13142
1956,8.9020195,13.328707
1957,8.485693,12.562107
1958,7.879524,11.239716
1959,7.3578634,10.477173
1960,6.949029,9.9837475
1961,6.5762653,9.230928
1962,6.2273397,8.792879
1963,5.9097395,8.140959
1964,5.900093,8.06024
1965,5.6988,8.407108
1966,6.064492,8.8372345
1967,6.4395924,9.2619915
1968,2.1294403,0.8075218
1969,2.759944,2.1934166
1970,3.4265652,3.2344685
1971,4.261853,4.7869854
1972,5.084139,6.5616302
1973,5.772273,7.830574
1974,6.4438086,9.33428
1975,7.2200766,10.838682
1976,7.763568,12.480455
1977,8.264596,13.469517
1978,8.6374,14.199327
1979,8.69107,14.596415
1980,9.082823,15.061121
1981,9.158966,15.082001
1982,9.152613,15.489906
1983,9.1928215,15.618839
1984,9.336397,15.832209
1985,9.366517,15.818403
1986,9.391081,15.871111
1987,9.537821,16.059896
1988,9.813316,16.284016
1989,9.776753,16.02894
1990,9.9090805,16.01725
1991,9.953948,16.22681
1992,9.954002,16.241476
1993,9.735231,15.404572
1994,9.854906,15.420765
1995,9.660543,14.767349
1996,9.591291,14.414877
1997,9.37117,13.941326
1998,9.134295,13.621805
1999,8.9282,13.044785
2000,8.654706,12.548492
2001,8.293574,11.799862
2002,7.7931166,11.409885
2003,7.246743,10.306812
2004,6.92494,9.660307
2005,6.5159006,9.053806
2006,6.0241156,7.8043957
2007,5.65382,7.327799
2008,5.4168177,7.1722965
2009,5.1520224,6.6682186
2010,4.86668,6.4819508
2011,4.807213,6.151762
2012,4.842251,6.297062
2013,4.7884903,7.001808
2014,5.3158484,7.6088123
2015,5.8525343,8.343845
2016,3.6113749,3.4998722
2017,4.174761,4.704113
2018,4.760865,5.6887856
2019,5.45012,6.967783
2020,6.0372686,8.383539
2021,6.5421476,9.408154
2022,7.0538626,10.488258
2023,7.5968523,11.528093
2024,8.005913,12.748844
2025,8.41662,13.504339
2026,8.701979,13.979385
2027,8.7137165,14.433979
2028,9.082445,14.786545
2029,9.136572,14.866426
2030,9.175705,15.197002
2031,9.251066,15.393869
2032,9.35247,15.675283
2033,9.411635,15.666391
2034,9.480106,15.77198
2035,9.540726,15.951412
2036,9.749903,15.965961
2037,9.76593,15.779547
2038,9.796768,15.865082
2039,9.833157,15.834078
2040,9.786257,15.80447
2041,9.578962,15.025482
2042,9.6161995,15.104485
2043,9.453382,14.444767
2044,9.417808,14.080334
2045,9.1784725,13.81514
2046,9.03009,13.507364
2047,8.842193,13.124001
2048,8.640099,12.783194
2049,8.340073,12.230289
2050,8.04669,12.0337105
2051,7.5824747,11.115795
2052,7.364313,10.640755
2053,7.1547136,10.300772
2054,6.7288713,9.380056
2055,6.5343733,9.132364
2056,6.42292,9.13802
2057,6.310791,8.760481
2058,6.1827545,8.7944565
2059,6.1454678,8.710295
2060,6.2459335,8.9885025
2061,6.298091,9.680195
2062,6.78452,10.355864
2063,7.2761908,11.1094265
2064,4.790308,5.5604305
2065,5.291847,6.539339
2066,5.851449,7.492077
2067,6.363147,8.633574
2068,6.9255342,9.826515
2069,7.306081,10.845438
2070,7.8365307,11.767902
2071,8.181179,12.668459
2072,8.60447,13.803694
2073,8.90944,14.541338
2074,9.147968,14.814138
2075,9.150354,15.267712
2076,9.568522,15.593601
2077,9.609534,15.723341
2078,9.6005335,15.999285
2079,9.732649,16.334988
2080,9.766592,16.445364
2081,9.824476,16.51228
2082,9.956423,16.696516
2083,10.050341,16.888845
2084,10.153322,16.950216
2085,10.2198715,16.77262
2086,10.236466,16.962435
2087,10.279194,16.818342
2088,10.304836,16.768587
2089,10.130433,16.145555
2090,10.118816,16.184095
2091,9.967719,15.614353
2092,10.014758,15.303177
2093,9.626924,15.015644
2094,9.755253,14.688629
2095,9.41347,14.4222145
2096,9.24873,14.273439
2097,9.04076,13.741278
2098,8.8407955,13.534048
2099,8.49428,12.79941
2100,8.191689,12.19993
2101,8.052691,12.048254
2102,7.6351833,11.25687
2103,7.5014925,11.070885
2104,7.3658485,10.975649
2105,7.2897806,10.501322
2106,7.2509737,10.644873
2107,7.0486097,10.449718
2108,7.2072945,10.7187
2109,7.192583,11.261953
2110,7.5128603,11.98398
2111,8.049134,12.404953
2112,4.579482,4.84437
2113,5.3646736,6.801941
2114,6.119545,8.222635
2115,6.881197,9.994074
2116,7.464834,11.3435955
2117,7.8084354,12.208574
2118,8.177093,12.913853
2119,8.296261,13.237991
2120,8.459105,13.83123
2121,8.693289,13.982122
2122,8.690278,14.031935
2123,8.5492115,14.122231
2124,8.884241,13.96364
2125,8.755327,14.156065
2126,8.663346,14.065731
2127,8.766319,14.003746
2128,8.824436,14.341761
2129,8.728622,14.049486
2130,8.746051,14.041176
2131,8.779221,13.950907
2132,8.867592,13.310125
2133,8.68583,13.148058
2134,8.647634,12.76108
2135,8.362947,12.523003
2136,8.16412,12.044926
2137,7.7170076,11.112478
2138,7.4846487,10.766842
2139,7.06896,9.758661
2140,6.897914,9.465427
2141,6.561083,8.805056
2142,6.3599157,8.263573
2143,5.94816,7.661171
2144,5.729459,7.1803246
2145,5.422349,6.629637
2146,4.991865,6.267769
2147,4.611923,5.5546474
2148,4.5720854,5.099966
2149,4.40471,5.165077
2150,4.2266197,4.6917477
2151,4.4128914,4.8888454
2152,4.5779133,5.7451973
2153,4.7182436,5.9400043
2154,5.2509575,6.6817074
2155,5.324375,7.1970406
2156,6.022254,8.452908
2157,6.423765,9.907877
2158,7.431798,11.652834
2159,8.509283,13.218267
2160,3.406496,3.2664146
2161,3.7789764,4.0561657
2162,4.173746,4.693264
2163,4.566207,5.49069
2164,4.8983383,6.393112
2165,5.2416077,7.0939903
2166,5.608344,7.7865314
2167,5.9360895,8.477453
2168,6.307268,9.4753
2169,6.6286287,10.088396
2170,6.9082966,10.43112
2171,7.0101004,11.061729
2172,7.349228,11.422758
2173,7.4361124,11.623516
2174,7.5908575,11.989864
2175,7.6953554,12.420387
2176,7.815983,12.717756
2177,7.956293,12.687386
2178,8.0938425,13.006475
2179,8.161891,13.116983
2180,8.360413,13.2712
