,NO2,NOX
1358,5.03,6.79
1359,8.93,14.57
1360,7.48,15.53
1361,7.36,11.4
1362,6.75,15.36
1363,7.23,11.46
1364,6.43,9.39
1365,7.55,12.39
1366,9.41,14.34
1367,12.78,18.76
1368,23.43,39.99
1369,22.22,34.88
1370,21.46,32.26
1371,26.09,38.06
1372,18.21,25.57
1373,18.78,27.37
1374,21.5,31.48
1375,27.56,45.46
1376,31.1,49.17
1377,21.29,31.23
1378,26.01,39.32
1379,28.82,44.27
1380,30.24,46.34
1381,28.44,43.66
1382,33.03,49.78
1383,22.13,30.64
1384,19.53,28.73
1385,20.18,25.8
1386,38.89,78.57
1387,37.58,81.13
1388,26.41,41.81
1389,15.05,20.9
1390,16.77,22.13
1391,25.8,38.35
1392,16.01,20.9
1393,15.82,19.7
1394,10.46,13.44
1395,16.05,21.97
1396,17.63,21.92
1397,10.96,13.81
1398,11.32,14.97
1399,6.23,7.99
1400,4.93,5.05
1401,5.78,7.29
1402,6.56,9.43
1403,7.46,8.11
1404,13.98,23.59
1405,12.62,23.14
1406,7.42,7.96
1407,10.94,13.73
1408,15.11,23.09
1409,19.64,41.42
1410,22.77,56.36
1411,34.87,73.06
1412,35.04,91.69
1413,41.65,89.56
1414,43.24,114.84
1415,44.16,95.49
1416,39.46,124.29
1417,37.98,118.78
1418,32.36,100.41
1419,34.33,102.14
1420,33.87,106.38
1421,33.71,87.32
1422,34.18,84.91
1423,38.21,96.24
1424,31.04,87.48
1425,33.87,114.13
1426,35.13,89.25
1427,34.78,112.48
1428,35.12,107.13
1429,37.8,98.72
1430,38.35,108.51
1431,12.35,93.74
1432,31.61,87.36
1433,26.55,106.87
1434,38.16,96.37
1435,34.14,83.41
1436,34.82,76.48
1437,29.51,59.84
1438,27.46,57.67
1439,30.36,56.55
1440,28.31,54.59
1441,26.44,50.0
1442,28.31,54.39
1443,26.24,47.83
1444,25.34,52.53
1445,22.5,45.23
1446,21.14,47.02
1447,19.3,34.95
1448,15.03,28.56
1449,14.77,29.42
1450,13.98,23.66
1451,12.62,18.3
1452,11.49,19.42
1453,12.25,21.86
1454,13.9,24.04
1455,13.03,22.74
1456,9.52,22.93
1457,15.11,24.14
1458,35.04,55.06
1459,16.98,25.88
1460,15.61,27.69
1461,13.64,18.95
1462,17.58,30.75
1463,7.0,28.04
1464,13.88,31.0
1465,9.51,25.38
1466,18.07,34.75
1467,33.87,65.03
1468,20.43,45.35
1469,31.33,67.34
1470,15.63,49.29
1471,27.41,59.34
1472,26.7,56.23
1473,24.25,50.51
1474,31.73,74.53
1475,35.12,87.88
1476,22.26,55.1
1477,34.89,77.19
1478,16.39,44.77
1479,14.4,38.84
1480,22.51,46.66
1481,18.28,45.02
1482,22.19,48.6
1483,15.32,34.1
1484,19.26,59.84
1485,10.71,22.72
1486,13.04,25.07
1487,20.27,35.53
1488,10.48,27.25
1489,9.31,21.73
1490,10.4,18.34
1491,8.76,17.98
1492,8.72,18.74
1493,8.22,15.66
1494,6.9,13.18
1495,5.79,10.84
1496,8.93,29.42
1497,7.1,11.63
1498,3.54,10.71
1499,7.36,11.55
1500,8.82,15.38
1501,13.9,24.04
1502,15.11,23.09
1503,7.76,12.37
1504,7.52,12.85
1505,6.29,11.53
1506,6.66,9.12
1507,10.61,17.4
1508,8.82,14.44
1509,9.18,17.86
1510,20.92,37.22
1511,6.85,13.39
1512,16.29,33.11
1513,34.33,74.57
1514,33.87,79.15
1515,18.46,40.41
1516,12.24,32.09
1517,13.62,38.38
1518,17.75,41.2
1519,14.19,37.05
1520,35.13,89.25
1521,16.83,50.68
1522,16.96,47.32
1523,24.25,67.19
1524,15.47,59.13
1525,19.01,56.34
1526,16.43,45.65
1527,19.24,52.12
1528,16.08,50.36
1529,24.19,51.85
1530,16.43,40.7
1531,18.99,44.92
1532,24.63,50.05
1533,21.86,43.2
1534,22.15,46.57
1535,21.51,44.94
1536,23.24,54.39
1537,20.3,46.64
1538,20.33,47.83
1539,16.22,35.27
1540,9.31,36.56
1541,13.12,23.1
1542,7.25,11.3
1543,5.79,13.25
1544,6.16,8.38
1545,6.64,7.8
1546,7.63,10.35
1547,6.2,8.28
1548,6.64,10.71
1549,10.63,16.66
1550,11.84,20.33
1551,14.46,30.1
1552,21.34,33.55
1553,35.04,91.69
1554,41.65,145.72
1555,43.24,114.84
1556,39.31,95.49
1557,39.46,124.29
1558,37.98,118.78
1559,32.36,100.41
1560,34.33,102.14
1561,33.87,106.38
1562,33.71,87.32
1563,34.18,84.91
1564,38.21,82.9
1565,31.04,87.48
1566,33.87,83.42
1567,24.63,64.99
1568,34.78,82.56
1569,25.49,87.88
1570,37.8,90.61
1571,34.89,104.99
1572,32.53,104.21
1573,38.89,87.36
1574,32.03,66.54
1575,22.51,51.27
1576,28.09,61.64
1577,18.47,51.83
1578,20.1,45.48
1579,13.81,29.09
1580,15.03,31.94
1581,28.31,54.59
1582,9.68,20.75
1583,13.81,27.6
1584,12.99,20.73
1585,8.4,21.25
1586,8.11,16.87
1587,7.08,13.9
1588,7.27,7.65
1589,5.6,6.46
1590,4.44,7.15
1591,3.61,2.68
1592,6.35,7.1
1593,3.94,3.44
1594,3.16,2.03
1595,2.6,1.93
1596,4.65,3.94
1597,6.35,7.44
1598,5.32,7.84
1599,12.2,22.85
1600,10.6,22.2
1601,10.63,42.57
1602,12.64,43.55
1603,27.02,67.8
1604,21.75,55.5
1605,21.57,56.13
1606,20.54,45.75
1607,23.49,50.6
1608,24.25,55.52
1609,8.49,48.31
1610,20.1,48.56
1611,23.6,68.22
1612,25.59,53.91
1613,21.48,54.98
1614,21.04,58.68
1615,34.78,83.61
1616,35.12,107.13
1617,37.8,87.76
1618,38.35,108.51
1619,35.41,104.21
1620,38.89,112.36
1621,18.86,53.57
1622,20.69,42.59
1623,15.57,38.58
1624,10.84,30.16
1625,11.97,28.13
1626,13.77,34.06
1627,12.45,21.73
1628,9.39,21.21
1629,11.57,24.82
1630,12.03,24.67
1631,7.63,15.7
1632,14.1,21.65
1633,6.5,14.36
1634,10.02,17.88
1635,8.01,10.81
1636,7.8,9.54
1637,6.85,7.75
1638,6.77,5.95
1639,4.48,4.82
1640,4.3,4.26
1641,4.04,4.55
1642,4.23,3.96
1643,7.73,7.17
1644,5.11,6.02
1645,6.98,8.26
1646,12.74,20.27
1647,18.3,29.03
1648,20.41,49.17
1649,18.49,40.3
1650,20.52,49.99
1651,20.16,47.24
1652,15.03,40.81
1653,15.76,58.03
1654,18.51,39.23
1655,17.44,43.05
1656,22.17,55.73
1657,21.04,48.18
1658,25.05,49.73
1659,31.12,68.08
1660,21.96,64.45
1661,22.99,59.98
1662,22.51,73.48
1663,34.57,74.49
1664,23.37,69.65
1665,31.48,104.21
1666,38.89,87.36
1667,29.15,67.82
1668,21.02,65.04
1669,26.47,65.77
1670,15.74,40.33
1671,20.41,42.4
1672,15.7,31.08
1673,11.93,24.37
1674,13.37,34.64
1675,14.71,29.45
1676,15.24,24.35
1677,17.19,35.09
1678,17.75,27.67
1679,13.23,21.0
1680,10.94,20.87
1681,10.56,14.61
1682,13.31,15.93
1683,10.5,11.55
1684,7.88,7.96
1685,6.83,7.84
1686,10.86,11.11
1687,8.38,7.9
1688,7.67,6.27
1689,7.52,6.41
1690,6.41,8.91
1691,9.01,14.02
1692,12.53,19.45
1693,20.77,46.76
1694,24.79,70.69
1695,34.02,84.39
1696,39.31,95.49
1697,39.46,85.26
1698,27.65,68.91
1699,26.32,62.44
1700,33.73,74.57
1701,33.87,106.38
1702,33.71,87.32
1703,34.18,84.91
1704,38.21,96.24
1705,31.04,87.48
1706,33.87,83.42
1707,35.13,89.25
1708,34.78,112.48
1709,35.12,107.13
1710,37.8,98.72
1711,38.35,108.51
1712,38.44,104.21
1713,33.23,112.36
1714,37.58,106.87
1715,30.22,96.37
1716,28.91,71.13
1717,28.25,66.09
1718,19.26,59.84
1719,27.46,57.67
1720,23.36,56.55
1721,15.63,54.59
1722,21.23,38.1
1723,27.65,54.39
1724,20.3,42.0
1725,21.55,52.53
1726,19.49,42.48
1727,15.99,36.56
1728,14.31,33.96
1729,10.1,22.66
1730,14.77,29.42
1731,7.29,10.5
1732,9.16,14.46
1733,9.31,11.19
1734,8.8,10.84
1735,9.85,12.2
1736,12.79,20.83
1737,12.14,16.49
1738,11.51,16.89
1739,13.56,57.07
1740,31.36,68.8
1741,41.65,89.56
1742,34.02,84.39
1743,44.16,190.5
1744,39.46,124.29
1745,37.98,118.78
1746,32.36,100.41
1747,34.33,102.14
1748,33.87,106.38
1749,33.71,87.32
1750,34.18,84.91
1751,38.21,96.24
1752,31.04,87.48
1753,33.87,114.13
1754,35.13,89.25
1755,34.78,112.48
1756,35.12,107.13
1757,37.8,98.72
1758,38.35,108.51
1759,29.57,104.21
1760,38.89,112.36
1761,37.58,106.87
1762,38.16,96.37
1763,34.14,83.41
1764,34.82,76.48
1765,29.51,59.84
1766,27.46,57.67
1767,30.36,56.55
1768,28.31,54.59
1769,21.51,50.0
1770,23.7,47.03
1771,18.9,34.14
1772,18.53,37.24
1773,19.95,45.23
1774,18.38,47.02
1775,15.23,28.27
1776,15.03,28.56
1777,11.26,14.84
1778,11.51,16.75
1779,10.77,15.93
1780,10.98,17.96
1781,13.63,24.04
1782,8.74,10.79
1783,9.45,13.16
1784,8.89,13.71
1785,9.1,11.91
1786,9.64,15.51
1787,15.53,31.65
1788,13.83,25.11
1789,15.8,35.09
1790,13.44,48.39
1791,18.42,61.54
1792,21.92,77.69
1793,23.08,74.57
1794,30.31,106.38
1795,28.69,87.32
1796,24.44,84.91
1797,17.17,47.87
1798,16.43,53.59
1799,20.0,74.17
1800,21.76,77.84
1801,18.65,48.9
1802,23.52,60.36
1803,22.93,51.87
1804,25.61,77.74
1805,26.87,82.64
1806,32.78,81.01
1807,26.51,66.36
1808,22.26,47.07
1809,23.72,53.63
1810,21.23,55.65
1811,21.53,44.43
1812,19.43,52.75
1813,23.36,56.55
1814,23.3,54.59
1815,18.74,40.51
1816,17.4,34.41
1817,26.24,47.83
1818,25.34,52.53
1819,22.5,45.23
1820,21.14,47.02
1821,15.23,34.95
1822,15.03,28.56
1823,14.77,29.42
1824,13.98,23.66
1825,12.62,23.14
1826,11.49,19.42
1827,12.25,21.86
1828,13.9,24.04
1829,12.74,23.09
1830,11.57,19.74
1831,12.24,16.83
1832,12.76,19.28
1833,12.07,16.83
1834,18.17,26.81
1835,15.34,24.44
1836,21.61,36.8
1837,0.0,32.99
1838,21.53,45.46
1839,18.65,34.56
1840,19.99,40.79
1841,23.72,59.02
1842,23.16,48.85
1843,25.34,53.72
1844,19.99,48.94
1845,25.19,56.23
1846,19.51,48.48
1847,27.31,66.17
1848,26.97,58.81
1849,21.59,50.97
1850,24.25,72.33
1851,32.63,77.34
1852,25.09,69.77
1853,27.37,62.6
1854,30.98,68.81
1855,30.22,75.14
1856,25.59,65.12
1857,34.82,76.48
1858,29.51,54.84
1859,27.46,57.67
1860,21.96,46.21
1861,11.63,54.59
1862,26.44,50.0
1863,28.31,54.39
1864,26.24,47.83
1865,25.34,52.53
1866,19.95,42.32
1867,21.14,36.56
1868,19.3,34.95
1869,15.03,28.56
1870,14.77,29.42
1871,11.51,13.16
1872,11.49,14.38
1873,12.25,13.1
1874,13.9,16.83
1875,15.11,19.51
1876,12.49,17.92
1877,22.77,56.09
1878,33.62,53.54
1879,28.05,51.01
1880,29.2,75.31
1881,34.02,84.39
1882,44.16,95.49
1883,39.46,124.29
1884,37.98,78.8
1885,32.36,77.69
1886,34.33,74.57
1887,33.87,79.15
1888,33.71,87.32
1889,34.18,84.91
1890,38.21,82.9
1891,31.04,87.48
1892,33.87,83.42
1893,35.13,74.51
1894,34.78,112.48
1895,35.12,103.12
1896,37.8,80.73
1897,38.35,81.05
1898,31.86,60.84
1899,22.61,38.12
1900,19.83,35.78
1901,18.34,31.48
1902,17.86,27.73
1903,15.4,21.61
1904,11.76,17.37
1905,8.47,11.46
1906,9.79,12.76
1907,11.23,14.94
1908,9.26,12.14
1909,8.93,11.23
1910,10.04,12.93
1911,8.63,12.22
1912,6.6,8.68
1913,6.22,8.68
1914,5.14,6.02
1915,4.0,5.41
1916,3.86,4.78
1917,3.16,3.69
1918,2.89,3.69
1919,2.39,3.39
1920,2.41,3.14
1921,2.07,2.56
1922,2.39,3.48
1923,8.05,9.31
1924,4.3,5.39
1925,6.12,8.51
1926,9.83,18.69
1927,11.34,17.16
1928,29.55,47.01
1929,21.32,34.12
1930,18.36,30.33
1931,19.58,29.72
1932,18.07,26.83
1933,15.8,24.5
1934,18.82,32.3
1935,19.83,32.95
1936,20.67,37.91
1937,19.07,29.26
1938,20.18,33.37
1939,21.25,36.13
1940,21.21,34.27
1941,26.87,45.9
1942,31.12,53.74
1943,31.42,56.88
1944,33.68,62.69
1945,20.37,35.13
1946,20.06,35.21
1947,19.56,34.35
1948,16.81,26.45
1949,18.86,31.52
1950,17.16,27.46
1951,17.84,26.87
1952,11.78,18.36
1953,8.57,13.27
1954,10.84,16.47
1955,10.46,15.3
1956,8.17,11.53
1957,6.31,10.88
1958,6.66,9.49
1959,4.72,8.01
1960,3.84,5.16
1961,3.5,4.93
1962,3.02,4.0
1963,2.77,3.21
1964,2.66,1.66
1965,2.31,2.75
1966,2.66,2.83
1967,2.83,2.66
1968,3.48,3.44
1969,3.65,3.1
1970,3.9,4.11
1971,7.5,9.93
1972,8.13,10.73
1973,9.83,14.31
1974,10.61,16.62
1975,12.39,18.23
1976,13.37,19.47
1977,10.92,15.84
1978,10.71,15.53
1979,10.12,15.07
1980,9.93,13.79
1981,8.66,12.14
1982,10.77,16.12
1983,10.56,16.24
1984,9.77,14.76
1985,10.02,15.76
1986,8.57,13.27
1987,9.87,14.48
1988,10.96,16.47
1989,8.76,13.31
1990,12.34,18.4
1991,11.25,17.61
1992,9.58,15.53
1993,8.26,12.41
1994,9.96,15.17
1995,8.76,13.16
1996,7.92,10.88
1997,8.36,12.24
1998,7.48,12.01
1999,6.35,8.78
2000,6.16,7.67
2001,6.04,8.07
2002,4.76,7.5
2003,4.4,6.43
2004,4.61,5.76
2005,5.7,8.43
2006,4.32,6.23
2007,5.07,5.24
2008,5.6,5.87
2009,5.76,6.06
2010,2.54,3.4
2011,2.95,2.58
2012,2.31,2.12
2013,2.33,1.87
2014,2.83,3.29
2015,2.37,3.06
2016,5.81,6.04
2017,5.79,5.87
2018,3.52,3.54
2019,3.0,3.94
2020,5.28,8.64
2021,9.39,14.15
2022,10.25,15.74
2023,11.38,17.71
2024,10.69,15.3
2025,10.94,15.64
2026,11.93,19.64
2027,10.35,14.78
2028,12.79,21.21
2029,11.17,18.51
2030,12.34,20.29
2031,10.42,18.42
2032,11.99,19.81
2033,9.29,17.35
2034,12.87,22.3
2035,10.61,18.34
2036,13.94,25.97
2037,8.97,15.93
2038,13.31,22.74
2039,11.67,19.76
2040,14.38,23.28
2041,14.32,25.23
2042,20.41,33.43
2043,13.41,21.08
2044,14.84,19.99
2045,16.2,22.61
2046,12.3,19.16
2047,9.85,16.06
2048,11.78,17.81
2049,9.33,13.43
2050,9.87,15.51
2051,8.51,12.18
2052,10.5,15.13
2053,8.17,10.86
2054,8.53,12.01
2055,5.74,7.57
2056,3.77,4.46
2057,4.0,4.93
2058,2.47,2.18
2059,3.88,5.89
2060,2.6,3.35
2061,3.67,4.7
2062,2.1,2.43
2063,4.76,5.47
2064,3.63,4.32
2065,8.85,10.37
2066,11.02,14.29
2067,13.71,24.44
2068,15.28,23.1
2069,15.28,23.54
2070,17.1,30.49
2071,20.88,32.13
2072,19.58,29.51
2073,19.79,31.21
2074,21.53,38.08
2075,25.63,46.59
2076,20.08,37.48
2077,20.41,37.5
2078,19.99,35.5
2079,20.22,34.21
2080,13.64,25.0
2081,14.15,25.86
2082,14.54,25.46
2083,16.43,26.72
2084,17.63,27.25
2085,23.45,37.05
2086,15.66,24.06
2087,12.78,18.7
2088,15.97,23.79
2089,20.22,29.26
2090,19.49,30.06
2091,18.61,25.63
2092,17.82,25.24
2093,11.21,15.36
2094,10.61,15.89
2095,9.18,12.53
2096,10.73,15.26
2097,7.65,10.6
2098,8.74,13.5
2099,8.41,12.07
2100,7.67,12.16
2101,6.6,10.35
2102,7.99,11.48
2103,7.0,9.33
2104,5.78,9.01
2105,6.75,7.8
2106,6.22,7.29
2107,4.07,5.45
2108,5.43,8.82
2109,3.54,4.11
2110,3.6,3.88
2111,3.35,4.15
2112,3.81,4.7
2113,2.89,3.06
2114,3.67,4.92
2115,5.41,6.98
2116,5.22,6.58
2117,4.93,6.56
2118,4.67,6.04
2119,6.69,9.2
2120,9.72,14.04
2121,13.79,20.02
2122,13.25,18.25
2123,13.0,18.76
2124,14.23,19.95
2125,14.4,23.5
2126,13.6,22.57
2127,13.12,20.1
2128,11.23,18.49
2129,12.45,19.7
2130,12.24,20.54
2131,13.92,23.83
2132,11.15,18.61
2133,11.61,18.74
2134,9.03,13.44
2135,11.15,18.13
2136,12.49,17.63
2137,13.87,19.12
2138,12.37,17.1
2139,10.96,16.87
2140,11.09,15.87
2141,8.41,12.87
2142,7.25,10.94
2143,6.45,9.22
2144,6.64,11.53
2145,5.14,9.05
2146,3.67,6.39
2147,4.17,7.29
2148,6.45,10.88
2149,5.68,9.05
2150,5.47,9.37
2151,4.48,6.9
2152,3.27,6.43
2153,3.56,6.37
2154,3.27,4.67
2155,4.26,5.53
2156,3.84,4.99
2157,4.26,5.47
2158,3.23,5.16
2159,2.3,3.52
2160,2.7,3.81
2161,3.21,5.41
2162,2.43,3.96
2163,2.58,4.61
2164,4.09,5.57
2165,4.32,4.95
2166,4.74,5.89
2167,5.09,6.67
2168,6.2,7.82
2169,6.31,9.28
2170,11.42,16.03
2171,34.18,72.35
2172,28.5,55.75
2173,31.04,62.63
2174,31.12,60.0
2175,20.12,89.25
2176,29.57,52.57
2177,24.5,39.05
2178,27.83,41.08
2179,16.94,23.89
2180,18.49,24.56
2181,18.99,25.61
2182,24.0,33.83
2183,29.91,48.29
2184,27.27,38.61
2185,20.43,27.46
2186,19.2,26.56
2187,27.46,45.44
2188,30.22,44.73
2189,22.03,29.3
2190,20.73,26.76
2191,23.12,30.73
2192,15.76,20.39
2193,12.89,16.96
2194,9.31,11.46
2195,12.72,15.49
2196,5.91,8.17
2197,2.6,4.21
2198,3.31,4.72
2199,4.53,5.3
2200,3.12,4.34
2201,2.87,3.82
2202,2.47,3.77
2203,3.79,4.42
2204,8.26,10.61
2205,10.84,13.04
2206,18.84,26.66
2207,31.36,68.8
2208,41.65,77.76
2209,34.02,58.27
2210,44.16,81.87
2211,39.46,85.26
2212,37.98,118.78
2213,32.36,77.69
2214,34.33,102.14
2215,33.87,79.15
2216,33.71,87.32
2217,34.18,84.91
2218,38.21,95.5
2219,31.04,61.85
2220,31.12,62.52
2221,35.13,81.3
2222,34.78,81.45
2223,35.12,87.88
2224,23.94,77.88
2225,33.41,58.12
2226,38.44,104.21
2227,38.89,112.36
2228,37.58,106.87
2229,38.16,96.37
2230,34.14,83.41
2231,34.82,76.48
2232,29.51,59.84
2233,27.46,57.67
2234,30.36,56.55
2235,28.31,54.59
2236,26.44,50.0
2237,28.31,54.39
2238,26.24,47.83
2239,25.34,52.53
2240,22.5,45.23
2241,21.14,47.02
2242,19.3,34.95
2243,15.03,28.56
2244,14.77,29.42
2245,13.98,23.66
2246,12.62,23.14
2247,11.49,19.42
2248,12.25,21.86
2249,13.9,24.04
2250,15.11,23.09
2251,19.64,41.42
2252,22.77,56.36
2253,35.04,91.69
2254,41.92,68.8
2255,41.65,145.72
2256,43.24,114.84
2257,44.16,95.49
2258,39.46,124.29
2259,37.98,78.8
2260,32.36,100.41
2261,34.33,102.14
2262,33.87,106.38
2263,33.71,87.32
2264,34.18,84.91
2265,38.21,96.24
2266,31.04,87.48
2267,33.87,114.13
2268,35.13,89.25
2269,34.78,112.48
2270,35.12,107.13
2271,37.8,98.72
2272,38.35,108.51
2273,38.44,104.21
2274,33.23,77.69
2275,32.03,60.15
2276,30.22,66.75
2277,34.07,68.12
2278,34.82,76.48
2279,29.51,59.84
2280,27.46,57.67
2281,30.36,56.55
2282,28.31,54.59
2283,26.44,50.0
2284,28.31,54.39
2285,26.24,47.83
2286,25.34,41.12
2287,14.78,22.8
2288,21.14,47.02
2289,19.3,34.95
2290,15.03,28.56
2291,14.77,29.42
2292,13.98,23.66
2293,11.3,12.3
2294,11.49,19.42
2295,12.25,21.86
2296,12.17,13.98
2297,15.11,23.09
2298,19.64,25.59
2299,22.77,37.64
2300,24.01,53.54
2301,35.04,88.64
2302,41.65,89.56
2303,43.24,114.84
2304,44.16,190.5
2305,39.46,124.29
2306,37.98,118.78
2307,32.36,100.41
2308,34.33,102.14
2309,33.87,106.38
2310,33.71,87.32
2311,34.18,84.91
2312,38.21,96.24
2313,31.04,87.48
2314,33.87,114.13
2315,35.13,89.25
2316,34.78,112.48
2317,35.12,107.13
2318,37.8,98.72
2319,38.35,108.51
2320,38.44,104.21
2321,31.65,112.36
2322,37.58,106.87
2323,38.16,78.73
2324,34.14,83.41
2325,34.82,76.48
2326,29.51,59.84
2327,27.46,57.67
2328,30.36,56.55
2329,23.3,40.81
2330,21.51,33.66
2331,21.55,32.74
2332,20.3,36.3
2333,21.55,34.86
2334,22.5,45.23
2335,18.95,36.56
2336,11.38,15.47
2337,7.92,10.04
2338,11.46,16.03
2339,10.84,15.64
2340,8.3,9.91
2341,7.27,9.52
2342,6.73,17.97
2343,10.96,13.83
2344,13.03,18.4
2345,19.72,28.17
2346,22.53,30.01
2347,28.05,55.33
2348,31.36,67.86
2349,36.47,89.56
2350,34.02,84.39
2351,37.14,95.49
2352,37.98,120.26
2353,37.98,116.82
2354,32.36,100.41
2355,34.33,102.14
2356,33.87,106.38
2357,33.71,87.32
2358,34.18,84.91
2359,36.26,96.24
2360,31.04,87.48
2361,33.87,114.13
2362,35.13,89.25
2363,31.73,78.49
2364,35.12,84.51
2365,34.57,77.65
2366,31.96,65.08
2367,34.14,73.57
2368,31.82,70.0
2369,32.03,65.01
2370,38.16,78.73
2371,34.14,83.41
2372,34.82,66.09
2373,29.51,59.84
2374,27.46,50.09
2375,23.36,42.73
2376,28.31,51.3
2377,26.21,39.51
2378,22.3,31.25
2379,20.0,31.29
2380,15.74,22.59
2381,12.83,17.08
2382,10.92,17.21
2383,8.07,11.02
2384,6.16,8.47
2385,6.43,8.3
2386,6.52,7.4
2387,5.45,5.99
2388,5.28,5.55
2389,4.86,5.53
2390,4.67,5.26
2391,5.99,6.67
2392,6.83,8.26
2393,7.06,7.44
2394,3.52,5.7
2395,4.32,7.88
2396,4.4,10.1
2397,3.94,8.7
2398,6.98,15.51
2399,7.96,15.09
2400,16.7,28.48
2401,10.25,20.79
2402,9.12,21.15
2403,14.21,33.56
2404,16.2,37.79
2405,17.16,38.36
2406,18.93,44.89
2407,28.27,60.19
2408,21.55,55.88
2409,28.99,71.3
2410,30.68,70.05
2411,35.12,81.13
2412,37.8,90.61
2413,38.35,84.32
2414,21.06,33.68
2415,18.42,25.61
2416,13.9,20.12
2417,13.02,17.67
2418,11.44,16.73
2419,12.83,18.49
2420,10.1,12.79
2421,7.5,10.48
2422,6.33,7.98
2423,7.15,8.84
2424,7.44,11.32
2425,6.96,8.76
2426,7.21,9.68
2427,6.35,8.45
2428,5.45,8.3
2429,6.22,8.32
2430,6.37,10.6
2431,5.62,9.31
2432,4.57,7.65
2433,3.42,5.07
2434,2.28,3.81
2435,2.91,3.94
2436,4.51,5.3
2437,3.23,3.98
2438,1.97,2.31
2439,7.84,14.02
2440,8.85,13.06
2441,6.62,7.32
2442,7.21,7.63
2443,34.96,53.51
2444,43.24,79.12
2445,30.75,47.81
2446,39.46,124.29
2447,37.98,78.8
2448,32.36,100.41
2449,21.5,29.62
2450,10.94,16.14
2451,8.07,11.8
2452,9.16,14.32
2453,8.97,14.0
2454,11.49,18.9
2455,11.0,17.02
2456,14.19,24.38
2457,11.69,18.93
2458,9.81,14.82
2459,11.4,17.94
2460,15.61,23.43
2461,10.94,16.35
2462,11.9,16.29
2463,12.34,16.18
2464,10.94,16.37
2465,11.21,15.2
2466,11.04,15.82
2467,11.72,17.5
2468,13.1,20.1
2469,13.12,18.82
2470,9.58,13.56
2471,10.69,15.07
2472,17.54,38.5
2473,26.24,47.83
2474,25.34,52.53
2475,22.5,45.23
2476,21.14,47.02
2477,19.3,34.95
2478,15.03,28.56
2479,14.77,29.42
2480,13.98,23.66
2481,12.62,23.14
2482,11.49,19.42
2483,12.25,21.86
2484,13.9,24.04
2485,15.11,23.09
2486,22.77,37.64
2487,24.01,44.6
2488,22.62,48.2
2489,31.36,63.11
2490,41.65,89.56
2491,43.24,84.39
2492,39.31,95.49
2493,39.46,72.41
2494,37.98,78.8
2495,32.36,100.41
2496,34.33,102.14
2497,33.87,106.38
2498,33.71,87.32
2499,34.18,84.91
2500,38.21,96.24
2501,31.04,87.48
2502,33.87,114.13
2503,35.13,89.25
2504,34.78,112.48
2505,35.12,107.13
2506,37.8,98.72
2507,38.35,108.51
2508,38.44,104.21
2509,38.89,112.36
2510,37.58,106.87
2511,38.16,96.37
2512,34.14,83.41
2513,34.82,76.48
2514,29.51,59.84
2515,27.46,57.67
2516,30.36,56.55
2517,28.31,54.59
2518,26.44,50.0
2519,28.31,54.39
2520,26.24,47.83
2521,25.34,52.53
2522,22.5,45.23
2523,21.14,47.02
2524,19.3,34.95
2525,15.03,28.56
2526,14.77,29.42
2527,13.98,23.66
2528,12.62,23.14
2529,11.49,19.42
2530,12.25,21.86
2531,13.03,18.0
2532,12.68,16.37
2533,15.32,28.74
2534,14.76,26.66
2535,25.19,53.97
2536,32.99,71.87
2537,24.04,48.96
2538,39.31,87.08
2539,27.46,55.56
2540,24.12,44.14
2541,23.52,40.89
2542,27.14,52.78
2543,29.74,79.15
2544,23.73,51.16
2545,24.06,52.42
2546,23.62,52.48
2547,27.46,57.6
2548,25.74,53.72
2549,25.63,57.3
2550,19.14,45.46
2551,31.36,69.81
2552,21.13,49.07
2553,30.1,70.51
2554,30.93,87.52
2555,38.89,87.36
2556,28.94,67.01
2557,22.13,47.18
2558,24.81,47.6
2559,14.02,37.31
2560,17.5,40.87
2561,9.33,24.21
2562,15.63,26.81
2563,12.66,21.97
2564,12.39,21.21
2565,9.45,18.76
2566,11.65,23.28
2567,9.52,21.99
2568,8.82,19.11
2569,12.57,21.17
2570,8.43,11.49
2571,6.22,10.6
2572,7.23,11.11
2573,5.05,15.01
2574,7.17,9.6
2575,8.57,10.56
2576,8.26,14.29
2577,8.07,9.68
2578,9.64,10.27
2579,10.38,14.4
2580,8.03,10.35
2581,9.03,12.85
2582,12.3,17.33
2583,14.25,29.07
2584,18.15,34.71
2585,22.59,50.87
2586,18.65,33.99
2587,18.99,36.32
2588,20.22,48.96
2589,18.51,40.35
2590,17.73,46.26
2591,22.28,43.28
2592,23.6,59.42
2593,27.67,74.03
2594,31.04,87.48
2595,31.12,81.7
2596,35.13,89.25
2597,34.78,112.48
2598,34.78,87.88
2599,21.21,60.24
2600,31.21,86.52
2601,26.32,74.28
2602,30.98,87.36
2603,32.03,106.87
2604,30.22,96.37
2605,28.91,71.13
2606,34.82,76.48
2607,26.56,59.84
2608,27.46,57.67
2609,30.36,56.55
2610,28.31,54.59
2611,26.44,50.0
2612,28.31,54.39
2613,26.24,47.83
2614,25.34,52.53
2615,22.5,45.23
2616,21.14,47.02
2617,19.3,34.95
2618,15.03,28.56
2619,14.77,29.42
2620,13.98,23.66
2621,12.62,23.14
2622,11.49,19.42
2623,12.25,21.03
2624,13.9,18.82
2625,12.91,16.75
2626,19.72,25.42
2627,14.67,26.49
2628,16.81,29.09
