,NO2,NOX,O3
3793,10.12,13.6,65.14
3794,6.18,8.28,71.33
3795,5.85,7.84,73.64
3796,7.75,11.07,72.56
3797,11.96,15.97,65.1
3798,12.1,15.53,65.04
3799,9.51,13.75,70.65
3800,7.94,11.04,72.58
3801,7.29,9.6,73.96
3802,7.98,10.31,75.02
3803,10.69,13.06,73.48
3804,7.31,8.64,75.94
3805,10.12,11.63,72.38
3806,10.73,12.03,71.11
3807,12.51,13.44,69.31
3808,14.63,16.31,66.92
3809,14.17,16.64,65.48
3810,13.09,14.34,66.52
3811,12.7,13.08,66.48
3812,11.65,11.7,65.38
3813,11.91,14.13,60.43
3814,11.88,14.09,54.36
3815,11.17,12.32,53.56
3816,23.41,24.42,47.96
3817,18.67,11.83,51.21
3818,17.63,11.54,50.41
3819,10.28,11.33,50.95
3820,9.34,9.84,51.01
3821,8.37,9.35,50.45
3822,7.71,7.77,49.41
3823,7.5,7.79,50.19
3824,7.83,8.16,48.28
3825,7.13,7.54,51.61
3826,7.16,7.54,52.92
3827,7.8,7.96,54.22
3828,6.5,6.52,59.25
3829,6.29,5.99,58.45
3830,7.8,7.99,55.14
3831,8.78,8.85,53.48
3832,8.78,8.84,53.49
3833,8.78,8.82,53.5
3834,11.74,12.09,51.39
3835,13.16,14.15,51.45
3836,19.73,30.73,35.82
3837,18.0,30.85,43.15
3838,16.21,21.69,55.18
3839,13.08,17.61,62.23
3840,9.77,13.18,69.81
3841,7.02,9.49,74.44
3842,6.58,8.34,75.86
3843,7.13,8.74,75.8
3844,6.41,7.76,76.83
3845,8.05,10.04,75.1
3846,5.39,6.46,77.49
3847,5.51,6.83,76.22
3848,5.16,6.79,76.28
3849,6.27,8.3,75.44
3850,5.93,7.13,76.61
3851,5.49,6.66,77.09
3852,6.25,7.32,76.56
3853,5.53,6.48,77.23
3854,7.48,8.19,75.5
3855,7.82,7.96,75.82
3856,10.23,10.08,74.12
3857,12.45,12.83,68.77
3858,13.09,17.33,62.66
3859,18.0,18.52,44.05
3860,18.2,18.89,32.95
3861,20.73,21.49,32.43
3862,26.17,27.12,33.55
3863,25.67,26.84,40.19
3864,23.41,24.42,39.2
3865,21.26,22.12,42.15
3866,19.72,20.4,37.52
3867,18.76,19.01,40.01
3868,15.1,15.71,42.57
3869,14.99,15.36,42.93
3870,7.71,7.77,44.68
3871,7.5,7.79,46.44
3872,7.83,8.16,53.96
3873,7.13,7.54,53.21
3874,7.16,7.36,55.46
3875,5.78,5.74,60.35
3876,5.6,5.78,57.0
3877,5.43,5.83,53.66
3878,6.79,7.08,50.27
3879,7.13,7.36,49.49
3880,9.47,9.22,47.16
3881,10.88,11.25,43.77
3882,18.51,19.97,34.63
3883,17.14,19.47,37.2
3884,18.99,23.52,36.78
3885,10.23,12.91,56.0
3886,9.6,12.97,54.7
3887,9.35,13.06,58.23
3888,5.64,7.25,73.04
3889,8.41,12.13,69.33
3890,4.59,6.69,75.0
3891,5.11,7.29,75.06
3892,5.91,8.41,74.7
3893,6.08,8.61,75.18
3894,5.6,8.22,76.91
3895,5.05,6.98,78.73
3896,4.19,5.43,79.76
3897,4.09,5.62,80.05
3898,6.5,8.7,77.33
3899,8.19,10.4,76.36
3900,7.63,9.28,76.81
3901,7.08,8.26,77.87
3902,3.79,4.3,80.99
3903,9.56,10.52,73.78
3904,14.57,15.22,67.79
3905,14.17,17.43,63.42
3906,13.09,17.54,62.65
3907,18.0,18.52,59.45
3908,18.2,18.89,56.72
3909,20.73,21.49,43.31
3910,26.17,27.12,30.53
3911,25.67,26.84,33.89
3912,23.41,24.42,44.72
3913,21.26,22.12,49.95
3914,10.25,11.54,55.02
3915,18.76,19.01,32.05
3916,16.12,16.53,33.53
3917,14.99,15.36,44.16
3918,15.58,16.13,41.87
3919,13.9,15.05,42.27
3920,7.83,8.16,44.34
3921,7.13,7.54,46.42
3922,7.16,7.54,49.73
3923,8.11,8.03,49.57
3924,7.86,8.3,46.66
3925,9.22,9.83,42.79
3926,12.22,12.68,39.08
3927,15.22,15.53,35.38
3928,22.46,26.04,28.02
3929,25.22,34.32,14.03
3930,32.72,42.67,15.13
3931,39.11,65.07,7.96
3932,37.51,70.32,9.8
3933,32.42,66.71,12.63
3934,27.01,47.6,18.9
3935,18.93,29.94,32.69
