Recorded;CO;NO2;SO2;NOx;PM_2.5_Lvs;comment
08-01-2021 08:30:00;0.3;58.81;-0.26;180.12;;Data er manuelt kontrolleret
08-01-2021 08:00:00;0.36;51.66;0.03;183.47;;Data er manuelt kontrolleret
08-01-2021 07:30:00;0.36;42;-0.58;166.35;;Data er manuelt kontrolleret
08-01-2021 07:00:00;0.33;36.89;-0.89;110.96;;Data er manuelt kontrolleret
08-01-2021 06:30:00;0.36;29.78;-0.29;98.55;;Data er manuelt kontrolleret
08-01-2021 06:00:00;0.24;24.27;-0.14;81.57;;Data er manuelt kontrolleret
08-01-2021 05:30:00;0.24;15.66;-0.4;68.6;;Data er manuelt kontrolleret
08-01-2021 04:30:00;0.22;5.09;-0.69;8.19;;Data er manuelt kontrolleret
08-01-2021 04:00:00;0.23;3.19;-0.89;4.59;;Data er manuelt kontrolleret
08-01-2021 03:30:00;0.22;5.01;-0.6;7.55;;Data er manuelt kontrolleret
08-01-2021 03:00:00;0.23;4.15;-0.43;5.57;;Data er manuelt kontrolleret
08-01-2021 02:30:00;0.24;3.52;-0.55;3.82;;Data er manuelt kontrolleret
08-01-2021 02:00:00;0.22;3.33;-0.75;3.58;;Data er manuelt kontrolleret
08-01-2021 01:30:00;0.23;5.34;-0.83;7.52;;Data er manuelt kontrolleret
08-01-2021 01:00:00;0.22;5.51;-0.92;7.88;;Data er manuelt kontrolleret
08-01-2021 00:30:00;0.24;9.56;-1.44;21.52;;Data er manuelt kontrolleret
08-01-2021 00:00:00;0.23;6.87;-0.95;10;6.11;Data er manuelt kontrolleret
07-01-2021 23:30:00;0.26;9.96;-0.14;18.3;;Data er manuelt kontrolleret
07-01-2021 23:00:00;0.31;13.81;-0.52;37.71;;Data er manuelt kontrolleret
07-01-2021 22:30:00;0.29;13.14;-0.49;51.03;;Data er manuelt kontrolleret
07-01-2021 22:00:00;0.34;29.59;-0.52;61.83;;Data er manuelt kontrolleret
07-01-2021 21:30:00;0.33;22.38;-0.43;49.44;;Data er manuelt kontrolleret
07-01-2021 21:00:00;0.34;27.85;-0.46;73.8;;Data er manuelt kontrolleret
07-01-2021 20:30:00;0.33;25.59;-0.06;60.32;;Data er manuelt kontrolleret
07-01-2021 20:00:00;0.34;25.44;-0.52;55.56;;Data er manuelt kontrolleret
07-01-2021 19:30:00;0.35;31.21;-0.29;65.35;;Data er manuelt kontrolleret
07-01-2021 19:00:00;0.35;24.29;-0.26;63.28;;Data er manuelt kontrolleret
07-01-2021 18:30:00;0.4;31.36;-0.23;109.7;;Data er manuelt kontrolleret
07-01-2021 18:00:00;0.5;46.15;0;125.23;;Data er manuelt kontrolleret
07-01-2021 17:30:00;0.49;47.41;-0.46;153.78;;Data er manuelt kontrolleret
07-01-2021 17:00:00;0.5;40.83;0.2;156.84;;Data er manuelt kontrolleret
07-01-2021 16:30:00;0.49;42.71;0.14;163.63;;Data er manuelt kontrolleret
07-01-2021 16:00:00;0.45;31.1;0.52;197.71;;Data er manuelt kontrolleret
07-01-2021 15:30:00;0.49;61.83;0.55;198.75;;Data er manuelt kontrolleret
07-01-2021 15:00:00;0.51;56;0.29;216.07;;Data er manuelt kontrolleret
07-01-2021 14:30:00;0.49;40.32;0.17;164.99;;Data er manuelt kontrolleret
07-01-2021 14:00:00;0.49;33.3;0.34;160.57;;Data er manuelt kontrolleret
07-01-2021 13:30:00;0.41;95.22;0.32;206.26;;Data er manuelt kontrolleret
07-01-2021 13:00:00;0.41;58.87;-0.06;156.21;;Data er manuelt kontrolleret
07-01-2021 12:30:00;0.36;45.15;-0.09;140.22;;Data er manuelt kontrolleret
07-01-2021 12:00:00;0.35;37.71;1.55;122.04;;Data er manuelt kontrolleret
07-01-2021 11:30:00;0.34;37.66;2.56;107.35;;Data er manuelt kontrolleret
07-01-2021 11:00:00;0.37;47.18;1.21;140.66;;Data er manuelt kontrolleret
07-01-2021 10:30:00;0.31;37.91;0.34;140.43;;Data er manuelt kontrolleret
07-01-2021 10:00:00;0.33;30.49;0.03;143.13;;Data er manuelt kontrolleret
07-01-2021 09:30:00;0.31;58.83;0.63;165.93;;Data er manuelt kontrolleret
07-01-2021 09:00:00;0.31;60.59;0.52;156.67;;Data er manuelt kontrolleret
07-01-2021 08:30:00;0.33;53.17;0.26;170.46;;Data er manuelt kontrolleret
07-01-2021 08:00:00;0.35;46.4;-0.03;134.74;;Data er manuelt kontrolleret
07-01-2021 07:30:00;0.44;44.04;0.78;166.14;;Data er manuelt kontrolleret
07-01-2021 07:00:00;0.4;38.75;0.43;108.08;;Data er manuelt kontrolleret
07-01-2021 06:30:00;0.37;32.03;0.4;109.26;;Data er manuelt kontrolleret
07-01-2021 06:00:00;0.28;41.58;0.55;135.79;;Data er manuelt kontrolleret
07-01-2021 05:30:00;0.26;16.03;0.11;35.88;;Data er manuelt kontrolleret
07-01-2021 05:00:00;0.24;11.93;-0.23;20.5;;Data er manuelt kontrolleret
07-01-2021 04:30:00;0.22;7.71;-0.37;12.22;;Data er manuelt kontrolleret
07-01-2021 03:30:00;0.22;5.47;-0.06;7.5;;Data er manuelt kontrolleret
07-01-2021 03:00:00;0.23;7.52;-0.03;11;;Data er manuelt kontrolleret
07-01-2021 02:30:00;0.24;4.59;-0.2;9.1;;Data er manuelt kontrolleret
07-01-2021 02:00:00;0.23;5.72;-0.4;8.68;;Data er manuelt kontrolleret
07-01-2021 01:30:00;0.24;4.49;-0.46;6.64;;Data er manuelt kontrolleret
07-01-2021 01:00:00;0.26;4.53;-0.34;6.66;;Data er manuelt kontrolleret
07-01-2021 00:30:00;0.24;6.94;-0.57;12.57;;Data er manuelt kontrolleret
07-01-2021 00:00:00;0.24;5.43;-0.34;9.49;;Data er manuelt kontrolleret
06-01-2021 23:30:00;0.26;6.37;-0.49;13.35;;Data er manuelt kontrolleret
06-01-2021 23:00:00;0.34;12.03;-0.46;26.07;;Data er manuelt kontrolleret
06-01-2021 22:30:00;0.28;12.99;-0.6;33.77;;Data er manuelt kontrolleret
06-01-2021 22:00:00;0.3;10.82;-0.43;42.76;;Data er manuelt kontrolleret
06-01-2021 21:30:00;0.26;9.08;-0.49;18.8;;Data er manuelt kontrolleret
06-01-2021 21:00:00;0.3;13.98;-0.11;49.67;;Data er manuelt kontrolleret
06-01-2021 20:30:00;0.31;20.96;-0.43;50.51;;Data er manuelt kontrolleret
06-01-2021 20:00:00;0.31;19.41;-0.4;44.75;;Data er manuelt kontrolleret
06-01-2021 19:30:00;0.29;15.36;-0.66;33.89;;Data er manuelt kontrolleret
06-01-2021 19:00:00;0.3;18.28;-0.72;39.95;;Data er manuelt kontrolleret
06-01-2021 18:30:00;0.35;21.48;-0.63;52.17;;Data er manuelt kontrolleret
06-01-2021 18:00:00;0.42;27.69;-0.23;73.4;;Data er manuelt kontrolleret
06-01-2021 17:30:00;0.37;32;-0.23;84.84;;Data er manuelt kontrolleret
06-01-2021 17:00:00;0.41;47.97;-0.03;153.96;;Data er manuelt kontrolleret
06-01-2021 16:30:00;0.41;29.99;-0.2;142.9;;Data er manuelt kontrolleret
06-01-2021 16:00:00;0.38;65.83;-0.06;162.01;;Data er manuelt kontrolleret
06-01-2021 15:30:00;0.41;39.84;-0.46;144.58;;Data er manuelt kontrolleret
06-01-2021 15:00:00;0.42;28.69;-0.17;146.13;;Data er manuelt kontrolleret
06-01-2021 14:30:00;0.43;46.65;-0.17;122.38;;Data er manuelt kontrolleret
06-01-2021 14:00:00;0.41;32;-0.09;140.63;;Data er manuelt kontrolleret
06-01-2021 13:30:00;0.33;46.4;-0.29;118.71;;Data er manuelt kontrolleret
06-01-2021 13:00:00;0.33;42.69;-0.26;115.32;;Data er manuelt kontrolleret
06-01-2021 12:00:00;0.36;23.77;-0.57;89.47;;Data er manuelt kontrolleret
06-01-2021 11:30:00;0.33;32.46;-0.66;90.1;;Data er manuelt kontrolleret
06-01-2021 11:00:00;0.34;19.22;-0.63;78.68;;Data er manuelt kontrolleret
06-01-2021 10:30:00;0.36;44.24;0.03;115.21;;Data er manuelt kontrolleret
06-01-2021 10:00:00;0.33;27.2;1.15;109.82;;Data er manuelt kontrolleret
06-01-2021 09:30:00;0.36;29.8;-0.34;82.64;;Data er manuelt kontrolleret
06-01-2021 09:00:00;0.3;29.26;-0.34;90.1;;Data er manuelt kontrolleret
06-01-2021 08:30:00;0.31;48.44;-0.03;131.94;;Data er manuelt kontrolleret
05-01-2021 09:00:00;0.3;59.4;-0.52;160.25;;Data er manuelt kontrolleret
05-01-2021 08:30:00;0.33;30.58;-0.26;112.32;;Data er manuelt kontrolleret
05-01-2021 08:00:00;0.42;34.31;0.26;134.31;;Data er manuelt kontrolleret
05-01-2021 07:30:00;0.47;83.98;0.4;248.49;;Data er manuelt kontrolleret
05-01-2021 07:00:00;0.35;35.59;-0.17;103.91;;Data er manuelt kontrolleret
05-01-2021 06:30:00;0.37;26.72;-0.72;83.35;;Data er manuelt kontrolleret
05-01-2021 05:30:00;0.28;9.89;-0.92;28.67;;Data er manuelt kontrolleret
05-01-2021 05:00:00;0.28;4.92;-0.77;17.29;;Data er manuelt kontrolleret
05-01-2021 04:30:00;0.31;6.73;-0.66;11.84;;Data er manuelt kontrolleret
05-01-2021 04:00:00;0.26;5.22;-0.72;8.85;;Data er manuelt kontrolleret
05-01-2021 03:30:00;0.26;4.34;-0.89;10.71;;Data er manuelt kontrolleret
05-01-2021 03:00:00;0.26;5.2;-0.74;7.17;;Data er manuelt kontrolleret
05-01-2021 02:30:00;0.26;4.99;-0.63;7.84;;Data er manuelt kontrolleret
05-01-2021 02:00:00;0.24;3.35;-0.89;5.07;;Data er manuelt kontrolleret
05-01-2021 01:30:00;0.26;3.08;-1.06;5.39;;Data er manuelt kontrolleret
05-01-2021 01:00:00;0.24;3.31;-0.63;5.72;;Data er manuelt kontrolleret
05-01-2021 00:30:00;0.26;4.84;-0.97;12.64;;Data er manuelt kontrolleret
05-01-2021 00:00:00;0.27;5.13;-1.03;9.77;;Data er manuelt kontrolleret
04-01-2021 23:30:00;0.28;6.04;-0.95;12.55;;Data er manuelt kontrolleret
04-01-2021 23:00:00;0.33;15.11;-0.86;46.84;;Data er manuelt kontrolleret
04-01-2021 22:30:00;0.31;8.57;-1.35;28.55;;Data er manuelt kontrolleret
04-01-2021 22:00:00;0.37;14.11;-1;40.35;;Data er manuelt kontrolleret
04-01-2021 21:30:00;0.31;11.86;-0.92;29.32;;Data er manuelt kontrolleret
04-01-2021 21:00:00;0.31;35.92;-0.52;84.32;;Data er manuelt kontrolleret
04-01-2021 20:30:00;0.3;17.06;-0.66;37.7;;Data er manuelt kontrolleret
04-01-2021 20:00:00;0.33;15.43;-0.77;70.48;;Data er manuelt kontrolleret
04-01-2021 19:30:00;0.34;21;-1.06;53.03;;Data er manuelt kontrolleret
04-01-2021 19:00:00;0.34;27.52;-0.86;69.62;;Data er manuelt kontrolleret
04-01-2021 18:30:00;0.34;22.53;-0.69;54.77;;Data er manuelt kontrolleret
04-01-2021 18:00:00;0.35;38.06;-0.72;90.14;;Data er manuelt kontrolleret
04-01-2021 17:30:00;0.36;35.42;-0.6;116.66;;Data er manuelt kontrolleret
04-01-2021 17:00:00;0.48;38.94;-0.4;142.62;;Data er manuelt kontrolleret
04-01-2021 16:30:00;0.38;35.61;-0.77;143.21;;Data er manuelt kontrolleret
04-01-2021 16:00:00;0.43;54.16;-0.37;155.35;;Data er manuelt kontrolleret
04-01-2021 15:30:00;0.47;65.98;-0.23;199.15;;Data er manuelt kontrolleret
04-01-2021 15:00:00;0.49;52.5;0.2;186.87;;Data er manuelt kontrolleret
04-01-2021 14:30:00;0.45;44.5;0.06;160.52;;Data er manuelt kontrolleret
04-01-2021 14:00:00;0.38;52;-0.23;158.36;;Data er manuelt kontrolleret
04-01-2021 13:30:00;0.34;0;1.29;112.88;;Data er manuelt kontrolleret
04-01-2021 13:00:00;0.33;29.51;3.89;83.44;;Data er manuelt kontrolleret
04-01-2021 12:30:00;0.34;38.42;2.4;122.21;;Data er manuelt kontrolleret
04-01-2021 12:00:00;0.31;43.87;-0.09;125.15;;Data er manuelt kontrolleret
04-01-2021 11:30:00;0.29;42.19;0.46;102.53;;Data er manuelt kontrolleret
04-01-2021 11:00:00;0.28;39.82;0.34;104.31;;Data er manuelt kontrolleret
04-01-2021 10:30:00;0.27;46.53;0.03;118.77;;Data er manuelt kontrolleret
04-01-2021 10:00:00;0.26;42.92;1.29;113.56;;Data er manuelt kontrolleret
04-01-2021 09:30:00;0.28;23.31;-0.43;61.79;;Data er manuelt kontrolleret
04-01-2021 09:00:00;0.26;22.32;-0.46;87.96;;Data er manuelt kontrolleret
04-01-2021 08:30:00;0.29;48.41;0.06;154.07;;Data er manuelt kontrolleret
04-01-2021 08:00:00;0.29;31.67;-0.11;116.68;;Data er manuelt kontrolleret
04-01-2021 07:30:00;0.33;51.62;0.31;141.09;;Data er manuelt kontrolleret
04-01-2021 07:00:00;0.37;43.18;0.23;108.09;;Data er manuelt kontrolleret
04-01-2021 06:30:00;0.33;22.55;-0.57;97.25;;Data er manuelt kontrolleret
04-01-2021 06:00:00;0.27;18.26;-1.14;49.88;;Data er manuelt kontrolleret
04-01-2021 05:30:00;0.21;8.49;-1.49;25.67;;Data er manuelt kontrolleret
04-01-2021 04:30:00;0.19;4.02;-2.26;6.08;;Data er manuelt kontrolleret
04-01-2021 04:00:00;0.17;3.4;-1.86;5.43;;Data er manuelt kontrolleret
04-01-2021 03:30:00;0.16;1.99;-1.32;3.1;;Data er manuelt kontrolleret
04-01-2021 03:00:00;0.16;2.87;-1.23;4.72;;Data er manuelt kontrolleret
04-01-2021 02:30:00;0.17;3.58;-1.23;7;;Data er manuelt kontrolleret
04-01-2021 02:00:00;0.17;2.22;-1.69;4.8;;Data er manuelt kontrolleret
04-01-2021 01:30:00;0.17;1.53;-1.26;2.2;;Data er manuelt kontrolleret
04-01-2021 01:00:00;0.17;3.25;-0.63;4.92;;Data er manuelt kontrolleret
04-01-2021 00:30:00;0.19;5.89;-1.37;11.09;;Data er manuelt kontrolleret
04-01-2021 00:00:00;0.19;4.51;-1.4;9.7;;Data er manuelt kontrolleret
03-01-2021 23:30:00;0.2;7.1;-1.37;15.68;;Data er manuelt kontrolleret
03-01-2021 23:00:00;0.26;15.72;-1.09;31.33;;Data er manuelt kontrolleret
03-01-2021 22:30:00;0.23;9.89;-0.46;21.13;;Data er manuelt kontrolleret
03-01-2021 22:00:00;0.27;22.64;-0.03;49.82;;Data er manuelt kontrolleret
03-01-2021 21:30:00;0.29;29.97;-0.11;61.93;;Data er manuelt kontrolleret
03-01-2021 21:00:00;0.27;12.87;-0.54;29.64;;Data er manuelt kontrolleret
03-01-2021 20:30:00;0.24;6.62;-0.63;41.46;;Data er manuelt kontrolleret
03-01-2021 20:00:00;0.27;13.04;-0.86;30.29;;Data er manuelt kontrolleret
03-01-2021 19:30:00;0.29;11.61;-0.8;28.21;;Data er manuelt kontrolleret
03-01-2021 19:00:00;0.27;14.06;-0.63;35.4;;Data er manuelt kontrolleret
03-01-2021 18:30:00;0.31;15.01;-0.89;39.26;;Data er manuelt kontrolleret
03-01-2021 18:00:00;0.26;18.02;-1;46.45;;Data er manuelt kontrolleret
03-01-2021 17:30:00;0.28;14.99;-1.49;38.36;;Data er manuelt kontrolleret
03-01-2021 17:00:00;0.28;16.54;-1.17;36.74;;Data er manuelt kontrolleret
03-01-2021 16:30:00;0.29;15.93;-0.8;36.43;;Data er manuelt kontrolleret
03-01-2021 16:00:00;0.28;13.98;-0.09;62.18;;Data er manuelt kontrolleret
03-01-2021 15:30:00;0.28;21.13;0.03;50.97;;Data er manuelt kontrolleret
03-01-2021 15:00:00;0.34;23.98;0.43;60.74;;Data er manuelt kontrolleret
03-01-2021 14:30:00;0.36;14.36;1.77;35.88;;Data er manuelt kontrolleret
03-01-2021 14:00:00;0.24;16.98;2.66;37.39;;Data er manuelt kontrolleret
03-01-2021 13:30:00;0.24;17.35;1.2;39.36;;Data er manuelt kontrolleret
03-01-2021 13:00:00;0.26;14.15;-0.77;39.17;;Data er manuelt kontrolleret
03-01-2021 12:30:00;0.23;15.15;-2.03;38.17;;Data er manuelt kontrolleret
03-01-2021 12:00:00;0.33;13.06;-1.86;29.47;;Data er manuelt kontrolleret
03-01-2021 11:30:00;0.21;10.33;0.49;23.79;;Data er manuelt kontrolleret
03-01-2021 11:00:00;0.23;18.97;3.52;37.79;;Data er manuelt kontrolleret
03-01-2021 10:30:00;0.21;13.08;-0.89;27.21;;Data er manuelt kontrolleret
03-01-2021 10:00:00;0.22;11.91;-1.83;24.4;;Data er manuelt kontrolleret
03-01-2021 09:30:00;0.21;6.08;-1.29;12.6;;Data er manuelt kontrolleret
03-01-2021 09:00:00;0.21;7.76;-0.71;13.62;;Data er manuelt kontrolleret
03-01-2021 08:30:00;0.27;10.31;-0.83;19.45;;Data er manuelt kontrolleret
03-01-2021 08:00:00;0.24;13.35;-0.97;24.96;;Data er manuelt kontrolleret
03-01-2021 07:30:00;0.23;8.97;-0.69;18.4;;Data er manuelt kontrolleret
03-01-2021 07:00:00;0.24;11.7;-0.57;22.13;;Data er manuelt kontrolleret
03-01-2021 06:30:00;0.24;8.57;-0.8;15.51;;Data er manuelt kontrolleret
03-01-2021 06:00:00;0.21;19.72;-1.29;31.69;;Data er manuelt kontrolleret
03-01-2021 05:30:00;0.22;11.61;-0.57;18.82;;Data er manuelt kontrolleret
03-01-2021 05:00:00;0.22;5.16;-1.14;7.02;;Data er manuelt kontrolleret
03-01-2021 04:30:00;0.23;3.23;-1;3.96;;Data er manuelt kontrolleret
03-01-2021 03:30:00;0.24;6.33;-0.74;7.15;;Data er manuelt kontrolleret
03-01-2021 02:30:00;0.27;9.56;-0.77;15.63;;Data er manuelt kontrolleret
03-01-2021 02:00:00;0.24;10.35;-1.23;17.84;;Data er manuelt kontrolleret
03-01-2021 01:30:00;0.27;10.67;-1.54;17;;Data er manuelt kontrolleret
03-01-2021 01:00:00;0.29;31.42;-0.09;53.76;;Data er manuelt kontrolleret
03-01-2021 00:30:00;0.33;33.7;-0.09;70.78;;Data er manuelt kontrolleret
03-01-2021 00:00:00;0.33;16.93;-0.6;31.02;;Data er manuelt kontrolleret
02-01-2021 23:30:00;0.3;18.47;-0.63;36.15;;Data er manuelt kontrolleret
02-01-2021 23:00:00;0.33;22.2;-0.46;54.3;;Data er manuelt kontrolleret
02-01-2021 22:30:00;0.34;26.01;-0.54;77.95;;Data er manuelt kontrolleret
02-01-2021 22:00:00;0.37;29.68;-0.66;62.96;;Data er manuelt kontrolleret
02-01-2021 21:30:00;0.35;27.35;-0.69;65.9;;Data er manuelt kontrolleret
02-01-2021 21:00:00;0.4;35.17;-0.74;80.11;;Data er manuelt kontrolleret
02-01-2021 20:30:00;0.48;38.77;-0.54;103.79;;Data er manuelt kontrolleret
02-01-2021 20:00:00;0.41;34.14;-0.06;75.75;;Data er manuelt kontrolleret
02-01-2021 19:30:00;0.42;31.56;-0.71;72.04;;Data er manuelt kontrolleret
02-01-2021 19:00:00;0.4;29.61;-0.6;83.46;;Data er manuelt kontrolleret
02-01-2021 18:30:00;0.44;29.61;-0.91;76.71;;Data er manuelt kontrolleret
02-01-2021 18:00:00;0.54;34.92;-0.8;86.88;;Data er manuelt kontrolleret
02-01-2021 17:30:00;0.51;36.15;-1.57;109.43;;Data er manuelt kontrolleret
02-01-2021 17:00:00;0.38;29.76;-1.66;80.38;;Data er manuelt kontrolleret
02-01-2021 16:30:00;0.43;44.81;-0.4;95.47;;Data er manuelt kontrolleret
02-01-2021 16:00:00;0.44;39.55;-0.03;103.24;;Data er manuelt kontrolleret
02-01-2021 15:30:00;0.45;39.53;-0.03;103.77;;Data er manuelt kontrolleret
02-01-2021 15:00:00;0.65;43.07;0.06;128.33;;Data er manuelt kontrolleret
02-01-2021 14:30:00;0.49;37.01;-0.14;106.99;;Data er manuelt kontrolleret
02-01-2021 14:00:00;0.4;34.5;0.34;94.86;;Data er manuelt kontrolleret
02-01-2021 13:30:00;0.54;46.32;0.6;143.07;;Data er manuelt kontrolleret
02-01-2021 13:00:00;0.5;38.86;0.11;114.69;;Data er manuelt kontrolleret
02-01-2021 12:30:00;0.47;45.31;0.26;146.25;;Data er manuelt kontrolleret
02-01-2021 12:00:00;0.55;46.53;0.17;155.52;;Data er manuelt kontrolleret
02-01-2021 11:30:00;0.56;46.03;-0.2;169.14;;Data er manuelt kontrolleret
02-01-2021 11:00:00;0.37;40.45;0.03;107.52;;Data er manuelt kontrolleret
02-01-2021 10:30:00;0.42;41.86;0;105.88;;Data er manuelt kontrolleret
02-01-2021 10:00:00;0.35;46.47;0.11;141.75;;Data er manuelt kontrolleret
02-01-2021 09:30:00;0.31;36.26;-0.23;104.23;;Data er manuelt kontrolleret
02-01-2021 09:00:00;0.41;32.72;-0.34;110.24;;Data er manuelt kontrolleret
02-01-2021 08:30:00;0.34;26.76;-0.51;65.54;;Data er manuelt kontrolleret
02-01-2021 08:00:00;0.28;20.46;-0.63;33.72;;Data er manuelt kontrolleret
02-01-2021 07:30:00;0.33;28.11;-0.57;70.69;;Data er manuelt kontrolleret
02-01-2021 07:00:00;0.24;20.85;-0.34;38.52;;Data er manuelt kontrolleret
02-01-2021 06:30:00;0.3;20.58;-0.54;37.5;;Data er manuelt kontrolleret
02-01-2021 05:30:00;0.23;11.7;-0.43;15.82;;Data er manuelt kontrolleret
02-01-2021 05:00:00;0.22;11.51;-0.8;18.46;;Data er manuelt kontrolleret
02-01-2021 04:30:00;0.21;8.93;-0.71;10.5;;Data er manuelt kontrolleret
02-01-2021 04:00:00;0.24;13.41;-0.71;31.31;;Data er manuelt kontrolleret
02-01-2021 03:30:00;0.24;10.81;-0.77;24.79;;Data er manuelt kontrolleret
02-01-2021 03:00:00;0.23;10.56;-0.97;23.12;;Data er manuelt kontrolleret
02-01-2021 02:30:00;0.26;11.21;-0.97;33.62;;Data er manuelt kontrolleret
02-01-2021 02:00:00;0.24;9.08;-0.8;16.16;;Data er manuelt kontrolleret
02-01-2021 01:30:00;0.23;13.37;-0.34;32.05;;Data er manuelt kontrolleret
02-01-2021 01:00:00;0.23;7.4;-0.74;9.98;;Data er manuelt kontrolleret
02-01-2021 00:30:00;0.28;14.42;-0.51;25.78;;Data er manuelt kontrolleret
02-01-2021 00:00:00;0.31;21.23;-0.31;39.78;11.97;Data er manuelt kontrolleret
01-01-2021 23:30:00;0.26;15.57;-0.26;29.49;;Data er manuelt kontrolleret
01-01-2021 23:00:00;0.26;19.6;-0.37;39.86;;Data er manuelt kontrolleret
01-01-2021 22:30:00;0.26;21.04;-0.34;39.57;;Data er manuelt kontrolleret
01-01-2021 22:00:00;0.35;24.61;0.06;65.52;;Data er manuelt kontrolleret
01-01-2021 21:30:00;0.33;29.43;-0.46;69.16;;Data er manuelt kontrolleret
01-01-2021 21:00:00;0.29;21.63;-0.2;53.61;;Data er manuelt kontrolleret
01-01-2021 20:30:00;0.26;14.04;-0.11;28.3;;Data er manuelt kontrolleret
01-01-2021 20:00:00;0.29;14.82;-0.54;32.15;;Data er manuelt kontrolleret
01-01-2021 19:30:00;0.31;14.92;-0.74;35.11;;Data er manuelt kontrolleret
01-01-2021 19:00:00;0.31;23.43;-0.26;46.03;;Data er manuelt kontrolleret
01-01-2021 18:30:00;0.33;22.64;-0.43;48.46;;Data er manuelt kontrolleret
01-01-2021 18:00:00;0.48;0;0.11;98.82;;Data er manuelt kontrolleret
01-01-2021 17:30:00;0.42;31.61;0.23;78.51;;Data er manuelt kontrolleret
01-01-2021 17:00:00;0.42;31.59;0.14;79.71;;Data er manuelt kontrolleret
01-01-2021 16:30:00;0.52;33.66;0.17;89.54;;Data er manuelt kontrolleret
01-01-2021 16:00:00;0.43;30.66;-0.77;70.78;;Data er manuelt kontrolleret
01-01-2021 15:30:00;0.42;37.52;-0.91;84.78;;Data er manuelt kontrolleret
01-01-2021 15:00:00;0.47;36.41;0.86;88.63;;Data er manuelt kontrolleret
01-01-2021 14:30:00;0.45;46.49;0.71;123.82;;Data er manuelt kontrolleret
01-01-2021 14:00:00;0.4;29.18;0.51;80.99;;Data er manuelt kontrolleret
01-01-2021 13:30:00;0.38;30.35;0.63;75.62;;Data er manuelt kontrolleret
01-01-2021 13:00:00;0.35;33.22;0.74;91.88;;Data er manuelt kontrolleret
01-01-2021 12:30:00;0.38;36.61;0.8;105.74;;Data er manuelt kontrolleret
01-01-2021 12:00:00;0.38;24.46;0.71;69.27;;Data er manuelt kontrolleret
01-01-2021 11:30:00;0.29;23.54;-0.83;67.51;;Data er manuelt kontrolleret
01-01-2021 11:00:00;0.35;16.29;-0.8;54.49;;Data er manuelt kontrolleret
01-01-2021 10:30:00;0.26;12.87;0.2;28.27;;Data er manuelt kontrolleret
01-01-2021 10:00:00;0.24;16.26;0.11;39.02;;Data er manuelt kontrolleret
01-01-2021 09:30:00;0.24;14.82;0.17;36.95;;Data er manuelt kontrolleret
01-01-2021 09:00:00;0.23;15.74;1.05;32.07;;Data er manuelt kontrolleret
01-01-2021 08:30:00;0.23;17.54;0.06;32.63;;Data er manuelt kontrolleret
01-01-2021 08:00:00;0.23;12.3;-0.57;19.58;;Data er manuelt kontrolleret
01-01-2021 07:30:00;0.24;7.38;-0.77;21.75;;Data er manuelt kontrolleret
01-01-2021 07:00:00;0.23;10.37;-0.48;15.59;;Data er manuelt kontrolleret
01-01-2021 06:30:00;0.26;15.01;-0.71;28.73;;Data er manuelt kontrolleret
01-01-2021 06:00:00;0.27;8.91;-0.6;22.49;;Data er manuelt kontrolleret
01-01-2021 05:30:00;0.23;7.21;-0.09;16.14;;Data er manuelt kontrolleret
01-01-2021 04:30:00;0.27;7.96;-0.46;15.32;;Data er manuelt kontrolleret
01-01-2021 04:00:00;0.27;7;-0.09;13.04;;Data er manuelt kontrolleret
01-01-2021 03:30:00;0.28;14.86;0.06;34.81;;Data er manuelt kontrolleret
01-01-2021 03:00:00;0.28;10.77;0.14;20.69;;Data er manuelt kontrolleret
01-01-2021 02:30:00;0.33;11.28;0.2;22.53;;Data er manuelt kontrolleret
01-01-2021 02:00:00;0.3;15.99;0.34;41.56;;Data er manuelt kontrolleret
01-01-2021 01:30:00;0.31;16.89;0.88;59.04;;Data er manuelt kontrolleret
01-01-2021 01:00:00;0.3;19.07;1.14;43.83;;Data er manuelt kontrolleret
01-01-2021 00:30:00;0.33;18.8;3.62;51.92;;Data er manuelt kontrolleret
01-01-2021 00:00:00;0.44;31.19;7.21;147.34;39.47;Data er manuelt kontrolleret
31-12-2020 23:30:00;0.28;17.72;3.07;57.51;;Data er manuelt kontrolleret
31-12-2020 23:00:00;0.3;14.72;2.44;30.69;;Data er manuelt kontrolleret
31-12-2020 22:30:00;0.24;11.99;0.06;28.25;;Data er manuelt kontrolleret
31-12-2020 22:00:00;0.3;15.37;1.08;79.18;;Data er manuelt kontrolleret
31-12-2020 21:30:00;0.27;15.05;3.35;38.84;;Data er manuelt kontrolleret
31-12-2020 21:00:00;0.24;12.86;2.96;22.9;;Data er manuelt kontrolleret
31-12-2020 20:30:00;0.24;12.37;2.93;24.64;;Data er manuelt kontrolleret
31-12-2020 20:00:00;0.29;17.56;3.35;52.49;;Data er manuelt kontrolleret
31-12-2020 19:30:00;0.23;11.45;2.79;20.71;;Data er manuelt kontrolleret
31-12-2020 19:00:00;0.21;10.51;2.81;15.36;;Data er manuelt kontrolleret
31-12-2020 18:30:00;0.22;11.47;3.01;21.11;;Data er manuelt kontrolleret
31-12-2020 18:00:00;0.29;24.3;2.7;69.93;;Data er manuelt kontrolleret
31-12-2020 17:30:00;0.36;31.71;2.87;96.57;;Data er manuelt kontrolleret
31-12-2020 17:00:00;0.37;33.98;2.98;103.36;;Data er manuelt kontrolleret
