Recorded,NO2,NOx
03-03-2022 14:00:00,70.34,206.0
03-03-2022 13:30:00,43.7,97.96
03-03-2022 13:00:00,61.45,149.39
03-03-2022 12:30:00,71.64,170.63
03-03-2022 12:00:00,53.24,132.5
03-03-2022 11:30:00,49.36,131.77
03-03-2022 11:00:00,64.99,178.26
03-03-2022 10:30:00,72.52,214.85
03-03-2022 10:00:00,75.33,222.58
03-03-2022 09:30:00,90.33,273.24
03-03-2022 09:00:00,77.57,283.62
03-03-2022 08:30:00,93.04,355.0
03-03-2022 08:00:00,75.12,372.9
03-03-2022 07:30:00,70.59,295.56
03-03-2022 07:00:00,62.77,179.24
03-03-2022 06:30:00,46.8,148.14
03-03-2022 06:00:00,27.79,56.36
03-03-2022 05:30:00,15.45,25.02
03-03-2022 04:30:00,7.04,7.5
03-03-2022 04:00:00,9.93,9.94
03-03-2022 03:30:00,5.57,5.28
03-03-2022 03:00:00,10.37,10.75
03-03-2022 02:30:00,15.89,17.29
03-03-2022 02:00:00,4.8,4.46
03-03-2022 01:30:00,7.11,7.04
03-03-2022 01:00:00,10.71,15.38
03-03-2022 00:30:00,22.8,70.72
03-03-2022 00:00:00,10.86,15.13
02-03-2022 23:30:00,14.63,30.08
02-03-2022 23:00:00,21.31,48.65
02-03-2022 22:30:00,23.68,39.67
02-03-2022 22:00:00,12.55,16.47
02-03-2022 21:30:00,14.88,18.7
02-03-2022 21:00:00,13.12,18.02
02-03-2022 20:30:00,17.73,29.57
02-03-2022 20:00:00,17.71,29.34
02-03-2022 19:30:00,14.71,19.72
02-03-2022 19:00:00,27.44,41.86
02-03-2022 18:30:00,18.61,24.98
02-03-2022 18:00:00,29.82,46.93
02-03-2022 17:30:00,22.19,30.73
02-03-2022 17:00:00,18.26,25.65
02-03-2022 16:30:00,30.49,43.74
02-03-2022 16:00:00,17.81,27.37
02-03-2022 15:30:00,18.21,29.4
02-03-2022 15:00:00,18.51,29.55
02-03-2022 14:30:00,22.49,38.44
02-03-2022 14:00:00,15.64,39.7
02-03-2022 13:30:00,8.99,14.21
02-03-2022 13:00:00,14.63,25.51
02-03-2022 12:30:00,13.98,23.29
02-03-2022 12:00:00,17.19,30.47
02-03-2022 11:30:00,19.41,32.46
02-03-2022 11:00:00,20.67,34.08
02-03-2022 10:30:00,21.69,36.82
02-03-2022 10:00:00,26.41,47.3
02-03-2022 09:30:00,21.02,34.6
02-03-2022 09:00:00,20.39,36.28
02-03-2022 08:30:00,28.3,46.44
02-03-2022 08:00:00,39.67,74.3
02-03-2022 07:30:00,31.69,53.88
02-03-2022 07:00:00,26.56,44.37
02-03-2022 06:30:00,28.36,49.67
02-03-2022 06:00:00,20.33,37.66
02-03-2022 05:30:00,14.84,22.89
02-03-2022 05:00:00,17.46,22.85
02-03-2022 04:30:00,13.54,18.97
02-03-2022 03:30:00,16.96,20.87
02-03-2022 03:00:00,28.53,36.76
02-03-2022 02:30:00,17.0,21.34
02-03-2022 02:00:00,10.69,11.0
02-03-2022 01:30:00,5.09,5.57
02-03-2022 01:00:00,7.86,11.32
02-03-2022 00:30:00,11.84,25.49
02-03-2022 00:00:00,20.67,24.15
01-03-2022 23:30:00,10.82,12.79
01-03-2022 23:00:00,19.85,24.42
01-03-2022 22:30:00,33.11,51.77
01-03-2022 22:00:00,26.16,43.66
01-03-2022 21:30:00,14.29,17.84
01-03-2022 21:00:00,15.03,19.09
01-03-2022 20:30:00,15.15,19.03
01-03-2022 20:00:00,23.49,27.12
01-03-2022 19:30:00,27.75,32.68
01-03-2022 19:00:00,28.09,36.03
01-03-2022 18:30:00,24.84,33.53
01-03-2022 18:00:00,25.99,32.38
01-03-2022 17:30:00,25.51,36.72
01-03-2022 17:00:00,26.07,37.41
01-03-2022 16:30:00,24.4,35.04
01-03-2022 16:00:00,19.35,28.67
01-03-2022 15:30:00,15.85,25.19
01-03-2022 15:00:00,16.89,28.4
01-03-2022 14:30:00,16.14,28.44
01-03-2022 14:00:00,19.91,35.95
01-03-2022 13:30:00,18.93,33.93
01-03-2022 13:00:00,19.39,32.95
01-03-2022 12:30:00,18.99,34.35
01-03-2022 12:00:00,21.44,40.18
01-03-2022 11:30:00,24.27,41.52
01-03-2022 11:00:00,32.24,61.41
01-03-2022 10:30:00,37.08,76.65
01-03-2022 10:00:00,37.06,76.17
01-03-2022 09:30:00,36.3,65.45
01-03-2022 09:00:00,46.86,100.83
01-03-2022 08:30:00,59.31,120.68
01-03-2022 08:00:00,46.03,105.72
01-03-2022 07:30:00,48.0,107.04
01-03-2022 07:00:00,39.07,80.63
01-03-2022 06:30:00,45.84,123.32
01-03-2022 05:30:00,22.53,36.72
01-03-2022 05:00:00,35.48,57.89
01-03-2022 04:30:00,22.66,46.55
01-03-2022 04:00:00,14.06,18.42
01-03-2022 03:30:00,9.51,12.34
01-03-2022 03:00:00,8.22,9.52
01-03-2022 02:30:00,7.08,8.3
01-03-2022 02:00:00,6.64,7.1
01-03-2022 01:30:00,7.46,8.32
01-03-2022 01:00:00,6.58,10.17
01-03-2022 00:30:00,12.24,17.21
01-03-2022 00:00:00,9.77,15.41
28-02-2022 23:30:00,14.27,30.85
28-02-2022 23:00:00,17.94,83.48
28-02-2022 22:30:00,20.67,35.86
28-02-2022 22:00:00,22.99,37.31
28-02-2022 21:30:00,35.53,89.14
28-02-2022 21:00:00,23.62,48.39
28-02-2022 20:30:00,24.35,52.65
28-02-2022 20:00:00,32.61,66.31
28-02-2022 19:30:00,20.37,40.95
28-02-2022 19:00:00,33.6,69.39
28-02-2022 18:30:00,37.79,64.16
28-02-2022 18:00:00,36.18,79.79
28-02-2022 17:30:00,47.79,84.8
28-02-2022 17:00:00,43.09,77.3
28-02-2022 16:30:00,48.18,100.25
28-02-2022 16:00:00,40.07,71.62
28-02-2022 15:30:00,39.28,78.62
28-02-2022 15:00:00,37.77,95.26
28-02-2022 14:30:00,27.88,56.06
28-02-2022 14:00:00,17.35,71.26
28-02-2022 13:30:00,29.43,60.15
28-02-2022 13:00:00,29.07,60.7
28-02-2022 12:30:00,27.96,63.4
28-02-2022 12:00:00,30.18,63.11
28-02-2022 11:30:00,35.21,93.39
28-02-2022 11:00:00,33.79,68.72
28-02-2022 10:30:00,38.86,84.49
28-02-2022 10:00:00,39.24,90.16
28-02-2022 09:30:00,32.0,71.47
28-02-2022 09:00:00,42.27,88.19
28-02-2022 08:30:00,42.09,102.61
28-02-2022 08:00:00,53.28,131.12
28-02-2022 07:30:00,52.56,123.53
28-02-2022 07:00:00,39.32,95.28
28-02-2022 06:30:00,28.73,71.78
28-02-2022 06:00:00,23.05,56.27
28-02-2022 05:30:00,17.33,27.85
28-02-2022 04:30:00,5.83,9.28
28-02-2022 04:00:00,6.67,9.01
28-02-2022 03:30:00,5.13,6.23
28-02-2022 02:30:00,5.79,5.89
28-02-2022 02:00:00,9.16,10.61
28-02-2022 01:30:00,9.18,10.92
28-02-2022 01:00:00,10.16,14.08
28-02-2022 00:30:00,9.18,11.28
28-02-2022 00:00:00,8.11,10.54
27-02-2022 23:30:00,10.52,17.58
27-02-2022 23:00:00,12.32,20.06
27-02-2022 22:30:00,14.11,21.36
27-02-2022 22:00:00,18.69,27.54
27-02-2022 21:30:00,19.85,35.94
27-02-2022 21:00:00,31.35,58.14
27-02-2022 20:30:00,26.43,44.92
27-02-2022 20:00:00,18.19,33.79
27-02-2022 19:30:00,21.8,39.28
27-02-2022 19:00:00,27.16,56.42
27-02-2022 18:30:00,24.44,51.24
27-02-2022 18:00:00,20.44,47.97
27-02-2022 17:30:00,22.01,54.3
27-02-2022 17:00:00,20.27,47.95
27-02-2022 16:30:00,18.51,46.09
27-02-2022 16:00:00,18.65,40.51
27-02-2022 15:30:00,24.27,48.85
27-02-2022 15:00:00,20.75,34.81
27-02-2022 14:30:00,25.28,47.47
27-02-2022 14:00:00,21.69,38.96
27-02-2022 13:30:00,25.24,47.93
27-02-2022 13:00:00,22.22,51.96
27-02-2022 12:30:00,26.85,54.75
27-02-2022 12:00:00,22.97,53.51
27-02-2022 11:30:00,22.8,50.43
27-02-2022 11:00:00,23.18,44.73
27-02-2022 10:30:00,17.42,35.15
27-02-2022 10:00:00,21.55,51.06
27-02-2022 09:30:00,23.96,41.37
27-02-2022 09:00:00,25.28,42.34
27-02-2022 08:30:00,25.82,45.0
27-02-2022 08:00:00,26.39,36.15
27-02-2022 07:30:00,25.03,35.17
27-02-2022 07:00:00,43.64,52.61
27-02-2022 06:30:00,32.42,43.87
27-02-2022 06:00:00,29.38,41.29
27-02-2022 05:30:00,13.58,18.8
27-02-2022 05:00:00,16.77,23.64
27-02-2022 04:30:00,19.3,28.76
27-02-2022 03:30:00,16.62,21.82
27-02-2022 03:00:00,20.79,29.99
27-02-2022 02:30:00,25.0,56.57
27-02-2022 02:00:00,22.89,30.41
27-02-2022 01:30:00,17.86,34.27
27-02-2022 01:00:00,28.0,35.73
27-02-2022 00:30:00,32.32,70.4
27-02-2022 00:00:00,27.79,50.2
26-02-2022 23:30:00,26.26,36.3
26-02-2022 23:00:00,34.56,71.28
26-02-2022 22:30:00,22.59,40.72
26-02-2022 22:00:00,39.68,71.95
26-02-2022 21:30:00,36.61,87.4
26-02-2022 21:00:00,63.28,121.37
26-02-2022 20:30:00,46.19,130.36
26-02-2022 20:00:00,66.08,111.79
26-02-2022 19:30:00,73.34,143.99
26-02-2022 19:00:00,88.19,220.49
26-02-2022 18:30:00,78.22,186.35
26-02-2022 18:00:00,82.52,167.02
26-02-2022 17:30:00,49.0,84.8
26-02-2022 17:00:00,25.67,39.67
26-02-2022 16:30:00,22.64,34.46
26-02-2022 16:00:00,18.36,27.1
26-02-2022 15:30:00,22.84,34.98
26-02-2022 15:00:00,21.53,33.3
26-02-2022 14:30:00,13.69,20.96
26-02-2022 14:00:00,11.53,20.33
26-02-2022 13:30:00,14.76,22.99
26-02-2022 13:00:00,16.91,31.0
26-02-2022 12:30:00,15.28,22.62
26-02-2022 12:00:00,14.52,21.48
26-02-2022 11:30:00,16.33,25.42
26-02-2022 11:00:00,19.51,32.19
26-02-2022 10:30:00,23.08,39.59
26-02-2022 10:00:00,23.87,46.65
26-02-2022 09:30:00,49.0,110.27
26-02-2022 09:00:00,50.76,137.11
26-02-2022 08:30:00,42.61,89.41
26-02-2022 08:00:00,48.81,110.22
26-02-2022 07:30:00,49.19,108.53
26-02-2022 07:00:00,43.51,77.63
26-02-2022 06:30:00,49.61,96.79
26-02-2022 05:30:00,35.0,49.9
26-02-2022 05:00:00,39.49,74.2
26-02-2022 04:30:00,50.28,88.07
26-02-2022 04:00:00,49.57,106.43
26-02-2022 03:30:00,34.77,133.8
26-02-2022 03:00:00,36.36,73.63
26-02-2022 02:30:00,39.09,66.06
26-02-2022 02:00:00,16.1,19.89
26-02-2022 01:30:00,9.47,11.93
26-02-2022 01:00:00,13.29,16.01
26-02-2022 00:30:00,16.83,23.18
26-02-2022 00:00:00,25.24,55.31
25-02-2022 23:30:00,38.27,72.68
25-02-2022 23:00:00,33.26,55.42
25-02-2022 22:30:00,25.74,35.55
25-02-2022 22:00:00,29.72,42.73
25-02-2022 21:30:00,18.91,26.51
25-02-2022 21:00:00,19.76,26.83
25-02-2022 20:30:00,13.29,17.52
25-02-2022 20:00:00,17.84,23.05
25-02-2022 19:30:00,14.86,20.73
25-02-2022 19:00:00,12.89,17.35
25-02-2022 18:30:00,15.78,20.43
25-02-2022 18:00:00,26.93,42.29
25-02-2022 17:30:00,15.8,22.87
25-02-2022 17:00:00,10.35,15.15
25-02-2022 16:30:00,12.43,21.86
25-02-2022 16:00:00,11.42,19.39
25-02-2022 15:30:00,12.24,19.74
25-02-2022 15:00:00,14.1,25.84
25-02-2022 14:30:00,11.59,19.68
25-02-2022 14:00:00,10.06,16.93
25-02-2022 13:30:00,9.18,14.65
25-02-2022 13:00:00,6.54,11.19
25-02-2022 12:30:00,7.98,12.79
25-02-2022 12:00:00,8.63,13.54
25-02-2022 11:30:00,6.98,10.92
25-02-2022 11:00:00,8.55,14.44
25-02-2022 10:30:00,8.19,12.76
25-02-2022 10:00:00,10.27,15.26
25-02-2022 09:30:00,9.12,14.06
25-02-2022 09:00:00,16.14,35.34
25-02-2022 08:30:00,14.76,26.28
25-02-2022 08:00:00,16.81,54.47
25-02-2022 07:30:00,25.7,44.98
25-02-2022 07:00:00,18.93,30.45
25-02-2022 06:30:00,18.82,27.12
25-02-2022 06:00:00,15.55,26.83
25-02-2022 05:30:00,9.47,14.19
25-02-2022 04:30:00,4.53,5.51
25-02-2022 04:00:00,3.6,4.86
25-02-2022 03:30:00,1.51,2.47
25-02-2022 03:00:00,1.74,3.06
25-02-2022 02:30:00,2.05,3.69
25-02-2022 02:00:00,2.1,2.79
25-02-2022 01:30:00,2.96,4.32
25-02-2022 01:00:00,1.2,1.72
25-02-2022 00:30:00,2.93,6.08
25-02-2022 00:00:00,2.43,3.96
24-02-2022 23:30:00,3.54,6.31
24-02-2022 23:00:00,4.76,7.98
24-02-2022 22:30:00,7.04,10.38
24-02-2022 22:00:00,7.8,12.01
24-02-2022 21:30:00,11.11,15.51
24-02-2022 21:00:00,8.66,13.58
24-02-2022 20:30:00,7.96,11.72
24-02-2022 20:00:00,11.32,15.72
24-02-2022 19:30:00,9.45,14.82
24-02-2022 19:00:00,11.21,15.91
24-02-2022 18:30:00,8.74,12.34
24-02-2022 18:00:00,11.15,15.8
24-02-2022 17:30:00,11.69,17.35
24-02-2022 17:00:00,17.14,24.5
24-02-2022 16:30:00,23.62,38.75
24-02-2022 16:00:00,23.12,36.41
24-02-2022 15:30:00,45.02,68.41
24-02-2022 15:00:00,63.97,97.79
24-02-2022 14:30:00,34.62,58.98
24-02-2022 14:00:00,14.96,23.98
24-02-2022 13:30:00,6.87,11.19
24-02-2022 13:00:00,10.56,16.47
24-02-2022 12:30:00,11.86,18.55
24-02-2022 12:00:00,8.17,13.44
24-02-2022 11:30:00,7.06,11.46
24-02-2022 11:00:00,8.26,13.98
24-02-2022 10:30:00,10.12,18.78
24-02-2022 10:00:00,12.87,23.29
24-02-2022 09:30:00,20.96,41.81
24-02-2022 09:00:00,24.81,39.47
24-02-2022 08:30:00,34.67,50.97
24-02-2022 08:00:00,38.5,63.17
24-02-2022 07:30:00,42.48,67.76
24-02-2022 07:00:00,41.88,68.93
24-02-2022 06:30:00,48.35,78.13
24-02-2022 06:00:00,13.83,18.51
24-02-2022 05:30:00,11.38,14.99
24-02-2022 05:00:00,4.86,6.22
24-02-2022 04:30:00,4.76,4.95
24-02-2022 03:30:00,3.4,3.63
24-02-2022 03:00:00,3.65,3.39
24-02-2022 02:30:00,3.65,3.48
24-02-2022 02:00:00,3.84,3.9
24-02-2022 01:30:00,3.21,3.37
24-02-2022 01:00:00,4.3,4.15
24-02-2022 00:30:00,6.22,6.98
24-02-2022 00:00:00,5.3,6.35
23-02-2022 23:30:00,5.41,6.29
23-02-2022 23:00:00,7.19,8.41
23-02-2022 22:30:00,6.06,7.88
23-02-2022 22:00:00,6.73,8.78
23-02-2022 21:30:00,6.46,9.87
23-02-2022 21:00:00,6.98,9.47
23-02-2022 20:30:00,6.58,10.73
23-02-2022 20:00:00,7.4,10.42
23-02-2022 19:30:00,8.7,14.06
23-02-2022 19:00:00,8.66,13.6
23-02-2022 18:30:00,11.21,16.56
23-02-2022 18:00:00,11.17,17.82
23-02-2022 17:30:00,11.57,20.73
23-02-2022 17:00:00,13.25,20.54
23-02-2022 16:30:00,13.08,23.83
23-02-2022 16:00:00,12.72,20.02
23-02-2022 15:30:00,8.84,14.13
23-02-2022 15:00:00,10.88,18.51
23-02-2022 14:30:00,13.79,24.96
23-02-2022 14:00:00,8.72,15.43
23-02-2022 13:30:00,8.26,14.23
23-02-2022 13:00:00,6.08,10.98
23-02-2022 12:30:00,7.92,13.52
23-02-2022 12:00:00,5.37,10.48
23-02-2022 11:30:00,5.6,10.71
23-02-2022 11:00:00,6.1,9.89
23-02-2022 10:30:00,7.63,13.67
23-02-2022 10:00:00,6.71,11.4
23-02-2022 09:30:00,7.34,11.67
23-02-2022 09:00:00,10.19,16.79
23-02-2022 08:30:00,6.81,10.77
23-02-2022 08:00:00,8.82,13.64
23-02-2022 07:30:00,7.8,12.22
23-02-2022 07:00:00,6.85,11.84
23-02-2022 06:30:00,7.0,10.25
23-02-2022 05:30:00,3.81,6.87
23-02-2022 05:00:00,2.93,4.26
23-02-2022 04:30:00,1.38,2.35
23-02-2022 04:00:00,1.2,1.82
23-02-2022 03:30:00,0.65,1.38
23-02-2022 03:00:00,0.94,1.11
23-02-2022 02:30:00,0.54,1.63
23-02-2022 02:00:00,0.94,1.7
23-02-2022 01:30:00,0.71,1.64
23-02-2022 01:00:00,1.07,1.24
23-02-2022 00:30:00,2.03,3.79
23-02-2022 00:00:00,2.89,3.6
22-02-2022 23:30:00,2.12,3.35
22-02-2022 23:00:00,4.07,8.03
22-02-2022 22:30:00,2.51,4.32
22-02-2022 22:00:00,4.07,6.56
22-02-2022 21:30:00,4.26,7.48
22-02-2022 21:00:00,3.42,6.52
22-02-2022 20:30:00,6.04,9.39
22-02-2022 20:00:00,28.08,44.43
22-02-2022 19:30:00,36.74,64.99
22-02-2022 19:00:00,19.81,46.3
22-02-2022 18:30:00,30.64,70.0
22-02-2022 18:00:00,29.07,72.18
22-02-2022 17:30:00,27.87,63.07
22-02-2022 17:00:00,33.33,63.07
22-02-2022 16:30:00,43.91,105.09
22-02-2022 16:00:00,30.75,55.63
22-02-2022 15:30:00,22.8,43.99
22-02-2022 15:00:00,20.64,34.5
22-02-2022 14:30:00,30.47,55.77
22-02-2022 14:00:00,31.61,62.73
22-02-2022 13:30:00,45.54,86.23
22-02-2022 13:00:00,41.37,89.56
22-02-2022 12:30:00,48.58,109.61
22-02-2022 12:00:00,37.06,79.66
22-02-2022 11:30:00,32.34,73.0
22-02-2022 11:00:00,32.21,76.33
22-02-2022 10:30:00,32.28,86.02
22-02-2022 10:00:00,57.32,116.99
22-02-2022 09:30:00,73.33,170.06
22-02-2022 09:00:00,71.8,176.37
22-02-2022 08:30:00,78.58,179.83
22-02-2022 08:00:00,77.36,159.35
22-02-2022 07:30:00,68.64,168.26
22-02-2022 07:00:00,65.9,175.59
22-02-2022 06:30:00,33.3,59.65
22-02-2022 06:00:00,19.87,32.57
22-02-2022 05:30:00,12.07,14.96
22-02-2022 04:30:00,5.68,8.38
22-02-2022 04:00:00,3.77,5.22
22-02-2022 03:30:00,3.37,4.55
22-02-2022 03:00:00,3.35,4.4
22-02-2022 02:30:00,3.06,4.19
22-02-2022 02:00:00,3.39,4.42
22-02-2022 01:30:00,3.17,3.46
22-02-2022 01:00:00,3.71,4.36
22-02-2022 00:30:00,4.97,6.12
22-02-2022 00:00:00,5.11,6.66
21-02-2022 23:30:00,6.62,8.63
21-02-2022 23:00:00,23.83,28.23
21-02-2022 22:30:00,16.28,22.68
21-02-2022 22:00:00,23.87,33.76
21-02-2022 21:30:00,17.23,23.43
21-02-2022 21:00:00,17.75,24.04
21-02-2022 20:30:00,15.17,21.31
21-02-2022 20:00:00,35.97,63.28
21-02-2022 19:30:00,20.64,31.94
21-02-2022 19:00:00,24.15,69.98
21-02-2022 18:30:00,23.66,38.17
21-02-2022 18:00:00,22.59,48.48
21-02-2022 17:30:00,17.14,30.7
21-02-2022 17:00:00,14.21,21.55
21-02-2022 16:30:00,11.74,18.63
21-02-2022 16:00:00,8.91,14.78
21-02-2022 15:30:00,7.9,13.64
21-02-2022 15:00:00,8.89,15.38
21-02-2022 14:30:00,8.57,14.48
21-02-2022 14:00:00,8.63,18.61
21-02-2022 13:30:00,7.5,13.5
21-02-2022 13:00:00,8.49,17.96
21-02-2022 12:30:00,11.0,20.58
21-02-2022 12:00:00,11.38,22.28
21-02-2022 11:30:00,6.9,13.46
21-02-2022 11:00:00,8.41,16.64
21-02-2022 10:30:00,10.33,18.21
21-02-2022 10:00:00,11.23,17.31
21-02-2022 09:30:00,8.3,12.05
21-02-2022 09:00:00,9.91,15.8
21-02-2022 08:30:00,13.69,22.87
21-02-2022 08:00:00,16.5,29.01
21-02-2022 07:30:00,17.86,32.11
21-02-2022 07:00:00,17.25,30.91
21-02-2022 06:30:00,15.22,25.59
21-02-2022 06:00:00,12.57,22.26
21-02-2022 05:30:00,6.83,12.41
21-02-2022 05:00:00,3.52,4.69
21-02-2022 04:30:00,2.54,2.95
21-02-2022 03:30:00,1.51,1.13
21-02-2022 03:00:00,1.89,2.31
21-02-2022 02:30:00,1.13,1.24
21-02-2022 01:30:00,3.14,3.6
21-02-2022 01:00:00,4.9,5.55
21-02-2022 00:30:00,4.02,4.99
21-02-2022 00:00:00,2.28,3.23
20-02-2022 23:30:00,8.51,12.13
20-02-2022 23:00:00,17.38,27.16
20-02-2022 22:30:00,23.18,49.61
20-02-2022 22:00:00,29.89,44.75
20-02-2022 21:30:00,18.4,24.69
20-02-2022 21:00:00,13.23,17.67
20-02-2022 20:30:00,8.74,13.0
20-02-2022 20:00:00,10.61,16.56
20-02-2022 19:30:00,5.78,10.08
20-02-2022 19:00:00,8.47,13.73
20-02-2022 18:30:00,11.46,16.7
20-02-2022 18:00:00,30.24,48.96
20-02-2022 17:30:00,30.49,53.55
20-02-2022 17:00:00,41.14,75.16
20-02-2022 16:30:00,22.3,41.92
20-02-2022 16:00:00,19.3,39.15
20-02-2022 15:30:00,17.31,31.86
20-02-2022 15:00:00,13.06,33.11
20-02-2022 14:30:00,12.55,28.15
20-02-2022 14:00:00,11.19,26.68
20-02-2022 13:30:00,9.64,21.86
20-02-2022 13:00:00,22.68,49.86
20-02-2022 12:30:00,22.45,42.38
20-02-2022 12:00:00,22.84,44.83
20-02-2022 11:30:00,19.16,42.4
20-02-2022 11:00:00,22.68,45.29
20-02-2022 10:30:00,23.49,42.74
20-02-2022 10:00:00,30.52,56.07
20-02-2022 09:30:00,26.11,45.82
20-02-2022 09:00:00,29.26,47.09
20-02-2022 08:30:00,20.35,31.23
20-02-2022 08:00:00,19.32,25.84
20-02-2022 07:30:00,12.55,17.48
20-02-2022 07:00:00,10.75,18.53
20-02-2022 06:30:00,4.88,6.87
20-02-2022 05:30:00,4.69,5.7
20-02-2022 05:00:00,4.15,5.39
20-02-2022 04:30:00,4.9,6.1
20-02-2022 04:00:00,4.53,5.24
20-02-2022 03:30:00,4.67,6.67
20-02-2022 03:00:00,4.93,6.37
20-02-2022 02:30:00,10.02,12.93
20-02-2022 02:00:00,14.29,23.18
20-02-2022 01:30:00,6.39,7.9
20-02-2022 01:00:00,7.13,9.94
20-02-2022 00:30:00,4.44,6.85
20-02-2022 00:00:00,4.78,5.83
19-02-2022 23:30:00,6.18,8.78
19-02-2022 23:00:00,5.34,7.63
19-02-2022 22:30:00,6.04,9.1
19-02-2022 22:00:00,5.03,7.5
19-02-2022 21:30:00,5.3,8.22
19-02-2022 21:00:00,7.67,12.07
19-02-2022 20:30:00,7.84,10.42
19-02-2022 20:00:00,6.23,8.68
19-02-2022 19:30:00,7.34,10.63
19-02-2022 19:00:00,12.01,17.38
19-02-2022 18:30:00,12.34,17.84
19-02-2022 18:00:00,14.21,19.28
19-02-2022 17:30:00,10.23,14.67
19-02-2022 17:00:00,16.68,24.27
19-02-2022 16:30:00,11.0,16.05
19-02-2022 16:00:00,10.65,14.73
19-02-2022 15:30:00,9.18,13.71
19-02-2022 15:00:00,8.55,13.08
19-02-2022 14:30:00,9.72,13.18
19-02-2022 14:00:00,10.79,16.37
19-02-2022 13:30:00,7.08,11.93
19-02-2022 13:00:00,6.25,10.25
19-02-2022 12:30:00,6.88,10.82
19-02-2022 12:00:00,7.15,12.6
19-02-2022 11:30:00,6.46,10.96
19-02-2022 11:00:00,5.6,10.02
19-02-2022 10:30:00,8.03,13.04
19-02-2022 10:00:00,6.94,9.41
19-02-2022 09:30:00,6.31,8.41
19-02-2022 09:00:00,6.69,9.33
19-02-2022 08:30:00,7.84,11.21
19-02-2022 08:00:00,6.1,8.36
19-02-2022 07:30:00,9.31,13.1
19-02-2022 07:00:00,7.02,13.73
19-02-2022 06:30:00,5.76,7.32
19-02-2022 06:00:00,4.42,8.8
19-02-2022 05:30:00,4.04,4.82
19-02-2022 04:30:00,2.12,2.22
19-02-2022 04:00:00,2.2,4.34
19-02-2022 03:30:00,2.77,4.34
19-02-2022 03:00:00,4.3,6.37
19-02-2022 02:30:00,3.75,5.57
19-02-2022 02:00:00,15.66,32.47
19-02-2022 01:30:00,13.81,24.08
19-02-2022 01:00:00,17.44,26.34
19-02-2022 00:30:00,14.8,23.68
19-02-2022 00:00:00,17.0,27.04
18-02-2022 23:30:00,29.72,40.35
18-02-2022 23:00:00,9.52,16.29
18-02-2022 22:30:00,16.01,27.04
18-02-2022 22:00:00,26.41,47.22
18-02-2022 21:30:00,14.38,24.27
18-02-2022 21:00:00,36.45,67.63
18-02-2022 20:30:00,46.65,84.04
18-02-2022 20:00:00,49.74,77.46
18-02-2022 19:30:00,18.9,38.69
18-02-2022 19:00:00,27.87,55.77
18-02-2022 18:30:00,17.35,47.24
18-02-2022 18:00:00,16.79,37.85
18-02-2022 17:30:00,14.42,34.71
18-02-2022 17:00:00,14.08,34.06
18-02-2022 16:30:00,24.08,60.86
18-02-2022 16:00:00,15.74,55.02
18-02-2022 15:30:00,20.31,55.88
18-02-2022 15:00:00,27.08,57.64
18-02-2022 14:30:00,30.26,68.47
18-02-2022 14:00:00,30.75,74.63
18-02-2022 13:30:00,39.09,86.81
18-02-2022 13:00:00,53.34,114.02
18-02-2022 12:30:00,50.72,107.92
18-02-2022 12:00:00,34.14,60.34
18-02-2022 11:30:00,26.41,45.56
18-02-2022 11:00:00,17.54,29.66
18-02-2022 10:30:00,15.22,25.68
18-02-2022 10:00:00,8.85,14.04
18-02-2022 09:30:00,8.11,13.69
18-02-2022 09:00:00,8.13,13.66
18-02-2022 08:30:00,7.67,13.04
18-02-2022 08:00:00,9.29,15.55
18-02-2022 07:30:00,14.99,24.73
18-02-2022 07:00:00,9.47,15.4
18-02-2022 06:30:00,6.64,11.4
18-02-2022 06:00:00,4.13,9.16
18-02-2022 05:30:00,1.55,3.58
18-02-2022 05:00:00,1.95,3.25
18-02-2022 04:30:00,1.38,2.6
18-02-2022 03:30:00,1.51,1.97
18-02-2022 03:00:00,1.09,1.38
18-02-2022 02:30:00,1.78,2.85
18-02-2022 02:00:00,1.03,2.45
18-02-2022 01:30:00,0.71,1.26
18-02-2022 01:00:00,2.2,3.65
18-02-2022 00:30:00,1.4,2.64
18-02-2022 00:00:00,1.42,3.0
17-02-2022 23:30:00,1.51,3.0
17-02-2022 23:00:00,2.95,4.25
17-02-2022 22:30:00,5.16,7.31
17-02-2022 22:00:00,3.35,5.51
17-02-2022 21:30:00,4.55,6.73
17-02-2022 21:00:00,5.32,7.86
17-02-2022 20:30:00,6.77,9.14
17-02-2022 20:00:00,6.67,9.52
17-02-2022 19:30:00,6.85,9.49
17-02-2022 19:00:00,8.41,12.28
17-02-2022 18:30:00,9.91,14.42
17-02-2022 18:00:00,9.64,14.4
17-02-2022 17:30:00,10.75,16.91
17-02-2022 17:00:00,9.51,14.52
17-02-2022 16:30:00,7.42,12.18
17-02-2022 16:00:00,11.15,18.15
17-02-2022 15:30:00,10.31,18.15
17-02-2022 15:00:00,11.63,21.27
17-02-2022 14:30:00,12.18,22.66
17-02-2022 14:00:00,9.31,17.81
17-02-2022 13:30:00,11.46,21.96
17-02-2022 13:00:00,9.08,18.53
17-02-2022 12:30:00,7.94,14.29
17-02-2022 12:00:00,9.29,15.93
17-02-2022 11:30:00,8.66,16.01
17-02-2022 11:00:00,8.8,16.29
17-02-2022 10:30:00,10.61,18.55
17-02-2022 10:00:00,13.06,23.58
17-02-2022 09:30:00,17.38,29.24
