Recorded,NO2,NOx
17-02-2022 09:00:00,17.54,39.17
17-02-2022 08:30:00,17.08,25.07
17-02-2022 08:00:00,21.5,32.09
17-02-2022 07:30:00,20.73,34.2
17-02-2022 07:00:00,19.85,34.04
17-02-2022 06:30:00,16.1,31.19
17-02-2022 05:30:00,9.1,13.5
17-02-2022 05:00:00,3.92,4.78
17-02-2022 04:30:00,4.11,5.03
17-02-2022 04:00:00,2.81,3.04
17-02-2022 03:30:00,5.34,6.92
17-02-2022 03:00:00,3.58,4.07
17-02-2022 02:30:00,5.11,6.2
17-02-2022 02:00:00,5.62,6.35
17-02-2022 01:30:00,4.57,4.93
17-02-2022 01:00:00,2.47,3.14
17-02-2022 00:30:00,2.33,2.96
17-02-2022 00:00:00,4.78,4.72
16-02-2022 23:30:00,11.38,13.54
16-02-2022 23:00:00,12.28,16.35
16-02-2022 22:30:00,9.03,12.74
16-02-2022 22:00:00,18.76,27.43
16-02-2022 21:30:00,14.9,20.52
16-02-2022 21:00:00,11.04,17.56
16-02-2022 20:30:00,13.27,18.55
16-02-2022 20:00:00,22.17,33.11
16-02-2022 19:30:00,36.18,55.81
16-02-2022 19:00:00,22.93,47.26
16-02-2022 18:30:00,36.74,75.91
16-02-2022 18:00:00,39.17,72.77
16-02-2022 17:30:00,39.02,84.19
16-02-2022 17:00:00,30.85,76.04
16-02-2022 16:30:00,47.39,123.36
16-02-2022 16:00:00,54.14,108.65
16-02-2022 15:30:00,42.13,94.61
16-02-2022 15:00:00,40.47,95.57
16-02-2022 14:30:00,20.02,54.98
16-02-2022 14:00:00,23.62,47.85
16-02-2022 13:30:00,20.06,45.5
16-02-2022 13:00:00,20.56,56.42
16-02-2022 12:30:00,28.17,69.63
16-02-2022 12:00:00,20.22,54.6
16-02-2022 11:30:00,35.95,74.61
16-02-2022 11:00:00,33.68,72.89
16-02-2022 10:30:00,32.49,74.13
16-02-2022 10:00:00,41.37,83.48
16-02-2022 09:30:00,42.76,78.53
16-02-2022 09:00:00,53.97,113.53
16-02-2022 08:30:00,52.04,110.6
16-02-2022 08:00:00,55.18,112.4
16-02-2022 07:30:00,41.04,70.13
16-02-2022 07:00:00,45.44,82.85
16-02-2022 06:30:00,34.02,68.49
16-02-2022 06:00:00,35.21,65.87
16-02-2022 05:30:00,14.08,20.41
16-02-2022 04:30:00,8.15,9.56
16-02-2022 04:00:00,2.58,2.52
16-02-2022 03:30:00,3.02,4.05
16-02-2022 03:00:00,2.89,2.64
16-02-2022 02:30:00,1.84,2.72
16-02-2022 02:00:00,1.57,0.46
16-02-2022 01:30:00,1.45,1.32
16-02-2022 01:00:00,1.38,0.86
16-02-2022 00:30:00,3.71,4.19
16-02-2022 00:00:00,3.58,3.92
15-02-2022 23:30:00,4.84,5.36
15-02-2022 23:00:00,8.09,11.36
15-02-2022 22:30:00,9.37,11.78
15-02-2022 22:00:00,11.4,17.21
15-02-2022 21:30:00,12.13,16.49
15-02-2022 21:00:00,14.42,23.98
15-02-2022 20:30:00,19.22,34.71
15-02-2022 20:00:00,20.25,36.57
15-02-2022 19:30:00,21.46,36.24
15-02-2022 19:00:00,22.89,40.56
15-02-2022 18:30:00,27.5,52.25
15-02-2022 18:00:00,28.48,57.89
15-02-2022 17:30:00,32.57,62.04
15-02-2022 17:00:00,40.56,76.0
15-02-2022 16:30:00,26.22,38.88
15-02-2022 16:00:00,29.89,52.48
15-02-2022 15:30:00,19.11,33.72
15-02-2022 15:00:00,12.74,22.36
15-02-2022 14:30:00,13.62,20.71
15-02-2022 14:00:00,9.01,15.09
15-02-2022 13:30:00,5.93,10.0
15-02-2022 13:00:00,6.54,11.7
15-02-2022 12:30:00,7.75,12.66
15-02-2022 12:00:00,6.96,13.2
15-02-2022 11:30:00,9.52,14.65
15-02-2022 11:00:00,7.02,10.6
15-02-2022 10:30:00,8.63,13.9
15-02-2022 10:00:00,8.2,13.54
15-02-2022 09:30:00,9.91,14.57
15-02-2022 09:00:00,5.97,9.35
15-02-2022 08:30:00,7.02,10.67
15-02-2022 08:00:00,8.05,13.83
15-02-2022 07:30:00,9.85,14.97
15-02-2022 07:00:00,10.08,15.34
15-02-2022 06:30:00,8.09,13.0
15-02-2022 06:00:00,5.64,7.99
15-02-2022 05:30:00,4.0,5.14
15-02-2022 05:00:00,2.98,3.42
15-02-2022 04:30:00,5.79,6.37
15-02-2022 03:30:00,3.69,3.54
15-02-2022 03:00:00,4.88,5.07
15-02-2022 02:30:00,4.55,4.53
15-02-2022 02:00:00,3.35,3.75
15-02-2022 01:30:00,3.82,4.15
15-02-2022 01:00:00,4.02,4.09
15-02-2022 00:30:00,6.58,8.89
15-02-2022 00:00:00,6.54,7.42
14-02-2022 23:30:00,8.24,10.63
14-02-2022 23:00:00,9.49,13.29
14-02-2022 22:30:00,7.55,9.98
14-02-2022 22:00:00,10.29,14.44
14-02-2022 21:30:00,6.88,9.7
14-02-2022 21:00:00,8.3,11.69
14-02-2022 20:30:00,10.21,14.29
14-02-2022 20:00:00,11.46,16.22
14-02-2022 19:30:00,10.82,16.26
14-02-2022 19:00:00,13.08,20.92
14-02-2022 18:30:00,13.25,19.83
14-02-2022 18:00:00,11.46,16.58
14-02-2022 17:30:00,12.6,27.83
14-02-2022 17:00:00,13.39,23.96
14-02-2022 16:30:00,16.87,28.48
14-02-2022 16:00:00,11.44,21.38
14-02-2022 15:30:00,13.98,23.05
14-02-2022 15:00:00,25.03,42.29
14-02-2022 14:30:00,34.77,67.09
14-02-2022 14:00:00,39.84,77.07
14-02-2022 13:30:00,33.97,71.81
14-02-2022 13:00:00,34.44,70.48
14-02-2022 12:30:00,40.35,93.71
14-02-2022 12:00:00,44.04,93.31
14-02-2022 11:30:00,40.98,78.57
14-02-2022 11:00:00,40.37,75.49
14-02-2022 10:30:00,35.15,71.03
14-02-2022 10:00:00,34.81,65.75
14-02-2022 09:30:00,28.78,48.42
14-02-2022 09:00:00,33.09,63.07
14-02-2022 08:30:00,37.33,66.19
14-02-2022 08:00:00,39.8,70.61
14-02-2022 07:30:00,38.54,71.53
14-02-2022 07:00:00,37.06,71.36
14-02-2022 06:30:00,26.24,44.47
14-02-2022 05:30:00,17.56,38.9
14-02-2022 05:00:00,15.41,22.84
14-02-2022 04:30:00,21.53,28.71
14-02-2022 04:00:00,13.46,17.1
14-02-2022 03:30:00,11.15,23.54
14-02-2022 03:00:00,10.48,16.56
14-02-2022 02:30:00,8.11,11.69
14-02-2022 02:00:00,6.52,7.55
14-02-2022 01:30:00,8.34,18.03
14-02-2022 00:30:00,11.19,14.99
14-02-2022 00:00:00,16.5,24.12
13-02-2022 23:30:00,11.17,15.09
13-02-2022 23:00:00,14.75,23.12
13-02-2022 22:30:00,14.96,23.81
13-02-2022 22:00:00,24.04,39.55
13-02-2022 21:30:00,22.01,37.22
13-02-2022 21:00:00,19.78,30.33
13-02-2022 20:30:00,21.99,37.1
13-02-2022 20:00:00,16.81,26.35
13-02-2022 19:30:00,20.08,34.04
13-02-2022 19:00:00,22.89,45.31
13-02-2022 18:30:00,23.35,42.15
13-02-2022 18:00:00,24.96,45.82
13-02-2022 17:30:00,25.86,48.02
13-02-2022 17:00:00,31.46,56.74
13-02-2022 16:30:00,27.02,51.81
13-02-2022 16:00:00,23.79,38.65
13-02-2022 15:30:00,22.72,35.09
13-02-2022 15:00:00,20.25,34.83
13-02-2022 14:30:00,21.08,34.23
13-02-2022 14:00:00,20.87,35.3
13-02-2022 13:30:00,25.86,45.57
13-02-2022 13:00:00,23.98,43.05
13-02-2022 12:30:00,23.73,40.24
13-02-2022 12:00:00,20.48,35.04
13-02-2022 11:30:00,18.74,30.35
13-02-2022 11:00:00,15.89,25.24
13-02-2022 10:30:00,15.17,21.78
13-02-2022 10:00:00,12.01,17.35
13-02-2022 09:30:00,9.89,13.83
13-02-2022 09:00:00,9.33,11.57
13-02-2022 08:30:00,9.16,11.57
13-02-2022 08:00:00,7.32,8.47
13-02-2022 07:30:00,10.71,12.83
13-02-2022 07:00:00,7.82,8.89
13-02-2022 06:30:00,8.01,9.7
13-02-2022 06:00:00,7.67,8.4
13-02-2022 05:30:00,7.52,8.03
13-02-2022 04:30:00,7.96,10.75
13-02-2022 04:00:00,9.24,11.63
13-02-2022 03:30:00,8.36,11.74
13-02-2022 03:00:00,7.46,9.51
13-02-2022 02:30:00,8.2,13.27
13-02-2022 02:00:00,8.26,11.34
13-02-2022 01:30:00,8.61,10.42
13-02-2022 01:00:00,10.63,13.22
13-02-2022 00:30:00,11.42,14.52
13-02-2022 00:00:00,11.21,14.29
12-02-2022 23:30:00,13.02,19.58
12-02-2022 23:00:00,12.76,18.0
12-02-2022 22:30:00,15.01,20.62
12-02-2022 22:00:00,13.94,19.56
12-02-2022 21:30:00,13.52,19.47
12-02-2022 21:00:00,15.66,24.27
12-02-2022 20:30:00,16.08,22.74
12-02-2022 20:00:00,16.93,23.85
12-02-2022 19:30:00,14.65,20.66
12-02-2022 19:00:00,15.4,26.87
12-02-2022 18:30:00,16.87,26.91
12-02-2022 18:00:00,21.38,34.1
12-02-2022 17:30:00,22.47,35.57
12-02-2022 17:00:00,24.88,38.33
12-02-2022 16:30:00,20.31,29.3
12-02-2022 16:00:00,20.5,31.44
12-02-2022 15:30:00,21.67,32.86
12-02-2022 15:00:00,18.65,29.78
12-02-2022 14:30:00,19.07,29.97
12-02-2022 14:00:00,14.08,22.85
12-02-2022 13:30:00,15.2,23.12
12-02-2022 13:00:00,15.15,24.84
12-02-2022 12:30:00,15.8,24.25
12-02-2022 12:00:00,15.11,24.5
12-02-2022 11:30:00,13.41,21.86
12-02-2022 11:00:00,11.36,19.97
12-02-2022 10:30:00,14.34,23.54
12-02-2022 10:00:00,16.47,27.1
12-02-2022 09:30:00,10.67,17.1
12-02-2022 09:00:00,9.89,16.03
12-02-2022 08:30:00,9.22,14.21
12-02-2022 08:00:00,7.92,11.09
12-02-2022 07:30:00,6.75,11.0
12-02-2022 07:00:00,4.65,6.2
12-02-2022 06:30:00,10.27,14.84
12-02-2022 06:00:00,4.55,6.87
12-02-2022 05:30:00,4.82,6.67
12-02-2022 05:00:00,4.32,6.39
12-02-2022 04:30:00,3.44,4.74
12-02-2022 03:30:00,3.08,4.11
12-02-2022 03:00:00,2.89,3.71
12-02-2022 02:30:00,2.96,4.69
12-02-2022 02:00:00,5.18,7.84
12-02-2022 01:30:00,5.18,7.59
12-02-2022 01:00:00,3.44,4.3
12-02-2022 00:30:00,3.42,5.09
12-02-2022 00:00:00,4.38,5.97
11-02-2022 23:30:00,6.1,8.57
11-02-2022 23:00:00,6.81,9.31
11-02-2022 22:30:00,7.75,10.94
11-02-2022 22:00:00,11.28,15.85
11-02-2022 21:30:00,11.17,15.63
11-02-2022 21:00:00,9.1,13.66
11-02-2022 20:30:00,8.74,11.93
11-02-2022 20:00:00,9.39,13.06
11-02-2022 19:30:00,10.52,14.36
11-02-2022 19:00:00,18.65,26.49
11-02-2022 18:30:00,19.2,26.07
11-02-2022 18:00:00,17.61,24.69
11-02-2022 17:30:00,22.3,31.98
11-02-2022 17:00:00,20.54,30.98
11-02-2022 16:30:00,21.08,33.11
11-02-2022 16:00:00,25.57,43.59
11-02-2022 15:30:00,21.48,34.39
11-02-2022 15:00:00,15.47,23.85
11-02-2022 14:30:00,15.17,24.9
11-02-2022 14:00:00,13.46,23.26
11-02-2022 13:30:00,11.97,19.05
11-02-2022 13:00:00,11.4,20.25
11-02-2022 12:30:00,10.82,19.72
11-02-2022 12:00:00,11.57,19.35
11-02-2022 11:30:00,13.5,24.44
11-02-2022 11:00:00,10.82,17.61
11-02-2022 10:30:00,19.53,29.38
11-02-2022 10:00:00,15.91,25.34
11-02-2022 09:30:00,17.79,26.89
11-02-2022 09:00:00,19.6,28.59
11-02-2022 08:30:00,16.7,21.84
11-02-2022 08:00:00,22.87,34.9
11-02-2022 07:30:00,32.13,47.66
11-02-2022 07:00:00,33.03,49.27
11-02-2022 06:30:00,26.24,38.88
11-02-2022 05:30:00,15.47,21.21
11-02-2022 05:00:00,7.34,9.43
11-02-2022 04:30:00,4.09,5.97
11-02-2022 04:00:00,3.31,3.54
11-02-2022 03:30:00,2.41,2.31
11-02-2022 03:00:00,2.93,2.87
11-02-2022 02:30:00,2.28,2.33
11-02-2022 02:00:00,2.7,2.49
11-02-2022 01:30:00,2.7,2.79
11-02-2022 01:00:00,2.16,2.47
11-02-2022 00:30:00,3.21,3.71
11-02-2022 00:00:00,2.73,3.33
10-02-2022 23:30:00,3.5,3.61
10-02-2022 23:00:00,5.72,7.34
10-02-2022 22:30:00,6.12,7.75
10-02-2022 22:00:00,7.8,10.37
10-02-2022 21:30:00,6.6,8.91
10-02-2022 21:00:00,9.43,11.97
10-02-2022 20:30:00,7.54,10.63
10-02-2022 20:00:00,6.29,9.28
10-02-2022 19:30:00,6.87,8.76
10-02-2022 19:00:00,9.01,12.07
10-02-2022 18:30:00,7.46,11.55
10-02-2022 18:00:00,8.38,11.97
10-02-2022 17:30:00,7.04,10.84
10-02-2022 17:00:00,6.43,10.08
10-02-2022 16:30:00,9.37,14.57
10-02-2022 16:00:00,7.13,11.61
10-02-2022 15:30:00,10.75,17.61
10-02-2022 15:00:00,11.21,17.84
