station_id,Recorded,NO2,NOx
Vesterbro,2022-01-27 05:00:00,1.61,1.68
Vesterbro,2022-01-27 05:30:00,3.48,4.21
Oesterbro,2022-01-27 05:30:00,3.1,3.23
Oesterbro,2022-01-27 06:00:00,2.51,2.96
Vesterbro,2022-01-27 06:30:00,4.72,6.79
Oesterbro,2022-01-27 06:30:00,3.12,3.23
Oesterbro,2022-01-27 07:00:00,3.14,3.81
Vesterbro,2022-01-27 07:00:00,5.01,7.5
Oesterbro,2022-01-27 07:30:00,3.25,3.84
Vesterbro,2022-01-27 07:30:00,5.2,7.94
Vesterbro,2022-01-27 08:00:00,6.08,9.62
Oesterbro,2022-01-27 08:00:00,3.04,3.58
Vesterbro,2022-01-27 08:30:00,3.39,4.97
Oesterbro,2022-01-27 08:30:00,2.33,2.62
Oesterbro,2022-01-27 09:00:00,2.1,2.39
Vesterbro,2022-01-27 09:00:00,3.94,5.81
Oesterbro,2022-01-27 09:30:00,3.65,5.05
Vesterbro,2022-01-27 09:30:00,4.49,6.69
Vesterbro,2022-01-27 10:00:00,3.98,7.23
Oesterbro,2022-01-27 10:00:00,2.64,3.58
Vesterbro,2022-01-27 10:30:00,4.42,8.38
Oesterbro,2022-01-27 10:30:00,2.77,3.46
Oesterbro,2022-01-27 11:00:00,2.41,3.54
Vesterbro,2022-01-27 11:00:00,4.8,8.32
Oesterbro,2022-01-27 11:30:00,2.18,3.0
Vesterbro,2022-01-27 11:30:00,4.92,7.82
Oesterbro,2022-01-27 12:00:00,2.56,3.17
Vesterbro,2022-01-27 12:00:00,5.49,9.1
Vesterbro,2022-01-27 12:30:00,5.03,7.92
Oesterbro,2022-01-27 12:30:00,2.2,2.26
Oesterbro,2022-01-27 13:00:00,1.97,2.01
Vesterbro,2022-01-27 13:00:00,4.23,7.84
Oesterbro,2022-01-27 13:30:00,2.62,3.54
Vesterbro,2022-01-27 13:30:00,4.34,7.96
Vesterbro,2022-01-27 14:00:00,4.48,9.75
Oesterbro,2022-01-27 14:00:00,2.43,3.06
Oesterbro,2022-01-27 14:30:00,2.41,2.91
Vesterbro,2022-01-27 14:30:00,4.99,8.66
Vesterbro,2022-01-27 15:00:00,5.03,9.43
Oesterbro,2022-01-27 15:00:00,2.3,2.6
Vesterbro,2022-01-27 15:30:00,6.25,12.58
Oesterbro,2022-01-27 15:30:00,2.18,2.72
Vesterbro,2022-01-27 16:00:00,5.64,11.25
Oesterbro,2022-01-27 16:00:00,2.05,2.51
Oesterbro,2022-01-27 16:30:00,2.7,3.31
Vesterbro,2022-01-27 16:30:00,10.35,18.82
Oesterbro,2022-01-27 17:00:00,3.21,4.0
Vesterbro,2022-01-27 17:00:00,9.93,17.88
Vesterbro,2022-01-27 17:30:00,8.11,14.36
Oesterbro,2022-01-27 17:30:00,3.1,3.88
Vesterbro,2022-01-27 18:00:00,8.47,13.56
Oesterbro,2022-01-27 18:00:00,2.96,3.4
Vesterbro,2022-01-27 18:30:00,7.23,11.13
Oesterbro,2022-01-27 18:30:00,3.63,4.13
Oesterbro,2022-01-27 19:00:00,3.0,3.23
Vesterbro,2022-01-27 19:00:00,7.32,12.85
Oesterbro,2022-01-27 19:30:00,2.54,2.75
Vesterbro,2022-01-27 19:30:00,6.39,9.68
Oesterbro,2022-01-27 20:00:00,2.14,2.51
Vesterbro,2022-01-27 20:00:00,4.61,6.1
Oesterbro,2022-01-27 20:30:00,2.08,2.33
Vesterbro,2022-01-27 20:30:00,3.4,6.08
Oesterbro,2022-01-27 21:00:00,1.59,1.95
Vesterbro,2022-01-27 21:00:00,3.79,5.34
Oesterbro,2022-01-27 21:30:00,1.61,1.47
Vesterbro,2022-01-27 21:30:00,3.4,4.92
Vesterbro,2022-01-27 22:00:00,4.36,6.33
Oesterbro,2022-01-27 22:00:00,2.43,2.72
Vesterbro,2022-01-27 22:30:00,3.56,4.59
Oesterbro,2022-01-27 22:30:00,1.82,1.89
Oesterbro,2022-01-27 23:00:00,1.53,1.74
Vesterbro,2022-01-27 23:00:00,2.81,2.52
Vesterbro,2022-01-27 23:30:00,2.89,3.0
Oesterbro,2022-01-27 23:30:00,1.28,1.42
Vesterbro,2022-01-28 00:00:00,1.74,1.63
Oesterbro,2022-01-28 00:00:00,1.15,0.84
Oesterbro,2022-01-28 00:30:00,1.05,0.94
Vesterbro,2022-01-28 00:30:00,1.86,1.59
Oesterbro,2022-01-28 01:00:00,1.05,1.11
Vesterbro,2022-01-28 01:00:00,1.42,1.42
Vesterbro,2022-01-28 01:30:00,2.39,2.7
Oesterbro,2022-01-28 01:30:00,1.82,1.91
Vesterbro,2022-01-28 02:00:00,1.51,0.88
Oesterbro,2022-01-28 02:00:00,1.01,1.22
Vesterbro,2022-01-28 02:30:00,1.57,1.28
Oesterbro,2022-01-28 02:30:00,0.88,0.99
Vesterbro,2022-01-28 03:00:00,0.98,1.19
Oesterbro,2022-01-28 03:00:00,0.8,0.55
Oesterbro,2022-01-28 03:30:00,1.28,1.13
Vesterbro,2022-01-28 03:30:00,2.08,2.1
Oesterbro,2022-01-28 04:00:00,2.1,2.54
Vesterbro,2022-01-28 04:30:00,2.47,3.17
Oesterbro,2022-01-28 04:30:00,0.99,1.07
Oesterbro,2022-01-28 05:00:00,1.97,1.93
Vesterbro,2022-01-28 05:00:00,3.67,4.49
Vesterbro,2022-01-28 05:30:00,7.04,9.94
Oesterbro,2022-01-28 05:30:00,2.85,2.47
Vesterbro,2022-01-28 06:00:00,12.81,18.32
Oesterbro,2022-01-28 06:30:00,7.84,8.47
Vesterbro,2022-01-28 06:30:00,13.64,18.53
Vesterbro,2022-01-28 07:00:00,19.89,31.17
Oesterbro,2022-01-28 07:00:00,7.4,8.82
Oesterbro,2022-01-28 07:30:00,14.36,16.45
Vesterbro,2022-01-28 07:30:00,30.16,45.5
Vesterbro,2022-01-28 08:00:00,38.98,60.28
Oesterbro,2022-01-28 08:00:00,15.72,17.44
Oesterbro,2022-01-28 08:30:00,21.52,23.39
Vesterbro,2022-01-28 08:30:00,39.36,61.58
Oesterbro,2022-01-28 09:00:00,24.46,27.58
Vesterbro,2022-01-28 09:00:00,40.26,65.24
Vesterbro,2022-01-28 09:30:00,28.23,45.73
Oesterbro,2022-01-28 09:30:00,16.7,19.47
Vesterbro,2022-01-28 10:00:00,27.06,45.75
Oesterbro,2022-01-28 10:00:00,14.86,18.03
Oesterbro,2022-01-28 10:30:00,12.58,15.32
Vesterbro,2022-01-28 10:30:00,31.54,54.85
Oesterbro,2022-01-28 11:00:00,10.77,13.56
Vesterbro,2022-01-28 11:00:00,26.07,40.32
Vesterbro,2022-01-28 11:30:00,24.31,41.58
Oesterbro,2022-01-28 11:30:00,8.64,10.63
Vesterbro,2022-01-28 12:00:00,18.17,30.87
Oesterbro,2022-01-28 12:00:00,5.22,6.71
Oesterbro,2022-01-28 12:30:00,4.46,6.04
Vesterbro,2022-01-28 12:30:00,13.37,21.02
Vesterbro,2022-01-28 13:00:00,13.79,21.8
Oesterbro,2022-01-28 13:00:00,3.67,4.84
Vesterbro,2022-01-28 13:30:00,11.86,20.6
Oesterbro,2022-01-28 13:30:00,4.49,5.76
Oesterbro,2022-01-28 14:00:00,5.43,6.85
Vesterbro,2022-01-28 14:00:00,13.02,21.61
Vesterbro,2022-01-28 14:30:00,12.91,20.85
Oesterbro,2022-01-28 14:30:00,4.72,5.93
Vesterbro,2022-01-28 15:00:00,14.76,23.7
Oesterbro,2022-01-28 15:00:00,6.39,7.88
Vesterbro,2022-01-28 15:30:00,9.83,15.74
Oesterbro,2022-01-28 15:30:00,5.81,6.9
Vesterbro,2022-01-28 16:00:00,11.42,17.73
Oesterbro,2022-01-28 16:00:00,6.6,7.67
Oesterbro,2022-01-28 16:30:00,11.23,12.41
Vesterbro,2022-01-28 16:30:00,13.73,20.58
Oesterbro,2022-01-28 17:00:00,12.64,14.0
Vesterbro,2022-01-28 17:00:00,15.15,21.27
Oesterbro,2022-01-28 17:30:00,10.37,11.51
Vesterbro,2022-01-28 17:30:00,12.47,17.48
Oesterbro,2022-01-28 18:00:00,11.13,12.24
Vesterbro,2022-01-28 18:00:00,18.0,25.26
Oesterbro,2022-01-28 18:30:00,7.29,8.13
Vesterbro,2022-01-28 18:30:00,13.87,19.93
Oesterbro,2022-01-28 19:00:00,7.19,7.63
Vesterbro,2022-01-28 19:00:00,13.56,19.93
Vesterbro,2022-01-28 19:30:00,11.04,14.88
Oesterbro,2022-01-28 19:30:00,5.91,6.67
Vesterbro,2022-01-28 20:00:00,12.01,16.91
Oesterbro,2022-01-28 20:00:00,6.27,7.1
Oesterbro,2022-01-28 20:30:00,6.94,7.71
Vesterbro,2022-01-28 20:30:00,13.23,19.3
Oesterbro,2022-01-28 21:00:00,5.03,5.74
Vesterbro,2022-01-28 21:00:00,15.03,22.49
Oesterbro,2022-01-28 21:30:00,5.11,6.33
Vesterbro,2022-01-28 21:30:00,15.74,25.82
Oesterbro,2022-01-28 22:00:00,3.48,4.0
Vesterbro,2022-01-28 22:00:00,14.0,23.14
Oesterbro,2022-01-28 22:30:00,2.73,3.21
Vesterbro,2022-01-28 22:30:00,14.4,22.97
Vesterbro,2022-01-28 23:00:00,8.87,14.21
Oesterbro,2022-01-28 23:00:00,3.14,3.61
Oesterbro,2022-01-28 23:30:00,2.58,2.91
Vesterbro,2022-01-28 23:30:00,5.18,8.8
Oesterbro,2022-01-29 00:00:00,2.73,3.02
Vesterbro,2022-01-29 00:00:00,4.88,8.17
Vesterbro,2022-01-29 00:30:00,2.68,5.99
Oesterbro,2022-01-29 00:30:00,3.84,4.46
Vesterbro,2022-01-29 01:00:00,3.63,5.18
Oesterbro,2022-01-29 01:00:00,4.21,4.34
Vesterbro,2022-01-29 01:30:00,3.9,5.05
Oesterbro,2022-01-29 01:30:00,3.6,3.98
Oesterbro,2022-01-29 02:00:00,3.98,4.48
Vesterbro,2022-01-29 02:00:00,3.08,3.58
Vesterbro,2022-01-29 02:30:00,4.26,5.68
Oesterbro,2022-01-29 02:30:00,4.92,5.51
Oesterbro,2022-01-29 03:00:00,4.38,4.97
Vesterbro,2022-01-29 03:00:00,4.84,5.95
Vesterbro,2022-01-29 03:30:00,4.0,3.88
Oesterbro,2022-01-29 03:30:00,4.53,5.07
Vesterbro,2022-01-29 04:00:00,4.44,4.26
Oesterbro,2022-01-29 04:30:00,3.61,4.44
Vesterbro,2022-01-29 04:30:00,3.54,2.75
Oesterbro,2022-01-29 05:00:00,2.87,3.46
Oesterbro,2022-01-29 05:30:00,2.43,2.95
Vesterbro,2022-01-29 05:30:00,2.7,1.4
Oesterbro,2022-01-29 06:00:00,2.73,3.52
Vesterbro,2022-01-29 06:00:00,2.2,1.17
Oesterbro,2022-01-29 06:30:00,2.85,3.56
Vesterbro,2022-01-29 06:30:00,2.85,3.06
Vesterbro,2022-01-29 07:00:00,2.62,1.84
Oesterbro,2022-01-29 07:00:00,2.7,3.23
Oesterbro,2022-01-29 07:30:00,2.66,3.35
Vesterbro,2022-01-29 07:30:00,2.56,3.35
Vesterbro,2022-01-29 08:00:00,1.84,2.18
Oesterbro,2022-01-29 08:00:00,3.0,3.73
Vesterbro,2022-01-29 08:30:00,3.46,3.16
Oesterbro,2022-01-29 08:30:00,4.09,5.28
Oesterbro,2022-01-29 09:00:00,3.08,4.05
Vesterbro,2022-01-29 09:00:00,3.08,3.56
Vesterbro,2022-01-29 09:30:00,3.17,4.76
Oesterbro,2022-01-29 09:30:00,2.79,3.86
Oesterbro,2022-01-29 10:00:00,2.41,3.29
Vesterbro,2022-01-29 10:00:00,2.96,4.13
Oesterbro,2022-01-29 10:30:00,2.39,3.37
Vesterbro,2022-01-29 10:30:00,3.46,4.04
Oesterbro,2022-01-29 11:00:00,2.39,3.58
Vesterbro,2022-01-29 11:00:00,3.77,5.43
Vesterbro,2022-01-29 11:30:00,2.68,3.67
Oesterbro,2022-01-29 11:30:00,2.47,3.79
Vesterbro,2022-01-29 12:00:00,3.94,5.45
Oesterbro,2022-01-29 12:00:00,2.91,4.15
Vesterbro,2022-01-29 12:30:00,3.19,4.23
Oesterbro,2022-01-29 12:30:00,1.99,2.89
Oesterbro,2022-01-29 13:00:00,1.95,2.91
Vesterbro,2022-01-29 13:00:00,2.93,4.09
Vesterbro,2022-01-29 13:30:00,2.93,5.34
Oesterbro,2022-01-29 13:30:00,2.12,2.95
Vesterbro,2022-01-29 14:00:00,2.83,4.44
Oesterbro,2022-01-29 14:00:00,1.87,3.08
Vesterbro,2022-01-29 14:30:00,2.72,4.02
Oesterbro,2022-01-29 14:30:00,1.55,2.51
Vesterbro,2022-01-29 15:00:00,2.47,2.72
Oesterbro,2022-01-29 15:00:00,1.28,2.22
Oesterbro,2022-01-29 15:30:00,1.17,1.86
Vesterbro,2022-01-29 15:30:00,2.45,2.96
Vesterbro,2022-01-29 16:00:00,2.08,2.3
Oesterbro,2022-01-29 16:00:00,1.17,1.99
Oesterbro,2022-01-29 16:30:00,1.07,1.59
Vesterbro,2022-01-29 16:30:00,2.43,3.37
Vesterbro,2022-01-29 17:00:00,2.43,2.89
Oesterbro,2022-01-29 17:00:00,0.88,1.72
Oesterbro,2022-01-29 17:30:00,0.78,1.43
Vesterbro,2022-01-29 17:30:00,2.58,3.25
Oesterbro,2022-01-29 18:00:00,0.94,1.57
Vesterbro,2022-01-29 18:00:00,3.84,5.47
Vesterbro,2022-01-29 18:30:00,2.01,3.16
Oesterbro,2022-01-29 18:30:00,0.75,1.53
Oesterbro,2022-01-29 19:00:00,0.88,1.53
Vesterbro,2022-01-29 19:00:00,2.77,4.0
Oesterbro,2022-01-29 19:30:00,0.77,1.26
Vesterbro,2022-01-29 19:30:00,3.1,5.07
Oesterbro,2022-01-29 20:00:00,0.78,1.47
Vesterbro,2022-01-29 20:00:00,2.77,3.98
Vesterbro,2022-01-29 20:30:00,2.18,2.72
Oesterbro,2022-01-29 20:30:00,0.75,1.47
Oesterbro,2022-01-29 21:00:00,0.61,1.51
Vesterbro,2022-01-29 21:00:00,2.18,3.63
Vesterbro,2022-01-29 21:30:00,2.77,5.05
Oesterbro,2022-01-29 21:30:00,0.96,1.63
Oesterbro,2022-01-29 22:00:00,0.8,1.26
Vesterbro,2022-01-29 22:00:00,1.87,2.95
Oesterbro,2022-01-29 22:30:00,0.48,1.34
Vesterbro,2022-01-29 22:30:00,2.05,2.98
Oesterbro,2022-01-29 23:00:00,0.88,1.59
Vesterbro,2022-01-29 23:00:00,3.04,4.61
Oesterbro,2022-01-29 23:30:00,0.67,1.34
Vesterbro,2022-01-29 23:30:00,1.01,0.92
Oesterbro,2022-01-30 00:00:00,0.67,1.43
Vesterbro,2022-01-30 00:00:00,0.59,0.0
Oesterbro,2022-01-30 00:30:00,0.69,1.49
Vesterbro,2022-01-30 00:30:00,1.34,1.28
Vesterbro,2022-01-30 01:00:00,1.43,0.21
Oesterbro,2022-01-30 01:00:00,0.36,1.24
Vesterbro,2022-01-30 01:30:00,1.68,1.03
Oesterbro,2022-01-30 01:30:00,0.69,1.34
Oesterbro,2022-01-30 02:00:00,0.48,0.98
Vesterbro,2022-01-30 02:00:00,0.54,0.0
Vesterbro,2022-01-30 02:30:00,0.84,0.06
Oesterbro,2022-01-30 02:30:00,0.42,0.92
Vesterbro,2022-01-30 03:00:00,0.19,0.0
Oesterbro,2022-01-30 03:00:00,0.44,1.13
Vesterbro,2022-01-30 03:30:00,0.38,0.0
Oesterbro,2022-01-30 03:30:00,0.59,1.34
Oesterbro,2022-01-30 04:00:00,0.65,1.32
Vesterbro,2022-01-30 04:00:00,0.77,0.0
Vesterbro,2022-01-30 04:30:00,0.57,0.17
Oesterbro,2022-01-30 04:30:00,0.4,1.05
Vesterbro,2022-01-30 05:00:00,0.5,0.0
Oesterbro,2022-01-30 05:30:00,0.4,0.42
Vesterbro,2022-01-30 05:30:00,0.38,0.0
Oesterbro,2022-01-30 06:00:00,0.33,0.46
Vesterbro,2022-01-30 06:30:00,1.86,2.35
Oesterbro,2022-01-30 06:30:00,0.67,0.75
Vesterbro,2022-01-30 07:00:00,0.8,1.07
Oesterbro,2022-01-30 07:00:00,0.54,0.94
Oesterbro,2022-01-30 07:30:00,0.77,0.88
Vesterbro,2022-01-30 07:30:00,0.88,1.89
Oesterbro,2022-01-30 08:00:00,0.78,0.99
Vesterbro,2022-01-30 08:00:00,1.24,2.2
Oesterbro,2022-01-30 08:30:00,0.75,0.92
Vesterbro,2022-01-30 08:30:00,1.59,3.46
Oesterbro,2022-01-30 09:00:00,1.03,1.36
Vesterbro,2022-01-30 09:00:00,1.84,3.25
Vesterbro,2022-01-30 09:30:00,2.43,3.42
Oesterbro,2022-01-30 09:30:00,1.49,1.87
Oesterbro,2022-01-30 10:00:00,1.84,2.39
Vesterbro,2022-01-30 10:00:00,3.44,6.29
Vesterbro,2022-01-30 10:30:00,3.4,5.85
Oesterbro,2022-01-30 10:30:00,2.33,2.96
Oesterbro,2022-01-30 11:00:00,1.78,2.18
Vesterbro,2022-01-30 11:00:00,3.73,6.73
Vesterbro,2022-01-30 11:30:00,3.14,5.79
Oesterbro,2022-01-30 11:30:00,1.82,2.47
Vesterbro,2022-01-30 12:00:00,3.96,8.11
Oesterbro,2022-01-30 12:00:00,2.01,2.72
Vesterbro,2022-01-30 12:30:00,4.86,8.53
Oesterbro,2022-01-30 12:30:00,2.24,3.08
Oesterbro,2022-01-30 13:00:00,2.98,3.98
Vesterbro,2022-01-30 13:00:00,5.93,10.04
Oesterbro,2022-01-30 13:30:00,2.7,3.14
Vesterbro,2022-01-30 13:30:00,6.35,10.86
Oesterbro,2022-01-30 14:00:00,2.68,3.48
Vesterbro,2022-01-30 14:00:00,5.01,8.93
Oesterbro,2022-01-30 14:30:00,3.25,3.88
Vesterbro,2022-01-30 14:30:00,7.0,9.91
Oesterbro,2022-01-30 15:00:00,3.21,3.84
Vesterbro,2022-01-30 15:00:00,6.18,9.01
Oesterbro,2022-01-30 15:30:00,3.02,3.44
Vesterbro,2022-01-30 15:30:00,6.98,10.81
Oesterbro,2022-01-30 16:00:00,6.23,7.13
Vesterbro,2022-01-30 16:00:00,16.26,24.48
Vesterbro,2022-01-30 16:30:00,13.31,18.76
Oesterbro,2022-01-30 16:30:00,6.01,6.62
Oesterbro,2022-01-30 17:00:00,6.66,7.1
Vesterbro,2022-01-30 17:00:00,18.26,26.43
Oesterbro,2022-01-30 17:30:00,7.67,8.03
Vesterbro,2022-01-30 17:30:00,22.62,31.52
Vesterbro,2022-01-30 18:00:00,21.86,31.4
Oesterbro,2022-01-30 18:00:00,9.68,10.17
Oesterbro,2022-01-30 18:30:00,9.03,9.33
Vesterbro,2022-01-30 18:30:00,19.74,25.57
Vesterbro,2022-01-30 19:00:00,17.04,22.38
Oesterbro,2022-01-30 19:00:00,11.34,11.67
Vesterbro,2022-01-30 19:30:00,17.37,22.72
Oesterbro,2022-01-30 19:30:00,11.61,11.97
Vesterbro,2022-01-30 20:00:00,15.13,20.37
Oesterbro,2022-01-30 20:00:00,10.21,10.38
Oesterbro,2022-01-30 20:30:00,9.89,10.12
Vesterbro,2022-01-30 20:30:00,9.68,13.04
Vesterbro,2022-01-30 21:00:00,11.67,17.44
Oesterbro,2022-01-30 21:00:00,18.47,19.05
Oesterbro,2022-01-30 21:30:00,19.89,20.33
Vesterbro,2022-01-30 21:30:00,18.49,26.03
Oesterbro,2022-01-30 22:00:00,15.11,15.53
Vesterbro,2022-01-30 22:00:00,52.27,100.75
Vesterbro,2022-01-30 22:30:00,64.97,158.91
Oesterbro,2022-01-30 22:30:00,12.41,12.68
Oesterbro,2022-01-30 23:00:00,11.44,11.65
Vesterbro,2022-01-30 23:00:00,40.22,78.97
Vesterbro,2022-01-30 23:30:00,20.9,27.44
Oesterbro,2022-01-30 23:30:00,10.42,10.82
Vesterbro,2022-01-31 00:00:00,16.14,21.61
Oesterbro,2022-01-31 00:00:00,8.17,8.4
Oesterbro,2022-01-31 00:30:00,7.8,7.9
Vesterbro,2022-01-31 00:30:00,12.05,16.47
Vesterbro,2022-01-31 01:00:00,9.08,11.32
Oesterbro,2022-01-31 01:00:00,7.55,7.86
Oesterbro,2022-01-31 01:30:00,6.16,6.23
Vesterbro,2022-01-31 01:30:00,6.88,9.52
Oesterbro,2022-01-31 02:00:00,4.92,4.95
Vesterbro,2022-01-31 02:30:00,4.55,5.93
Oesterbro,2022-01-31 02:30:00,4.69,4.93
Oesterbro,2022-01-31 03:00:00,4.97,5.05
Vesterbro,2022-01-31 03:00:00,3.79,5.18
Oesterbro,2022-01-31 03:30:00,4.7,4.57
Vesterbro,2022-01-31 03:30:00,12.34,15.97
Oesterbro,2022-01-31 04:00:00,5.6,6.16
Oesterbro,2022-01-31 04:30:00,10.73,11.19
Vesterbro,2022-01-31 04:30:00,13.0,20.35
Oesterbro,2022-01-31 05:00:00,6.64,7.65
Vesterbro,2022-01-31 05:00:00,6.88,12.55
Oesterbro,2022-01-31 05:30:00,8.51,9.16
Vesterbro,2022-01-31 05:30:00,16.06,29.43
Vesterbro,2022-01-31 06:00:00,33.89,63.44
Oesterbro,2022-01-31 06:30:00,21.82,22.66
Vesterbro,2022-01-31 06:30:00,46.0,103.22
Oesterbro,2022-01-31 07:00:00,27.5,28.78
Vesterbro,2022-01-31 07:00:00,60.15,132.88
Vesterbro,2022-01-31 07:30:00,62.16,180.35
Vesterbro,2022-01-31 08:00:00,84.74,242.31
Oesterbro,2022-01-31 08:30:00,0.0,18.55
Vesterbro,2022-01-31 08:30:00,70.99,175.45
Oesterbro,2022-01-31 09:00:00,12.99,18.86
Vesterbro,2022-01-31 09:00:00,42.0,98.78
Oesterbro,2022-01-31 09:30:00,22.3,25.19
Vesterbro,2022-01-31 09:30:00,51.03,126.82
Vesterbro,2022-01-31 10:00:00,38.92,79.94
Oesterbro,2022-01-31 10:00:00,20.69,24.86
Vesterbro,2022-01-31 10:30:00,61.68,145.43
Oesterbro,2022-01-31 10:30:00,16.2,19.22
Oesterbro,2022-01-31 11:00:00,15.43,18.34
Vesterbro,2022-01-31 11:00:00,60.09,120.7
Vesterbro,2022-01-31 11:30:00,63.44,127.16
Oesterbro,2022-01-31 11:30:00,14.44,17.71
Oesterbro,2022-01-31 12:00:00,13.44,17.1
Vesterbro,2022-01-31 12:00:00,36.66,97.27
Oesterbro,2022-01-31 12:30:00,13.08,16.73
Vesterbro,2022-01-31 12:30:00,79.06,176.64
Oesterbro,2022-01-31 13:00:00,12.18,15.45
Vesterbro,2022-01-31 13:00:00,86.39,208.52
Oesterbro,2022-01-31 13:30:00,25.09,32.15
Vesterbro,2022-01-31 13:30:00,60.76,134.26
Oesterbro,2022-01-31 14:00:00,15.07,17.5
Vesterbro,2022-01-31 14:00:00,83.37,195.57
Oesterbro,2022-01-31 14:30:00,9.22,10.17
Vesterbro,2022-01-31 14:30:00,42.65,82.45
Vesterbro,2022-01-31 15:00:00,55.94,101.76
Oesterbro,2022-01-31 15:00:00,9.05,10.29
Vesterbro,2022-01-31 15:30:00,58.52,90.92
Oesterbro,2022-01-31 15:30:00,9.2,10.4
Vesterbro,2022-01-31 16:00:00,38.75,70.44
Oesterbro,2022-01-31 16:00:00,9.7,10.33
Vesterbro,2022-01-31 16:30:00,52.27,80.31
Oesterbro,2022-01-31 16:30:00,10.9,11.44
Vesterbro,2022-01-31 17:00:00,42.44,67.15
Oesterbro,2022-01-31 17:00:00,16.26,16.87
Vesterbro,2022-01-31 17:30:00,31.77,48.65
Oesterbro,2022-01-31 17:30:00,17.69,18.57
Vesterbro,2022-01-31 18:00:00,20.14,25.34
Oesterbro,2022-01-31 18:00:00,14.97,15.3
Oesterbro,2022-01-31 18:30:00,17.0,17.63
Vesterbro,2022-01-31 18:30:00,27.0,37.83
Oesterbro,2022-01-31 19:00:00,17.21,17.23
Vesterbro,2022-01-31 19:00:00,18.95,25.15
Vesterbro,2022-01-31 19:30:00,14.17,19.16
Oesterbro,2022-01-31 19:30:00,9.64,9.64
Oesterbro,2022-01-31 20:00:00,8.13,8.26
Vesterbro,2022-01-31 20:00:00,11.72,15.93
Vesterbro,2022-01-31 20:30:00,9.87,12.91
Oesterbro,2022-01-31 20:30:00,6.31,6.29
Vesterbro,2022-01-31 21:00:00,14.57,19.6
Oesterbro,2022-01-31 21:00:00,8.84,9.39
Vesterbro,2022-01-31 21:30:00,14.42,21.92
Oesterbro,2022-01-31 21:30:00,6.48,6.33
Vesterbro,2022-01-31 22:00:00,10.21,14.67
Oesterbro,2022-01-31 22:00:00,5.43,5.49
Oesterbro,2022-01-31 22:30:00,3.67,3.88
Vesterbro,2022-01-31 22:30:00,6.79,9.52
Vesterbro,2022-01-31 23:00:00,4.97,6.66
Oesterbro,2022-01-31 23:00:00,3.4,3.71
Oesterbro,2022-01-31 23:30:00,2.45,2.47
Vesterbro,2022-01-31 23:30:00,3.86,4.34
Oesterbro,2022-02-01 00:00:00,2.3,2.35
Vesterbro,2022-02-01 00:00:00,4.61,5.09
Vesterbro,2022-02-01 00:30:00,19.53,44.26
Oesterbro,2022-02-01 00:30:00,2.12,2.08
Vesterbro,2022-02-01 01:00:00,3.71,4.53
Oesterbro,2022-02-01 01:00:00,1.66,1.7
Vesterbro,2022-02-01 01:30:00,4.67,5.03
Oesterbro,2022-02-01 01:30:00,1.91,1.87
Vesterbro,2022-02-01 02:00:00,4.11,5.55
Oesterbro,2022-02-01 02:00:00,1.15,1.03
Oesterbro,2022-02-01 02:30:00,0.8,0.73
Vesterbro,2022-02-01 02:30:00,2.24,3.12
Oesterbro,2022-02-01 03:00:00,0.71,0.65
Vesterbro,2022-02-01 03:00:00,2.12,3.17
Oesterbro,2022-02-01 03:30:00,0.92,0.65
Vesterbro,2022-02-01 03:30:00,2.39,3.17
Vesterbro,2022-02-01 04:00:00,2.52,2.07
Vesterbro,2022-02-01 04:30:00,2.73,3.16
Oesterbro,2022-02-01 04:30:00,1.22,1.42
Oesterbro,2022-02-01 05:00:00,1.91,2.12
Vesterbro,2022-02-01 05:30:00,6.54,8.64
Oesterbro,2022-02-01 05:30:00,2.7,2.79
Vesterbro,2022-02-01 06:00:00,10.71,15.49
Oesterbro,2022-02-01 06:00:00,4.17,4.57
Vesterbro,2022-02-01 06:30:00,21.36,32.65
Oesterbro,2022-02-01 06:30:00,7.92,8.63
Vesterbro,2022-02-01 07:00:00,11.48,17.5
Oesterbro,2022-02-01 07:00:00,8.72,9.2
Oesterbro,2022-02-01 07:30:00,18.4,20.25
Vesterbro,2022-02-01 07:30:00,34.85,53.76
Oesterbro,2022-02-01 08:00:00,45.96,49.92
Vesterbro,2022-02-01 08:00:00,74.45,133.53
Oesterbro,2022-02-01 08:30:00,45.56,51.08
Vesterbro,2022-02-01 08:30:00,79.94,149.37
Oesterbro,2022-02-01 09:00:00,20.79,23.37
Vesterbro,2022-02-01 09:00:00,50.43,97.25
Oesterbro,2022-02-01 09:30:00,18.86,21.53
Vesterbro,2022-02-01 09:30:00,62.83,115.97
Oesterbro,2022-02-01 10:00:00,12.79,14.48
Vesterbro,2022-02-01 10:00:00,43.41,95.51
Oesterbro,2022-02-01 10:30:00,12.62,14.94
Vesterbro,2022-02-01 10:30:00,39.67,79.75
Oesterbro,2022-02-01 11:00:00,12.45,16.58
Vesterbro,2022-02-01 11:00:00,36.39,73.86
Vesterbro,2022-02-01 11:30:00,36.53,77.84
Oesterbro,2022-02-01 11:30:00,14.42,17.44
Oesterbro,2022-02-01 12:00:00,19.45,22.66
Vesterbro,2022-02-01 12:00:00,37.71,72.98
Oesterbro,2022-02-01 12:30:00,9.81,11.59
Vesterbro,2022-02-01 12:30:00,10.46,15.51
Vesterbro,2022-02-01 13:00:00,10.67,15.78
Oesterbro,2022-02-01 13:00:00,7.84,9.43
