station_id,Recorded,NO2,NOx
Vesterbro,2020-06-23 00:30:00,7.27,7.47
Oesterbro,2020-06-23 00:30:00,2.89,2.49
Vesterbro,2020-06-23 01:00:00,7.43,7.79
Oesterbro,2020-06-23 01:00:00,3.16,2.91
Vesterbro,2020-06-23 01:30:00,7.23,7.39
Oesterbro,2020-06-23 01:30:00,3.18,2.82
Vesterbro,2020-06-23 02:00:00,6.99,6.71
Oesterbro,2020-06-23 02:00:00,,
Vesterbro,2020-06-23 02:30:00,3.09,2.58
Oesterbro,2020-06-23 02:30:00,6.43,6.15
Vesterbro,2020-06-23 03:00:00,2.14,2.32
Oesterbro,2020-06-23 03:00:00,3.66,3.66
Vesterbro,2020-06-23 03:30:00,2.33,2.75
Oesterbro,2020-06-23 03:30:00,1.68,1.51
Vesterbro,2020-06-23 04:30:00,4.54,6.87
Oesterbro,2020-06-23 04:30:00,5.62,6.01
Vesterbro,2020-06-23 05:00:00,11.82,18.46
Oesterbro,2020-06-23 05:00:00,9.76,12.78
Vesterbro,2020-06-23 05:30:00,13.1,17.52
Oesterbro,2020-06-23 05:30:00,8.28,9.88
Vesterbro,2020-06-23 06:00:00,12.25,21.58
Oesterbro,2020-06-23 06:00:00,7.55,9.65
Vesterbro,2020-06-23 06:30:00,11.55,22.1
Oesterbro,2020-06-23 06:30:00,5.22,6.61
Vesterbro,2020-06-23 07:00:00,14.17,26.72
Oesterbro,2020-06-23 07:00:00,5.35,7.37
Vesterbro,2020-06-23 07:30:00,9.14,14.97
Oesterbro,2020-06-23 07:30:00,5.99,8.3
Vesterbro,2020-06-23 08:00:00,7.92,15.25
Oesterbro,2020-06-23 08:00:00,4.68,6.55
Vesterbro,2020-06-23 08:30:00,29.7,40.49
Oesterbro,2020-06-23 08:30:00,4.82,6.7
Vesterbro,2020-06-23 09:00:00,8.32,15.23
Oesterbro,2020-06-23 09:00:00,4.24,5.78
Vesterbro,2020-06-23 09:30:00,7.55,14.1
Oesterbro,2020-06-23 09:30:00,4.62,6.41
Vesterbro,2020-06-23 10:00:00,8.85,16.55
Oesterbro,2020-06-23 10:00:00,5.2,7.1
Vesterbro,2020-06-23 10:30:00,11.7,19.83
Oesterbro,2020-06-23 10:30:00,4.32,5.93
Vesterbro,2020-06-23 11:00:00,13.34,22.66
Oesterbro,2020-06-23 11:00:00,5.8,7.7
Vesterbro,2020-06-23 11:30:00,11.88,24.05
Oesterbro,2020-06-23 11:30:00,3.24,4.08
Vesterbro,2020-06-23 12:00:00,12.91,27.41
Oesterbro,2020-06-23 12:00:00,3.68,4.41
Oesterbro,2020-06-23 12:30:00,5.68,7.51
Vesterbro,2020-06-23 12:30:00,13.64,22.74
Oesterbro,2020-06-23 13:00:00,5.7,7.14
Vesterbro,2020-06-23 13:00:00,14.23,27.04
Vesterbro,2020-06-23 13:30:00,13.26,24.23
Oesterbro,2020-06-23 13:30:00,4.51,5.55
Oesterbro,2020-06-23 14:00:00,5.24,6.53
Vesterbro,2020-06-23 14:00:00,19.21,29.34
Vesterbro,2020-06-23 14:30:00,14.3,23.83
Oesterbro,2020-06-23 14:30:00,4.07,5.06
Vesterbro,2020-06-23 15:00:00,29.51,45.98
Oesterbro,2020-06-23 15:00:00,3.95,5.16
Oesterbro,2020-06-23 15:30:00,4.39,4.93
Vesterbro,2020-06-23 15:30:00,12.88,20.19
Vesterbro,2020-06-23 16:00:00,14.95,24.83
Oesterbro,2020-06-23 16:00:00,4.45,4.99
Vesterbro,2020-06-23 16:30:00,14.62,32.93
Oesterbro,2020-06-23 16:30:00,4.12,4.97
Vesterbro,2020-06-23 17:00:00,13.36,19.12
Oesterbro,2020-06-23 17:00:00,3.85,4.37
Vesterbro,2020-06-23 17:30:00,12.93,17.48
Oesterbro,2020-06-23 17:30:00,3.78,4.0
Vesterbro,2020-06-23 18:00:00,9.75,12.91
Oesterbro,2020-06-23 18:00:00,4.2,4.23
Vesterbro,2020-06-23 18:30:00,14.74,19.97
Oesterbro,2020-06-23 18:30:00,4.53,4.7
Oesterbro,2020-06-23 19:00:00,5.51,5.68
Vesterbro,2020-06-23 19:00:00,12.54,15.32
Oesterbro,2020-06-23 19:30:00,6.34,6.6
Vesterbro,2020-06-23 19:30:00,14.88,19.57
Oesterbro,2020-06-23 20:00:00,6.57,6.73
Vesterbro,2020-06-23 20:00:00,15.74,19.36
Oesterbro,2020-06-23 20:30:00,6.91,6.66
Vesterbro,2020-06-23 20:30:00,11.89,13.72
Vesterbro,2020-06-23 21:00:00,17.2,19.67
Oesterbro,2020-06-23 21:00:00,7.01,6.95
Vesterbro,2020-06-23 21:30:00,12.62,14.94
Oesterbro,2020-06-23 21:30:00,7.91,7.75
Vesterbro,2020-06-23 22:00:00,8.07,9.58
Oesterbro,2020-06-23 22:00:00,5.37,5.27
Oesterbro,2020-06-23 22:30:00,6.53,6.52
Vesterbro,2020-06-23 22:30:00,9.66,10.7
Oesterbro,2020-06-23 23:00:00,6.36,6.23
Vesterbro,2020-06-23 23:00:00,10.0,11.42
Oesterbro,2020-06-23 23:30:00,8.2,7.79
Vesterbro,2020-06-23 23:30:00,8.01,7.97
Vesterbro,2020-06-24 00:00:00,11.79,13.19
Oesterbro,2020-06-24 00:00:00,10.76,11.14
Oesterbro,2020-06-24 00:30:00,7.67,7.87
Vesterbro,2020-06-24 00:30:00,8.21,8.71
Oesterbro,2020-06-24 01:00:00,6.16,5.67
Vesterbro,2020-06-24 01:00:00,6.06,6.58
Oesterbro,2020-06-24 01:30:00,4.95,4.92
Vesterbro,2020-06-24 01:30:00,5.8,5.92
Vesterbro,2020-06-24 02:00:00,6.12,6.42
Oesterbro,2020-06-24 02:00:00,4.91,4.48
Oesterbro,2020-06-24 02:30:00,5.2,4.94
Vesterbro,2020-06-24 02:30:00,6.5,6.58
Vesterbro,2020-06-24 03:00:00,6.12,6.66
Oesterbro,2020-06-24 03:00:00,8.28,7.85
Oesterbro,2020-06-24 03:30:00,7.4,7.31
Vesterbro,2020-06-24 03:30:00,6.08,6.46
Vesterbro,2020-06-24 04:00:00,28.94,35.62
Vesterbro,2020-06-24 04:30:00,23.37,31.18
Oesterbro,2020-06-24 04:30:00,11.57,12.7
Oesterbro,2020-06-24 05:00:00,21.02,25.34
Oesterbro,2020-06-24 05:30:00,20.21,25.01
Vesterbro,2020-06-24 05:30:00,26.62,38.08
Vesterbro,2020-06-24 06:00:00,23.96,33.47
Oesterbro,2020-06-24 06:00:00,19.19,24.53
Vesterbro,2020-06-24 06:30:00,33.14,69.13
Oesterbro,2020-06-24 06:30:00,11.86,14.89
Oesterbro,2020-06-24 07:00:00,11.22,13.89
Vesterbro,2020-06-24 07:00:00,29.3,47.02
Vesterbro,2020-06-24 07:30:00,20.76,33.45
Oesterbro,2020-06-24 07:30:00,7.38,8.6
Vesterbro,2020-06-24 08:00:00,24.33,39.52
Oesterbro,2020-06-24 08:00:00,8.4,10.54
Oesterbro,2020-06-24 08:30:00,7.11,7.98
Vesterbro,2020-06-24 08:30:00,25.27,35.3
Oesterbro,2020-06-24 09:00:00,7.2,8.23
Vesterbro,2020-06-24 09:00:00,26.19,40.71
Oesterbro,2020-06-24 09:30:00,8.09,9.69
Vesterbro,2020-06-24 09:30:00,21.46,29.17
Vesterbro,2020-06-24 10:00:00,25.55,45.35
Oesterbro,2020-06-24 10:00:00,7.17,8.71
Oesterbro,2020-06-24 10:30:00,6.32,7.13
Vesterbro,2020-06-24 10:30:00,25.76,37.41
Oesterbro,2020-06-24 11:00:00,6.36,7.25
Vesterbro,2020-06-24 11:00:00,33.52,48.97
Oesterbro,2020-06-24 11:30:00,7.01,8.4
Vesterbro,2020-06-24 11:30:00,27.07,39.14
Oesterbro,2020-06-24 12:00:00,10.46,12.77
Vesterbro,2020-06-24 12:00:00,16.28,24.27
Vesterbro,2020-06-24 12:30:00,21.4,33.33
Oesterbro,2020-06-24 12:30:00,8.38,9.69
Vesterbro,2020-06-24 13:00:00,22.33,35.22
Oesterbro,2020-06-24 13:00:00,6.36,7.4
Oesterbro,2020-06-24 13:30:00,5.43,6.21
Vesterbro,2020-06-24 13:30:00,25.79,40.29
Vesterbro,2020-06-24 14:00:00,37.3,62.62
Oesterbro,2020-06-24 14:00:00,7.01,8.23
Vesterbro,2020-06-24 14:30:00,80.48,139.15
Oesterbro,2020-06-24 14:30:00,7.44,8.42
Vesterbro,2020-06-24 15:00:00,57.28,289.98
Oesterbro,2020-06-24 15:00:00,9.44,10.36
Vesterbro,2020-06-24 15:30:00,70.06,371.74
Oesterbro,2020-06-24 15:30:00,9.5,10.36
Oesterbro,2020-06-24 16:00:00,19.33,23.14
Vesterbro,2020-06-24 16:00:00,81.72,175.99
Oesterbro,2020-06-24 16:30:00,9.94,11.06
Vesterbro,2020-06-24 16:30:00,128.08,253.74
Vesterbro,2020-06-24 17:00:00,51.65,97.83
Oesterbro,2020-06-24 17:00:00,7.22,7.82
Oesterbro,2020-06-24 17:30:00,10.51,11.48
Vesterbro,2020-06-24 17:30:00,44.04,91.7
Oesterbro,2020-06-24 18:00:00,6.95,7.59
Vesterbro,2020-06-24 18:00:00,31.13,52.05
Oesterbro,2020-06-24 18:30:00,6.4,6.57
Vesterbro,2020-06-24 18:30:00,32.02,48.59
Oesterbro,2020-06-24 19:00:00,7.67,8.11
Vesterbro,2020-06-24 19:00:00,36.12,54.42
Oesterbro,2020-06-24 19:30:00,5.65,5.59
Vesterbro,2020-06-24 19:30:00,24.24,38.86
Vesterbro,2020-06-24 20:00:00,39.9,58.96
Oesterbro,2020-06-24 20:00:00,6.38,6.11
Oesterbro,2020-06-24 20:30:00,5.99,5.78
Vesterbro,2020-06-24 20:30:00,25.89,33.48
Vesterbro,2020-06-24 21:00:00,29.59,41.07
Oesterbro,2020-06-24 21:00:00,6.03,5.92
Vesterbro,2020-06-24 21:30:00,36.94,59.38
Oesterbro,2020-06-24 21:30:00,8.05,7.8
Oesterbro,2020-06-24 22:00:00,11.34,11.25
Vesterbro,2020-06-24 22:00:00,33.43,57.01
Vesterbro,2020-06-24 22:30:00,38.83,58.05
Oesterbro,2020-06-24 22:30:00,12.52,12.05
Vesterbro,2020-06-24 23:00:00,30.4,42.45
Oesterbro,2020-06-24 23:00:00,10.8,10.59
Vesterbro,2020-06-24 23:30:00,10.93,14.24
Oesterbro,2020-06-24 23:30:00,13.4,13.32
Vesterbro,2020-06-25 00:00:00,24.96,37.57
Oesterbro,2020-06-25 00:00:00,9.63,9.57
Vesterbro,2020-06-25 00:30:00,15.85,20.0
Oesterbro,2020-06-25 00:30:00,12.98,12.84
Oesterbro,2020-06-25 01:00:00,5.95,5.95
Vesterbro,2020-06-25 01:00:00,10.0,11.57
Vesterbro,2020-06-25 01:30:00,8.45,9.1
Oesterbro,2020-06-25 01:30:00,6.34,6.17
Vesterbro,2020-06-25 02:00:00,7.59,8.62
Oesterbro,2020-06-25 02:00:00,6.53,6.53
Oesterbro,2020-06-25 02:30:00,6.57,6.36
Vesterbro,2020-06-25 02:30:00,7.39,7.95
Vesterbro,2020-06-25 03:00:00,10.41,13.51
Oesterbro,2020-06-25 03:00:00,5.4,4.97
Vesterbro,2020-06-25 03:30:00,15.29,18.39
Oesterbro,2020-06-25 03:30:00,6.69,6.66
Oesterbro,2020-06-25 04:00:00,8.17,8.2
Vesterbro,2020-06-25 04:00:00,25.99,34.76
Oesterbro,2020-06-25 04:30:00,22.04,25.79
Vesterbro,2020-06-25 04:30:00,34.89,64.56
Vesterbro,2020-06-25 05:00:00,51.48,82.87
Vesterbro,2020-06-25 05:30:00,57.88,106.3
Oesterbro,2020-06-25 05:30:00,21.64,26.25
Oesterbro,2020-06-25 06:00:00,32.24,40.76
Vesterbro,2020-06-25 06:30:00,49.13,87.26
Oesterbro,2020-06-25 06:30:00,34.91,45.84
Vesterbro,2020-06-25 07:00:00,63.34,162.22
Oesterbro,2020-06-25 07:00:00,28.93,37.8
Vesterbro,2020-06-25 07:30:00,54.6,146.18
Oesterbro,2020-06-25 07:30:00,29.78,40.01
Oesterbro,2020-06-25 08:00:00,25.25,34.18
Vesterbro,2020-06-25 08:00:00,77.27,162.44
Vesterbro,2020-06-25 08:30:00,105.36,217.41
Oesterbro,2020-06-25 08:30:00,15.54,20.07
Vesterbro,2020-06-25 09:00:00,86.48,157.08
Oesterbro,2020-06-25 09:00:00,11.94,15.36
Vesterbro,2020-06-25 09:30:00,55.54,153.26
Oesterbro,2020-06-25 09:30:00,9.67,12.07
Vesterbro,2020-06-25 10:00:00,54.8,128.64
Oesterbro,2020-06-25 10:00:00,24.6,36.79
Oesterbro,2020-06-25 10:30:00,12.81,16.24
Vesterbro,2020-06-25 10:30:00,85.57,199.16
Vesterbro,2020-06-25 11:00:00,169.98,386.29
Oesterbro,2020-06-25 11:00:00,7.52,9.99
Vesterbro,2020-06-25 11:30:00,59.55,199.36
Oesterbro,2020-06-25 11:30:00,8.0,10.45
Vesterbro,2020-06-25 12:00:00,32.26,139.17
Oesterbro,2020-06-25 12:00:00,9.59,12.24
Oesterbro,2020-06-25 12:30:00,9.4,11.93
Vesterbro,2020-06-25 12:30:00,56.06,164.75
Vesterbro,2020-06-25 13:00:00,41.31,135.41
Oesterbro,2020-06-25 13:00:00,10.61,13.32
Oesterbro,2020-06-25 13:30:00,9.76,12.57
Vesterbro,2020-06-25 13:30:00,75.14,217.49
Oesterbro,2020-06-25 14:00:00,10.28,13.05
Vesterbro,2020-06-25 14:00:00,58.55,142.04
Oesterbro,2020-06-25 14:30:00,10.71,13.47
Vesterbro,2020-06-25 14:30:00,60.75,237.23
Oesterbro,2020-06-25 15:00:00,10.25,13.41
Vesterbro,2020-06-25 15:00:00,42.82,162.66
Vesterbro,2020-06-25 15:30:00,99.98,258.07
Oesterbro,2020-06-25 15:30:00,9.32,11.47
Oesterbro,2020-06-25 16:00:00,12.38,16.09
Vesterbro,2020-06-25 16:00:00,54.76,184.64
Oesterbro,2020-06-25 16:30:00,9.34,11.55
Vesterbro,2020-06-25 16:30:00,49.4,109.09
Vesterbro,2020-06-25 17:00:00,41.65,90.41
Oesterbro,2020-06-25 17:00:00,8.42,9.95
Oesterbro,2020-06-25 17:30:00,7.94,9.18
Vesterbro,2020-06-25 17:30:00,39.37,71.86
Oesterbro,2020-06-25 18:00:00,5.75,6.64
Vesterbro,2020-06-25 18:00:00,,
Oesterbro,2020-06-25 18:30:00,4.96,5.35
Vesterbro,2020-06-25 18:30:00,25.93,43.87
Vesterbro,2020-06-25 19:00:00,12.69,70.8
Oesterbro,2020-06-25 19:00:00,6.05,6.24
Oesterbro,2020-06-25 19:30:00,5.17,5.1
Vesterbro,2020-06-25 19:30:00,23.52,47.45
Oesterbro,2020-06-25 20:00:00,8.96,9.01
Vesterbro,2020-06-25 20:00:00,48.76,71.14
Vesterbro,2020-06-25 20:30:00,29.19,49.65
Oesterbro,2020-06-25 20:30:00,12.06,11.95
Oesterbro,2020-06-25 21:00:00,12.17,12.12
Vesterbro,2020-06-25 21:00:00,34.06,58.21
Vesterbro,2020-06-25 21:30:00,26.81,42.06
Oesterbro,2020-06-25 21:30:00,13.98,14.01
Vesterbro,2020-06-25 22:00:00,21.99,31.14
Oesterbro,2020-06-25 22:00:00,13.65,13.28
Vesterbro,2020-06-25 22:30:00,22.45,30.64
Oesterbro,2020-06-25 22:30:00,13.27,12.8
Oesterbro,2020-06-25 23:00:00,11.98,11.87
Vesterbro,2020-06-25 23:00:00,25.7,33.33
Vesterbro,2020-06-25 23:30:00,20.09,24.86
Oesterbro,2020-06-25 23:30:00,9.77,9.25
Oesterbro,2020-06-26 00:00:00,9.19,9.02
Vesterbro,2020-06-26 00:00:00,15.43,20.28
Vesterbro,2020-06-26 00:30:00,13.61,16.08
Oesterbro,2020-06-26 00:30:00,9.15,9.1
Vesterbro,2020-06-26 01:00:00,13.08,17.65
Oesterbro,2020-06-26 01:00:00,7.69,7.35
Oesterbro,2020-06-26 01:30:00,7.03,6.89
Vesterbro,2020-06-26 01:30:00,9.57,10.28
Oesterbro,2020-06-26 02:00:00,8.44,7.98
Vesterbro,2020-06-26 02:00:00,12.73,13.95
Oesterbro,2020-06-26 02:30:00,10.35,10.43
Vesterbro,2020-06-26 02:30:00,17.65,18.93
Vesterbro,2020-06-26 03:00:00,18.07,21.18
Oesterbro,2020-06-26 03:00:00,11.71,11.27
Oesterbro,2020-06-26 03:30:00,13.79,13.74
Vesterbro,2020-06-26 03:30:00,20.59,26.3
Oesterbro,2020-06-26 04:00:00,14.46,15.08
Oesterbro,2020-06-26 04:30:00,20.43,22.49
Vesterbro,2020-06-26 04:30:00,,
Oesterbro,2020-06-26 05:00:00,22.83,25.28
Vesterbro,2020-06-26 05:00:00,63.97,117.54
Oesterbro,2020-06-26 05:30:00,23.18,26.42
Vesterbro,2020-06-26 05:30:00,57.48,115.75
Vesterbro,2020-06-26 06:00:00,58.83,132.11
Oesterbro,2020-06-26 06:30:00,20.08,25.74
Vesterbro,2020-06-26 06:30:00,135.27,317.82
Oesterbro,2020-06-26 07:00:00,12.79,15.6
Vesterbro,2020-06-26 07:00:00,80.79,163.94
Oesterbro,2020-06-26 07:30:00,12.21,15.54
Vesterbro,2020-06-26 07:30:00,49.56,183.23
Oesterbro,2020-06-26 08:00:00,8.75,10.56
Vesterbro,2020-06-26 08:00:00,20.9,100.87
Oesterbro,2020-06-26 08:30:00,9.15,11.43
Vesterbro,2020-06-26 08:30:00,68.09,155.06
Oesterbro,2020-06-26 09:00:00,10.31,13.31
Vesterbro,2020-06-26 09:00:00,47.7,119.77
Oesterbro,2020-06-26 09:30:00,11.71,15.12
Vesterbro,2020-06-26 09:30:00,40.81,116.67
Vesterbro,2020-06-26 10:00:00,48.01,108.08
Oesterbro,2020-06-26 10:00:00,11.52,14.5
Vesterbro,2020-06-26 10:30:00,42.91,88.7
Oesterbro,2020-06-26 10:30:00,8.38,10.37
Oesterbro,2020-06-26 11:00:00,10.42,13.27
Vesterbro,2020-06-26 11:00:00,50.04,111.19
Oesterbro,2020-06-26 11:30:00,11.31,14.5
Vesterbro,2020-06-26 11:30:00,68.39,123.74
Oesterbro,2020-06-26 12:00:00,10.67,13.02
Vesterbro,2020-06-26 12:00:00,68.74,154.36
Vesterbro,2020-06-26 12:30:00,57.81,108.52
Oesterbro,2020-06-26 12:30:00,9.38,11.54
Oesterbro,2020-06-26 13:00:00,9.04,10.77
Vesterbro,2020-06-26 13:00:00,15.08,55.45
Vesterbro,2020-06-26 13:30:00,23.04,56.54
Oesterbro,2020-06-26 13:30:00,8.65,10.27
Oesterbro,2020-06-26 14:00:00,7.67,9.08
Vesterbro,2020-06-26 14:00:00,38.68,76.32
Vesterbro,2020-06-26 14:30:00,16.57,48.57
Oesterbro,2020-06-26 14:30:00,7.21,8.21
Oesterbro,2020-06-26 15:00:00,6.23,7.34
Vesterbro,2020-06-26 15:00:00,65.06,192.77
Oesterbro,2020-06-26 15:30:00,6.27,7.13
Vesterbro,2020-06-26 15:30:00,47.14,100.11
Oesterbro,2020-06-26 16:00:00,6.86,7.96
Vesterbro,2020-06-26 16:00:00,30.44,51.9
Vesterbro,2020-06-26 16:30:00,20.0,37.02
Oesterbro,2020-06-26 16:30:00,5.15,5.71
Oesterbro,2020-06-26 17:00:00,5.71,6.48
Vesterbro,2020-06-26 17:00:00,19.03,35.23
Vesterbro,2020-06-26 17:30:00,17.45,30.29
Oesterbro,2020-06-26 17:30:00,4.79,5.07
Oesterbro,2020-06-26 18:00:00,5.09,5.15
Vesterbro,2020-06-26 18:00:00,15.21,26.48
Vesterbro,2020-06-26 18:30:00,18.52,28.83
Oesterbro,2020-06-26 18:30:00,5.44,6.15
Oesterbro,2020-06-26 19:00:00,5.69,6.0
Vesterbro,2020-06-26 19:00:00,13.47,21.24
Oesterbro,2020-06-26 19:30:00,7.75,7.75
Vesterbro,2020-06-26 19:30:00,23.32,37.82
Vesterbro,2020-06-26 20:00:00,29.7,52.28
Oesterbro,2020-06-26 20:00:00,9.44,9.42
Vesterbro,2020-06-26 20:30:00,23.99,36.44
Oesterbro,2020-06-26 20:30:00,11.33,11.19
Vesterbro,2020-06-26 21:00:00,44.1,72.34
Oesterbro,2020-06-26 21:00:00,8.09,7.78
Vesterbro,2020-06-26 21:30:00,27.6,42.32
Oesterbro,2020-06-26 21:30:00,15.48,15.29
Oesterbro,2020-06-26 22:00:00,14.5,14.48
Vesterbro,2020-06-26 22:00:00,24.7,33.28
Vesterbro,2020-06-26 22:30:00,22.99,35.73
Oesterbro,2020-06-26 22:30:00,12.41,12.27
Oesterbro,2020-06-26 23:00:00,15.85,16.4
Vesterbro,2020-06-26 23:00:00,44.1,66.76
Oesterbro,2020-06-26 23:30:00,12.0,11.96
Vesterbro,2020-06-26 23:30:00,26.91,39.87
Oesterbro,2020-06-27 00:00:00,6.15,6.07
Vesterbro,2020-06-27 00:00:00,17.71,26.82
Vesterbro,2020-06-27 00:30:00,19.53,31.88
Oesterbro,2020-06-27 00:30:00,5.96,5.75
Oesterbro,2020-06-27 01:00:00,5.94,5.34
Vesterbro,2020-06-27 01:00:00,11.1,14.43
Vesterbro,2020-06-27 01:30:00,16.93,26.86
Oesterbro,2020-06-27 01:30:00,6.11,5.57
Oesterbro,2020-06-27 02:00:00,6.31,5.92
Oesterbro,2020-06-27 02:30:00,6.4,6.34
Vesterbro,2020-06-27 02:30:00,17.9,19.37
Oesterbro,2020-06-27 03:00:00,6.04,5.92
Vesterbro,2020-06-27 03:00:00,36.19,42.14
Vesterbro,2020-06-27 03:30:00,23.16,25.11
Oesterbro,2020-06-27 03:30:00,5.79,5.53
Vesterbro,2020-06-27 04:00:00,16.34,18.48
Oesterbro,2020-06-27 04:30:00,6.42,6.46
Vesterbro,2020-06-27 04:30:00,29.92,34.45
Oesterbro,2020-06-27 05:00:00,6.13,6.32
Oesterbro,2020-06-27 05:30:00,10.41,11.36
Vesterbro,2020-06-27 05:30:00,20.67,30.81
Vesterbro,2020-06-27 06:00:00,17.55,22.58
Oesterbro,2020-06-27 06:00:00,10.06,10.84
Oesterbro,2020-06-27 06:30:00,5.02,5.26
Vesterbro,2020-06-27 06:30:00,14.15,26.3
Oesterbro,2020-06-27 07:00:00,5.6,6.15
Vesterbro,2020-06-27 07:00:00,19.37,26.25
Oesterbro,2020-06-27 07:30:00,5.94,6.72
Vesterbro,2020-06-27 07:30:00,16.77,30.63
Oesterbro,2020-06-27 08:00:00,4.65,5.09
Vesterbro,2020-06-27 08:00:00,10.79,21.74
Oesterbro,2020-06-27 08:30:00,5.36,5.93
Vesterbro,2020-06-27 08:30:00,24.12,43.64
Vesterbro,2020-06-27 09:00:00,32.76,53.62
Oesterbro,2020-06-27 09:00:00,6.63,6.8
Oesterbro,2020-06-27 09:30:00,5.96,6.65
Vesterbro,2020-06-27 09:30:00,13.87,50.03
Oesterbro,2020-06-27 10:00:00,6.04,6.49
Vesterbro,2020-06-27 10:00:00,19.2,52.62
Oesterbro,2020-06-27 10:30:00,6.44,7.38
Vesterbro,2020-06-27 10:30:00,24.69,41.64
Vesterbro,2020-06-27 11:00:00,31.61,59.77
Oesterbro,2020-06-27 11:00:00,8.52,10.34
Oesterbro,2020-06-27 11:30:00,5.73,6.62
Vesterbro,2020-06-27 11:30:00,29.55,50.37
Oesterbro,2020-06-27 12:00:00,5.71,6.43
Vesterbro,2020-06-27 12:00:00,34.02,59.08
Vesterbro,2020-06-27 12:30:00,32.38,57.88
Oesterbro,2020-06-27 12:30:00,6.92,7.86
Oesterbro,2020-06-27 13:00:00,5.38,6.16
Vesterbro,2020-06-27 13:00:00,20.22,33.12
Vesterbro,2020-06-27 13:30:00,18.37,28.14
Oesterbro,2020-06-27 13:30:00,4.56,4.84
Vesterbro,2020-06-27 14:00:00,23.45,40.83
Oesterbro,2020-06-27 14:00:00,5.02,5.35
Vesterbro,2020-06-27 14:30:00,20.79,36.47
Oesterbro,2020-06-27 14:30:00,4.81,5.12
Oesterbro,2020-06-27 15:00:00,5.37,5.68
Vesterbro,2020-06-27 15:00:00,21.78,34.22
Vesterbro,2020-06-27 15:30:00,13.17,21.45
Oesterbro,2020-06-27 15:30:00,4.56,5.18
Vesterbro,2020-06-27 16:00:00,15.5,24.04
Oesterbro,2020-06-27 16:00:00,5.9,6.32
Vesterbro,2020-06-27 16:30:00,14.41,25.69
Oesterbro,2020-06-27 16:30:00,4.89,5.03
Oesterbro,2020-06-27 17:00:00,5.58,5.7
Vesterbro,2020-06-27 17:00:00,14.21,22.92
Vesterbro,2020-06-27 17:30:00,14.06,19.89
Oesterbro,2020-06-27 17:30:00,5.83,5.62
Vesterbro,2020-06-27 18:00:00,13.86,23.84
Oesterbro,2020-06-27 18:00:00,5.23,4.99
Vesterbro,2020-06-27 18:30:00,22.8,34.75
Oesterbro,2020-06-27 18:30:00,6.46,6.66
Oesterbro,2020-06-27 19:00:00,6.14,6.16
Vesterbro,2020-06-27 19:00:00,25.88,33.98
Vesterbro,2020-06-27 19:30:00,12.67,13.38
Oesterbro,2020-06-27 19:30:00,6.85,6.58
Oesterbro,2020-06-27 20:00:00,8.96,8.85
Vesterbro,2020-06-27 20:00:00,14.81,16.98
Vesterbro,2020-06-27 20:30:00,31.13,41.63
Oesterbro,2020-06-27 20:30:00,9.29,9.24
Oesterbro,2020-06-27 21:00:00,6.54,6.18
Vesterbro,2020-06-27 21:00:00,30.11,43.16
Vesterbro,2020-06-27 21:30:00,21.99,33.2
Oesterbro,2020-06-27 21:30:00,6.58,6.72
Vesterbro,2020-06-27 22:00:00,33.01,51.65
Oesterbro,2020-06-27 22:00:00,6.13,6.47
Vesterbro,2020-06-27 22:30:00,27.07,43.4
Oesterbro,2020-06-27 22:30:00,6.52,6.41
Oesterbro,2020-06-27 23:00:00,6.33,6.18
Vesterbro,2020-06-27 23:00:00,22.08,29.52
Vesterbro,2020-06-27 23:30:00,10.59,12.02
Oesterbro,2020-06-27 23:30:00,6.94,6.76
Oesterbro,2020-06-28 00:00:00,5.94,5.27
Vesterbro,2020-06-28 00:00:00,10.89,12.12
Vesterbro,2020-06-28 00:30:00,11.25,12.92
Oesterbro,2020-06-28 00:30:00,6.08,5.7
Oesterbro,2020-06-28 01:00:00,,
Vesterbro,2020-06-28 01:00:00,9.84,11.73
Vesterbro,2020-06-28 01:30:00,7.23,7.76
Oesterbro,2020-06-28 01:30:00,6.16,6.02
Vesterbro,2020-06-28 02:00:00,6.97,8.32
Oesterbro,2020-06-28 02:00:00,6.19,6.06
Vesterbro,2020-06-28 02:30:00,8.26,10.85
Oesterbro,2020-06-28 02:30:00,5.73,5.72
Oesterbro,2020-06-28 03:00:00,5.4,5.39
Vesterbro,2020-06-28 03:00:00,6.02,6.61
Vesterbro,2020-06-28 03:30:00,8.65,9.74
Oesterbro,2020-06-28 03:30:00,5.75,5.85
Oesterbro,2020-06-28 04:00:00,5.23,5.0
Vesterbro,2020-06-28 04:00:00,9.66,13.19
Vesterbro,2020-06-28 04:30:00,11.07,16.76
Oesterbro,2020-06-28 04:30:00,4.42,4.25
Vesterbro,2020-06-28 05:00:00,10.21,16.13
Vesterbro,2020-06-28 05:30:00,10.46,14.47
Oesterbro,2020-06-28 05:30:00,4.17,4.06
Oesterbro,2020-06-28 06:00:00,3.46,3.51
Vesterbro,2020-06-28 06:30:00,14.9,20.23
Oesterbro,2020-06-28 06:30:00,3.49,3.68
Vesterbro,2020-06-28 07:00:00,10.75,16.7
Oesterbro,2020-06-28 07:00:00,4.49,5.18
Oesterbro,2020-06-28 07:30:00,3.97,4.49
Vesterbro,2020-06-28 07:30:00,8.17,10.42
Vesterbro,2020-06-28 08:00:00,8.42,14.87
Oesterbro,2020-06-28 08:00:00,4.08,4.53
Vesterbro,2020-06-28 08:30:00,10.4,14.57
