Recorded,NO2,NOx,O3
2019-12-06 10:00:00,6.43,8.06,69.81
2019-12-06 10:30:00,9.36,11.62,64.26
2019-12-06 11:00:00,10.42,13.22,62.8
2019-12-06 11:30:00,9.28,12.08,64.5
2019-12-06 12:00:00,13.09,17.45,57.96
2019-12-06 12:30:00,11.96,15.97,54.6
2019-12-06 13:00:00,11.84,15.51,56.06
2019-12-06 13:30:00,12.17,15.43,52.31
2019-12-06 14:00:00,13.35,16.91,47.98
2019-12-06 14:30:00,13.68,18.23,42.01
2019-12-06 15:00:00,17.89,17.05,40.39
2019-12-06 15:30:00,14.18,16.97,40.23
2019-12-06 16:00:00,14.1,16.46,43.77
2019-12-06 16:30:00,10.5,13.87,47.6
2019-12-06 17:00:00,11.77,14.88,47.3
2019-12-06 17:30:00,9.41,12.1,50.33
2019-12-06 18:00:00,10.42,13.3,47.42
2019-12-06 18:30:00,9.7,11.97,45.7
2019-12-06 19:00:00,9.65,12.05,42.97
2019-12-06 19:30:00,9.52,11.43,43.29
2019-12-06 20:00:00,8.35,9.89,44.86
2019-12-06 20:30:00,6.93,8.52,47.36
2019-12-06 21:00:00,6.25,7.56,49.43
2019-12-06 21:30:00,5.34,6.86,49.35
2019-12-06 22:00:00,6.72,8.39,48.7
2019-12-06 22:30:00,5.94,7.4,49.59
2019-12-06 23:00:00,5.24,6.44,52.97
2019-12-06 23:30:00,4.41,5.04,55.8
2019-12-07 00:00:00,3.3,4.34,61.35
2019-12-07 00:30:00,3.42,4.88,61.61
2019-12-07 01:00:00,3.42,4.78,61.93
2019-12-07 01:30:00,3.14,3.98,65.24
2019-12-07 02:30:00,2.26,2.86,66.43
2019-12-07 03:00:00,2.23,3.27,67.16
2019-12-07 03:30:00,2.8,3.64,64.75
2019-12-07 04:00:00,3.68,4.75,64.27
2019-12-07 04:30:00,2.67,3.53,69.21
2019-12-07 05:30:00,2.05,3.79,68.65
2019-12-07 06:00:00,1.79,2.49,67.21
2019-12-07 06:30:00,1.86,3.04,66.15
2019-12-07 07:00:00,1.4,2.8,64.96
2019-12-07 07:30:00,1.14,2.21,66.31
2019-12-07 08:00:00,1.09,1.74,69.39
2019-12-07 08:30:00,2.23,3.68,72.23
2019-12-07 09:00:00,2.83,4.15,75.33
2019-12-07 09:30:00,2.75,4.26,77.24
2019-12-07 10:00:00,3.47,5.08,78.87
2019-12-07 10:30:00,3.24,4.98,74.98
2019-12-07 11:00:00,4.27,6.56,70.59
2019-12-07 11:30:00,4.4,6.85,69.75
2019-12-07 12:00:00,4.59,6.41,69.95
2019-12-07 12:30:00,4.26,5.61,70.37
2019-12-07 13:00:00,4.03,5.53,70.63
2019-12-07 13:30:00,4.08,5.04,70.81
2019-12-07 14:00:00,4.39,6.26,70.27
2019-12-07 14:30:00,4.99,6.13,70.27
2019-12-07 15:00:00,4.62,5.97,72.04
2019-12-07 15:30:00,4.44,5.89,72.56
2019-12-07 16:00:00,6.65,7.84,69.33
2019-12-07 16:30:00,7.2,8.18,69.25
2019-12-07 17:00:00,6.25,8.18,70.37
2019-12-07 17:30:00,9.3,11.06,66.22
2019-12-07 18:00:00,8.18,9.76,65.76
2019-12-07 18:30:00,6.55,7.53,67.35
2019-12-07 19:00:00,5.79,7.09,66.74
2019-12-07 19:30:00,5.45,6.7,68.15
2019-12-07 20:00:00,7.38,8.75,63.52
2019-12-07 20:30:00,6.75,8.62,63.22
2019-12-07 21:00:00,8.44,10.05,59.59
2019-12-07 21:30:00,7.94,9.63,56.02
2019-12-07 22:00:00,9.14,11.19,52.27
2019-12-07 22:30:00,8.57,10.64,50.05
2019-12-07 23:00:00,7.74,9.42,49.75
2019-12-07 23:30:00,8.41,9.99,50.13
2019-12-08 00:00:00,8.15,9.84,53.8
2019-12-08 00:30:00,5.35,7.26,55.66
2019-12-08 01:00:00,5.5,6.9,56.5
2019-12-08 01:30:00,5.37,6.85,57.74
2019-12-08 02:00:00,4.96,6.28,58.99
2019-12-08 02:30:00,4.05,5.52,58.99
2019-12-08 03:00:00,4.08,4.85,
2019-12-08 03:30:00,4.0,5.68,56.4
2019-12-08 04:00:00,3.55,5.16,57.8
2019-12-08 04:30:00,3.04,4.27,58.21
2019-12-08 05:00:00,3.14,3.96,58.45
2019-12-08 05:30:00,3.24,4.74,58.85
2019-12-08 06:30:00,3.69,4.58,60.54
2019-12-08 07:00:00,3.07,3.73,64.67
2019-12-08 07:30:00,2.88,4.17,66.31
2019-12-08 08:00:00,3.58,4.43,67.16
2019-12-08 08:30:00,3.3,4.3,69.01
2019-12-08 09:00:00,3.25,4.09,70.31
2019-12-08 09:30:00,3.98,4.5,69.45
2019-12-08 10:00:00,4.31,5.54,67.79
2019-12-08 10:30:00,3.94,5.49,67.57
2019-12-08 11:00:00,4.02,5.41,68.33
2019-12-08 11:30:00,3.24,4.08,72.78
2019-12-08 12:00:00,3.37,5.1,74.12
2019-12-08 12:30:00,3.04,4.24,77.47
2019-12-08 13:00:00,2.62,3.9,79.07
2019-12-08 13:30:00,2.91,3.77,79.21
2019-12-08 14:00:00,3.94,5.46,79.76
2019-12-08 14:30:00,3.53,4.6,80.05
2019-12-08 15:00:00,3.48,4.45,80.62
2019-12-08 15:30:00,5.4,6.52,80.69
2019-12-08 16:00:00,4.07,5.38,80.53
2019-12-08 16:30:00,5.39,7.56,80.82
2019-12-08 17:00:00,5.25,6.26,80.53
2019-12-08 17:30:00,4.57,5.77,81.08
2019-12-08 18:00:00,5.5,6.63,80.72
2019-12-08 18:30:00,6.01,7.36,79.35
2019-12-08 19:00:00,4.76,6.4,80.76
2019-12-08 19:30:00,5.04,6.35,79.94
2019-12-08 20:00:00,4.11,5.52,76.7
2019-12-08 20:30:00,3.19,4.63,75.18
2019-12-08 21:00:00,4.66,5.8,73.3
2019-12-08 21:30:00,4.0,4.76,72.1
2019-12-08 22:00:00,3.12,4.13,71.55
2019-12-08 22:30:00,3.19,4.34,71.68
2019-12-08 23:00:00,2.78,3.74,71.5
2019-12-08 23:30:00,1.84,2.42,72.08
2019-12-09 00:00:00,1.22,1.14,73.59
2019-12-09 00:30:00,1.9,2.29,73.8
2019-12-09 01:00:00,3.17,3.56,
2019-12-09 01:30:00,1.56,2.39,74.23
2019-12-09 02:00:00,1.58,2.47,74.27
2019-12-09 02:30:00,1.53,2.28,73.46
2019-12-09 03:00:00,1.5,2.6,71.49
2019-12-09 03:30:00,1.41,1.32,72.26
2019-12-09 04:30:00,1.74,2.88,69.21
2019-12-09 05:00:00,3.54,3.56,69.14
2019-12-09 05:30:00,4.34,4.47,68.65
2019-12-09 06:00:00,6.92,7.43,67.21
2019-12-09 06:30:00,10.16,12.17,60.54
2019-12-09 07:00:00,13.59,16.88,62.09
2019-12-09 07:30:00,18.24,23.83,62.78
2019-12-09 08:00:00,19.28,24.11,60.21
2019-12-09 08:30:00,15.53,20.13,61.93
2019-12-09 09:00:00,13.12,16.69,63.86
2019-12-09 09:30:00,13.27,17.68,62.17
2019-12-09 10:00:00,14.68,18.23,61.91
2019-12-09 10:30:00,11.28,14.22,66.54
2019-12-09 11:00:00,9.54,11.93,67.71
2019-12-09 11:30:00,6.41,8.86,69.71
2019-12-09 12:00:00,5.61,7.35,69.93
2019-12-09 12:30:00,4.38,6.21,71.61
2019-12-09 13:00:00,4.83,6.73,71.91
2019-12-09 13:30:00,5.06,7.25,71.98
2019-12-09 14:00:00,6.1,8.13,70.99
2019-12-09 14:30:00,6.75,8.65,69.83
2019-12-09 15:00:00,8.26,11.28,67.53
2019-12-09 15:30:00,8.8,12.16,60.55
2019-12-09 16:00:00,6.07,8.75,58.81
2019-12-09 16:30:00,5.06,7.17,61.79
2019-12-09 17:00:00,3.27,4.82,67.14
2019-12-09 17:30:00,3.48,4.88,70.49
2019-12-09 18:00:00,2.96,4.43,74.7
2019-12-09 18:30:00,3.63,5.4,71.55
2019-12-09 19:00:00,2.88,3.62,72.64
2019-12-09 19:30:00,2.81,3.23,72.9
2019-12-09 20:00:00,2.23,3.36,72.12
2019-12-09 20:30:00,2.72,3.65,70.81
2019-12-09 21:00:00,2.62,3.78,70.99
2019-12-09 21:30:00,2.18,2.74,69.95
2019-12-09 22:00:00,2.7,4.12,68.13
2019-12-09 22:30:00,2.96,4.17,67.33
2019-12-09 23:00:00,2.8,4.48,66.32
2019-12-09 23:30:00,2.67,3.67,66.68
2019-12-10 00:00:00,1.86,3.05,66.42
2019-12-10 00:30:00,2.02,3.08,66.16
2019-12-10 01:00:00,2.05,3.05,65.96
2019-12-10 01:30:00,1.95,2.3,64.56
2019-12-10 02:00:00,2.26,3.05,
2019-12-10 02:30:00,2.68,3.21,63.06
2019-12-10 03:00:00,11.9,12.93,49.23
2019-12-10 03:30:00,11.74,12.89,42.45
2019-12-10 04:00:00,8.39,12.84,45.04
2019-12-10 04:30:00,10.1,10.69,42.47
2019-12-10 05:30:00,15.51,19.86,32.69
2019-12-10 06:00:00,22.46,31.0,24.19
2019-12-10 06:30:00,25.22,34.32,12.63
2019-12-10 07:00:00,32.72,42.67,6.77
2019-12-10 07:30:00,39.11,65.07,4.47
2019-12-10 08:00:00,37.51,70.32,0.48
2019-12-10 08:30:00,32.42,66.71,1.88
2019-12-10 09:00:00,27.01,47.6,2.51
2019-12-10 09:30:00,18.93,29.94,5.59
2019-12-10 10:00:00,16.26,24.86,12.91
2019-12-10 10:30:00,16.74,23.07,15.89
2019-12-10 11:00:00,16.35,22.94,14.51
2019-12-10 11:30:00,15.57,21.98,19.12
2019-12-10 12:00:00,14.91,20.59,21.81
2019-12-10 12:30:00,15.16,21.16,20.93
2019-12-10 13:00:00,15.77,22.01,23.23
2019-12-10 13:30:00,15.34,20.64,32.43
2019-12-10 14:00:00,17.04,23.08,39.16
2019-12-10 14:30:00,17.63,23.43,40.91
2019-12-10 15:00:00,18.46,24.04,43.77
2019-12-10 15:30:00,18.33,23.28,47.1
2019-12-10 16:00:00,14.25,16.46,52.23
2019-12-10 16:30:00,16.71,20.78,51.31
2019-12-10 17:00:00,16.25,17.55,53.84
2019-12-10 17:30:00,14.13,17.16,58.57
2019-12-10 18:00:00,9.83,11.8,64.38
2019-12-10 18:30:00,8.3,9.71,66.18
2019-12-10 19:00:00,7.46,9.35,66.64
2019-12-10 19:30:00,6.68,8.54,66.16
2019-12-10 20:00:00,6.68,8.54,65.34
2019-12-10 20:30:00,7.2,9.11,61.91
2019-12-10 21:00:00,8.06,9.63,58.71
2019-12-10 21:30:00,8.42,10.78,55.98
2019-12-10 22:00:00,8.58,10.33,54.18
2019-12-10 22:30:00,9.89,11.82,50.69
2019-12-10 23:00:00,10.25,11.54,46.84
2019-12-10 23:30:00,10.28,11.33,44.72
2019-12-11 00:00:00,9.34,9.84,43.91
2019-12-11 00:30:00,8.37,9.35,44.34
2019-12-11 01:00:00,7.71,7.77,44.54
2019-12-11 01:30:00,7.5,7.79,44.68
2019-12-11 02:00:00,7.83,8.16,45.14
2019-12-11 02:30:00,7.13,7.54,46.18
2019-12-11 03:00:00,7.16,7.54,
2019-12-11 03:30:00,6.52,7.98,48.04
2019-12-11 04:00:00,6.16,7.41,48.95
2019-12-11 04:30:00,5.93,7.46,49.35
2019-12-11 05:00:00,5.67,7.18,49.21
2019-12-11 05:30:00,6.66,8.24,48.85
2019-12-11 06:30:00,14.44,17.44,48.18
2019-12-11 07:00:00,19.58,23.57,49.35
2019-12-11 07:30:00,20.22,33.53,49.25
2019-12-11 08:00:00,19.73,30.73,49.87
2019-12-11 08:30:00,18.0,31.66,48.64
2019-12-11 09:00:00,16.21,23.41,50.05
2019-12-11 09:30:00,18.93,29.94,48.22
2019-12-11 10:00:00,16.26,24.86,51.13
2019-12-11 10:30:00,16.74,19.7,54.64
2019-12-11 11:00:00,16.35,22.94,53.9
2019-12-11 11:30:00,13.78,19.42,56.9
2019-12-11 12:00:00,13.09,18.17,57.3
2019-12-11 12:30:00,11.96,15.97,58.27
2019-12-11 13:00:00,15.77,22.01,53.46
2019-12-11 13:30:00,15.34,20.64,45.82
2019-12-11 14:00:00,17.04,23.08,46.56
2019-12-11 14:30:00,17.63,23.43,42.37
2019-12-11 15:00:00,18.46,24.04,26.06
2019-12-11 15:30:00,18.33,23.28,19.18
2019-12-11 16:00:00,18.65,23.03,27.1
2019-12-11 16:30:00,16.71,20.78,24.51
2019-12-11 17:00:00,16.25,19.7,24.31
2019-12-11 17:30:00,16.78,21.19,29.2
2019-12-11 18:00:00,15.38,21.84,32.23
2019-12-11 18:30:00,20.64,22.46,31.31
2019-12-11 19:00:00,17.94,20.62,34.45
2019-12-11 19:30:00,18.0,18.52,31.53
2019-12-11 20:00:00,18.2,18.89,30.04
2019-12-11 20:30:00,11.91,14.13,34.15
2019-12-11 21:00:00,11.72,14.09,36.82
2019-12-11 21:30:00,11.17,12.32,37.6
2019-12-11 22:00:00,9.0,11.74,41.37
2019-12-11 22:30:00,8.69,10.9,42.31
2019-12-11 23:00:00,7.97,9.23,44.44
2019-12-11 23:30:00,8.52,9.96,42.97
2019-12-12 00:00:00,6.98,8.71,45.9
2019-12-12 00:30:00,4.91,6.57,49.95
2019-12-12 01:00:00,4.58,5.81,
2019-12-12 01:30:00,5.34,5.97,50.65
2019-12-12 02:00:00,4.79,5.6,51.35
2019-12-12 02:30:00,5.86,6.73,48.14
2019-12-12 03:00:00,4.63,6.0,47.8
2019-12-12 03:30:00,4.84,5.55,48.2
2019-12-12 04:30:00,4.29,5.24,48.72
2019-12-12 05:00:00,4.45,5.63,47.38
2019-12-12 05:30:00,9.27,10.79,41.87
2019-12-12 06:00:00,16.79,21.88,35.62
2019-12-12 06:30:00,19.95,30.7,33.69
2019-12-12 07:00:00,19.58,28.37,28.02
2019-12-12 07:30:00,34.13,33.53,22.39
2019-12-12 08:00:00,37.51,30.73,20.04
2019-12-12 08:30:00,32.42,57.67,17.26
2019-12-12 09:00:00,27.01,23.41,25.49
2019-12-12 09:30:00,18.58,22.64,33.17
2019-12-12 10:00:00,16.26,24.86,24.59
2019-12-12 10:30:00,16.74,23.07,28.44
2019-12-12 11:00:00,16.35,22.94,24.45
2019-12-12 11:30:00,15.57,21.98,28.84
2019-12-12 12:00:00,14.91,20.59,34.69
2019-12-12 12:30:00,15.16,21.16,35.92
2019-12-12 13:00:00,15.77,22.01,30.83
2019-12-12 13:30:00,15.34,20.64,34.41
2019-12-12 14:00:00,17.04,23.08,33.13
2019-12-12 14:30:00,17.63,23.43,30.93
2019-12-12 15:00:00,18.46,24.04,23.97
2019-12-12 15:30:00,18.33,23.28,22.73
2019-12-12 16:00:00,18.65,23.03,22.81
2019-12-12 16:30:00,16.71,20.78,25.49
2019-12-12 17:00:00,16.25,19.7,26.88
2019-12-12 17:30:00,16.78,21.19,27.96
2019-12-12 18:00:00,15.38,21.84,22.93
2019-12-12 18:30:00,20.64,22.46,26.32
2019-12-12 19:00:00,19.14,20.62,32.23
2019-12-12 19:30:00,18.0,18.52,32.07
2019-12-12 20:00:00,12.02,14.75,37.86
2019-12-12 20:30:00,11.91,14.13,38.2
2019-12-12 21:00:00,11.88,14.09,38.22
2019-12-12 21:30:00,11.17,12.32,40.63
2019-12-12 22:00:00,11.15,12.2,41.47
2019-12-12 22:30:00,9.88,11.83,43.69
2019-12-12 23:00:00,8.57,10.77,45.3
2019-12-12 23:30:00,7.74,9.33,46.32
2019-12-13 00:00:00,6.78,7.79,46.96
2019-12-13 00:30:00,7.58,9.35,46.02
2019-12-13 01:00:00,7.71,7.77,40.13
2019-12-13 01:30:00,7.5,7.79,40.43
2019-12-13 02:00:00,7.45,8.16,
2019-12-13 02:30:00,7.13,7.54,42.37
2019-12-13 03:00:00,6.83,7.54,44.48
2019-12-13 03:30:00,6.2,7.55,47.58
2019-12-13 04:00:00,6.51,7.76,48.91
2019-12-13 04:30:00,6.59,7.89,48.97
2019-12-13 05:30:00,7.08,9.09,45.44
2019-12-13 06:00:00,8.97,10.71,42.63
2019-12-13 06:30:00,9.25,12.28,44.92
2019-12-13 07:00:00,10.68,14.53,48.38
2019-12-13 07:30:00,12.84,17.92,48.44
2019-12-13 08:00:00,11.92,18.76,46.58
2019-12-13 08:30:00,14.31,23.1,45.04
2019-12-13 09:00:00,10.8,15.44,47.38
2019-12-13 09:30:00,14.61,22.64,42.63
2019-12-13 10:00:00,13.86,22.14,43.49
2019-12-13 10:30:00,10.65,15.02,44.78
2019-12-13 11:00:00,11.35,16.51,42.67
2019-12-13 11:30:00,11.58,17.71,42.07
2019-12-13 12:00:00,11.89,18.17,40.81
2019-12-13 12:30:00,11.09,15.97,43.77
2019-12-13 13:00:00,11.25,15.53,45.56
2019-12-13 13:30:00,12.17,16.53,44.9
2019-12-13 14:00:00,13.38,17.73,47.34
2019-12-13 14:30:00,12.43,16.43,49.79
2019-12-13 15:00:00,14.38,17.05,46.4
2019-12-13 15:30:00,14.18,16.97,48.64
2019-12-13 16:00:00,12.3,15.83,55.52
2019-12-13 16:30:00,13.81,16.47,51.45
2019-12-13 17:00:00,16.25,19.7,42.71
2019-12-13 17:30:00,16.34,18.46,43.91
2019-12-13 18:00:00,15.2,16.69,47.16
2019-12-13 18:30:00,19.02,22.46,38.68
2019-12-13 19:00:00,11.91,15.56,43.17
2019-12-13 19:30:00,11.61,15.29,46.66
2019-12-13 20:00:00,10.89,13.33,47.42
2019-12-13 20:30:00,8.98,11.03,50.17
2019-12-13 21:00:00,9.16,11.58,47.96
2019-12-13 21:30:00,9.71,11.92,45.14
2019-12-13 22:00:00,10.65,12.2,41.15
2019-12-13 22:30:00,10.45,11.83,35.92
2019-12-13 23:00:00,10.25,11.54,33.01
2019-12-13 23:30:00,10.28,11.33,31.85
2019-12-14 00:00:00,9.34,9.84,35.44
2019-12-14 00:30:00,7.2,8.8,44.16
2019-12-14 01:00:00,7.44,7.77,44.52
2019-12-14 01:30:00,6.57,7.79,44.76
2019-12-14 02:00:00,6.65,8.16,43.33
2019-12-14 02:30:00,6.6,7.54,41.41
2019-12-14 03:30:00,6.7,8.54,37.5
2019-12-14 04:00:00,6.75,8.62,38.6
2019-12-14 04:30:00,6.39,8.41,38.22
2019-12-14 05:00:00,7.15,8.62,36.1
2019-12-14 05:30:00,6.94,8.41,35.52
2019-12-14 06:30:00,5.81,7.23,43.15
2019-12-14 07:00:00,6.12,7.7,42.13
2019-12-14 07:30:00,5.97,6.89,41.43
2019-12-14 08:00:00,6.73,7.67,39.75
2019-12-14 08:30:00,8.43,10.26,36.08
2019-12-14 09:00:00,9.03,11.52,34.98
2019-12-14 09:30:00,9.26,11.7,32.47
2019-12-14 10:00:00,11.21,14.84,26.36
2019-12-14 10:30:00,11.89,15.91,21.97
2019-12-14 11:00:00,13.56,19.29,17.92
2019-12-14 11:30:00,13.78,20.3,15.39
2019-12-14 12:00:00,14.91,20.59,13.43
2019-12-14 12:30:00,15.16,21.16,9.22
2019-12-14 13:00:00,15.77,22.01,10.58
2019-12-14 13:30:00,15.34,20.64,10.7
2019-12-14 14:00:00,17.04,23.08,11.69
2019-12-14 14:30:00,17.63,23.43,13.39
2019-12-14 15:00:00,18.46,24.04,14.69
2019-12-14 15:30:00,18.33,23.28,16.62
2019-12-14 16:00:00,18.65,23.03,20.04
2019-12-14 16:30:00,16.71,20.78,23.67
2019-12-14 17:00:00,16.25,19.7,24.01
2019-12-14 17:30:00,16.78,21.19,25.03
2019-12-14 18:00:00,14.38,16.69,36.62
2019-12-14 18:30:00,14.17,17.43,39.77
2019-12-14 19:00:00,13.09,15.59,40.27
2019-12-14 19:30:00,10.7,13.32,42.23
2019-12-14 20:00:00,12.02,14.49,38.58
2019-12-14 20:30:00,11.91,14.13,35.24
2019-12-14 21:00:00,11.88,14.09,35.5
2019-12-14 21:30:00,8.82,10.25,42.85
2019-12-14 22:00:00,6.73,8.21,50.53
2019-12-14 22:30:00,4.81,6.67,55.4
2019-12-14 23:00:00,4.92,6.56,60.97
2019-12-14 23:30:00,2.88,4.34,68.69
2019-12-15 00:00:00,2.2,3.16,72.83
2019-12-15 00:30:00,2.18,2.38,73.8
2019-12-15 01:00:00,2.26,2.98,
2019-12-15 01:30:00,1.58,2.45,74.23
2019-12-15 02:00:00,1.19,2.04,74.27
2019-12-15 02:30:00,1.45,2.48,73.46
2019-12-15 03:00:00,1.19,1.83,71.49
2019-12-15 03:30:00,1.63,2.19,72.26
2019-12-15 04:30:00,2.29,3.11,69.21
2019-12-15 05:00:00,2.36,3.84,69.14
2019-12-15 05:30:00,1.89,2.35,68.65
2019-12-15 06:00:00,1.42,2.17,67.21
2019-12-15 06:30:00,2.34,3.56,66.15
2019-12-15 07:00:00,3.2,3.68,64.96
2019-12-15 07:30:00,3.41,4.23,66.31
2019-12-15 08:00:00,3.7,4.63,67.22
2019-12-15 08:30:00,3.94,4.71,67.89
2019-12-15 09:00:00,5.69,7.19,65.6
2019-12-15 09:30:00,8.34,9.71,66.02
2019-12-15 10:00:00,7.61,8.24,67.51
2019-12-15 10:30:00,5.35,7.25,74.98
2019-12-15 11:00:00,6.68,8.5,75.86
2019-12-15 11:30:00,8.88,10.26,76.73
2019-12-15 12:00:00,8.33,10.07,72.8
2019-12-15 12:30:00,6.94,8.42,69.91
2019-12-15 13:00:00,6.84,8.11,73.44
2019-12-15 13:30:00,8.65,10.34,79.21
2019-12-15 14:00:00,8.78,10.1,79.65
2019-12-15 14:30:00,11.58,13.56,76.26
2019-12-15 15:00:00,12.43,15.65,61.25
2019-12-15 15:30:00,7.7,8.87,65.34
2019-12-15 16:00:00,6.97,8.37,68.97
2019-12-15 16:30:00,7.31,9.0,76.3
2019-12-15 17:00:00,6.68,8.92,78.95
2019-12-15 17:30:00,6.71,7.79,79.17
2019-12-15 18:00:00,5.37,6.45,80.21
2019-12-15 18:30:00,4.33,5.22,79.23
2019-12-15 19:00:00,8.18,9.15,68.61
2019-12-15 19:30:00,4.35,5.27,73.04
2019-12-15 20:00:00,6.39,7.84,71.25
2019-12-15 20:30:00,7.97,9.23,68.63
2019-12-15 21:00:00,6.34,7.34,70.61
2019-12-15 21:30:00,5.3,6.06,70.53
2019-12-15 22:00:00,4.09,5.04,70.38
2019-12-15 22:30:00,4.51,5.61,68.67
2019-12-15 23:00:00,2.81,3.18,71.5
2019-12-15 23:30:00,2.52,3.28,72.08
2019-12-16 00:00:00,1.71,2.44,73.59
2019-12-16 00:30:00,2.54,3.38,68.43
2019-12-16 01:00:00,2.2,2.78,68.3
2019-12-16 01:30:00,2.26,2.83,66.89
2019-12-16 02:00:00,2.97,3.41,
2019-12-16 02:30:00,1.97,2.88,66.43
2019-12-16 03:00:00,2.89,3.49,67.16
2019-12-16 03:30:00,3.85,4.93,64.75
2019-12-16 04:00:00,4.95,6.05,64.27
2019-12-16 04:30:00,4.66,5.71,62.78
2019-12-16 05:30:00,9.72,10.64,58.47
2019-12-16 06:00:00,17.11,21.69,49.03
2019-12-16 06:30:00,25.22,34.32,39.1
2019-12-16 07:00:00,30.19,28.37,36.82
2019-12-16 07:30:00,20.22,33.53,38.82
2019-12-16 08:00:00,19.73,30.73,42.71
2019-12-16 08:30:00,18.0,31.66,46.82
2019-12-16 09:00:00,16.21,23.41,48.4
2019-12-16 09:30:00,18.93,22.64,48.4
2019-12-16 10:00:00,15.32,18.65,52.35
2019-12-16 10:30:00,12.4,15.63,61.83
2019-12-16 11:00:00,11.75,14.16,70.19
2019-12-16 11:30:00,13.78,16.26,64.78
2019-12-16 12:00:00,13.09,16.68,63.46
2019-12-16 12:30:00,15.16,21.16,59.07
2019-12-16 13:00:00,15.77,22.01,48.97
2019-12-16 13:30:00,15.34,20.64,59.81
2019-12-16 14:00:00,17.04,23.08,55.98
2019-12-16 14:30:00,17.63,22.57,56.54
2019-12-16 15:00:00,18.46,24.04,49.33
2019-12-16 15:30:00,18.33,23.28,45.4
2019-12-16 16:00:00,18.65,23.03,49.93
2019-12-16 16:30:00,16.71,20.78,56.06
2019-12-16 17:00:00,16.25,19.7,41.61
2019-12-16 17:30:00,16.78,21.19,34.94
2019-12-16 18:00:00,15.38,21.84,33.55
2019-12-16 18:30:00,20.64,22.46,41.41
2019-12-16 19:00:00,13.09,20.55,48.77
2019-12-16 19:30:00,10.62,12.35,59.87
2019-12-16 20:00:00,9.71,10.93,59.17
2019-12-16 20:30:00,7.06,7.99,61.35
2019-12-16 21:00:00,8.24,9.15,60.85
2019-12-16 21:30:00,7.55,8.67,61.93
2019-12-16 22:00:00,6.53,7.49,62.76
2019-12-16 22:30:00,5.46,6.49,63.66
2019-12-16 23:00:00,4.83,5.94,64.36
2019-12-16 23:30:00,3.96,4.97,64.9
2019-12-17 00:00:00,3.94,4.68,61.61
2019-12-17 00:30:00,4.77,5.73,59.89
2019-12-17 01:00:00,4.91,5.86,58.75
2019-12-17 01:30:00,4.75,5.63,57.48
2019-12-17 02:00:00,4.77,5.49,54.5
2019-12-17 02:30:00,4.62,5.39,52.45
2019-12-17 03:00:00,3.94,4.6,
2019-12-17 03:30:00,5.33,5.76,49.17
2019-12-17 04:00:00,4.65,5.05,48.24
2019-12-17 04:30:00,5.75,6.75,45.0
2019-12-17 05:00:00,5.67,6.23,44.14
2019-12-17 05:30:00,7.42,8.35,42.77
2019-12-17 06:30:00,17.06,20.65,34.9
2019-12-17 07:00:00,19.58,28.37,28.8
2019-12-17 07:30:00,34.13,33.53,18.0
2019-12-17 08:00:00,37.51,61.98,9.54
2019-12-17 08:30:00,29.04,31.66,17.14
2019-12-17 09:00:00,27.01,47.6,17.22
2019-12-17 09:30:00,18.93,29.94,16.28
2019-12-17 10:00:00,16.26,24.86,13.41
2019-12-17 10:30:00,16.74,23.07,10.76
2019-12-17 11:00:00,16.35,22.94,9.72
2019-12-17 11:30:00,15.57,21.98,6.23
2019-12-17 12:00:00,14.91,20.59,7.2
2019-12-17 12:30:00,15.16,21.16,6.09
2019-12-17 13:00:00,15.77,22.01,8.04
2019-12-17 13:30:00,15.34,20.64,6.41
2019-12-17 14:00:00,17.04,23.08,11.28
2019-12-17 14:30:00,17.63,23.43,13.43
2019-12-17 15:00:00,18.46,24.04,21.01
2019-12-17 15:30:00,18.33,23.28,45.58
2019-12-17 16:00:00,18.65,23.03,38.36
2019-12-17 16:30:00,16.71,20.78,37.82
2019-12-17 17:00:00,16.25,19.7,39.69
2019-12-17 17:30:00,16.78,21.19,29.3
2019-12-17 18:00:00,15.38,21.84,25.03
2019-12-17 18:30:00,20.64,22.46,27.68
2019-12-17 19:00:00,19.14,20.62,47.02
2019-12-17 19:30:00,12.97,15.49,54.84
2019-12-17 20:00:00,12.02,14.21,56.36
2019-12-17 20:30:00,10.45,12.32,60.21
2019-12-17 21:00:00,11.29,13.32,57.34
2019-12-17 21:30:00,9.32,11.27,56.88
2019-12-17 22:00:00,11.15,12.2,51.85
2019-12-17 22:30:00,10.45,11.83,48.32
2019-12-17 23:00:00,9.53,10.53,51.83
2019-12-17 23:30:00,6.69,7.85,53.74
2019-12-18 00:00:00,5.91,6.83,54.74
2019-12-18 00:30:00,3.65,4.17,57.32
2019-12-18 01:00:00,3.65,4.85,
2019-12-18 01:30:00,3.57,4.22,55.76
2019-12-18 02:00:00,3.26,3.91,58.37
2019-12-18 02:30:00,3.47,4.64,61.07
2019-12-18 03:00:00,2.49,2.93,62.84
2019-12-18 03:30:00,2.31,2.99,64.75
2019-12-18 04:30:00,2.41,3.3,69.21
2019-12-18 05:00:00,4.07,4.93,60.85
2019-12-18 05:30:00,5.86,6.35,60.8
2019-12-18 06:00:00,8.14,8.71,60.33
2019-12-18 06:30:00,16.9,19.32,53.54
2019-12-18 07:00:00,19.58,22.0,54.08
2019-12-18 07:30:00,39.11,57.44,26.92
2019-12-18 08:00:00,37.51,61.98,18.94
2019-12-18 08:30:00,32.42,66.71,8.84
