Recorded;NO2;NOx;O3
18-07-2021 02:00:00;0.75;0.44;50.35
18-07-2021 01:30:00;0.52;0.06;51.41
18-07-2021 01:00:00;0.4;0.19;
18-07-2021 00:30:00;0.42;0.0;48.87
18-07-2021 00:00:00;0.67;0.17;46.66
17-07-2021 23:30:00;0.57;0.29;48.32
17-07-2021 23:00:00;2.05;1.8;51.35
17-07-2021 22:30:00;1.45;1.19;53.07
17-07-2021 22:00:00;1.26;0.98;52.63
17-07-2021 21:30:00;1.72;1.42;52.51
17-07-2021 21:00:00;0.84;0.77;48.95
17-07-2021 20:30:00;1.36;1.05;43.85
17-07-2021 20:00:00;1.22;1.3;43.57
17-07-2021 19:30:00;0.8;0.75;39.53
17-07-2021 19:00:00;1.05;1.22;39.93
17-07-2021 18:30:00;0.75;0.77;41.65
17-07-2021 18:00:00;1.19;1.22;40.47
17-07-2021 17:30:00;0.99;1.19;38.46
17-07-2021 17:00:00;1.03;1.19;39.16
17-07-2021 16:30:00;1.13;1.74;39.59
17-07-2021 16:00:00;1.99;2.81;48.34
17-07-2021 15:30:00;2.31;2.96;50.69
17-07-2021 15:00:00;1.59;2.12;58.45
17-07-2021 14:30:00;2.7;3.9;62.7
17-07-2021 14:00:00;3.67;4.88;61.95
17-07-2021 13:30:00;2.6;3.46;59.09
17-07-2021 13:00:00;2.33;3.42;61.29
17-07-2021 12:30:00;1.95;2.85;59.75
17-07-2021 12:00:00;1.87;2.62;57.06
17-07-2021 11:30:00;2.77;3.75;58.29
17-07-2021 11:00:00;2.51;3.5;57.52
17-07-2021 10:30:00;4.51;6.92;55.28
17-07-2021 10:00:00;2.91;4.02;55.86
17-07-2021 09:30:00;2.18;2.72;54.44
17-07-2021 09:00:00;2.05;2.64;54.6
17-07-2021 08:30:00;2.05;2.58;53.42
17-07-2021 08:00:00;2.16;2.56;51.97
17-07-2021 07:30:00;1.68;1.97;50.11
17-07-2021 07:00:00;2.58;3.06;47.78
17-07-2021 06:30:00;3.06;3.81;44.84
17-07-2021 05:30:00;2.49;2.91;39.45
17-07-2021 05:00:00;1.91;2.03;39.81
17-07-2021 04:30:00;2.47;2.75;38.94
17-07-2021 04:00:00;2.01;2.18;40.01
17-07-2021 03:30:00;3.35;3.33;37.78
17-07-2021 03:00:00;3.25;3.08;
17-07-2021 02:30:00;2.52;2.64;38.82
17-07-2021 02:00:00;2.2;2.22;40.31
17-07-2021 01:30:00;2.41;2.24;41.97
17-07-2021 01:00:00;2.52;2.39;42.87
17-07-2021 00:30:00;2.37;2.33;42.87
17-07-2021 00:00:00;2.51;2.24;42.57
16-07-2021 23:30:00;2.31;2.08;45.68
16-07-2021 23:00:00;1.87;1.55;49.37
16-07-2021 22:30:00;3.4;3.46;50.07
16-07-2021 22:00:00;3.5;3.12;52.61
16-07-2021 21:30:00;3.21;3.25;56.8
16-07-2021 21:00:00;5.24;5.36;54.26
16-07-2021 20:30:00;2.77;2.56;57.58
16-07-2021 20:00:00;2.83;3.02;56.1
16-07-2021 19:30:00;3.37;3.79;55.02
16-07-2021 19:00:00;5.09;5.58;54.88
16-07-2021 18:30:00;3.88;4.86;55.1
16-07-2021 18:00:00;3.77;4.82;53.33
16-07-2021 17:30:00;2.89;3.52;54.64
16-07-2021 17:00:00;3.21;3.56;57.1
16-07-2021 16:30:00;3.54;4.95;55.58
16-07-2021 16:00:00;3.39;4.86;57.96
16-07-2021 15:30:00;2.77;3.46;58.59
16-07-2021 15:00:00;3.67;4.84;59.89
16-07-2021 14:30:00;4.55;5.83;63.18
16-07-2021 14:00:00;3.84;4.86;66.42
16-07-2021 13:30:00;4.15;5.22;68.17
16-07-2021 13:00:00;4.46;6.06;65.66
16-07-2021 12:30:00;4.36;5.14;70.05
16-07-2021 12:00:00;5.28;6.79;70.47
16-07-2021 11:30:00;5.64;7.4;72.2
16-07-2021 11:00:00;4.74;5.58;70.21
16-07-2021 10:30:00;5.78;7.54;64.64
16-07-2021 10:00:00;6.43;8.63;62.86
16-07-2021 09:30:00;6.14;9.37;57.8
16-07-2021 09:00:00;6.54;8.99;50.53
16-07-2021 08:30:00;6.66;9.41;43.33
16-07-2021 08:00:00;7.99;12.26;36.7
16-07-2021 07:30:00;8.3;12.03;36.94
16-07-2021 07:00:00;10.58;14.75;37.04
16-07-2021 06:30:00;9.96;13.88;35.48
16-07-2021 06:00:00;9.49;13.25;37.98
16-07-2021 05:30:00;8.09;9.79;35.92
16-07-2021 04:30:00;6.67;6.54;35.82
16-07-2021 04:00:00;4.82;4.38;39.32
16-07-2021 03:30:00;4.59;4.13;37.14
16-07-2021 03:00:00;4.07;3.88;38.82
16-07-2021 02:30:00;3.98;3.71;38.08
16-07-2021 02:00:00;4.11;3.63;
16-07-2021 01:30:00;5.05;4.61;37.88
16-07-2021 01:00:00;4.95;4.55;37.28
16-07-2021 00:30:00;4.34;3.86;40.73
16-07-2021 00:00:00;3.56;2.95;46.02
15-07-2021 23:30:00;4.36;3.86;46.96
15-07-2021 23:00:00;3.63;3.5;50.67
15-07-2021 22:30:00;4.26;3.75;52.01
15-07-2021 22:00:00;6.14;5.68;52.81
15-07-2021 21:30:00;4.63;4.05;61.97
15-07-2021 21:00:00;4.99;4.78;58.73
15-07-2021 20:30:00;4.99;4.69;60.97
15-07-2021 20:00:00;5.91;5.7;65.78
15-07-2021 19:30:00;5.24;5.62;69.63
15-07-2021 19:00:00;3.56;2.85;72.88
15-07-2021 18:30:00;2.93;2.7;77.55
15-07-2021 18:00:00;3.6;3.54;81.32
15-07-2021 17:30:00;3.52;3.63;83.98
15-07-2021 17:00:00;3.46;3.6;82.1
15-07-2021 16:30:00;3.35;3.65;82.78
15-07-2021 16:00:00;4.74;5.26;81.6
15-07-2021 15:30:00;4.42;4.65;82.66
15-07-2021 15:00:00;4.07;4.65;81.38
15-07-2021 14:30:00;4.13;4.74;75.88
15-07-2021 14:00:00;3.67;3.86;76.46
15-07-2021 13:30:00;4.65;5.49;74.22
15-07-2021 13:00:00;4.17;5.05;78.73
15-07-2021 12:30:00;4.8;5.41;78.81
15-07-2021 12:00:00;4.07;4.95;77.13
15-07-2021 11:30:00;4.53;5.18;74.68
15-07-2021 11:00:00;4.69;5.37;71.93
15-07-2021 10:30:00;5.76;7.34;68.75
15-07-2021 10:00:00;5.41;6.79;67.06
15-07-2021 09:30:00;3.6;4.11;64.58
15-07-2021 09:00:00;4.63;5.85;60.83
15-07-2021 08:30:00;3.82;4.09;60.53
15-07-2021 08:00:00;4.53;5.41;55.5
15-07-2021 07:30:00;5.49;6.35;50.55
15-07-2021 07:00:00;5.74;6.87;48.24
15-07-2021 06:30:00;6.6;7.75;49.07
15-07-2021 06:00:00;6.35;7.0;50.03
15-07-2021 05:30:00;6.2;7.13;48.91
15-07-2021 05:00:00;5.13;5.18;49.93
15-07-2021 04:30:00;4.15;3.84;53.5
15-07-2021 03:30:00;1.95;2.22;68.67
15-07-2021 03:00:00;1.87;1.82;68.89
15-07-2021 02:30:00;2.03;2.28;70.57
15-07-2021 02:00:00;2.14;2.45;72.94
15-07-2021 01:30:00;2.3;2.43;74.84
15-07-2021 01:00:00;3.35;3.42;
15-07-2021 00:30:00;3.79;3.96;80.11
15-07-2021 00:00:00;5.2;5.36;83.14
14-07-2021 23:30:00;6.37;6.2;85.02
14-07-2021 23:00:00;7.25;7.32;88.87
14-07-2021 22:30:00;8.11;7.96;95.79
14-07-2021 22:00:00;7.44;7.61;100.14
14-07-2021 21:30:00;6.6;6.94;96.69
14-07-2021 21:00:00;8.64;8.8;97.93
14-07-2021 20:30:00;7.88;8.28;100.56
14-07-2021 20:00:00;5.18;5.24;104.26
14-07-2021 19:30:00;4.0;4.09;108.69
14-07-2021 19:00:00;3.31;3.63;109.6
14-07-2021 18:30:00;2.93;2.98;113.08
14-07-2021 18:00:00;2.73;3.04;113.95
14-07-2021 17:30:00;3.29;3.82;112.98
14-07-2021 17:00:00;5.41;6.66;111.1
14-07-2021 16:30:00;6.25;6.81;109.5
14-07-2021 16:00:00;3.48;3.69;110.68
14-07-2021 15:30:00;3.94;4.93;110.58
14-07-2021 15:00:00;4.59;5.57;106.65
14-07-2021 14:30:00;6.06;7.98;105.25
14-07-2021 14:00:00;5.89;7.23;105.27
14-07-2021 13:30:00;6.22;7.76;106.77
14-07-2021 13:00:00;8.07;9.75;101.34
14-07-2021 12:00:00;16.45;19.22;
14-07-2021 11:30:00;7.27;8.17;
14-07-2021 11:00:00;12.74;15.38;
14-07-2021 10:30:00;19.95;25.57;
14-07-2021 10:00:00;16.83;20.77;
14-07-2021 09:30:00;12.7;16.68;
14-07-2021 09:00:00;5.72;6.79;
14-07-2021 08:30:00;5.97;7.27;
14-07-2021 08:00:00;7.61;8.53;
14-07-2021 07:30:00;7.44;8.78;
14-07-2021 07:00:00;9.14;10.42;
14-07-2021 06:30:00;13.62;16.2;
14-07-2021 06:00:00;24.59;30.54;
14-07-2021 05:30:00;19.62;23.5;
14-07-2021 05:00:00;14.52;16.94;
14-07-2021 04:30:00;10.23;11.34;
14-07-2021 03:30:00;10.82;10.88;
14-07-2021 03:00:00;11.38;11.59;
14-07-2021 02:30:00;11.63;11.63;
14-07-2021 02:00:00;10.71;11.15;
14-07-2021 01:30:00;11.36;11.82;
14-07-2021 01:00:00;13.27;13.29;
14-07-2021 00:30:00;25.65;25.97;
14-07-2021 00:00:00;23.66;24.14;
13-07-2021 23:30:00;12.62;12.74;
13-07-2021 23:00:00;9.49;9.52;
13-07-2021 22:30:00;9.52;9.33;
13-07-2021 22:00:00;12.09;12.11;
13-07-2021 21:30:00;9.64;9.39;
13-07-2021 21:00:00;16.29;16.18;
13-07-2021 20:30:00;5.66;5.72;
13-07-2021 20:00:00;6.85;7.27;
13-07-2021 19:30:00;10.37;10.81;
13-07-2021 19:00:00;10.14;10.79;
13-07-2021 18:30:00;6.31;6.46;
13-07-2021 18:00:00;4.76;5.24;
13-07-2021 17:30:00;5.14;5.53;
13-07-2021 17:00:00;5.34;5.74;
13-07-2021 16:30:00;5.62;6.29;
13-07-2021 16:00:00;6.5;8.07;
13-07-2021 15:30:00;5.11;6.66;
13-07-2021 15:00:00;5.45;6.94;
13-07-2021 14:30:00;6.23;7.9;
13-07-2021 14:00:00;8.3;11.21;
13-07-2021 13:30:00;7.61;9.66;
13-07-2021 13:00:00;7.46;10.04;
13-07-2021 12:30:00;9.68;12.34;
13-07-2021 12:00:00;8.61;10.5;
13-07-2021 11:30:00;8.43;10.58;
13-07-2021 11:00:00;6.29;8.24;
13-07-2021 10:30:00;10.14;13.44;
13-07-2021 10:00:00;7.17;9.07;
13-07-2021 09:30:00;7.57;9.6;
13-07-2021 09:00:00;7.0;8.7;
13-07-2021 08:30:00;5.85;7.27;
13-07-2021 08:00:00;8.87;11.69;0.0
13-07-2021 07:30:00;14.44;17.65;0.08
13-07-2021 06:30:00;25.57;29.95;0.06
13-07-2021 06:00:00;26.93;30.64;0.12
13-07-2021 05:30:00;20.22;21.97;0.0
13-07-2021 05:00:00;14.92;16.1;0.14
13-07-2021 04:30:00;10.67;11.34;0.08
13-07-2021 03:30:00;7.92;7.76;0.0
13-07-2021 03:00:00;6.9;6.9;0.0
13-07-2021 02:30:00;7.13;7.29;0.0
13-07-2021 02:00:00;9.43;9.26;0.0
13-07-2021 01:30:00;10.14;10.17;0.0
13-07-2021 01:00:00;8.28;8.03;
13-07-2021 00:30:00;9.52;9.22;0.0
13-07-2021 00:00:00;15.85;15.76;0.0
12-07-2021 23:30:00;23.29;23.72;0.0
12-07-2021 23:00:00;21.61;21.96;0.0
12-07-2021 22:30:00;53.57;60.93;0.0
12-07-2021 22:00:00;17.25;17.84;0.0
12-07-2021 21:30:00;14.76;14.84;0.0
12-07-2021 21:00:00;7.84;7.96;0.0
12-07-2021 20:30:00;8.64;8.7;0.0
12-07-2021 20:00:00;8.01;7.96;0.0
12-07-2021 19:30:00;7.86;8.11;0.0
12-07-2021 19:00:00;6.2;6.5;0.0
12-07-2021 18:30:00;6.04;6.6;0.0
12-07-2021 18:00:00;6.45;7.08;0.0
12-07-2021 17:30:00;5.39;6.08;0.0
12-07-2021 17:00:00;4.78;5.26;0.0
12-07-2021 16:30:00;3.56;4.23;0.0
12-07-2021 16:00:00;4.38;5.2;0.0
12-07-2021 15:30:00;4.76;6.06;0.0
12-07-2021 15:00:00;6.01;7.44;0.0
12-07-2021 14:30:00;6.06;7.75;0.0
12-07-2021 14:00:00;6.08;7.1;0.0
12-07-2021 13:30:00;6.43;7.82;0.0
12-07-2021 13:00:00;6.27;7.55;0.0
12-07-2021 12:30:00;5.66;7.29;0.0
12-07-2021 12:00:00;6.27;7.84;0.0
12-07-2021 11:30:00;5.05;6.18;0.0
12-07-2021 11:00:00;5.18;6.54;0.0
12-07-2021 10:30:00;6.25;8.19;0.0
12-07-2021 10:00:00;6.96;9.41;0.0
12-07-2021 09:30:00;6.62;8.87;0.0
12-07-2021 09:00:00;6.69;8.8;0.0
12-07-2021 08:30:00;5.55;7.34;0.0
12-07-2021 08:00:00;6.33;8.43;0.0
12-07-2021 07:30:00;7.34;10.06;0.0
12-07-2021 07:00:00;16.73;23.54;0.0
12-07-2021 06:30:00;22.76;32.46;0.0
12-07-2021 06:00:00;22.78;29.24;0.0
12-07-2021 05:30:00;20.87;25.72;0.0
12-07-2021 04:30:00;14.06;15.85;36.92
12-07-2021 04:00:00;9.96;10.71;39.34
12-07-2021 03:30:00;7.52;8.28;42.15
12-07-2021 03:00:00;8.87;9.22;
12-07-2021 02:30:00;5.64;6.37;45.82
12-07-2021 02:00:00;4.59;4.86;45.58
12-07-2021 01:30:00;7.84;8.26;37.72
12-07-2021 01:00:00;8.13;8.51;38.02
12-07-2021 00:30:00;2.2;2.6;55.3
12-07-2021 00:00:00;2.3;2.58;56.32
11-07-2021 23:30:00;2.43;2.98;56.52
11-07-2021 23:00:00;3.39;4.13;54.2
11-07-2021 22:30:00;3.6;3.88;54.48
11-07-2021 22:00:00;4.44;5.47;53.17
11-07-2021 21:30:00;2.68;2.96;56.2
11-07-2021 21:00:00;1.93;2.64;59.23
11-07-2021 20:30:00;1.63;2.31;59.53
11-07-2021 20:00:00;1.84;2.51;60.77
11-07-2021 19:30:00;2.96;3.6;60.93
11-07-2021 19:00:00;2.12;2.72;62.39
11-07-2021 18:30:00;2.07;2.98;64.02
11-07-2021 18:00:00;2.16;2.81;65.28
11-07-2021 17:30:00;1.36;1.93;68.55
11-07-2021 17:00:00;1.57;2.12;72.12
11-07-2021 16:30:00;1.15;1.61;72.04
11-07-2021 16:00:00;1.32;2.26;69.93
11-07-2021 15:30:00;1.05;1.59;70.19
11-07-2021 15:00:00;1.38;2.05;69.67
11-07-2021 14:30:00;1.43;2.79;68.15
11-07-2021 14:00:00;1.57;2.58;66.46
11-07-2021 13:30:00;1.49;2.45;66.28
11-07-2021 13:00:00;1.64;1.93;66.24
11-07-2021 12:30:00;1.45;2.41;69.19
11-07-2021 12:00:00;1.43;2.35;70.19
11-07-2021 11:30:00;1.78;2.7;68.19
11-07-2021 11:00:00;1.68;2.81;66.32
11-07-2021 10:30:00;1.95;3.08;63.06
11-07-2021 10:00:00;1.59;2.39;65.9
11-07-2021 09:30:00;1.42;2.73;65.94
11-07-2021 09:00:00;1.4;2.3;63.38
11-07-2021 08:30:00;1.28;2.12;64.16
11-07-2021 08:00:00;1.19;2.07;64.82
11-07-2021 07:30:00;1.11;1.78;63.04
11-07-2021 07:00:00;2.1;2.73;58.25
11-07-2021 06:30:00;2.68;3.23;55.18
11-07-2021 06:00:00;2.6;3.42;55.86
11-07-2021 05:30:00;2.52;3.48;56.64
11-07-2021 05:00:00;1.63;2.64;58.33
11-07-2021 04:30:00;1.49;2.3;64.4
11-07-2021 03:30:00;0.86;1.01;69.13
11-07-2021 03:00:00;1.15;1.63;66.84
11-07-2021 02:30:00;0.57;1.05;66.8
11-07-2021 02:00:00;1.84;1.97;66.92
11-07-2021 01:30:00;1.38;1.66;
11-07-2021 01:00:00;2.1;3.27;
11-07-2021 00:30:00;0.92;1.34;68.79
11-07-2021 00:00:00;0.96;1.43;68.89
10-07-2021 23:30:00;0.88;1.43;67.81
10-07-2021 23:00:00;1.68;2.08;69.57
10-07-2021 22:30:00;1.2;1.59;70.77
10-07-2021 22:00:00;1.72;1.84;71.01
10-07-2021 21:30:00;2.43;2.93;70.55
10-07-2021 21:00:00;2.85;3.42;68.59
10-07-2021 20:30:00;1.57;2.35;71.47
10-07-2021 20:00:00;2.2;2.39;72.48
10-07-2021 19:30:00;2.1;2.79;72.96
10-07-2021 19:00:00;1.76;2.73;73.2
10-07-2021 18:30:00;1.97;2.95;74.08
10-07-2021 18:00:00;1.97;2.54;74.62
10-07-2021 17:30:00;1.82;2.31;75.4
10-07-2021 17:00:00;2.26;2.6;74.44
10-07-2021 16:30:00;1.8;2.75;75.54
10-07-2021 16:00:00;2.62;3.44;77.35
10-07-2021 15:30:00;2.93;3.82;73.7
10-07-2021 15:00:00;4.15;5.51;75.76
10-07-2021 14:30:00;3.27;4.72;75.82
10-07-2021 14:00:00;3.29;4.63;74.94
10-07-2021 13:30:00;4.02;5.64;69.33
10-07-2021 13:00:00;4.3;5.66;71.27
10-07-2021 12:30:00;4.46;5.87;71.43
10-07-2021 12:00:00;4.17;5.93;69.37
10-07-2021 11:30:00;4.86;6.92;69.59
10-07-2021 11:00:00;4.82;6.43;72.38
10-07-2021 10:30:00;6.27;7.94;63.18
10-07-2021 10:00:00;7.57;9.28;53.86
10-07-2021 09:30:00;8.03;9.39;50.11
10-07-2021 09:00:00;7.27;8.63;52.13
10-07-2021 08:30:00;8.03;9.72;50.97
10-07-2021 08:00:00;6.9;8.22;51.27
10-07-2021 07:30:00;5.76;7.15;53.15
10-07-2021 07:00:00;5.18;6.16;53.01
10-07-2021 06:30:00;5.14;6.45;49.99
10-07-2021 05:30:00;5.6;6.1;49.55
10-07-2021 05:00:00;3.06;3.61;53.21
10-07-2021 04:30:00;3.65;3.88;53.05
10-07-2021 04:00:00;3.35;3.9;56.26
10-07-2021 03:30:00;4.82;5.22;54.66
10-07-2021 03:00:00;5.47;5.91;
10-07-2021 02:30:00;3.42;4.25;57.5
10-07-2021 02:00:00;2.72;3.46;61.07
10-07-2021 01:30:00;3.88;4.4;62.07
10-07-2021 01:00:00;3.04;3.29;63.04
10-07-2021 00:30:00;2.96;3.39;63.46
10-07-2021 00:00:00;4.44;4.88;62.76
09-07-2021 00:00:00;;;
08-07-2021 03:30:00;4.88;5.01;46.4
08-07-2021 03:00:00;5.09;5.32;40.69
08-07-2021 02:30:00;4.9;5.16;42.07
08-07-2021 02:00:00;4.55;4.82;41.99
08-07-2021 01:30:00;4.38;4.86;44.22
08-07-2021 01:00:00;5.57;6.33;
08-07-2021 00:30:00;5.76;6.01;49.39
08-07-2021 00:00:00;5.36;5.81;54.22
07-07-2021 23:30:00;5.68;6.06;58.31
07-07-2021 23:00:00;6.18;6.66;60.25
07-07-2021 22:30:00;5.13;5.74;61.21
07-07-2021 22:00:00;4.0;4.59;61.01
07-07-2021 21:30:00;4.09;4.59;59.79
07-07-2021 21:00:00;5.03;5.34;63.34
07-07-2021 20:30:00;4.82;5.01;65.2
07-07-2021 20:00:00;5.72;6.75;64.9
07-07-2021 19:30:00;4.72;5.7;63.82
07-07-2021 19:00:00;4.59;5.64;63.4
07-07-2021 18:30:00;4.09;5.41;63.32
07-07-2021 18:00:00;4.51;6.58;63.52
07-07-2021 17:30:00;3.92;5.36;65.42
07-07-2021 17:00:00;4.15;5.47;66.0
07-07-2021 16:30:00;4.23;5.79;65.76
07-07-2021 16:00:00;4.25;6.25;66.98
07-07-2021 15:30:00;4.51;6.45;72.34
07-07-2021 15:00:00;4.21;6.54;75.74
07-07-2021 14:30:00;4.86;7.06;76.34
07-07-2021 14:00:00;4.93;7.06;75.2
07-07-2021 13:30:00;5.03;7.61;72.3
07-07-2021 13:00:00;4.72;7.38;71.19
07-07-2021 12:30:00;5.2;8.19;68.85
07-07-2021 12:00:00;6.18;8.43;67.67
07-07-2021 11:30:00;4.99;7.71;68.29
07-07-2021 11:00:00;5.99;10.23;66.36
07-07-2021 10:30:00;4.04;5.97;69.91
07-07-2021 10:00:00;5.72;8.68;67.2
07-07-2021 09:30:00;;;67.77
07-07-2021 09:00:00;;;65.74
07-07-2021 08:30:00;;;64.66
07-07-2021 08:00:00;4.88;8.11;60.85
07-07-2021 07:30:00;7.27;11.84;56.0
07-07-2021 07:00:00;7.15;10.75;51.61
07-07-2021 06:30:00;8.97;13.87;45.78
07-07-2021 05:30:00;7.52;9.41;43.11
07-07-2021 05:00:00;7.25;8.61;41.17
07-07-2021 04:30:00;5.07;5.62;44.64
07-07-2021 04:00:00;3.42;3.31;44.01
07-07-2021 03:30:00;3.46;2.66;45.06
07-07-2021 03:00:00;3.08;2.49;
07-07-2021 02:30:00;3.71;3.37;41.73
07-07-2021 02:00:00;3.63;3.17;39.26
07-07-2021 01:30:00;3.37;2.85;43.39
07-07-2021 01:00:00;3.35;2.54;45.06
07-07-2021 00:30:00;3.35;2.64;47.32
07-07-2021 00:00:00;4.05;3.19;44.1
06-07-2021 23:30:00;4.65;4.17;44.88
06-07-2021 23:00:00;4.65;4.3;47.6
06-07-2021 22:30:00;5.81;5.53;46.28
06-07-2021 22:00:00;5.62;5.03;53.46
06-07-2021 21:30:00;6.27;6.08;54.94
06-07-2021 21:00:00;6.94;6.75;60.39
06-07-2021 20:30:00;7.99;7.76;61.59
06-07-2021 20:00:00;8.68;8.93;63.54
06-07-2021 19:30:00;5.83;6.1;73.8
06-07-2021 19:00:00;5.36;5.39;76.0
06-07-2021 18:30:00;5.14;5.01;61.53
06-07-2021 18:00:00;5.28;5.28;61.27
06-07-2021 17:30:00;4.78;4.76;64.52
06-07-2021 17:00:00;5.11;5.87;63.12
06-07-2021 16:30:00;5.95;6.27;60.95
06-07-2021 16:00:00;6.27;6.66;63.5
06-07-2021 15:30:00;7.19;7.67;73.86
06-07-2021 15:00:00;7.17;7.73;80.57
06-07-2021 14:30:00;7.76;8.09;84.1
06-07-2021 14:00:00;6.08;6.31;86.51
06-07-2021 13:30:00;6.25;7.13;82.7
06-07-2021 13:00:00;5.53;6.18;79.65
06-07-2021 12:30:00;6.52;8.45;76.99
06-07-2021 12:00:00;4.78;5.78;75.82
06-07-2021 11:30:00;6.12;8.41;76.18
06-07-2021 11:00:00;7.46;9.51;72.6
06-07-2021 10:30:00;4.9;6.22;73.32
06-07-2021 10:00:00;4.86;6.01;72.58
06-07-2021 09:30:00;6.16;7.98;67.63
06-07-2021 09:00:00;6.33;8.05;66.98
06-07-2021 08:30:00;5.57;7.27;68.63
06-07-2021 08:00:00;7.02;9.62;60.53
06-07-2021 07:30:00;10.1;12.41;51.77
06-07-2021 07:00:00;11.95;16.16;46.64
06-07-2021 06:30:00;18.49;28.04;30.47
06-07-2021 06:00:00;18.46;23.7;29.2
06-07-2021 05:30:00;16.72;19.58;30.43
06-07-2021 04:30:00;8.2;9.54;28.88
06-07-2021 04:00:00;5.55;6.08;28.92
06-07-2021 03:30:00;4.48;4.42;30.51
06-07-2021 03:00:00;4.15;3.84;31.67
06-07-2021 02:30:00;4.15;4.04;32.87
06-07-2021 02:00:00;3.92;3.81;
06-07-2021 01:30:00;3.14;2.95;42.91
06-07-2021 01:00:00;3.98;3.39;43.45
06-07-2021 00:30:00;2.31;2.03;51.81
06-07-2021 00:00:00;1.47;1.28;56.42
05-07-2021 23:30:00;1.72;1.47;54.44
05-07-2021 23:00:00;3.1;3.25;53.33
05-07-2021 22:30:00;1.87;2.12;55.18
05-07-2021 22:00:00;2.7;2.72;54.52
05-07-2021 21:30:00;3.16;3.4;57.12
05-07-2021 21:00:00;4.9;5.05;65.48
05-07-2021 20:30:00;4.84;4.88;71.49
05-07-2021 20:00:00;5.55;5.66;72.46
05-07-2021 19:30:00;4.36;4.76;76.81
05-07-2021 19:00:00;4.09;4.55;78.43
05-07-2021 18:30:00;6.66;7.67;76.42
05-07-2021 18:00:00;5.74;6.27;79.83
05-07-2021 17:30:00;6.6;7.27;79.77
05-07-2021 17:00:00;7.84;8.51;81.3
05-07-2021 16:30:00;7.84;8.2;87.97
05-07-2021 16:00:00;8.11;8.66;89.89
05-07-2021 15:30:00;8.22;9.29;88.15
05-07-2021 15:00:00;8.3;9.24;87.69
05-07-2021 14:30:00;5.13;5.83;97.59
05-07-2021 14:00:00;4.49;5.07;95.75
05-07-2021 13:30:00;4.63;6.06;91.58
05-07-2021 13:00:00;5.83;7.55;89.69
05-07-2021 12:30:00;5.18;6.87;88.99
05-07-2021 12:00:00;6.87;9.12;85.64
05-07-2021 11:30:00;5.51;7.36;87.31
05-07-2021 11:00:00;5.22;6.87;87.87
05-07-2021 10:30:00;4.04;5.2;87.23
05-07-2021 10:00:00;4.86;6.5;86.49
05-07-2021 09:30:00;6.31;8.26;83.24
05-07-2021 09:00:00;6.9;8.57;80.21
05-07-2021 08:30:00;6.98;8.53;76.65
05-07-2021 08:00:00;6.41;8.2;73.58
05-07-2021 07:30:00;7.02;9.39;68.85
05-07-2021 07:00:00;10.08;12.3;62.84
05-07-2021 06:30:00;10.79;13.22;61.07
05-07-2021 06:00:00;11.72;13.48;59.93
05-07-2021 05:30:00;12.79;14.1;58.21
05-07-2021 05:00:00;12.13;12.85;55.42
05-07-2021 04:30:00;8.07;8.4;54.86
05-07-2021 03:30:00;6.22;5.78;57.72
05-07-2021 03:00:00;6.12;5.76;59.67
05-07-2021 02:30:00;11.19;10.86;58.49
05-07-2021 02:00:00;11.8;11.59;58.95
05-07-2021 01:30:00;11.53;11.21;56.44
05-07-2021 01:00:00;7.54;7.48;
05-07-2021 00:30:00;4.9;4.3;61.93
05-07-2021 00:00:00;3.44;2.75;64.44
04-07-2021 23:30:00;4.13;3.98;66.16
04-07-2021 23:00:00;4.21;4.25;69.15
04-07-2021 22:30:00;4.74;4.63;73.06
04-07-2021 22:00:00;4.99;4.93;78.15
04-07-2021 21:30:00;6.58;6.29;80.41
04-07-2021 21:00:00;8.95;9.07;80.53
04-07-2021 20:30:00;9.85;9.93;81.03
04-07-2021 20:00:00;5.51;5.78;83.82
04-07-2021 19:30:00;7.52;7.57;82.92
04-07-2021 19:00:00;5.41;5.45;86.13
04-07-2021 18:30:00;3.73;4.15;86.81
04-07-2021 18:00:00;5.2;5.74;86.47
04-07-2021 17:30:00;4.82;5.18;85.78
04-07-2021 17:00:00;3.58;4.09;87.03
04-07-2021 16:30:00;2.41;2.33;87.15
04-07-2021 16:00:00;3.75;4.42;85.74
04-07-2021 15:30:00;4.51;5.55;85.76
04-07-2021 15:00:00;4.0;4.57;85.3
04-07-2021 14:30:00;2.96;3.25;86.59
04-07-2021 14:00:00;3.86;4.02;84.84
04-07-2021 13:30:00;3.56;4.25;78.61
04-07-2021 13:00:00;3.71;4.11;67.71
04-07-2021 12:30:00;4.11;5.07;68.31
04-07-2021 12:00:00;3.61;4.26;72.76
04-07-2021 11:30:00;3.71;4.3;69.79
04-07-2021 11:00:00;3.1;3.4;68.55
04-07-2021 10:30:00;2.77;3.0;74.88
04-07-2021 10:00:00;2.83;3.1;74.92
04-07-2021 09:30:00;3.44;4.04;64.08
04-07-2021 09:00:00;3.29;3.21;58.39
04-07-2021 08:30:00;2.96;3.08;56.34
04-07-2021 08:00:00;3.65;3.58;50.25
04-07-2021 07:30:00;4.09;4.76;48.79
04-07-2021 07:00:00;4.57;4.97;53.76
04-07-2021 06:30:00;3.71;3.75;57.66
04-07-2021 05:30:00;2.95;3.12;59.39
04-07-2021 05:00:00;3.12;3.27;52.71
04-07-2021 04:30:00;4.3;4.48;42.87
04-07-2021 04:00:00;4.34;4.3;43.35
