Recorded;NO2;NOx;O3
25-09-2020 18:30:00;4.61;4.59;67.31
25-09-2020 18:00:00;5.57;5.82;67.92
25-09-2020 17:30:00;6.33;6.99;64.73
25-09-2020 17:00:00;9.14;10.07;60.64
25-09-2020 16:30:00;13.2;13.92;59.06
25-09-2020 16:00:00;12.58;14.09;57.34
25-09-2020 15:30:00;9.98;11.12;58.15
25-09-2020 15:00:00;17.59;22.63;49.64
25-09-2020 14:30:00;41.27;60.65;23.39
25-09-2020 14:00:00;25.96;32.6;38.86
25-09-2020 13:30:00;27.89;35.4;36.36
25-09-2020 13:00:00;46.66;65.13;20.17
25-09-2020 12:30:00;32.26;41.01;35.45
25-09-2020 12:00:00;18.17;21.85;53.14
25-09-2020 11:30:00;16.61;19.45;57.25
25-09-2020 11:00:00;17.25;19.86;56.71
25-09-2020 10:30:00;18.7;21.92;57.09
25-09-2020 10:00:00;14.99;17.81;64.53
25-09-2020 09:30:00;12.62;14.17;67.79
25-09-2020 09:00:00;15.93;18.02;61.08
25-09-2020 08:30:00;18.36;21.12;51.62
25-09-2020 08:00:00;29.88;37.28;34.54
25-09-2020 07:30:00;33.74;40.36;28.08
25-09-2020 07:00:00;37.32;44.17;23.98
25-09-2020 06:30:00;35.54;41.89;25.16
25-09-2020 06:00:00;40.29;49.01;18.29
25-09-2020 05:30:00;31.05;33.76;25.56
25-09-2020 04:30:00;15.44;16.32;36.3
25-09-2020 04:00:00;13.02;13.22;38.45
25-09-2020 03:30:00;7.74;7.8;46.07
25-09-2020 03:00:00;7.35;7.63;46.7
25-09-2020 02:30:00;6.88;6.65;49.78
25-09-2020 01:30:00;5.61;5.52;52.51
25-09-2020 01:00:00;5.12;4.91;55.37
25-09-2020 00:30:00;4.28;3.72;58.59
25-09-2020 00:00:00;4.66;4.45;57.64
24-09-2020 23:30:00;4.2;3.95;59.04
24-09-2020 23:00:00;4.28;3.96;60.74
24-09-2020 22:30:00;4.45;4.13;62.79
24-09-2020 22:00:00;5.6;5.39;62.69
24-09-2020 21:30:00;4.9;4.91;62.69
24-09-2020 21:00:00;6.63;6.62;63.19
24-09-2020 20:30:00;6.93;6.85;62.54
24-09-2020 20:00:00;8.83;8.76;57.38
24-09-2020 19:30:00;10.34;10.43;57.9
24-09-2020 19:00:00;8.68;9.05;62.71
24-09-2020 18:30:00;5.36;5.78;70.22
24-09-2020 18:00:00;5.06;5.07;72.64
24-09-2020 17:30:00;7.29;8.07;70.91
24-09-2020 17:00:00;7.35;8.15;74.13
24-09-2020 16:30:00;6.73;8.21;76.49
24-09-2020 16:00:00;5.0;5.74;79.48
24-09-2020 15:30:00;5.07;6.01;79.99
24-09-2020 15:00:00;4.93;6.45;81.39
24-09-2020 14:30:00;4.78;6.43;80.82
24-09-2020 14:00:00;5.03;6.3;81.18
24-09-2020 13:30:00;4.7;6.6;81.97
24-09-2020 13:00:00;5.54;7.58;80.76
24-09-2020 12:30:00;5.22;7.08;82.38
24-09-2020 12:00:00;5.64;7.92;82.12
24-09-2020 11:30:00;4.55;6.33;79.6
24-09-2020 11:00:00;6.08;8.58;77.66
24-09-2020 10:30:00;5.47;7.62;78.31
24-09-2020 10:00:00;6.48;9.19;74.01
24-09-2020 09:30:00;6.37;8.39;71.01
24-09-2020 09:00:00;6.91;8.65;67.59
24-09-2020 08:30:00;9.92;13.52;60.88
24-09-2020 08:00:00;11.63;14.57;59.52
24-09-2020 07:30:00;12.23;14.4;60.03
24-09-2020 07:00:00;13.7;15.18;64.06
24-09-2020 06:30:00;13.67;14.9;68.97
24-09-2020 06:00:00;13.21;14.49;72.86
24-09-2020 05:30:00;10.71;11.09;69.19
24-09-2020 05:00:00;8.77;10.0;71.11
24-09-2020 04:30:00;6.21;6.3;72.73
24-09-2020 03:30:00;4.86;4.52;67.55
24-09-2020 03:00:00;4.34;4.33;69.17
24-09-2020 02:30:00;4.23;3.93;71.46
24-09-2020 02:00:00;3.44;3.33;74.32
24-09-2020 01:30:00;3.75;3.26;74.11
24-09-2020 01:00:00;3.63;3.24;
24-09-2020 00:30:00;3.83;3.53;75.55
24-09-2020 00:00:00;4.72;4.33;74.11
23-09-2020 23:30:00;5.58;5.58;73.61
23-09-2020 23:00:00;5.83;5.4;74.8
23-09-2020 22:30:00;5.42;5.2;78.06
23-09-2020 22:00:00;5.19;5.24;77.21
23-09-2020 21:30:00;5.25;5.16;75.39
23-09-2020 21:00:00;5.61;5.74;71.52
23-09-2020 20:30:00;6.55;6.48;69.11
23-09-2020 20:00:00;8.73;9.17;66.84
23-09-2020 19:30:00;13.33;13.54;61.39
23-09-2020 19:00:00;13.5;13.81;63.72
23-09-2020 18:30:00;14.71;14.75;65.16
23-09-2020 18:00:00;8.87;9.23;73.95
23-09-2020 17:30:00;9.1;9.34;76.83
23-09-2020 17:00:00;10.45;11.24;80.39
23-09-2020 16:30:00;10.64;11.78;85.54
23-09-2020 16:00:00;15.26;16.32;81.47
23-09-2020 15:30:00;14.27;15.28;84.3
23-09-2020 15:00:00;12.36;14.06;87.02
23-09-2020 14:30:00;14.74;16.74;84.06
23-09-2020 14:00:00;14.41;16.89;85.16
23-09-2020 13:30:00;16.74;20.71;81.2
23-09-2020 13:00:00;14.76;19.69;76.34
23-09-2020 12:30:00;18.59;23.26;68.64
23-09-2020 12:00:00;14.19;17.91;74.76
23-09-2020 11:30:00;12.65;15.29;72.19
23-09-2020 11:00:00;13.21;15.25;71.35
23-09-2020 10:30:00;14.25;17.86;71.82
23-09-2020 10:00:00;15.81;20.58;67.36
23-09-2020 09:30:00;16.57;22.36;60.27
23-09-2020 09:00:00;14.72;19.26;63.61
23-09-2020 08:30:00;18.32;23.91;56.64
23-09-2020 08:00:00;17.01;20.18;54.11
23-09-2020 07:30:00;24.76;30.76;45.42
23-09-2020 07:00:00;22.62;27.06;42.74
23-09-2020 06:30:00;29.54;35.95;37.25
23-09-2020 05:30:00;19.86;21.08;48.09
23-09-2020 05:00:00;13.41;13.78;59.54
23-09-2020 04:30:00;7.71;7.53;65.88
23-09-2020 04:00:00;5.62;5.29;70.26
23-09-2020 03:30:00;5.04;4.94;66.59
23-09-2020 03:00:00;5.39;5.08;
23-09-2020 02:30:00;5.25;5.25;61.32
23-09-2020 02:00:00;4.96;5.19;61.2
23-09-2020 01:30:00;5.12;4.54;59.48
23-09-2020 01:00:00;5.29;5.31;57.72
23-09-2020 00:30:00;5.93;5.25;57.11
23-09-2020 00:00:00;9.49;9.45;49.69
22-09-2020 23:30:00;12.09;12.04;49.37
22-09-2020 23:00:00;11.6;11.61;51.17
22-09-2020 22:30:00;12.92;13.11;49.63
22-09-2020 22:00:00;14.38;14.24;46.59
22-09-2020 21:30:00;21.04;21.16;37.37
22-09-2020 21:00:00;26.44;27.33;30.83
22-09-2020 20:30:00;27.96;28.69;30.48
22-09-2020 20:00:00;22.4;22.71;39.14
22-09-2020 19:30:00;23.75;24.05;38.06
22-09-2020 19:00:00;24.21;24.48;41.93
22-09-2020 18:30:00;21.48;21.76;50.32
22-09-2020 18:00:00;23.91;25.15;53.04
22-09-2020 17:30:00;14.39;15.11;66.09
22-09-2020 17:00:00;9.66;10.39;73.66
22-09-2020 16:30:00;8.91;9.95;75.83
22-09-2020 16:00:00;10.02;11.45;75.02
22-09-2020 15:30:00;8.75;10.2;75.22
22-09-2020 15:00:00;8.58;9.51;76.5
22-09-2020 14:30:00;7.89;9.3;76.14
22-09-2020 14:00:00;6.57;7.77;77.31
22-09-2020 13:30:00;9.05;11.37;77.31
22-09-2020 13:00:00;8.26;9.86;79.42
22-09-2020 12:30:00;11.59;13.39;65.48
22-09-2020 12:00:00;10.27;12.04;67.62
22-09-2020 11:30:00;12.89;15.59;64.85
22-09-2020 11:00:00;11.93;14.4;65.64
22-09-2020 10:30:00;11.41;13.5;68.27
22-09-2020 10:00:00;14.28;18.22;57.27
22-09-2020 09:30:00;13.64;18.7;51.82
22-09-2020 09:00:00;17.75;26.51;38.97
22-09-2020 08:30:00;16.81;23.1;40.98
22-09-2020 08:00:00;19.37;26.96;36.2
22-09-2020 07:30:00;26.29;39.28;26.35
22-09-2020 07:00:00;31.02;40.95;21.69
22-09-2020 06:30:00;34.97;45.09;17.98
22-09-2020 06:00:00;31.75;36.42;20.25
22-09-2020 05:30:00;19.88;22.26;31.66
22-09-2020 04:30:00;9.84;9.94;38.65
22-09-2020 04:00:00;6.97;7.03;37.41
22-09-2020 03:30:00;6.39;6.17;36.62
22-09-2020 03:00:00;6.08;6.3;39.32
22-09-2020 02:30:00;5.88;5.65;40.25
22-09-2020 02:00:00;5.99;5.99;
22-09-2020 01:30:00;6.32;5.99;40.02
22-09-2020 01:00:00;6.8;6.78;39.56
22-09-2020 00:30:00;7.12;7.17;41.77
22-09-2020 00:00:00;8.79;8.81;40.0
21-09-2020 23:30:00;10.19;10.27;37.21
21-09-2020 23:00:00;12.47;12.82;34.74
21-09-2020 22:30:00;14.33;14.37;35.16
21-09-2020 22:00:00;16.61;17.06;33.09
21-09-2020 21:30:00;16.26;16.33;34.86
21-09-2020 21:00:00;13.22;13.05;45.42
21-09-2020 20:30:00;16.15;15.98;38.16
21-09-2020 20:00:00;11.48;12.42;53.99
21-09-2020 19:30:00;12.08;12.46;53.91
21-09-2020 19:00:00;9.88;10.1;58.36
21-09-2020 18:30:00;5.93;6.04;63.37
21-09-2020 18:00:00;8.17;8.63;62.15
21-09-2020 17:30:00;6.79;7.21;65.33
21-09-2020 17:00:00;5.26;5.92;67.02
21-09-2020 16:30:00;6.37;7.13;65.05
21-09-2020 16:00:00;5.28;6.27;64.87
21-09-2020 15:30:00;5.66;7.17;64.24
21-09-2020 15:00:00;4.59;5.68;64.81
21-09-2020 14:30:00;5.94;8.13;62.64
21-09-2020 14:00:00;5.12;6.39;61.87
21-09-2020 13:30:00;5.68;6.83;58.67
21-09-2020 13:00:00;8.18;11.31;54.23
21-09-2020 12:30:00;7.04;8.78;54.19
21-09-2020 12:00:00;5.72;6.96;56.62
21-09-2020 11:30:00;6.4;8.36;56.78
21-09-2020 11:00:00;5.7;6.85;56.64
21-09-2020 10:30:00;7.27;8.97;54.88
21-09-2020 10:00:00;7.82;9.88;53.21
21-09-2020 09:30:00;8.4;10.32;51.39
21-09-2020 09:00:00;8.44;9.95;50.03
21-09-2020 08:30:00;7.96;9.15;49.3
21-09-2020 08:00:00;8.49;10.3;50.6
21-09-2020 07:30:00;9.47;10.82;49.04
21-09-2020 07:00:00;12.21;13.96;46.77
21-09-2020 06:30:00;16.08;20.59;42.76
21-09-2020 06:00:00;14.62;20.38;46.69
21-09-2020 05:30:00;11.39;13.02;47.34
21-09-2020 05:00:00;8.79;10.03;48.51
21-09-2020 04:30:00;4.2;4.11;53.58
21-09-2020 03:30:00;4.01;3.88;50.07
21-09-2020 03:00:00;2.26;2.23;49.61
21-09-2020 02:30:00;2.3;1.87;47.91
21-09-2020 02:00:00;2.61;2.23;42.98
21-09-2020 01:30:00;3.41;3.31;38.77
21-09-2020 01:00:00;4.51;4.15;
21-09-2020 00:30:00;5.79;5.46;31.13
21-09-2020 00:00:00;8.84;8.89;27.11
20-09-2020 23:30:00;9.2;9.19;27.38
20-09-2020 23:00:00;10.58;10.46;25.72
20-09-2020 22:30:00;13.76;14.14;23.08
20-09-2020 22:00:00;16.4;16.72;22.82
20-09-2020 21:30:00;17.38;17.78;22.92
20-09-2020 21:00:00;20.43;21.02;23.31
20-09-2020 20:30:00;19.7;20.25;28.63
20-09-2020 20:00:00;24.29;25.33;23.65
20-09-2020 19:30:00;32.87;34.55;16.66
20-09-2020 19:00:00;14.94;15.69;43.73
20-09-2020 18:30:00;12.34;12.86;49.73
20-09-2020 18:00:00;8.41;9.0;57.15
20-09-2020 17:30:00;8.03;8.05;57.75
20-09-2020 17:00:00;4.83;5.1;58.93
20-09-2020 16:30:00;3.76;4.42;61.5
20-09-2020 16:00:00;3.41;3.58;59.98
20-09-2020 15:30:00;3.72;4.35;58.18
20-09-2020 15:00:00;4.0;5.21;57.33
20-09-2020 14:30:00;3.54;4.43;56.11
20-09-2020 14:00:00;2.95;3.32;53.94
20-09-2020 13:30:00;3.39;4.18;52.63
20-09-2020 13:00:00;3.01;3.87;52.0
20-09-2020 12:30:00;3.47;4.26;50.68
20-09-2020 12:00:00;3.24;3.68;51.35
20-09-2020 11:30:00;4.16;4.83;48.65
20-09-2020 11:00:00;3.99;4.68;49.08
20-09-2020 10:30:00;4.33;5.0;50.2
20-09-2020 10:00:00;4.03;4.62;49.16
20-09-2020 09:30:00;4.99;5.6;47.52
20-09-2020 09:00:00;4.62;4.89;47.23
20-09-2020 08:30:00;4.31;4.97;49.14
20-09-2020 08:00:00;3.59;4.12;50.19
20-09-2020 07:30:00;2.57;2.51;50.42
20-09-2020 07:00:00;2.9;3.03;49.83
20-09-2020 06:30:00;2.88;3.03;51.51
20-09-2020 05:30:00;5.79;5.87;21.68
20-09-2020 05:00:00;6.04;5.93;17.91
20-09-2020 04:30:00;7.37;7.48;17.51
20-09-2020 04:00:00;6.22;6.08;19.21
20-09-2020 03:30:00;6.18;6.22;26.51
20-09-2020 03:00:00;5.22;5.26;
20-09-2020 02:30:00;5.61;5.43;22.17
20-09-2020 02:00:00;6.14;6.89;23.12
20-09-2020 01:30:00;6.7;6.5;22.05
20-09-2020 01:00:00;6.45;6.27;26.97
20-09-2020 00:30:00;8.23;8.15;28.39
20-09-2020 00:00:00;7.79;7.6;33.09
19-09-2020 23:30:00;8.16;7.89;36.49
19-09-2020 23:00:00;8.52;8.61;40.47
19-09-2020 22:30:00;11.94;12.66;38.48
19-09-2020 22:00:00;17.56;18.31;32.69
19-09-2020 21:30:00;20.99;21.65;29.75
19-09-2020 21:00:00;20.96;21.15;33.21
19-09-2020 20:30:00;21.18;21.7;37.85
19-09-2020 20:00:00;21.58;22.32;37.24
19-09-2020 19:30:00;16.79;17.35;41.22
19-09-2020 19:00:00;12.41;12.72;44.54
19-09-2020 18:30:00;12.83;13.75;44.17
19-09-2020 18:00:00;6.6;6.93;51.61
19-09-2020 17:30:00;5.36;5.36;56.76
19-09-2020 17:00:00;5.11;5.47;59.6
19-09-2020 16:30:00;5.33;6.32;60.91
19-09-2020 16:00:00;3.29;3.77;63.24
19-09-2020 15:30:00;3.29;3.75;61.78
19-09-2020 15:00:00;3.77;4.19;59.35
19-09-2020 14:30:00;3.61;4.31;59.05
19-09-2020 14:00:00;3.59;4.56;59.21
19-09-2020 13:30:00;3.42;4.44;58.93
19-09-2020 13:00:00;3.82;4.61;57.1
19-09-2020 12:30:00;3.9;4.73;55.87
19-09-2020 12:00:00;3.5;4.62;55.36
19-09-2020 11:30:00;4.14;5.57;54.37
19-09-2020 11:00:00;4.45;6.03;52.64
19-09-2020 10:30:00;3.74;4.9;52.38
19-09-2020 10:00:00;3.59;4.46;53.58
19-09-2020 09:30:00;4.59;5.5;52.93
19-09-2020 09:00:00;4.11;5.29;52.44
19-09-2020 08:30:00;4.62;6.0;50.62
19-09-2020 08:00:00;5.76;6.76;45.67
19-09-2020 07:30:00;5.51;6.32;45.06
19-09-2020 07:00:00;5.49;5.69;45.51
19-09-2020 06:30:00;4.8;5.1;47.56
19-09-2020 06:00:00;6.21;6.34;47.35
19-09-2020 05:30:00;5.32;5.89;49.75
19-09-2020 04:30:00;4.75;4.64;50.47
19-09-2020 04:00:00;4.43;4.29;48.06
19-09-2020 03:30:00;4.14;3.99;48.18
19-09-2020 03:00:00;3.52;3.68;49.95
19-09-2020 02:30:00;3.2;3.07;51.1
19-09-2020 02:00:00;3.2;2.78;
19-09-2020 01:30:00;3.33;3.17;51.76
19-09-2020 01:00:00;3.1;3.26;52.99
19-09-2020 00:30:00;3.64;3.34;53.52
19-09-2020 00:00:00;2.74;2.96;55.58
18-09-2020 23:30:00;3.13;2.8;56.58
18-09-2020 23:00:00;3.16;2.98;55.69
18-09-2020 22:30:00;4.5;4.41;53.74
18-09-2020 22:00:00;5.21;5.29;54.15
18-09-2020 21:30:00;7.61;7.86;50.95
18-09-2020 21:00:00;7.51;7.83;51.25
18-09-2020 20:30:00;8.72;8.96;51.52
18-09-2020 20:00:00;4.54;4.42;57.67
18-09-2020 19:30:00;5.36;5.81;56.8
18-09-2020 19:00:00;4.71;4.99;57.57
18-09-2020 18:30:00;4.81;4.74;58.88
18-09-2020 18:00:00;4.48;4.7;61.01
18-09-2020 17:30:00;4.42;5.07;62.87
18-09-2020 17:00:00;3.81;3.9;64.43
18-09-2020 16:30:00;3.68;4.42;65.08
18-09-2020 16:00:00;3.14;4.05;67.26
18-09-2020 15:30:00;4.31;5.2;68.64
18-09-2020 15:00:00;3.26;3.9;71.39
18-09-2020 14:30:00;3.93;4.57;70.22
18-09-2020 14:00:00;3.52;4.65;69.55
18-09-2020 13:30:00;3.71;5.15;69.53
18-09-2020 13:00:00;3.31;4.48;68.92
18-09-2020 12:30:00;3.29;4.27;68.4
18-09-2020 12:00:00;3.62;5.0;69.09
18-09-2020 11:30:00;3.56;4.73;67.41
18-09-2020 11:00:00;3.16;4.15;65.36
18-09-2020 10:30:00;3.54;4.36;63.46
18-09-2020 10:00:00;3.98;5.05;63.66
18-09-2020 09:30:00;3.96;5.09;64.71
18-09-2020 09:00:00;4.99;6.76;62.67
18-09-2020 08:30:00;6.5;8.93;54.82
18-09-2020 08:00:00;7.44;9.92;51.92
18-09-2020 07:30:00;8.71;11.03;48.86
18-09-2020 07:00:00;15.36;20.29;39.83
18-09-2020 06:30:00;18.85;23.82;34.04
18-09-2020 06:00:00;11.72;13.64;42.49
18-09-2020 05:30:00;10.54;11.88;40.99
18-09-2020 05:00:00;10.1;11.15;40.81
18-09-2020 04:30:00;8.15;8.37;43.46
18-09-2020 03:30:00;4.7;4.39;43.46
18-09-2020 03:00:00;6.35;6.5;32.67
18-09-2020 02:30:00;5.07;4.73;41.53
18-09-2020 02:00:00;6.16;6.0;34.1
18-09-2020 01:30:00;8.67;8.76;30.93
18-09-2020 00:30:00;9.72;9.56;30.64
18-09-2020 00:00:00;11.66;11.69;32.42
17-09-2020 23:30:00;16.05;16.08;26.72
17-09-2020 23:00:00;20.53;20.83;25.36
17-09-2020 22:30:00;21.28;21.48;29.25
17-09-2020 22:00:00;25.4;26.06;24.13
17-09-2020 21:30:00;27.56;29.05;21.15
17-09-2020 21:00:00;26.87;27.56;27.93
17-09-2020 20:30:00;16.51;16.73;48.03
17-09-2020 20:00:00;18.98;19.59;44.29
17-09-2020 19:30:00;11.32;11.23;56.01
17-09-2020 19:00:00;11.63;11.2;56.74
17-09-2020 18:30:00;10.18;10.26;58.44
17-09-2020 18:00:00;12.56;12.77;58.94
17-09-2020 17:30:00;8.0;8.46;65.62
17-09-2020 17:00:00;5.05;5.49;69.73
17-09-2020 16:30:00;8.0;9.05;66.19
17-09-2020 16:00:00;8.6;10.26;66.19
17-09-2020 15:30:00;5.64;6.5;69.69
17-09-2020 15:00:00;6.27;7.48;66.98
17-09-2020 14:30:00;6.32;8.32;66.39
17-09-2020 14:00:00;6.53;8.32;65.3
17-09-2020 13:30:00;6.09;8.09;65.08
17-09-2020 13:00:00;6.13;8.15;63.5
17-09-2020 12:30:00;7.77;11.05;60.97
17-09-2020 12:00:00;6.56;9.61;60.32
17-09-2020 11:30:00;6.86;9.5;58.48
17-09-2020 11:00:00;7.16;10.03;56.05
17-09-2020 10:30:00;6.05;8.5;56.39
17-09-2020 10:00:00;6.05;8.1;57.1
17-09-2020 09:30:00;8.5;11.7;53.03
17-09-2020 09:00:00;11.56;15.99;48.94
17-09-2020 08:30:00;18.51;26.27;37.75
17-09-2020 08:00:00;20.57;27.17;36.94
17-09-2020 07:30:00;24.49;31.84;35.02
17-09-2020 07:00:00;29.97;37.32;29.96
17-09-2020 06:30:00;23.31;27.19;35.85
17-09-2020 05:30:00;14.02;16.93;43.52
17-09-2020 05:00:00;7.58;7.83;49.08
17-09-2020 04:30:00;3.92;4.42;53.03
17-09-2020 04:00:00;3.37;3.65;54.85
17-09-2020 03:30:00;2.05;2.06;55.48
17-09-2020 03:00:00;1.72;1.58;
17-09-2020 02:30:00;1.59;1.57;58.82
17-09-2020 02:00:00;1.76;1.7;59.39
17-09-2020 01:30:00;2.2;2.24;58.31
17-09-2020 01:00:00;1.84;2.01;58.35
17-09-2020 00:30:00;2.47;2.26;58.48
17-09-2020 00:00:00;2.18;2.01;57.93
16-09-2020 23:30:00;2.5;1.9;57.12
16-09-2020 23:00:00;3.36;2.28;56.49
16-09-2020 22:30:00;3.16;2.8;56.86
16-09-2020 22:00:00;2.95;3.06;57.79
16-09-2020 21:30:00;3.08;3.14;57.54
16-09-2020 21:00:00;4.19;4.19;55.82
16-09-2020 20:30:00;4.04;4.47;56.59
16-09-2020 20:00:00;3.7;4.14;58.09
16-09-2020 19:30:00;3.64;3.72;59.2
16-09-2020 19:00:00;4.14;4.37;59.69
16-09-2020 18:30:00;3.93;3.95;60.92
16-09-2020 18:00:00;2.93;3.3;63.96
16-09-2020 17:30:00;2.91;3.34;65.05
16-09-2020 17:00:00;2.97;3.26;66.05
16-09-2020 16:30:00;2.81;3.45;67.58
16-09-2020 16:00:00;2.63;2.67;68.64
16-09-2020 15:30:00;2.79;3.24;68.09
16-09-2020 15:00:00;2.49;3.16;66.9
16-09-2020 14:30:00;2.78;3.55;64.57
16-09-2020 14:00:00;3.37;4.74;58.98
16-09-2020 13:30:00;3.79;4.7;57.75
16-09-2020 13:00:00;4.93;6.86;62.12
16-09-2020 12:30:00;6.06;8.28;60.01
16-09-2020 12:00:00;6.04;8.9;58.96
16-09-2020 11:30:00;4.84;6.71;58.39
16-09-2020 11:00:00;4.65;6.46;55.09
16-09-2020 10:30:00;5.68;7.35;55.8
16-09-2020 10:00:00;5.67;6.87;69.32
16-09-2020 09:30:00;6.56;6.9;72.3
16-09-2020 09:00:00;7.64;8.71;74.69
16-09-2020 08:30:00;9.04;10.41;72.42
16-09-2020 08:00:00;9.09;9.23;69.99
16-09-2020 07:30:00;8.64;8.96;72.77
16-09-2020 07:00:00;10.88;11.66;68.76
16-09-2020 06:30:00;9.76;10.16;63.17
16-09-2020 06:00:00;7.88;8.27;61.43
16-09-2020 05:30:00;6.63;6.81;60.88
16-09-2020 04:30:00;4.53;4.51;57.38
16-09-2020 04:00:00;2.94;2.79;62.2
16-09-2020 03:30:00;2.5;2.4;62.6
16-09-2020 03:00:00;2.96;2.65;58.86
16-09-2020 02:30:00;2.31;2.23;59.71
16-09-2020 02:00:00;2.42;2.1;
16-09-2020 01:30:00;2.58;2.52;50.23
16-09-2020 01:00:00;4.03;3.82;48.39
16-09-2020 00:30:00;3.82;3.69;46.71
16-09-2020 00:00:00;3.23;3.15;45.29
15-09-2020 23:30:00;4.85;4.96;40.5
15-09-2020 23:00:00;6.98;7.3;34.36
15-09-2020 22:30:00;7.44;7.53;31.23
15-09-2020 22:00:00;10.34;10.27;27.58
15-09-2020 21:30:00;13.9;14.44;27.04
15-09-2020 21:00:00;23.0;23.81;29.42
15-09-2020 20:30:00;41.2;47.52;11.59
15-09-2020 20:00:00;29.84;31.04;22.38
15-09-2020 19:30:00;20.03;20.75;34.24
15-09-2020 19:00:00;21.64;22.46;35.6
15-09-2020 18:30:00;23.47;25.41;36.83
15-09-2020 18:00:00;24.59;26.0;37.52
15-09-2020 17:30:00;17.32;19.12;47.6
15-09-2020 17:00:00;16.55;19.14;46.95
15-09-2020 16:30:00;19.39;23.55;49.16
15-09-2020 16:00:00;14.86;17.67;56.0
15-09-2020 15:30:00;21.19;28.34;48.61
15-09-2020 15:00:00;27.32;38.5;41.93
15-09-2020 14:30:00;27.85;42.25;39.97
15-09-2020 14:00:00;20.18;29.36;47.16
15-09-2020 13:30:00;18.36;28.32;48.53
15-09-2020 13:00:00;10.72;14.62;55.68
15-09-2020 12:30:00;11.6;18.07;46.73
15-09-2020 12:00:00;11.56;18.47;37.79
15-09-2020 11:30:00;10.37;16.61;38.45
15-09-2020 11:00:00;9.75;15.66;37.89
15-09-2020 10:30:00;11.92;19.41;36.27
15-09-2020 10:00:00;13.79;19.38;38.57
15-09-2020 09:30:00;22.41;31.14;32.0
15-09-2020 09:00:00;19.65;25.11;36.19
15-09-2020 08:30:00;18.15;22.6;38.57
15-09-2020 08:00:00;12.91;14.56;41.73
15-09-2020 07:30:00;12.41;14.35;40.68
15-09-2020 07:00:00;13.29;15.73;41.96
15-09-2020 06:30:00;9.5;10.67;49.14
15-09-2020 06:00:00;8.7;9.46;48.61
15-09-2020 05:30:00;7.49;7.83;50.4
15-09-2020 05:00:00;8.74;9.79;50.9
15-09-2020 04:30:00;6.19;6.09;51.71
15-09-2020 03:30:00;4.6;4.55;54.87
15-09-2020 03:00:00;3.6;3.55;54.58
15-09-2020 02:30:00;5.39;4.99;53.77
15-09-2020 02:00:00;3.53;3.56;52.94
15-09-2020 01:30:00;3.97;3.73;50.09
15-09-2020 01:00:00;4.14;4.38;
15-09-2020 00:30:00;4.62;4.25;51.49
15-09-2020 00:00:00;5.27;5.34;50.35
14-09-2020 23:30:00;8.34;8.06;41.87
14-09-2020 23:00:00;9.38;9.37;43.13
14-09-2020 22:30:00;12.41;12.57;42.13
14-09-2020 22:00:00;7.23;7.13;59.52
14-09-2020 21:30:00;8.04;8.12;61.61
14-09-2020 21:00:00;11.68;11.73;56.67
14-09-2020 20:30:00;12.58;12.79;58.53
14-09-2020 20:00:00;15.82;16.03;56.04
14-09-2020 19:30:00;16.43;17.06;55.09
14-09-2020 19:00:00;9.36;9.35;68.41
14-09-2020 18:30:00;10.76;10.95;70.49
14-09-2020 18:00:00;7.23;7.63;78.47
14-09-2020 17:30:00;8.15;8.26;80.25
14-09-2020 17:00:00;5.9;6.32;83.0
14-09-2020 16:30:00;7.26;8.26;79.67
14-09-2020 16:00:00;6.09;7.25;79.4
14-09-2020 15:30:00;4.91;5.77;75.72
14-09-2020 15:00:00;5.39;6.19;68.01
14-09-2020 14:30:00;6.17;8.01;67.42
14-09-2020 14:00:00;5.53;7.48;68.29
14-09-2020 13:30:00;4.37;5.66;68.73
14-09-2020 13:00:00;5.07;6.79;65.45
14-09-2020 12:30:00;4.8;6.59;63.05
14-09-2020 12:00:00;3.85;4.98;60.11
14-09-2020 11:30:00;4.8;6.71;56.39
14-09-2020 11:00:00;5.56;8.44;54.32
14-09-2020 10:30:00;6.25;9.8;51.95
14-09-2020 10:00:00;5.87;8.61;51.2
14-09-2020 09:30:00;6.75;10.15;49.24
14-09-2020 09:00:00;6.26;9.01;49.14
14-09-2020 08:30:00;7.52;10.2;48.09
14-09-2020 08:00:00;8.33;11.49;47.84
14-09-2020 07:30:00;9.1;12.24;47.13
14-09-2020 07:00:00;14.87;20.53;40.7
14-09-2020 06:30:00;15.04;18.45;40.11
14-09-2020 05:30:00;8.55;9.69;46.12
14-09-2020 05:00:00;8.11;9.84;47.24
14-09-2020 04:30:00;4.61;4.74;52.22
14-09-2020 04:00:00;3.11;3.17;54.36
14-09-2020 03:30:00;3.07;2.86;54.28
14-09-2020 03:00:00;2.75;2.67;
14-09-2020 02:30:00;2.65;2.4;56.67
14-09-2020 02:00:00;2.29;1.75;57.07
14-09-2020 01:30:00;2.25;2.06;57.72
14-09-2020 01:00:00;2.17;2.09;58.63
14-09-2020 00:30:00;2.75;2.69;57.8
14-09-2020 00:00:00;1.71;1.62;59.2
13-09-2020 23:30:00;2.27;2.06;57.66
13-09-2020 23:00:00;2.46;2.15;56.44
13-09-2020 22:30:00;1.91;1.52;56.06
13-09-2020 22:00:00;2.67;3.06;55.98
13-09-2020 21:30:00;2.96;3.06;56.22
13-09-2020 21:00:00;2.52;2.77;55.98
13-09-2020 20:30:00;3.48;3.84;55.96
13-09-2020 20:00:00;4.05;3.92;54.62
