Recorded,NO2,NOx,O3,heat_index,rh,pressure,wdir,wdir_cardinal,wspd
2019-12-06 10:00:00,6.43,8.06,69.81,9.0,87.0,992.65,260.0,W,31.0
2019-12-06 10:30:00,9.36,11.62,64.26,9.0,87.0,993.65,260.0,W,33.0
2019-12-06 11:00:00,10.42,13.22,62.8,8.0,93.0,993.65,250.0,WSW,33.0
2019-12-06 11:30:00,9.28,12.08,64.5,8.0,93.0,993.65,250.0,WSW,30.0
2019-12-06 12:00:00,13.09,17.45,57.96,8.0,93.0,993.65,250.0,WSW,24.0
2019-12-06 12:30:00,11.96,15.97,54.6,8.0,100.0,993.65,240.0,WSW,19.0
2019-12-06 13:00:00,11.84,15.51,56.06,9.0,93.0,993.65,230.0,SW,22.0
2019-12-06 13:30:00,12.17,15.43,52.31,9.0,93.0,993.65,230.0,SW,20.0
2019-12-06 14:00:00,13.35,16.91,47.98,9.0,100.0,993.65,230.0,SW,19.0
2019-12-06 14:30:00,13.68,18.23,42.01,9.0,100.0,993.65,230.0,SW,20.0
2019-12-06 15:00:00,17.89,17.05,40.39,10.0,94.0,992.65,220.0,SW,22.0
2019-12-06 15:30:00,14.18,16.97,40.23,10.0,94.0,992.65,220.0,SW,22.0
2019-12-06 16:00:00,14.1,16.46,43.77,10.0,94.0,992.65,220.0,SW,22.0
2019-12-06 16:30:00,10.5,13.87,47.6,10.0,94.0,991.65,220.0,SW,22.0
2019-12-06 17:00:00,11.77,14.88,47.3,9.0,100.0,991.65,210.0,SSW,22.0
2019-12-06 17:30:00,9.41,12.1,50.33,10.0,100.0,990.65,200.0,SSW,17.0
2019-12-06 18:00:00,10.42,13.3,47.42,10.0,100.0,990.65,210.0,SSW,20.0
2019-12-06 18:30:00,9.7,11.97,45.7,10.0,94.0,990.65,210.0,SSW,22.0
2019-12-06 19:00:00,9.65,12.05,42.97,10.0,94.0,990.65,210.0,SSW,22.0
2019-12-06 19:30:00,9.52,11.43,43.29,10.0,94.0,989.65,210.0,SSW,22.0
2019-12-06 20:00:00,8.35,9.89,44.86,10.0,94.0,989.65,210.0,SSW,20.0
2019-12-06 20:30:00,6.93,8.52,47.36,9.0,100.0,989.65,210.0,SSW,22.0
2019-12-06 21:00:00,6.25,7.56,49.43,9.0,100.0,989.65,210.0,SSW,24.0
2019-12-06 21:30:00,5.34,6.86,49.35,9.0,100.0,988.65,200.0,SSW,19.0
2019-12-06 22:00:00,6.72,8.39,48.7,9.0,100.0,988.65,210.0,SSW,22.0
2019-12-06 22:30:00,5.94,7.4,49.59,9.0,100.0,988.65,210.0,SSW,22.0
2019-12-06 23:00:00,5.24,6.44,52.97,9.0,100.0,988.65,210.0,SSW,20.0
2019-12-06 23:30:00,4.41,5.04,55.8,9.0,100.0,988.65,210.0,SSW,24.0
2019-12-07 00:00:00,3.3,4.34,61.35,9.0,100.0,988.65,210.0,SSW,24.0
2019-12-07 00:30:00,3.42,4.88,61.61,9.0,100.0,987.65,220.0,SW,22.0
2019-12-07 01:00:00,3.42,4.78,61.93,9.0,100.0,987.65,230.0,SW,30.0
2019-12-07 01:30:00,3.14,3.98,65.24,9.0,93.0,987.65,240.0,WSW,26.0
2019-12-07 02:00:00,2.7,3.42,65.84,9.0,93.0,987.65,230.0,SW,24.0
2019-12-07 02:30:00,2.26,2.86,66.43,9.0,93.0,987.65,240.0,WSW,24.0
2019-12-07 03:00:00,2.23,3.27,67.16,8.0,100.0,987.65,240.0,WSW,26.0
2019-12-07 03:30:00,2.8,3.64,64.75,8.0,100.0,987.65,240.0,WSW,28.0
2019-12-07 04:00:00,3.68,4.75,64.27,8.0,100.0,987.65,250.0,WSW,24.0
2019-12-07 04:30:00,2.67,3.53,69.21,8.0,100.0,987.65,250.0,WSW,22.0
2019-12-07 05:00:00,2.36,3.66,68.93,8.0,100.0,988.65,270.0,W,17.0
2019-12-07 05:30:00,2.05,3.79,68.65,8.0,100.0,988.65,280.0,W,24.0
2019-12-07 06:00:00,1.79,2.49,67.21,8.0,93.0,988.65,280.0,W,28.0
2019-12-07 06:30:00,1.86,3.04,66.15,7.0,93.0,989.65,280.0,W,28.0
2019-12-07 07:00:00,1.4,2.8,64.96,7.0,87.0,989.65,280.0,W,30.0
2019-12-07 07:30:00,1.14,2.21,66.31,7.0,81.0,990.65,290.0,WNW,28.0
2019-12-07 08:00:00,1.09,1.74,69.39,7.0,81.0,990.65,290.0,WNW,35.0
2019-12-07 08:30:00,2.23,3.68,72.23,7.0,76.0,991.65,280.0,W,39.0
2019-12-07 09:00:00,2.83,4.15,75.33,7.0,76.0,992.65,290.0,WNW,33.0
2019-12-07 09:30:00,2.75,4.26,77.24,7.0,76.0,992.65,290.0,WNW,33.0
2019-12-07 10:00:00,3.47,5.08,78.87,7.0,76.0,993.65,290.0,WNW,33.0
2019-12-07 10:30:00,3.24,4.98,74.98,7.0,76.0,994.65,290.0,WNW,37.0
2019-12-07 11:00:00,4.27,6.56,70.59,7.0,71.0,994.65,280.0,W,41.0
2019-12-07 11:30:00,4.4,6.85,69.75,7.0,71.0,994.65,280.0,W,35.0
2019-12-07 12:00:00,4.59,6.41,69.95,7.0,76.0,995.65,280.0,W,30.0
2019-12-07 12:30:00,4.26,5.61,70.37,7.0,76.0,995.65,280.0,W,30.0
2019-12-07 13:00:00,4.03,5.53,70.63,7.0,76.0,995.65,290.0,WNW,31.0
2019-12-07 13:30:00,4.08,5.04,70.81,7.0,71.0,995.65,280.0,W,31.0
2019-12-07 14:00:00,4.39,6.26,70.27,6.0,76.0,996.65,280.0,W,35.0
2019-12-07 14:30:00,4.99,6.13,70.27,6.0,81.0,996.65,280.0,W,31.0
2019-12-07 15:00:00,4.62,5.97,72.04,6.0,81.0,996.65,280.0,W,31.0
2019-12-07 15:30:00,4.44,5.89,72.56,6.0,81.0,997.65,280.0,W,30.0
2019-12-07 16:00:00,6.65,7.84,69.33,6.0,76.0,997.65,280.0,W,30.0
2019-12-07 16:30:00,7.2,8.18,69.25,6.0,76.0,998.65,280.0,W,30.0
2019-12-07 17:00:00,6.25,8.18,70.37,5.0,81.0,998.65,270.0,W,24.0
2019-12-07 17:30:00,9.3,11.06,66.22,5.0,81.0,998.65,270.0,W,26.0
2019-12-07 18:00:00,8.18,9.76,65.76,5.0,81.0,999.64,270.0,W,22.0
2019-12-07 18:30:00,6.55,7.53,67.35,5.0,81.0,999.64,280.0,W,20.0
2019-12-07 19:00:00,5.79,7.09,66.74,5.0,81.0,999.64,280.0,W,15.0
2019-12-07 19:30:00,5.45,6.7,68.15,5.0,81.0,999.64,290.0,WNW,13.0
2019-12-07 20:00:00,7.38,8.75,63.52,5.0,81.0,1000.64,270.0,W,17.0
2019-12-07 20:30:00,6.75,8.62,63.22,5.0,87.0,999.64,270.0,W,15.0
2019-12-07 21:00:00,8.44,10.05,59.59,4.0,87.0,999.64,270.0,W,13.0
2019-12-07 21:30:00,7.94,9.63,56.02,5.0,87.0,1000.64,250.0,WSW,15.0
2019-12-07 22:00:00,9.14,11.19,52.27,4.0,93.0,1000.64,250.0,WSW,20.0
2019-12-07 22:30:00,8.57,10.64,50.05,4.0,93.0,1000.64,250.0,WSW,17.0
2019-12-07 23:00:00,7.74,9.42,49.75,4.0,93.0,999.64,220.0,SW,13.0
2019-12-07 23:30:00,8.41,9.99,50.13,3.0,93.0,999.64,200.0,SSW,13.0
2019-12-08 00:00:00,8.15,9.84,53.8,4.0,93.0,999.64,200.0,SSW,13.0
2019-12-08 00:30:00,5.35,7.26,55.66,3.0,93.0,999.64,180.0,S,6.0
2019-12-08 01:00:00,5.5,6.9,56.5,4.0,93.0,998.65,190.0,S,6.0
2019-12-08 01:30:00,5.37,6.85,57.74,5.0,93.0,998.65,200.0,SSW,13.0
2019-12-08 02:00:00,4.96,6.28,58.99,5.0,93.0,997.65,190.0,S,15.0
2019-12-08 02:30:00,4.05,5.52,58.99,5.0,93.0,996.65,190.0,S,17.0
2019-12-08 03:00:00,4.08,4.85,57.7,5.0,93.0,995.65,170.0,S,17.0
2019-12-08 03:30:00,4.0,5.68,56.4,5.0,100.0,994.65,170.0,S,19.0
2019-12-08 04:00:00,3.55,5.16,57.8,6.0,93.0,993.65,170.0,S,17.0
2019-12-08 04:30:00,3.04,4.27,58.21,6.0,100.0,992.65,180.0,S,19.0
2019-12-08 05:00:00,3.14,3.96,58.45,6.0,100.0,991.65,170.0,S,17.0
2019-12-08 05:30:00,3.24,4.74,58.85,7.0,100.0,989.65,180.0,S,20.0
2019-12-08 06:00:00,3.46,4.66,59.7,7.0,100.0,988.65,180.0,S,22.0
2019-12-08 06:30:00,3.69,4.58,60.54,8.0,93.0,987.65,190.0,S,30.0
2019-12-08 07:00:00,3.07,3.73,64.67,8.0,93.0,986.65,200.0,SSW,30.0
2019-12-08 07:30:00,2.88,4.17,66.31,8.0,100.0,985.65,210.0,SSW,35.0
2019-12-08 08:00:00,3.58,4.43,67.16,9.0,93.0,984.65,210.0,SSW,41.0
2019-12-08 08:30:00,3.3,4.3,69.01,9.0,93.0,984.65,210.0,SSW,41.0
2019-12-08 09:00:00,3.25,4.09,70.31,9.0,93.0,984.65,210.0,SSW,41.0
2019-12-08 09:30:00,3.98,4.5,69.45,9.0,93.0,984.65,210.0,SSW,41.0
2019-12-08 10:00:00,4.31,5.54,67.79,9.0,100.0,980.65,220.0,SW,43.0
2019-12-08 10:30:00,3.94,5.49,67.57,9.0,100.0,980.65,220.0,SW,41.0
2019-12-08 11:00:00,4.02,5.41,68.33,9.0,100.0,979.65,220.0,SW,41.0
2019-12-08 11:30:00,3.24,4.08,72.78,9.0,100.0,979.65,220.0,SW,37.0
2019-12-08 12:00:00,3.37,5.1,74.12,9.0,100.0,978.65,230.0,SW,41.0
2019-12-08 12:30:00,3.04,4.24,77.47,9.0,100.0,978.65,230.0,SW,41.0
2019-12-08 13:00:00,2.62,3.9,79.07,9.0,93.0,978.65,250.0,WSW,41.0
2019-12-08 13:30:00,2.91,3.77,79.21,9.0,93.0,978.65,250.0,WSW,44.0
2019-12-08 14:00:00,3.94,5.46,79.76,9.0,87.0,978.65,250.0,WSW,41.0
2019-12-08 14:30:00,3.53,4.6,80.05,9.0,87.0,979.65,250.0,WSW,35.0
2019-12-08 15:00:00,3.48,4.45,80.62,8.0,93.0,979.65,250.0,WSW,35.0
2019-12-08 15:30:00,5.4,6.52,80.69,8.0,93.0,979.65,250.0,WSW,39.0
2019-12-08 16:00:00,4.07,5.38,80.53,8.0,87.0,979.65,250.0,WSW,37.0
2019-12-08 16:30:00,5.39,7.56,80.82,7.0,93.0,979.65,250.0,WSW,37.0
2019-12-08 17:00:00,5.25,6.26,80.53,7.0,93.0,980.65,240.0,WSW,31.0
2019-12-08 17:30:00,4.57,5.77,81.08,7.0,87.0,980.65,250.0,WSW,35.0
2019-12-08 18:00:00,5.5,6.63,80.72,7.0,87.0,980.65,240.0,WSW,30.0
2019-12-08 18:30:00,6.01,7.36,79.35,7.0,87.0,980.65,240.0,WSW,28.0
2019-12-08 19:00:00,4.76,6.4,80.76,7.0,87.0,980.65,250.0,WSW,35.0
2019-12-08 19:30:00,5.04,6.35,79.94,6.0,87.0,980.65,240.0,WSW,33.0
2019-12-08 20:00:00,4.11,5.52,76.7,6.0,87.0,980.65,220.0,SW,24.0
2019-12-08 20:30:00,3.19,4.63,75.18,6.0,87.0,980.65,220.0,SW,30.0
2019-12-08 21:00:00,4.66,5.8,73.3,6.0,87.0,980.65,240.0,WSW,39.0
2019-12-08 21:30:00,4.0,4.76,72.1,6.0,87.0,980.65,220.0,SW,28.0
2019-12-08 22:00:00,3.12,4.13,71.55,6.0,87.0,980.65,230.0,SW,31.0
2019-12-08 22:30:00,3.19,4.34,71.68,6.0,87.0,980.65,220.0,SW,26.0
2019-12-08 23:00:00,2.78,3.74,71.5,6.0,87.0,980.65,230.0,SW,31.0
2019-12-08 23:30:00,1.84,2.42,72.08,6.0,93.0,980.65,230.0,SW,26.0
2019-12-09 00:00:00,1.22,1.14,73.59,6.0,93.0,980.65,220.0,SW,22.0
2019-12-09 00:30:00,1.9,2.29,73.8,5.0,93.0,980.65,240.0,WSW,30.0
2019-12-09 01:00:00,3.17,3.56,74.02,6.0,93.0,980.65,220.0,SW,30.0
2019-12-09 01:30:00,1.56,2.39,74.23,5.0,93.0,980.65,230.0,SW,31.0
2019-12-09 02:00:00,1.58,2.47,74.27,5.0,100.0,980.65,230.0,SW,28.0
2019-12-09 02:30:00,1.53,2.28,73.46,6.0,93.0,980.65,220.0,SW,17.0
2019-12-09 03:00:00,1.5,2.6,71.49,5.0,93.0,980.65,210.0,SSW,19.0
2019-12-09 03:30:00,1.41,1.32,72.26,6.0,87.0,980.65,210.0,SSW,30.0
2019-12-09 04:00:00,1.58,2.1,70.74,6.0,87.0,980.65,210.0,SSW,26.0
2019-12-09 04:30:00,1.74,2.88,69.21,6.0,87.0,980.65,210.0,SSW,28.0
2019-12-09 05:00:00,3.54,3.56,69.14,6.0,87.0,981.65,220.0,SW,31.0
2019-12-09 05:30:00,4.34,4.47,68.65,6.0,87.0,981.65,210.0,SSW,24.0
2019-12-09 06:00:00,6.92,7.43,67.21,6.0,87.0,981.65,220.0,SW,30.0
2019-12-09 06:30:00,10.16,12.17,60.54,5.0,93.0,981.65,210.0,SSW,30.0
2019-12-09 07:00:00,13.59,16.88,62.09,5.0,93.0,981.65,210.0,SSW,30.0
2019-12-09 07:30:00,18.24,23.83,62.78,6.0,87.0,981.65,210.0,SSW,30.0
2019-12-09 08:00:00,19.28,24.11,60.21,5.0,93.0,981.65,210.0,SSW,24.0
2019-12-09 08:30:00,15.53,20.13,61.93,5.0,93.0,981.65,210.0,SSW,28.0
2019-12-09 09:00:00,13.12,16.69,63.86,5.0,93.0,981.65,210.0,SSW,31.0
2019-12-09 09:30:00,13.27,17.68,62.17,5.0,93.0,981.65,220.0,SW,30.0
2019-12-09 10:00:00,14.68,18.23,61.91,5.0,93.0,981.65,210.0,SSW,26.0
2019-12-09 10:30:00,11.28,14.22,66.54,6.0,93.0,981.65,210.0,SSW,31.0
2019-12-09 11:00:00,9.54,11.93,67.71,6.0,93.0,982.65,210.0,SSW,30.0
2019-12-09 11:30:00,6.41,8.86,69.71,6.0,93.0,982.65,230.0,SW,31.0
2019-12-09 12:00:00,5.61,7.35,69.93,6.0,93.0,982.65,230.0,SW,31.0
2019-12-09 12:30:00,4.38,6.21,71.61,6.0,93.0,983.65,240.0,WSW,31.0
2019-12-09 13:00:00,4.83,6.73,71.91,7.0,81.0,982.65,260.0,W,33.0
2019-12-09 13:30:00,5.06,7.25,71.98,6.0,87.0,983.65,260.0,W,37.0
2019-12-09 14:00:00,6.1,8.13,70.99,7.0,71.0,983.65,260.0,W,39.0
2019-12-09 14:30:00,6.75,8.65,69.83,7.0,76.0,983.65,270.0,W,41.0
2019-12-09 15:00:00,8.26,11.28,67.53,7.0,71.0,983.65,270.0,W,39.0
2019-12-09 15:30:00,8.8,12.16,60.55,7.0,71.0,984.65,270.0,W,37.0
2019-12-09 16:00:00,6.07,8.75,58.81,7.0,71.0,984.65,290.0,WNW,33.0
2019-12-09 16:30:00,5.06,7.17,61.79,7.0,71.0,985.65,290.0,WNW,37.0
2019-12-09 17:00:00,3.27,4.82,67.14,4.0,93.0,987.65,330.0,NNW,30.0
2019-12-09 17:30:00,3.48,4.88,70.49,4.0,87.0,988.65,340.0,NNW,26.0
2019-12-09 18:00:00,2.96,4.43,74.7,3.0,93.0,990.65,330.0,NNW,30.0
2019-12-09 18:30:00,3.63,5.4,71.55,3.0,87.0,992.65,340.0,NNW,31.0
2019-12-09 19:00:00,2.88,3.62,72.64,3.0,87.0,993.65,350.0,N,30.0
2019-12-09 19:30:00,2.81,3.23,72.9,3.0,87.0,995.65,350.0,N,20.0
2019-12-09 20:00:00,2.23,3.36,72.12,4.0,70.0,996.65,340.0,NNW,19.0
2019-12-09 20:30:00,2.72,3.65,70.81,4.0,70.0,997.65,340.0,NNW,22.0
2019-12-09 21:00:00,2.62,3.78,70.99,4.0,65.0,998.65,340.0,NNW,24.0
2019-12-09 21:30:00,2.18,2.74,69.95,4.0,61.0,999.64,340.0,NNW,17.0
2019-12-09 22:00:00,2.7,4.12,68.13,5.0,57.0,1000.64,340.0,NNW,19.0
2019-12-09 22:30:00,2.96,4.17,67.33,4.0,61.0,1002.64,340.0,NNW,17.0
2019-12-09 23:00:00,2.8,4.48,66.32,4.0,61.0,1002.64,340.0,NNW,13.0
2019-12-09 23:30:00,2.67,3.67,66.68,4.0,61.0,1003.64,330.0,NNW,15.0
2019-12-10 00:00:00,1.86,3.05,66.42,4.0,61.0,1004.64,320.0,NW,13.0
2019-12-10 00:30:00,2.02,3.08,66.16,3.0,65.0,1005.64,320.0,NW,11.0
2019-12-10 01:00:00,2.05,3.05,65.96,3.0,65.0,1006.64,330.0,NNW,7.0
2019-12-10 01:30:00,1.95,2.3,64.56,3.0,65.0,1007.64,320.0,NW,7.0
2019-12-10 02:00:00,2.26,3.05,63.81,2.0,65.0,1008.64,340.0,NNW,6.0
2019-12-10 02:30:00,2.68,3.21,63.06,2.0,65.0,1008.64,350.0,N,4.0
2019-12-10 03:00:00,11.9,12.93,49.23,2.0,65.0,1009.64,350.0,N,2.0
2019-12-10 03:30:00,11.74,12.89,42.45,-1.0,80.0,1010.64,260.0,W,6.0
2019-12-10 04:00:00,8.39,12.84,45.04,1.0,70.0,1010.64,280.0,W,6.0
2019-12-10 04:30:00,10.1,10.69,42.47,1.0,70.0,1011.64,290.0,WNW,6.0
2019-12-10 05:00:00,12.8,15.27,37.58,-1.0,80.0,1012.64,240.0,WSW,2.0
2019-12-10 05:30:00,15.51,19.86,32.69,-1.0,86.0,1012.64,210.0,SSW,4.0
2019-12-10 06:00:00,22.46,31.0,24.19,-1.0,86.0,1012.64,190.0,S,7.0
2019-12-10 06:30:00,25.22,34.32,12.63,0.0,87.0,1013.64,260.0,W,7.0
2019-12-10 07:00:00,32.72,42.67,6.77,-2.0,93.0,1013.64,200.0,SSW,6.0
2019-12-10 07:30:00,39.11,65.07,4.47,-3.0,93.0,1014.64,160.0,SSE,2.0
2019-12-10 08:00:00,37.51,70.32,0.48,-1.0,86.0,1014.64,190.0,S,2.0
2019-12-10 08:30:00,32.42,66.71,1.88,-2.0,93.0,1014.64,170.0,S,2.0
2019-12-10 09:00:00,27.01,47.6,2.51,-2.0,86.0,1014.64,160.0,SSE,6.0
2019-12-10 09:30:00,18.93,29.94,5.59,-3.0,93.0,1014.64,140.0,SE,2.0
2019-12-10 10:00:00,16.26,24.86,12.91,-2.0,93.0,1015.64,150.0,SSE,6.0
2019-12-10 10:30:00,16.74,23.07,15.89,-1.0,93.0,1015.64,160.0,SSE,6.0
2019-12-10 11:00:00,16.35,22.94,14.51,0.0,93.0,1013.64,160.0,VAR,2.0
2019-12-10 11:30:00,15.57,21.98,19.12,0.0,93.0,1015.64,190.0,S,7.0
2019-12-10 12:00:00,14.91,20.59,21.81,1.0,93.0,1015.64,200.0,SSW,9.0
2019-12-10 12:30:00,15.16,21.16,20.93,1.0,93.0,1014.64,180.0,S,7.0
2019-12-10 13:00:00,15.77,22.01,23.23,2.0,93.0,1014.64,180.0,S,13.0
2019-12-10 13:30:00,15.34,20.64,32.43,2.0,93.0,1015.64,210.0,SSW,13.0
2019-12-10 14:00:00,17.04,23.08,39.16,3.0,87.0,1014.64,170.0,S,7.0
2019-12-10 14:30:00,17.63,23.43,40.91,3.0,87.0,1014.64,180.0,S,15.0
2019-12-10 15:00:00,18.46,24.04,43.77,3.0,87.0,1013.64,180.0,S,15.0
2019-12-10 15:30:00,18.33,23.28,47.1,3.0,87.0,1013.64,170.0,S,19.0
2019-12-10 16:00:00,14.25,16.46,52.23,3.0,87.0,1012.64,160.0,SSE,19.0
2019-12-10 16:30:00,16.71,20.78,51.31,3.0,87.0,1012.64,160.0,SSE,20.0
2019-12-10 17:00:00,16.25,17.55,53.84,3.0,87.0,1011.64,160.0,SSE,22.0
2019-12-10 17:30:00,14.13,17.16,58.57,4.0,81.0,1010.64,160.0,SSE,26.0
2019-12-10 18:00:00,9.83,11.8,64.38,4.0,81.0,1009.64,160.0,SSE,28.0
2019-12-10 18:30:00,8.3,9.71,66.18,4.0,81.0,1009.64,170.0,S,28.0
2019-12-10 19:00:00,7.46,9.35,66.64,4.0,81.0,1008.64,160.0,SSE,30.0
2019-12-10 19:30:00,6.68,8.54,66.16,4.0,81.0,1007.64,170.0,S,28.0
2019-12-10 20:00:00,6.68,8.54,65.34,4.0,81.0,1006.64,170.0,S,33.0
2019-12-10 20:30:00,7.2,9.11,61.91,4.0,81.0,1005.64,170.0,S,33.0
2019-12-10 21:00:00,8.06,9.63,58.71,4.0,81.0,1004.64,170.0,S,37.0
2019-12-10 21:30:00,8.42,10.78,55.98,4.0,81.0,1004.64,170.0,S,37.0
2019-12-10 22:00:00,8.58,10.33,54.18,4.0,81.0,1002.64,170.0,S,37.0
2019-12-10 22:30:00,9.89,11.82,50.69,4.0,81.0,1002.64,170.0,S,33.0
2019-12-10 23:00:00,10.25,11.54,46.84,4.0,81.0,1001.64,170.0,S,37.0
2019-12-10 23:30:00,10.28,11.33,44.72,4.0,87.0,1001.64,180.0,S,37.0
2019-12-11 00:00:00,9.34,9.84,43.91,4.0,87.0,1000.64,180.0,S,37.0
2019-12-11 00:30:00,8.37,9.35,44.34,4.0,87.0,1000.64,180.0,S,41.0
2019-12-11 01:00:00,7.71,7.77,44.54,4.0,87.0,999.64,190.0,S,41.0
2019-12-11 01:30:00,7.5,7.79,44.68,4.0,93.0,999.64,190.0,S,41.0
2019-12-11 02:00:00,7.83,8.16,45.14,5.0,87.0,998.65,190.0,S,44.0
2019-12-11 02:30:00,7.13,7.54,46.18,5.0,87.0,997.65,190.0,S,43.0
2019-12-11 03:00:00,7.16,7.54,47.11,5.0,87.0,997.65,190.0,S,46.0
2019-12-11 03:30:00,6.52,7.98,48.04,5.0,87.0,996.65,190.0,S,43.0
2019-12-11 04:00:00,6.16,7.41,48.95,5.0,93.0,996.65,190.0,S,41.0
2019-12-11 04:30:00,5.93,7.46,49.35,5.0,93.0,996.65,190.0,S,43.0
2019-12-11 05:00:00,5.67,7.18,49.21,5.0,93.0,995.65,190.0,S,43.0
2019-12-11 05:30:00,6.66,8.24,48.85,6.0,93.0,995.65,200.0,SSW,43.0
2019-12-11 06:00:00,10.55,12.84,48.52,6.0,93.0,996.65,210.0,SSW,39.0
2019-12-11 06:30:00,14.44,17.44,48.18,6.0,93.0,996.65,210.0,SSW,31.0
2019-12-11 07:00:00,19.58,23.57,49.35,6.0,100.0,997.65,210.0,SSW,22.0
2019-12-11 07:30:00,20.22,33.53,49.25,6.0,100.0,997.65,210.0,SSW,22.0
2019-12-11 08:00:00,19.73,30.73,49.87,6.0,100.0,997.65,220.0,SW,15.0
2019-12-11 08:30:00,18.0,31.66,48.64,6.0,100.0,998.65,210.0,SSW,20.0
2019-12-11 09:00:00,16.21,23.41,50.05,6.0,93.0,998.65,210.0,SSW,22.0
2019-12-11 09:30:00,18.93,29.94,48.22,6.0,93.0,999.64,210.0,SSW,20.0
2019-12-11 10:00:00,16.26,24.86,51.13,6.0,87.0,999.64,210.0,SSW,19.0
2019-12-11 10:30:00,16.74,19.7,54.64,6.0,87.0,999.64,200.0,SSW,20.0
2019-12-11 11:00:00,16.35,22.94,53.9,5.0,93.0,1000.64,200.0,SSW,19.0
2019-12-11 11:30:00,13.78,19.42,56.9,6.0,87.0,1000.64,210.0,SSW,19.0
2019-12-11 12:00:00,13.09,18.17,57.3,6.0,93.0,1000.64,210.0,SSW,20.0
2019-12-11 12:30:00,11.96,15.97,58.27,6.0,87.0,1000.64,210.0,SSW,22.0
2019-12-11 13:00:00,15.77,22.01,53.46,6.0,87.0,1000.64,200.0,SSW,22.0
2019-12-11 13:30:00,15.34,20.64,45.82,6.0,93.0,1000.64,200.0,SSW,20.0
2019-12-11 14:00:00,17.04,23.08,46.56,6.0,87.0,1000.64,200.0,SSW,20.0
2019-12-11 14:30:00,17.63,23.43,42.37,6.0,87.0,1000.64,200.0,SSW,19.0
2019-12-11 15:00:00,18.46,24.04,26.06,6.0,87.0,1000.64,200.0,SSW,19.0
2019-12-11 15:30:00,18.33,23.28,19.18,6.0,87.0,1000.64,200.0,SSW,15.0
2019-12-11 16:00:00,18.65,23.03,27.1,5.0,93.0,1000.64,200.0,SSW,19.0
2019-12-11 16:30:00,16.71,20.78,24.51,5.0,93.0,1000.64,190.0,S,15.0
2019-12-11 17:00:00,16.25,19.7,24.31,5.0,93.0,1000.64,190.0,S,13.0
2019-12-11 17:30:00,16.78,21.19,29.2,5.0,93.0,1000.64,190.0,S,13.0
2019-12-11 18:00:00,15.38,21.84,32.23,3.0,100.0,1000.64,180.0,S,15.0
2019-12-11 18:30:00,20.64,22.46,31.31,3.0,100.0,1000.64,170.0,S,17.0
2019-12-11 19:00:00,17.94,20.62,34.45,3.0,100.0,1000.64,180.0,S,13.0
2019-12-11 19:30:00,18.0,18.52,31.53,4.0,93.0,1000.64,180.0,S,15.0
2019-12-11 20:00:00,18.2,18.89,30.04,4.0,93.0,1000.64,180.0,S,17.0
2019-12-11 20:30:00,11.91,14.13,34.15,4.0,93.0,1000.64,170.0,S,13.0
2019-12-11 21:00:00,11.72,14.09,36.82,4.0,93.0,1000.64,180.0,S,15.0
2019-12-11 21:30:00,11.17,12.32,37.6,4.0,93.0,1000.64,180.0,S,17.0
2019-12-11 22:00:00,9.0,11.74,41.37,4.0,93.0,999.64,180.0,S,17.0
2019-12-11 22:30:00,8.69,10.9,42.31,3.0,100.0,1000.64,180.0,S,13.0
2019-12-11 23:00:00,7.97,9.23,44.44,3.0,93.0,999.64,170.0,S,15.0
2019-12-11 23:30:00,8.52,9.96,42.97,3.0,93.0,999.64,160.0,SSE,15.0
2019-12-12 00:00:00,6.98,8.71,45.9,3.0,93.0,999.64,170.0,S,15.0
2019-12-12 00:30:00,4.91,6.57,49.95,3.0,93.0,999.64,170.0,S,13.0
2019-12-12 01:00:00,4.58,5.81,50.3,2.0,100.0,999.64,170.0,S,13.0
2019-12-12 01:30:00,5.34,5.97,50.65,2.0,100.0,999.64,170.0,S,15.0
2019-12-12 02:00:00,4.79,5.6,51.35,2.0,100.0,999.64,180.0,S,15.0
2019-12-12 02:30:00,5.86,6.73,48.14,3.0,100.0,998.65,180.0,S,17.0
2019-12-12 03:00:00,4.63,6.0,47.8,3.0,100.0,998.65,180.0,S,13.0
2019-12-12 03:30:00,4.84,5.55,48.2,3.0,100.0,998.65,180.0,S,15.0
2019-12-12 04:00:00,4.56,5.4,48.46,3.0,100.0,997.65,180.0,S,15.0
2019-12-12 04:30:00,4.29,5.24,48.72,3.0,100.0,997.65,170.0,S,13.0
2019-12-12 05:00:00,4.45,5.63,47.38,3.0,100.0,997.65,180.0,S,13.0
2019-12-12 05:30:00,9.27,10.79,41.87,3.0,100.0,997.65,170.0,S,13.0
2019-12-12 06:00:00,16.79,21.88,35.62,3.0,100.0,996.65,170.0,S,13.0
2019-12-12 06:30:00,19.95,30.7,33.69,3.0,100.0,996.65,170.0,S,13.0
2019-12-12 07:00:00,19.58,28.37,28.02,3.0,93.0,996.65,170.0,S,15.0
2019-12-12 07:30:00,34.13,33.53,22.39,3.0,100.0,996.65,180.0,S,15.0
2019-12-12 08:00:00,37.51,30.73,20.04,3.0,93.0,996.65,180.0,S,13.0
2019-12-12 08:30:00,32.42,57.67,17.26,3.0,93.0,995.65,170.0,S,13.0
2019-12-12 09:00:00,27.01,23.41,25.49,3.0,93.0,995.65,160.0,SSE,13.0
2019-12-12 09:30:00,18.58,22.64,33.17,3.0,93.0,995.65,160.0,SSE,11.0
