Recorded,NO2,NOx,O3,heat_index,rh,pressure,wdir,wdir_cardinal,wspd
2020-06-01 16:00:00,5.8,6.8,80.53,24.0,34.0,1026.63,20.0,NNE,13.0
2020-06-01 16:30:00,16.71,20.78,68.73,24.0,31.0,1026.63,360.0,N,13.0
2020-06-01 17:00:00,16.25,19.7,72.09,24.0,31.0,1025.63,10.0,N,9.0
2020-06-01 17:30:00,16.78,20.66,71.26,24.0,34.0,1025.63,20.0,NNE,11.0
2020-06-01 18:00:00,6.05,6.64,80.36,24.0,29.0,1025.63,10.0,N,11.0
2020-06-01 18:30:00,4.03,4.45,79.57,24.0,29.0,1024.64,360.0,N,7.0
2020-06-01 19:00:00,4.41,4.62,76.67,23.0,33.0,1024.64,350.0,N,13.0
2020-06-01 19:30:00,4.22,4.32,72.91,23.0,33.0,1024.64,330.0,NNW,17.0
2020-06-01 20:00:00,5.61,5.55,71.4,22.0,33.0,1024.64,330.0,NNW,7.0
2020-06-01 20:30:00,7.34,7.18,69.79,21.0,35.0,1024.64,350.0,N,7.0
2020-06-01 21:00:00,8.47,8.33,66.95,20.0,35.0,1024.64,350.0,N,6.0
2020-06-01 21:30:00,6.61,6.7,68.05,18.0,40.0,1024.64,350.0,N,6.0
2020-06-01 22:00:00,6.51,6.12,64.44,17.0,42.0,1024.64,350.0,N,6.0
2020-06-01 22:30:00,7.26,7.16,62.93,16.0,45.0,1023.64,330.0,NNW,4.0
2020-06-01 23:00:00,10.25,10.22,60.03,16.0,45.0,1023.64,350.0,N,2.0
2020-06-01 23:30:00,10.28,11.33,55.26,14.0,51.0,1023.64,350.0,CALM,0.0
2020-06-02 00:00:00,16.12,16.53,51.83,12.0,62.0,1023.64,80.0,E,4.0
2020-06-02 00:30:00,14.99,15.36,45.44,13.0,58.0,1023.64,80.0,CALM,0.0
2020-06-02 01:00:00,14.67,7.77,37.29,12.0,62.0,1023.64,290.0,WNW,4.0
2020-06-02 01:30:00,13.9,7.79,33.58,12.0,62.0,1023.64,290.0,CALM,0.0
2020-06-02 02:00:00,12.88,8.16,31.52,12.0,62.0,1023.64,220.0,SW,2.0
2020-06-02 02:30:00,11.6,12.41,29.45,12.0,77.0,1022.64,150.0,SSE,2.0
2020-06-02 03:00:00,11.9,12.93,25.19,12.0,77.0,1022.64,150.0,CALM,0.0
2020-06-02 03:30:00,11.74,12.89,24.98,12.0,82.0,1022.64,190.0,S,2.0
2020-06-02 04:00:00,12.55,13.71,22.58,11.0,88.0,1021.64,190.0,S,2.0
2020-06-02 04:30:00,11.77,12.63,20.19,11.0,94.0,1021.64,250.0,WSW,4.0
2020-06-02 05:00:00,15.16,17.48,18.35,10.0,94.0,1021.64,250.0,CALM,0.0
2020-06-02 05:30:00,18.54,22.32,16.51,11.0,88.0,1021.64,210.0,SSW,6.0
2020-06-02 06:00:00,22.46,31.0,32.88,12.0,88.0,1021.64,220.0,SW,4.0
2020-06-02 06:30:00,14.47,19.53,51.05,13.0,82.0,1021.64,210.0,SSW,6.0
2020-06-02 07:00:00,13.57,18.91,50.3,14.0,82.0,1020.64,230.0,SW,6.0
2020-06-02 07:30:00,11.14,15.32,53.79,16.0,77.0,1020.64,240.0,WSW,7.0
2020-06-02 08:00:00,9.95,13.49,59.3,17.0,77.0,1020.64,250.0,WSW,7.0
2020-06-02 08:30:00,8.39,10.89,66.65,18.0,73.0,1020.64,250.0,WSW,11.0
2020-06-02 09:00:00,7.18,9.12,71.13,18.0,73.0,1020.64,240.0,WSW,11.0
2020-06-02 09:30:00,5.97,7.83,77.24,19.0,73.0,1019.64,230.0,SW,13.0
2020-06-02 10:00:00,6.42,7.97,78.87,20.0,64.0,1019.64,240.0,WSW,11.0
2020-06-02 10:30:00,5.76,7.58,80.95,21.0,56.0,1019.64,240.0,WSW,13.0
2020-06-02 11:00:00,4.49,5.31,81.52,21.0,56.0,1019.64,230.0,SW,13.0
2020-06-02 11:30:00,4.15,4.94,81.75,22.0,50.0,1018.64,230.0,SW,17.0
2020-06-02 12:00:00,4.64,5.79,82.38,22.0,41.0,1018.64,280.0,W,13.0
2020-06-02 12:30:00,5.89,7.41,83.32,23.0,41.0,1018.64,270.0,W,11.0
2020-06-02 13:00:00,5.24,6.46,83.76,23.0,41.0,1018.64,270.0,W,13.0
2020-06-02 13:30:00,5.11,6.29,83.41,23.0,41.0,1017.64,270.0,W,11.0
2020-06-02 14:00:00,4.51,5.23,84.71,23.0,41.0,1017.64,260.0,W,11.0
2020-06-02 14:30:00,5.74,7.29,85.91,23.0,38.0,1017.64,290.0,WNW,15.0
2020-06-02 15:00:00,6.18,7.71,85.11,23.0,41.0,1016.64,300.0,WNW,13.0
2020-06-02 15:30:00,5.84,7.17,80.69,23.0,38.0,1016.64,280.0,W,15.0
2020-06-02 16:00:00,4.55,5.39,80.53,22.0,38.0,1016.64,300.0,WNW,15.0
2020-06-02 16:30:00,4.97,5.96,84.2,21.0,38.0,1015.64,290.0,WNW,15.0
2020-06-02 17:00:00,4.39,5.0,80.99,21.0,35.0,1015.64,290.0,WNW,20.0
2020-06-02 17:30:00,3.45,3.94,85.87,20.0,37.0,1014.64,300.0,WNW,15.0
2020-06-02 18:00:00,3.26,3.36,84.57,20.0,37.0,1014.64,310.0,NW,15.0
2020-06-02 18:30:00,3.16,3.81,79.85,20.0,40.0,1014.64,300.0,WNW,15.0
2020-06-02 19:00:00,3.41,3.86,80.76,19.0,43.0,1014.64,310.0,NW,13.0
2020-06-02 19:30:00,3.61,3.79,76.97,19.0,43.0,1013.64,280.0,W,15.0
2020-06-02 20:00:00,4.07,4.23,75.3,18.0,45.0,1013.64,280.0,W,15.0
2020-06-02 20:30:00,4.01,3.94,74.08,17.0,48.0,1013.64,290.0,WNW,13.0
2020-06-02 21:00:00,4.55,4.81,71.24,16.0,52.0,1013.64,310.0,NW,9.0
2020-06-02 21:30:00,5.8,6.15,67.77,15.0,55.0,1013.64,290.0,WNW,11.0
2020-06-02 22:00:00,3.3,3.23,71.55,14.0,59.0,1012.64,290.0,WNW,9.0
2020-06-02 22:30:00,5.76,5.77,71.68,13.0,63.0,1012.64,290.0,WNW,6.0
2020-06-02 23:00:00,5.78,5.79,69.36,13.0,63.0,1012.64,300.0,WNW,4.0
2020-06-02 23:30:00,5.2,5.5,68.05,13.0,67.0,1012.64,260.0,W,2.0
2020-06-03 00:00:00,5.88,5.57,64.34,13.0,67.0,1011.64,250.0,WSW,6.0
2020-06-03 00:30:00,5.8,5.54,62.73,13.0,72.0,1011.64,230.0,SW,6.0
2020-06-03 01:00:00,6.47,6.13,59.93,12.0,77.0,1011.64,220.0,SW,13.0
2020-06-03 01:30:00,6.25,6.02,64.18,13.0,82.0,1010.64,240.0,WSW,7.0
2020-06-03 02:00:00,5.09,4.96,67.58,12.0,77.0,1010.64,280.0,W,4.0
2020-06-03 02:30:00,5.15,4.92,66.43,12.0,82.0,1010.64,280.0,CALM,0.0
2020-06-03 03:00:00,6.15,5.8,60.9,12.0,82.0,1010.64,160.0,SSE,2.0
2020-06-03 03:30:00,7.63,7.57,55.36,12.0,88.0,1009.64,270.0,W,11.0
2020-06-03 04:00:00,8.39,8.62,54.46,12.0,82.0,1009.64,260.0,W,7.0
2020-06-03 04:30:00,9.4,9.82,59.15,12.0,88.0,1009.64,240.0,WSW,7.0
2020-06-03 05:00:00,12.42,13.94,60.22,11.0,88.0,1009.64,210.0,SSW,6.0
2020-06-03 05:30:00,15.51,19.43,57.23,10.0,94.0,1009.64,190.0,S,6.0
2020-06-03 06:00:00,15.0,18.77,61.69,12.0,88.0,1008.64,170.0,S,2.0
2020-06-03 06:30:00,14.5,18.12,66.15,12.0,88.0,1008.64,200.0,SSW,7.0
2020-06-03 07:00:00,15.61,20.46,64.96,13.0,82.0,1008.64,190.0,S,7.0
2020-06-03 07:30:00,13.55,18.77,66.31,13.0,88.0,1008.64,200.0,SSW,7.0
2020-06-03 08:00:00,9.19,12.04,69.39,13.0,88.0,1008.64,200.0,SSW,7.0
2020-06-03 08:30:00,7.89,11.34,72.23,15.0,77.0,1008.64,220.0,SW,11.0
2020-06-03 09:00:00,10.09,13.38,71.13,15.0,77.0,1008.64,230.0,SW,9.0
2020-06-03 09:30:00,9.4,13.23,72.52,16.0,68.0,1008.64,200.0,SSW,6.0
2020-06-03 10:00:00,8.36,11.05,73.04,17.0,63.0,1008.64,230.0,SW,6.0
2020-06-03 10:30:00,7.8,10.73,80.95,17.0,68.0,1008.64,250.0,WSW,11.0
2020-06-03 11:00:00,7.44,9.59,81.52,18.0,59.0,1007.64,250.0,WSW,9.0
2020-06-03 11:30:00,11.07,16.11,81.05,18.0,52.0,1007.64,270.0,W,9.0
2020-06-03 12:00:00,10.01,13.69,82.38,19.0,52.0,1007.64,260.0,W,9.0
2020-06-03 12:30:00,9.4,10.73,83.32,19.0,52.0,1007.64,250.0,WSW,9.0
2020-06-03 13:00:00,8.98,10.4,83.76,20.0,52.0,1007.64,250.0,VAR,6.0
2020-06-03 13:30:00,10.34,11.71,83.41,20.0,49.0,1006.64,250.0,WSW,7.0
2020-06-03 14:00:00,13.09,15.15,84.71,21.0,49.0,1006.64,250.0,VAR,9.0
2020-06-03 14:30:00,12.26,15.69,85.91,21.0,49.0,1006.64,270.0,W,11.0
2020-06-03 15:00:00,10.82,13.5,85.62,22.0,46.0,1005.64,240.0,WSW,6.0
2020-06-03 15:30:00,10.32,12.3,86.01,22.0,46.0,1005.64,240.0,CALM,0.0
2020-06-03 16:00:00,8.49,10.09,85.41,21.0,53.0,1005.64,20.0,NNE,7.0
2020-06-03 16:30:00,9.78,11.26,84.2,21.0,53.0,1005.64,110.0,ESE,11.0
2020-06-03 17:00:00,10.65,11.8,85.87,20.0,56.0,1005.64,90.0,E,13.0
2020-06-03 17:30:00,11.02,11.88,81.08,21.0,53.0,1005.64,100.0,E,15.0
2020-06-03 18:00:00,13.83,15.4,78.44,20.0,56.0,1004.64,110.0,ESE,17.0
2020-06-03 18:30:00,13.92,15.11,79.85,19.0,64.0,1004.64,120.0,ESE,13.0
2020-06-03 19:00:00,5.82,5.82,81.28,19.0,60.0,1004.64,110.0,ESE,15.0
2020-06-03 19:30:00,5.09,4.95,79.94,19.0,56.0,1004.64,130.0,SE,13.0
2020-06-03 20:00:00,5.32,5.37,76.7,19.0,60.0,1003.64,110.0,ESE,13.0
2020-06-03 20:30:00,5.51,5.74,75.18,17.0,77.0,1003.64,110.0,ESE,13.0
2020-06-03 21:00:00,5.53,5.41,73.3,17.0,72.0,1003.64,110.0,ESE,13.0
2020-06-03 21:30:00,8.17,8.24,72.1,17.0,72.0,1003.64,130.0,SE,11.0
2020-06-03 22:00:00,7.29,7.39,71.55,16.0,77.0,1003.64,120.0,ESE,9.0
2020-06-03 22:30:00,8.61,8.74,71.68,16.0,77.0,1003.64,110.0,ESE,11.0
2020-06-03 23:00:00,8.13,8.14,71.5,17.0,72.0,1003.64,130.0,SE,13.0
2020-06-03 23:30:00,7.46,7.28,72.08,16.0,72.0,1003.64,140.0,SE,15.0
2020-06-04 00:00:00,6.65,6.45,73.59,15.0,77.0,1002.64,150.0,SSE,19.0
2020-06-04 00:30:00,5.55,5.81,73.8,15.0,77.0,1002.64,150.0,SSE,19.0
2020-06-04 01:00:00,4.63,4.28,74.02,14.0,77.0,1002.64,140.0,SE,17.0
2020-06-04 01:30:00,3.82,3.85,74.23,14.0,77.0,1002.64,140.0,SE,17.0
2020-06-04 02:00:00,3.05,2.54,74.27,14.0,72.0,1001.64,140.0,SE,17.0
2020-06-04 02:30:00,3.36,2.93,73.46,14.0,67.0,1001.64,150.0,SSE,17.0
2020-06-04 03:00:00,3.55,3.62,71.49,14.0,59.0,1001.64,140.0,SE,19.0
2020-06-04 03:30:00,3.63,3.52,64.75,13.0,63.0,1001.64,150.0,SSE,24.0
2020-06-04 04:00:00,4.97,5.11,62.79,13.0,67.0,1001.64,150.0,SSE,19.0
2020-06-04 04:30:00,6.32,6.7,60.83,13.0,67.0,1000.64,140.0,SE,17.0
2020-06-04 05:00:00,9.94,12.22,58.93,13.0,72.0,1000.64,140.0,SE,17.0
2020-06-04 05:30:00,8.32,9.64,60.8,13.0,67.0,1000.64,140.0,SE,19.0
2020-06-04 06:00:00,8.15,10.39,67.21,13.0,67.0,1000.64,140.0,SE,11.0
2020-06-04 06:30:00,7.09,9.14,66.15,14.0,63.0,999.64,130.0,SE,13.0
2020-06-04 07:00:00,7.26,9.89,64.96,14.0,63.0,999.64,130.0,SE,19.0
2020-06-04 07:30:00,6.38,8.6,66.31,15.0,59.0,999.64,140.0,SE,22.0
2020-06-04 08:00:00,5.76,7.56,69.39,15.0,55.0,998.65,120.0,ESE,26.0
2020-06-04 08:30:00,6.86,9.24,69.82,15.0,59.0,998.65,130.0,SE,30.0
2020-06-04 09:00:00,5.71,7.58,71.13,16.0,52.0,998.65,120.0,ESE,31.0
2020-06-04 09:30:00,5.8,7.97,70.94,15.0,55.0,997.65,120.0,ESE,35.0
2020-06-04 10:00:00,5.77,8.04,72.15,16.0,59.0,997.65,120.0,ESE,35.0
2020-06-04 10:30:00,5.17,6.58,74.95,16.0,55.0,997.65,120.0,ESE,35.0
2020-06-04 11:00:00,5.05,6.95,75.86,16.0,59.0,997.65,110.0,ESE,33.0
2020-06-04 11:30:00,6.34,9.02,75.99,16.0,59.0,996.65,120.0,ESE,35.0
2020-06-04 12:00:00,5.26,6.75,77.81,16.0,59.0,996.65,120.0,ESE,37.0
2020-06-04 12:30:00,6.42,7.85,78.16,17.0,55.0,996.65,120.0,ESE,41.0
2020-06-04 13:00:00,6.46,8.41,79.07,17.0,59.0,996.65,120.0,ESE,39.0
2020-06-04 13:30:00,8.48,10.81,79.21,17.0,59.0,995.65,120.0,ESE,39.0
2020-06-04 14:00:00,6.54,8.58,84.71,17.0,55.0,995.65,120.0,ESE,41.0
2020-06-04 14:30:00,7.07,8.83,85.91,17.0,59.0,995.65,120.0,ESE,37.0
2020-06-04 15:00:00,7.5,9.02,85.62,18.0,56.0,994.65,120.0,ESE,39.0
2020-06-04 15:30:00,8.57,9.52,86.01,18.0,56.0,994.65,120.0,ESE,37.0
2020-06-04 16:00:00,6.9,7.56,85.41,17.0,59.0,994.65,120.0,ESE,37.0
2020-06-04 16:30:00,6.44,7.27,84.2,17.0,59.0,994.65,120.0,ESE,35.0
2020-06-04 17:00:00,5.46,6.08,85.31,17.0,59.0,993.65,120.0,ESE,37.0
2020-06-04 17:30:00,4.81,5.08,81.08,17.0,63.0,993.65,120.0,ESE,35.0
2020-06-04 18:00:00,4.63,4.77,80.72,17.0,59.0,993.65,120.0,ESE,37.0
2020-06-04 18:30:00,4.31,4.65,82.49,17.0,59.0,992.65,130.0,SE,35.0
2020-06-04 19:00:00,5.0,5.04,78.72,16.0,68.0,992.65,130.0,SE,30.0
2020-06-04 19:30:00,4.4,4.42,76.97,17.0,59.0,992.65,120.0,ESE,31.0
2020-06-04 20:00:00,4.69,4.83,76.7,16.0,68.0,992.65,120.0,ESE,28.0
2020-06-04 20:30:00,4.38,4.08,74.08,15.0,72.0,992.65,120.0,ESE,28.0
2020-06-04 21:00:00,7.59,7.6,72.44,14.0,82.0,992.65,130.0,SE,30.0
2020-06-04 21:30:00,4.46,4.25,72.1,14.0,82.0,992.65,130.0,SE,28.0
2020-06-04 22:00:00,9.08,9.15,67.39,13.0,88.0,991.65,120.0,ESE,31.0
2020-06-04 22:30:00,5.86,5.86,68.84,13.0,94.0,991.65,110.0,ESE,26.0
2020-06-04 23:00:00,5.44,4.81,69.36,13.0,88.0,991.65,110.0,ESE,28.0
2020-06-04 23:30:00,7.96,7.79,68.84,13.0,88.0,990.65,110.0,ESE,26.0
2020-06-05 00:00:00,2.52,2.21,73.59,13.0,88.0,990.65,100.0,E,30.0
2020-06-05 00:30:00,2.38,2.04,73.8,13.0,88.0,989.65,110.0,ESE,33.0
2020-06-05 01:00:00,2.31,2.11,73.55,13.0,88.0,989.65,110.0,ESE,26.0
2020-06-05 01:30:00,2.11,1.75,72.79,12.0,88.0,989.65,110.0,ESE,33.0
2020-06-05 02:00:00,2.76,2.26,69.61,12.0,88.0,988.65,110.0,ESE,33.0
2020-06-05 02:30:00,3.42,2.76,66.43,12.0,94.0,988.65,110.0,ESE,35.0
2020-06-05 03:00:00,5.88,5.13,67.16,12.0,94.0,987.65,100.0,E,31.0
2020-06-05 03:30:00,4.38,4.19,72.26,12.0,94.0,986.65,100.0,E,33.0
2020-06-05 04:00:00,3.34,3.48,70.05,12.0,94.0,986.65,110.0,ESE,30.0
2020-06-05 04:30:00,3.9,3.98,69.21,12.0,100.0,985.65,110.0,ESE,30.0
2020-06-05 05:00:00,4.85,5.1,68.93,13.0,94.0,985.65,120.0,ESE,31.0
2020-06-05 05:30:00,5.81,6.21,68.65,13.0,94.0,985.65,130.0,SE,22.0
2020-06-05 06:00:00,7.14,8.13,67.21,13.0,94.0,985.65,160.0,SSE,17.0
2020-06-05 06:30:00,9.06,10.44,64.81,12.0,94.0,985.65,240.0,WSW,26.0
2020-06-05 07:00:00,6.46,7.42,64.96,12.0,94.0,986.65,220.0,SW,20.0
2020-06-05 07:30:00,7.98,9.86,64.29,12.0,94.0,986.65,220.0,SW,15.0
2020-06-05 08:00:00,6.19,8.32,67.22,12.0,94.0,986.65,220.0,SW,20.0
2020-06-05 08:30:00,5.57,6.82,66.97,12.0,88.0,986.65,210.0,SSW,20.0
2020-06-05 09:00:00,4.9,6.67,65.37,11.0,94.0,987.65,220.0,SW,22.0
2020-06-05 09:30:00,5.77,7.17,67.7,11.0,94.0,987.65,220.0,SW,22.0
2020-06-05 10:00:00,6.23,8.98,66.19,11.0,94.0,987.65,230.0,SW,24.0
2020-06-05 10:30:00,5.08,6.55,68.11,12.0,82.0,987.65,230.0,SW,20.0
2020-06-05 11:00:00,4.65,6.46,69.59,12.0,82.0,988.65,230.0,SW,19.0
2020-06-05 11:30:00,3.69,4.8,71.49,12.0,77.0,988.65,220.0,SW,22.0
2020-06-05 12:00:00,4.5,5.86,66.7,12.0,77.0,988.65,230.0,SW,22.0
2020-06-05 12:30:00,3.82,5.53,71.45,13.0,77.0,988.65,240.0,WSW,19.0
2020-06-05 13:00:00,3.84,5.72,70.34,13.0,72.0,988.65,240.0,WSW,17.0
2020-06-05 13:30:00,4.71,6.03,68.73,13.0,67.0,989.65,230.0,SW,20.0
2020-06-05 14:00:00,4.58,6.78,68.13,14.0,63.0,989.65,220.0,SW,13.0
2020-06-05 14:30:00,5.17,7.38,68.05,15.0,63.0,989.65,240.0,WSW,13.0
2020-06-05 15:00:00,3.5,4.4,69.73,14.0,63.0,989.65,250.0,WSW,15.0
2020-06-05 15:30:00,3.59,4.76,74.86,14.0,63.0,989.65,250.0,WSW,20.0
2020-06-05 16:00:00,3.35,4.03,75.78,15.0,59.0,989.65,250.0,WSW,17.0
2020-06-05 16:30:00,3.11,4.2,74.43,14.0,59.0,989.65,260.0,W,11.0
2020-06-05 17:00:00,3.79,4.57,73.55,15.0,55.0,989.65,250.0,WSW,20.0
2020-06-05 17:30:00,3.65,4.18,73.94,15.0,55.0,989.65,250.0,WSW,15.0
2020-06-05 18:00:00,3.36,3.72,72.78,15.0,55.0,989.65,250.0,WSW,11.0
2020-06-05 18:30:00,3.54,3.66,72.18,15.0,55.0,989.65,240.0,WSW,9.0
2020-06-05 19:00:00,3.35,3.49,73.13,15.0,55.0,989.65,260.0,W,9.0
2020-06-05 19:30:00,9.06,9.67,67.26,15.0,51.0,989.65,250.0,WSW,6.0
2020-06-05 20:00:00,6.77,6.86,67.81,15.0,51.0,989.65,260.0,W,4.0
2020-06-05 20:30:00,4.79,4.89,66.78,15.0,55.0,989.65,260.0,CALM,0.0
2020-06-05 21:00:00,6.04,5.95,62.71,14.0,59.0,989.65,50.0,NE,4.0
2020-06-05 21:30:00,8.48,8.65,58.38,13.0,72.0,989.65,40.0,NE,4.0
2020-06-05 22:00:00,9.62,9.47,58.38,13.0,72.0,989.65,10.0,N,6.0
2020-06-05 22:30:00,8.31,8.18,60.4,12.0,72.0,989.65,10.0,CALM,0.0
2020-06-05 23:00:00,8.46,8.64,61.18,11.0,76.0,989.65,10.0,CALM,0.0
2020-06-05 23:30:00,10.28,11.33,57.17,11.0,71.0,989.65,60.0,ENE,6.0
2020-06-06 00:00:00,5.1,5.3,68.11,10.0,82.0,989.65,70.0,ENE,7.0
2020-06-06 00:30:00,4.81,4.62,68.43,9.0,87.0,988.65,60.0,ENE,9.0
2020-06-06 01:00:00,5.27,5.53,68.3,8.0,87.0,988.65,80.0,E,11.0
2020-06-06 01:30:00,4.39,4.22,66.89,8.0,87.0,988.65,70.0,ENE,9.0
2020-06-06 02:00:00,3.93,3.97,67.58,9.0,87.0,988.65,60.0,ENE,11.0
2020-06-06 02:30:00,5.68,5.53,66.43,9.0,87.0,988.65,70.0,ENE,11.0
2020-06-06 03:00:00,3.94,3.51,68.76,9.0,93.0,988.65,70.0,ENE,11.0
2020-06-06 03:30:00,4.18,3.95,71.09,10.0,82.0,987.65,50.0,NE,9.0
2020-06-06 04:00:00,12.55,13.71,57.66,10.0,87.0,987.65,50.0,NE,13.0
2020-06-06 04:30:00,11.77,12.63,52.92,11.0,88.0,987.65,60.0,ENE,13.0
2020-06-06 05:00:00,11.96,12.84,60.85,10.0,87.0,987.65,40.0,NE,7.0
2020-06-06 05:30:00,6.27,6.74,60.8,10.0,87.0,987.65,40.0,NE,11.0
2020-06-06 06:00:00,5.79,6.14,63.48,10.0,94.0,986.65,40.0,NE,11.0
2020-06-06 06:30:00,5.31,5.53,66.15,12.0,88.0,986.65,50.0,NE,13.0
2020-06-06 07:00:00,5.39,5.43,64.96,12.0,88.0,987.65,70.0,ENE,15.0
2020-06-06 07:30:00,5.77,6.33,60.34,11.0,94.0,987.65,170.0,S,9.0
2020-06-06 08:00:00,6.73,7.83,64.6,10.0,94.0,987.65,210.0,SSW,9.0
2020-06-06 08:30:00,5.79,6.76,60.87,10.0,94.0,988.65,280.0,W,4.0
2020-06-06 09:00:00,6.37,7.79,63.51,10.0,100.0,988.65,260.0,W,6.0
2020-06-06 09:30:00,7.46,9.03,61.34,11.0,94.0,988.65,260.0,W,9.0
2020-06-06 10:00:00,5.67,7.49,65.33,11.0,94.0,988.65,250.0,WSW,15.0
2020-06-06 10:30:00,5.17,6.72,66.54,11.0,94.0,988.65,240.0,WSW,22.0
2020-06-06 11:00:00,5.5,7.22,66.48,11.0,88.0,989.65,220.0,SW,24.0
2020-06-06 11:30:00,3.12,4.16,67.95,10.0,94.0,990.65,220.0,SW,30.0
2020-06-06 12:00:00,2.77,3.72,65.52,9.0,93.0,990.65,230.0,SW,35.0
2020-06-06 12:30:00,2.56,3.22,64.56,10.0,87.0,990.65,250.0,WSW,33.0
2020-06-06 13:00:00,3.17,4.37,65.01,10.0,94.0,990.65,250.0,WSW,33.0
2020-06-06 13:30:00,2.98,3.77,63.63,11.0,88.0,991.65,260.0,W,31.0
2020-06-06 14:00:00,3.1,3.64,66.7,12.0,77.0,991.65,250.0,WSW,39.0
2020-06-06 14:30:00,3.25,4.68,65.56,12.0,77.0,992.65,250.0,WSW,30.0
2020-06-06 15:00:00,2.37,2.94,65.99,13.0,67.0,992.65,260.0,W,37.0
2020-06-06 15:30:00,3.66,4.18,65.41,13.0,72.0,992.65,260.0,W,31.0
2020-06-06 16:00:00,4.62,5.06,65.82,14.0,63.0,992.65,250.0,WSW,35.0
2020-06-06 16:30:00,3.21,3.6,67.23,14.0,63.0,993.65,250.0,WSW,35.0
2020-06-06 17:00:00,3.56,4.62,64.94,15.0,59.0,993.65,250.0,WSW,39.0
2020-06-06 17:30:00,2.77,3.42,66.27,14.0,59.0,993.65,260.0,W,35.0
2020-06-06 18:00:00,3.43,4.27,65.99,13.0,67.0,994.65,240.0,WSW,39.0
2020-06-06 18:30:00,2.91,3.58,65.9,14.0,63.0,994.65,250.0,WSW,37.0
2020-06-06 19:00:00,2.77,3.23,63.86,14.0,63.0,994.65,240.0,WSW,37.0
2020-06-06 19:30:00,3.14,3.67,64.58,14.0,63.0,995.65,250.0,WSW,33.0
2020-06-06 20:00:00,4.58,5.19,63.12,13.0,67.0,995.65,240.0,WSW,33.0
2020-06-06 20:30:00,4.73,5.06,60.38,13.0,67.0,995.65,240.0,WSW,35.0
2020-06-06 21:00:00,5.66,5.69,54.86,13.0,72.0,996.65,230.0,SW,30.0
2020-06-06 21:30:00,5.91,5.64,53.24,12.0,72.0,996.65,220.0,SW,20.0
2020-06-06 22:00:00,5.6,5.65,52.51,11.0,76.0,996.65,220.0,SW,19.0
2020-06-06 22:30:00,5.7,5.73,49.68,11.0,76.0,997.65,210.0,SSW,13.0
2020-06-06 23:00:00,4.33,4.48,47.66,10.0,82.0,997.65,200.0,SSW,13.0
2020-06-06 23:30:00,3.66,3.81,48.4,10.0,82.0,997.65,200.0,SSW,15.0
2020-06-07 00:00:00,3.02,2.86,49.66,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 00:30:00,3.5,3.75,49.21,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 01:00:00,2.69,2.71,50.24,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 01:30:00,2.7,2.73,51.26,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 02:00:00,2.5,2.46,50.77,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 02:30:00,2.37,2.34,50.77,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 03:00:00,2.5,2.27,50.32,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 03:30:00,2.31,2.29,51.28,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 04:00:00,2.76,3.36,52.18,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 04:30:00,3.21,4.42,53.08,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 05:00:00,2.96,3.09,54.04,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 05:30:00,3.2,3.03,57.35,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 06:00:00,3.22,2.98,57.44,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 06:30:00,3.37,4.27,57.17,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 07:00:00,3.29,3.82,58.28,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 07:30:00,3.75,4.0,59.28,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 08:00:00,3.95,4.92,62.39,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 08:30:00,3.43,4.44,66.36,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 09:00:00,3.93,5.11,68.92,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 09:30:00,3.91,4.84,72.44,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 10:00:00,3.77,4.46,73.04,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 10:30:00,4.29,5.77,70.91,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 11:00:00,4.06,4.57,70.72,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 11:30:00,3.77,3.84,68.94,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 12:00:00,3.81,4.15,69.02,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 12:30:00,4.7,5.28,68.23,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 13:00:00,4.22,4.67,68.82,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 13:30:00,5.16,5.78,69.11,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 14:00:00,4.33,5.07,68.29,9.0,87.0,997.65,190.0,S,13.0
2020-06-07 14:30:00,10.05,10.81,67.71,9.0,87.0,997.65,190.0,S,13.0
